,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
SERVICIOS MEDICOS DE EMERGENCIAS ,,,,,,,,,,,
SME-010110-DB7,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,FECHA:,,,,,
,1,0,0,2015-12-08,FLUDROCORTISONA 0.1MG C/100 TAB.,1316,,,,,
,4,0,0,2015-12-08,BUPRENORFINA 30MG C/4 PARCHES (II),2758,,,,,
,38,0,0,2015-12-08,RIVASTIGMINA 4.6MG C/30 PARCHES,1746,,,,,
,38,0,0,2015-12-08,"INSULINA BASAL ANALOGA DETEMIR 1,500UI C/PLUMAS JER. PRELLENADA",2967,,,,,
,14,0,0,2015-12-08,ANASTROZOL 1MG C/28 TAB.,35,,,,,
,3,0,0,2015-12-08,ACIDO ZOLEDRONICO 4MG AMP. FCO. 5ML,907,,,,,
,5,0,0,2015-12-08,EPLERENONA 25MG C/30 TAB.,445,,,,,
,14,0,0,2015-12-08,RIVAROXABAN 10MG C/10 COMP. RECUBIERTOS,2915,,,,,
,6,0,0,2015-12-08,QUETIAPINA 300MG C/30 TAB. LIB PROL.,2353,,,,,
,2,0,0,2015-12-08,MELFALAN 2MG C/25 TAB.,2906,,,,,
,14,0,0,2015-12-08,DESVENLAFAXINA 50MG C/28 COMP.,2905,,,,,
,3,0,0,2015-12-08,DESVENLAFAXINA 100ML C/28 COMP.,2899,,,,,
,14,0,0,2015-12-08,ACIDO IBANDRONICO 150MG C/1 COMP.,1154,,,,,
,4,0,0,2015-12-08,ANFEBUTAMONA 150MG LIB. PROL. C/30 TAB.,891,,,,,
,43,0,0,2015-12-08,ALENDRONATO SODICO TRIHIDRATADO + VITAMINA D3 70MG/2800UI C/4 COMP.,1436,,,,,
,38,0,0,2015-12-08,CLORHIDRATO DE ALFUZOSINA 10MG LIB. PROL. C/28 TAB.,893,,,,,
,2,0,0,2015-12-08,GALANTAMINA ER 16MG C/14 CAP.,2966,,,,,
,3,0,0,2015-12-08,OLANZAPINA + FLUOXETINA 6/25MG C/14 CAP.,1180,,,,,
,9,0,0,2015-12-08,RISPERIDONA 2MG C/20 TAB.,2698,,,,,
,475,0,0,2015-12-08,EZETIMIBA + SIMVASTATINA 10MG/20MG C/28 COMP.,910,,,,,
,38,0,0,2015-12-08,LEVETIRACETAM 500MG C/30 TAB.,469,,,,,
,6,0,0,2015-12-08,ENOXAPARINA SODICA 60MG/0.4ML C/2 JER.S PRELLENADAS,2496,,,,,
,68,0,0,2015-12-08,TRIAZOLAM 0.250MG C/30 TAB.,582,,,,,
,8,0,0,2015-12-08,TEGASEROD 6MG C/30 COMP.,912,,,,,
,95,0,0,2015-12-08,VILDAGLIPTINA + METFORMINA 50MG/850MG C/60 COMP.,2924,,,,,
,140,0,0,2015-12-08,VALSARTAN + HIDROCLORTIAZIDA 160MG/25MG C/30 GRAGEAS,233,,,,,
,30,0,0,2015-12-08,LACOSAMIDA 100MG C/28 TAB.,2990,,,,,
,250,0,0,2015-12-08,SITAGLIPTINA + METFORMINA 50/850MG C/56 COMP.,1368,,,,,
,45,0,0,2015-12-08,HEMITARTRATO DE ZOLPIDEM 10MG C/30 TAB. (III),632,,,,,
,120,0,0,2015-12-08,VALSARTAN 160MG C/30 GRAGEAS,1767,,,,,
,2,0,0,2015-12-08,LEVETIRACETAM SOL. 100MG C/150ML,2023,,,,,
,78,0,0,2015-12-08,TELMISARTAN + HIDROCLOROTIAZIDA 80MG/12.5MG C/28 TAB.,561,,,,,
,78,0,0,2015-12-08,SAXAGLIPITINA + METFORMINA 5MG/1000MG C/28 TAB.,2929,,,,,
,122,0,0,2015-12-08,VALSARTAN + AMLODIPINO 160/5MG C/28 TAB.,1924,,,,,
,30,0,0,2015-12-08,AZILSARTAN MEDOXOMILO + CLORTALIDONA 80/12.5 C/28 TAB.,2948,,,,,
,4,0,0,2015-12-08,LISURIDA 0.2MG C/28 TAB.,281,,,,,
,19,0,0,2015-12-08,CEFTIBUTEN 400MG C/10 CAP.,168,,,,,
,30,0,0,2015-12-08,MEMANTINA 10MG C/28 TAB.,83,,,,,
,15,0,0,2015-12-08,SALMETEROL + FLUTICASONA 50MCG/500MG FCO. C/60 DOSIS,2738,,,,,
,2,0,0,2015-12-08,PIRAZINAMIDA + ETAMBUTOL + RIFAMPICINA + ISONIAZIDA 150MG/75MG/400MG/300MG C/240 TAB.,1270,,,,,
,64,0,0,2015-12-08,SALMETEROL + FLUTICASONA 25/125 FCO.,2468,,,,,
,29,0,0,2015-12-08,AZILSARTAN MEDOXOMILO 80MG C/28 TAB.,2947,,,,,
,9,0,0,2015-12-08,ENOXAPARINA SODICA 40MG/0.4ML C/2 JER.S PRELLENADAS,179,,,,,
,3,0,0,2015-12-08,FENOFIBRATO 160MG C/30 CAP.,1190,,,,,
,30,0,0,2015-12-08,INSULINA LISPRO C/1000 UNIDADES,419,,,,,
,125,0,0,2015-12-08,GLIMEPERIDINA + METFORMINA 1000MG/4MG C/16 TAB.,1868,,,,,
,68,0,0,2015-12-08,SALMETEROL + FLUTICASONA 25MCG/50MCG 12GR FCO. C/120 DOSIS,786,,,,,
,202,0,0,2015-12-08,PREGABALINA 75MG C/28 CAP.,512,,,,,
,9,0,0,2015-12-08,TERAZOSINA 5MG C/30 TAB.,9,,,,,
,3,0,0,2015-12-08,PRAMIPEXOL 0.5MG C/30 TAB.,2411,,,,,
,320,0,0,2015-12-08,ETORICOXIB 90MG C/14 COMP.,965,,,,,
,5,0,0,2015-12-08,SALMETEROL + FLUTICASONA 50/100MCG SOL. INHAL C/60 DOSIS,2493,,,,,
,8,0,0,2015-12-08,ATOMOXETINA 25MG C/14 CAP.,794,,,,,
,20,0,0,2015-12-08,ISOTRETINOINA 10MG C/30 CAP.,2412,,,,,
,105,0,0,2015-12-08,DIACERINA + MELOXICAM 50MG/15MG C/20 CAP.,1341,,,,,
,89,0,0,2015-12-08,ESTROGENOS CONJUGADOS DE ORIGEN EQUINO TUBO C/43GR,679,,,,,
,9,0,0,2015-12-08,INDACATEROL 150MG C/30 CAP.,2918,,,,,
,38,0,0,2015-12-08,L-TARTRATO DE TOLTERODINA 2MG C/28 TAB.,2863,,,,,
,15,0,0,2015-12-08,MOXIFLOXACINO 400MG C/7 TAB.,86,,,,,
,38,0,0,2015-12-08,VALPROATO SEMISODICO ER 500MG LIB. PROL. C/30 TAB.,2193,,,,,
,68,0,0,2015-12-08,CEFIXIMA 100MG/5ML SUSP. ORAL C/100ML,1135,,,,,
,2,0,0,2015-12-08,AZILSARTAN MEDOXOMILO + CLORTALIDONA 40/12.5 C/28 TAB.,2944,,,,,
,14,0,0,2015-12-08,CICLOPIROX 8% SOL. C/3ML,1377,,,,,
,2,0,0,2015-12-08,PREDNISOLONA 3.0MG/ML SOL. PED. C/120ML,1099,,,,,
,14,0,0,2015-12-08,BRIMONIDINA + TIMOLOL + DORSOLAMINA 20/5/2ML SOL. OFT. C/5ML,1546,,,,,
,9,0,0,2015-12-08,BUDESONIDA + FORMOTEROL 320MG/9MCG C/60 DOSIS (POLVO),802,,,,,
,68,0,0,2015-12-08,CLEBOPRIDA + SIMETICONA C/45 CAP.,2950,,,,,
,5,0,0,2015-12-08,NICERGOLINA 30MG C/20 GRAGEAS,767,,,,,
,20,0,0,2015-12-08,TRAVOPROST 40MCG SOL. OFT. FCO. C/2.5ML,830,,,,,
,64,0,0,2015-12-08,EBASTINA 20MG C/30 OBLEAS,1053,,,,,
,84,0,0,2015-12-08,PRASUGREL 10MG C/14 TAB.,2900,,,,,
,28,0,0,2015-12-08,DORZOLAMIDA + TIMOLOL GOTAS OFT. FCO. C/5ML,251,,,,,
,7,0,0,2015-12-08,PIRACETAM 800MG C/30 TAB.,971,,,,,
,29,0,0,2015-12-08,BIMATOPROST GOTAS 0.03% SOL. OFT. C/3ML,1058,,,,,
,5,0,0,2015-12-08,MOXIFLOXACINO + DEXAMETASONA SOL. OFT. GOTAS FCO C/5ML,2923,,,,,
,28,0,0,2015-12-08,AZILSARTAN MEDOXOMILO 40MG C/28 TAB.,2946,,,,,
,118,0,0,2015-12-08,IPRATROPIO + SALBUTAMOL 20MCG/100MCG SUSP. AEROSOL FCO. C/120 DOSIS,186,,,,,
,48,0,0,2015-12-08,BETAHISTINA 24MG C/30 TAB.,2931,,,,,
,20,0,0,2015-12-08,MIRTAZAPINA 30MG C/12 TAB. DISP.,740,,,,,
,2,0,0,2015-12-08,RADIOCARE CREMA C/150MG,2977,,,,,
,29,0,0,2015-12-08,KETANSERINA + BENZOCAINA 2% TUBO GEL C/78GR,798,,,,,
,29,0,0,2015-12-08,TRIAMCINOLONA 56.10MG SUSP. FCO C/16.5ML,610,,,,,
,39,0,0,2015-12-08,CABERGOLINA 0.5MG C/2 TAB.,282,,,,,
,2,0,0,2015-12-08,CICLOSPORINA 0.1% GOTAS OFT. C/5ML,3011,,,,,
,30,0,0,2015-12-08,ETORICOXIB 120MG C/7 COMP.,941,,,,,
,15,0,0,2015-12-08,CARVEDILOL 25MG C/14 TAB.,2594,,,,,
,60,0,0,2015-12-08,INSULINA LISPRO + PROTAMINA 2X3ML C/300 UNIDADES,420,,,,,
,39,0,0,2015-12-08,RISPERIDONA 1MG C/20 TAB.,1024,,,,,
,20,0,0,2015-12-08,BUDESONIDA + FORMOTEROL 160MG/4.5MCG SPRAY,782,,,,,
,40,0,0,2015-12-08,TIZANIDINA 6MG LIB. PROL. C/10 CAP.,2979,,,,,
,148,0,0,2015-12-08,SITAGLIPTINA 100MG C/14 COMP.,456,,,,,
,168,0,0,2015-12-08,DAPAGLIFOZINA 10MG C/14 TAB.,2952,,,,,
,30,0,0,2015-12-08,PARACETAMOL + CODEINA 500MG/30MG C/30 CAP. (II),596,,,,,
,2,0,0,2015-12-08,CLINDAMICINA + PEROXIDO DE BENZOILO 5GR/100GR EN 100GR TUBO GEL C/30GR,449,,,,,
,40,0,0,2015-12-08,LAMOTRIGINA 50MG /28 TAB.,1774,,,,,
,59,0,0,2015-12-08,BISOPROLOL 5MG C/30 GRAGEAS,1160,,,,,
,30,0,0,2015-12-08,LIOFILIZADO ESTANDARIZADO DE LISADOS BACTERIANOS CAPSULAS ADULTOS 7MG C/10 CAP.,1795,,,,,
,7,0,0,2015-12-08,VERAPAMILO + TRANDOLAPRIL 180MG/2MG LIB. PROL. C/15 TAB.,1567,,,,,
,30,0,0,2015-12-08,INDOMETACINA 50MG C/28 CAP.,525,,,,,
,15,0,0,2015-12-08,CINOSTAZOL 100MG C/30 TAB.,2949,,,,,
,85,0,0,2015-12-08,SAXAGLIPITINA + METFORMINA 2.5MG/1000MG C/28 TAB.,2926,,,,,
,60,0,0,2015-12-08,CARBOXIMETILCELULOSA SODICA 0.5% SOL. OFT. GOTAS C/15ML,754,,,,,
,2,0,0,2015-12-08,MESALAZINA 500MG C/40 GRAGEAS,1533,,,,,
,5,0,0,2015-12-08,LIOFILIZADO ESTANDARIZADO DE LISADO BACTERIANOS INFANTIL 3.5MGS. C/10 CAP.,135,,,,,
,40,0,0,2015-12-08,NITROFURANTOINA 50MG C/40 CAP.,523,,,,,
,15,0,0,2015-12-08,DICLOFENACO + CODEINA 50MG/50MG C/20 TAB. ,2960,,,,,
,1,0,0,2015-12-08,ACIDO POLIACRILICO GEL OFTALMICO TUBO C/10GR,879,,,,,
,38,0,0,2015-12-08,PROGESTERONA 100MG C/30 PERLAS,1492,,,,,
,4,0,0,2015-12-08,NEPAFENACO 1.0MG SOL. OFT. GOTAS C/5ML,2072,,,,,
,1,0,0,2015-12-08,SERENOA REPENS 160MG C/40 CAP.,860,,,,,
,7,0,0,2015-12-08,POLIETILENGLICOL+ PROPILENGLICOL GOTAS OFT. FCO. C/15ML,996,,,,,
,90,0,0,2015-12-08,NEOMICINA + POLIMIXINA B + DEXAMETASONA SUSP. OFT. FCO. C/5ML,527,,,,,
,125,0,0,2015-12-08,MOMETASONA 0.05% SPRAY NASAL PED. C/10ML Y 60 NEBUL.,735,,,,,
,5,0,0,2015-12-08,POLIETILENGLICOL + BICAR. SODICO + CL SODIO + CL DE POTASIO POLVO 109.6GR C/4 SOBRES,623,,,,,
,80,0,0,2015-12-08,BISOPROLOL 2.5MG C/30 GRAGEAS,206,,,,,
,7,0,0,2015-12-08,FLUTICASONA 50MCG SPRAY C/120 DOSIS ,2491,,,,,
,730,0,0,2015-12-08,INSULINA GLARGINA JER. DESECHABLE PRECARGADA (300 UI/ml) C/3ML,2919,,,,,
,20,0,0,2015-12-08,BETAMETASONA LOCION CAPILAR FCO. C/50ML,120,,,,,
,20,0,0,2015-12-08,FLUCONAZOL+ TINIDAZOL 37.5MG/500MG C/4 TAB.,1262,,,,,
,115,0,0,2015-12-08,TELMISARTAN 40MG C/28 TAB.,968,,,,,
,60,0,0,2015-12-08,CLARITROMICINA + AMBROXOL 500MG/45MG C/10 TAB.,2731,,,,,
,30,0,0,2015-12-08,HIDROCORTISONA 1GR/100ML FCO. LOCION C/120ML,624,,,,,
,2,0,0,2015-12-08,RIFAMPICINA + ISONIASIDA 200MG/150MG C/24 CAP.,732,,,,,
,1,0,0,2015-12-08,ESTRADIOL + NORGESTREL 2MG/0.5MG C/21 GRAGEAS (11 BLANCAS Y 10 COLOR),682,,,,,
,80,0,0,2015-12-08,MONTELUKAST SODICO 4MG C/10 TAB.,1143,,,,,
,7,0,0,2015-12-08,SULFATO DE AMANTADINA 100MG C/30 TAB.,703,,,,,
,170,0,0,2015-12-08,FEXOFENADINA 6MG/ML SUSP. FCO. C/150ML,2553,,,,,
,280,0,0,2015-12-08,DEXLANSOPRAZOL 30MG C/14 CAP.,2953,,,,,
,40,0,0,2015-12-08,TROXERUTINA + CUMARINA 180MG/30MG C/30 GRAGEAS,1075,,,,,
,240,0,0,2015-12-08,TRAMADOL + PARACETAMOL 37.5/325MG C/20 TAB.,836,,,,,
,8,0,0,2015-12-08,NUTRAMIGEN PREMIUM LATA C/357GR,329,,,,,
,15,0,0,2015-12-08,PIPERIDOLATO 100MG C/30 GRAGEAS,258,,,,,
,170,0,0,2015-12-08,BROMURO PINAVERIO/DIMETICONA 100/300MG C/16 CAP.,1304,,,,,
,20,0,0,2015-12-08,ENANTATO DE PRASTERONA + VALERATO DE ESTRADIOL 200MG/4MG C/1 JER. PRELLENADA DE 1ML,138,,,,,
,30,0,0,2015-12-08,OXIBUTININA 5MG C/30 TAB.,615,,,,,
,5,0,0,2015-12-08,CLORMADINONA 2MG C/20 TAB.,493,,,,,
,15,0,0,2015-12-08,CLINDAMICINA + KETOCONAZOL 800/100MG C/3 TAB. VAGINALES,1029,,,,,
,145,0,0,2015-12-08,FEXOFENADINA + FENILEFRINA 60MG/25MG C/10 TAB.,2579,,,,,
,240,0,0,2015-12-08,CICLESONIDA 50MCG SPRAY NASAL C/120 DOSIS,3009,,,,,
,40,0,0,2015-12-08,ETINILESTRADIOL + DROSPIRENONA 0.03MG/3.0MG C/21 GRAGEAS,899,,,,,
,20,0,0,2015-12-08,LORAZEPAM 2MG C/40 TAB. (II),575,,,,,
,30,0,0,2015-12-08,TIZANIDINA 2MG C/20 TAB.,787,,,,,
,70,0,0,2015-12-08,ESPORAS DE BACILLUS CLAUSII 2 BILLONES UFC C/20 AMP.,1126,,,,,
,15,0,0,2015-12-08,TESTOSTERONA 250MG/1ML C/1 AMP.,2882,,,,,
,6,0,0,2015-12-08,TRITICUM VULGARE FENOXIETANOL CREMA UNGUENTO C/30GR,1258,,,,,
,110,0,0,2015-12-08,BISOPROLOL 1.25MG C/30 GRAGEAS,252,,,,,
,30,0,0,2015-12-08,ACIDO VALPROICO JARABE 250MG C/120ML,290,,,,,
,40,0,0,2015-12-08,VITAMINAS + HIERRO C/36 TAB.,111,,,,,
,8,0,0,2015-12-08,CLONIXITATO DE LISINA + CICLOBENZAPRINA 125/5 C/20 TAB.,2307,,,,,
,3,0,0,2015-12-08,NITROFURAL TARRO C/453.6GR,367,,,,,
,8,0,0,2015-12-08,ERDOSTEINA 300MG C/20 CAP.,1820,,,,,
,7,0,0,2015-12-08,ITOPRIDA 50MG C/30 TAB.,2747,,,,,
,5,0,0,2015-12-08,LEVOCETIRIZINA SOL. INFANTIL C/150ML,2735,,,,,
,20,0,0,2015-12-08,ESPIRONOLACTONA + FUROSEMIDA 50MG/20MG C/16 CAP.,483,,,,,
,2,0,0,2015-12-08,TRINITRATO DE GLICERILO 36MG x PARCHE (10MG/24 hrs C/7),2144,,,,,
,8,0,0,2015-12-08,CIPROFLOXACINO + HIDROCORTISONA + LIDOCAINA SOL. OTICA GOTAS,2789,,,,,
,50,0,0,2015-12-08,DEXKETOPROFENO TROMETAMOL 25MG C/10 TAB.,1241,,,,,
,10,0,0,2015-12-08,ERGOTAMINA + ACIDO ACETILSALICILICO + CAFEINA 1MG/400MG/50MG C/36 TAB. (II),773,,,,,
,6,0,0,2015-12-08,FLUTICASONA 0.5MG/2ML C/10 AMP.,1069,,,,,
,20,0,0,2015-12-08,PREDNISOLONA 100MG SOL. FCO. C/100ML,388,,,,,
,20,0,0,2015-12-08,CLINDAMICINA SOL. TOPICA FCO C/30ML,261,,,,,
,120,0,0,2015-12-08,SALBUTAMOL 5MG/ML SOL. NEBUL. FCO. C/10ML,866,,,,,
,60,0,0,2015-12-08,POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. ORAL FCO. SPRAY C/20ML,21,,,,,
,15,0,0,2015-12-08,METRONIDAZOL + MICONAZOL 750MG/200MG C/7 OVULOS VAGINALES,1263,,,,,
,15,0,0,2015-12-08,DILTIAZEM 60MG C/30 COMPS.,82,,,,,
,20,0,0,2015-12-08,ALPRAZOLAM 1MG C/30 COMP. (II),1448,,,,,
,40,0,0,2015-12-08,FENTERMINA 15MG C/30 TAB.,2964,,,,,
,100,0,0,2015-12-08,VITAMINAS PRENATALES C/28 CAP.,1754,,,,,
,210,0,0,2015-12-08,METFORMINA 750MG LIB. PROL. C/30 TAB.,2711,,,,,
,195,0,0,2015-12-08,ACEITE DE ALMENDRAS-UREA-VIT.B5 TUBO CREMA C/125GR,1550,,,,,
,5,0,0,2015-12-08,ALLIUM CEPAE + ALANTOINA TUBO GEL C/20GR,528,,,,,
,10,0,0,2015-12-08,NEOMICINA + POLIMIXINA B + BACITRACINA UNGUENTO DERMICO TUBO C/30GR,2592,,,,,
,30,0,0,2015-12-08,BUDESONIDA 0.250MG/ML NEBUL. C/5 AMP. SOBRE 2ML,719,,,,,
,80,0,0,2015-12-08,KETOROLACO + TRAMADOL 10MG/25MG SUBLINGUAL C/4 TAB.,2656,,,,,
,4,0,0,2015-12-08,ORFENADRINA + PARACETAMOL 35MG/450MG C/50 TAB.,620,,,,,
,40,0,0,2015-12-08,ACIDO SALICILICO + ACIDO LACTICO + SOL. 26%/ 15%  FCO. C/15ML,3031,,,,,
,100,0,0,2015-12-08,CETIRIZINA SOL 10MG/ML C/10ML,871,,,,,
,10,0,0,2015-12-08,HALOPERIDOL 2MG SOL. FCO. C/15ML,583,,,,,
,15,0,0,2015-12-08,DESOGESTREL 0.075MG C/28 TAB.,2225,,,,,
,10,0,0,2015-12-08,LACTULOSA + PARAFINA LIQUIDA + PARAFINA BLANCA GEL ORAL FCO. C/150GR,2968,,,,,
,145,0,0,2015-12-08,DICLOFENACO POTASICO 25MG C/20 GRAGEAS,165,,,,,
,10,0,0,2015-12-08,TESTOSTERONA + ESTRADIOL 100MG/5MG C/1 JER. PRELLENADA,266,,,,,
,10,0,0,2015-12-08,OXIBUTININA 100MG/100ML FCO C/120ML,614,,,,,
,7,0,0,2015-12-08,FLUOROMETOLONA 1% SOL. OFT. FCO. C/5ML,379,,,,,
,3,0,0,2015-12-08,CLINDAMICINA 75MG/5ML FCO. GRANULADO PARA 100ML,260,,,,,
,10,0,0,2015-12-08,CLEBOPRIDA JBE. FCO. C/90ML,2671,,,,,
,70,0,0,2015-12-08,METFORMINA 1GR C/30 TAB.,2872,,,,,
,30,0,0,2015-12-08,PARGEVERINA + CLONIXINATO DE LISINA 10MG/125MG C/20  COMP.,694,,,,,
,15,0,0,2015-12-08,SOL. ESTERILIZANTE + ANTISEPTICA DE SUPEROXIDACION FCO. C/240ML,1310,,,,,
,215,0,0,2015-12-08,AMOXICILINA + ACIDO CLAVULANICO 600MG SUSP. C/50ML,1003,,,,,
,10,0,0,2015-12-08,ACETAZOLAMIDA 250MG C/30 TAB.,3,,,,,
,20,0,0,2015-12-08,NIFEDIPINO 20MG LIB. PROL. C/28 COMP.,8,,,,,
,1,0,0,2015-12-08,PEROXIDO DE BENZOILO 10% TUBO GEL C/60GR,115,,,,,
,40,0,0,2015-12-08,LEVOCETIRIZINA GOTAS C/10ML,2736,,,,,
,10,0,0,2015-12-08,NAN A.R FORMULA LACTEA LATA C/400GR,634,,,,,
,3,0,0,2015-12-08,ACIDO ACEXAMICO 5GR/100GR UNGUENTO TUBO C/40GR,726,,,,,
,10,0,0,2015-12-08,BETAMETASONA + FOSFATO SODICO 2.71/3MG C/1 JER. PRELLENADA,208,,,,,
,90,0,0,2015-12-08,POLIETILENGLICOL FCO. POLVO C/255GR,256,,,,,
,10,0,0,2015-12-08,ERDOSTEINA SOL. C/90ML,2963,,,,,
,20,0,0,2015-12-08,PEROXIDO DE BENZOILO 5% TUBO GEL C/60GR,116,,,,,
,10,0,0,2015-12-08,VERAPAMILO 40MG C/30 TAB.,274,,,,,
,4,0,0,2015-12-08,CLONAZEPAM 2MG C/30 COMP. (II),2410,,,,,
,10,0,0,2015-12-08,MECLIZINA + PIRIDOXINA JARABE FCO. C/120ML,124,,,,,
,20,0,0,2015-12-08,PLANTAGO OVATA + SENNA ANGUSTIFOLIA 2.71 GR/0.62 GR FCO. GRANULADO C/100GR,11,,,,,
,30,0,0,2015-12-08,BETAMETASONA PEDIATRICA  50MG GOTAS FCO. C/60ML,171,,,,,
,920,0,0,2015-12-08,PARACETAMOL 1GR C/20 TAB.,810,,,,,
,90,0,0,2015-12-08,TIBOLONA 2.5MG C/30 TAB.,2658,,,,,
,2,0,0,2015-12-08,FLOROGLUCINOL + TRIMETILFLOROGLUCINOL 80MG/80MG C/20 CAP.,2840,,,,,
,80,0,0,2015-12-08,AMINOFENAZONA + BUFENINA + DIFENILPIRALI C/20 CAP.,363,,,,,
,30,0,0,2015-12-08,AMINOFENAZONA + BUFENINA + DIFENILPIRALI SOL. GOTAS C/25ML,362,,,,,
,20,0,0,2015-12-08,CITRATO DE CALCIO + VITAMINA D3 315MG C/60 TAB.,1361,,,,,
,30,0,0,2015-12-08,PIROXICAM 10MG C/20 CAP.,1079,,,,,
,40,0,0,2015-12-08,PRAZOSINA 1MG C/30 COMP.,539,,,,,
,40,0,0,2015-12-08,IPRATROPIO + SALBUTAMOL MONODOSIS 0.5MG/2.5MG NEBUL. C/10 AMP.,187,,,,,
,650,0,0,2015-12-08,AGUA DE MAR HIPERTONICA ESTERIL 125ML DOSIFICADOR INTERCAMBIABLE AD. Y NINO FCO. C/90 DISP. Y 1,2552,,,,,
,10,0,0,2015-12-08,GLUCONATO DE POTASIO GK C/10 SOBRES,1232,,,,,
,15,0,0,2015-12-08,RIMANTADINA 100MG C/14 CAP.,2393,,,,,
,10,0,0,2015-12-08,BROMAZEPAM 3MG C/30 TAB.,588,,,,,
,10,0,0,2015-12-08,NITROFURAL POMADA TUBO C/85GR,368,,,,,
,10,0,0,2015-12-08,LEVODOPA + CARBIDOPA 250MG/25MG C/100 TAB.,576,,,,,
,30,0,0,2015-12-08,AMITRIPTILINA 25MG C/50 TAB.,84,,,,,
,40,0,0,2015-12-08,ALPRAZOLAM 0.25MG C/30 TAB. (II),2778,,,,,
,40,0,0,2015-12-08,CLONAZEPAM 2.5MG/1ML GOTAS 10ML (II),468,,,,,
,20,0,0,2015-12-08,TRIBENOSIDO + LIDOCAINA TUBO C/30GR,680,,,,,
,20,0,0,2015-12-08,FUROSEMIDA 20MG C/36 TAB.,484,,,,,
,50,0,0,2015-12-08,HIDROXIPROPILMETILCELULOSA + DEXTRAN UNGUENTO TUBO C/3.5GR,612,,,,,
,10,0,0,2015-12-08,ESTROGENOS CONJUGADOS 0.625MG C/42 TAB.,2855,,,,,
,10,0,0,2015-12-08,TRIBENOSIDO + LIDOCAINA 400MG C/5 SUP.,681,,,,,
,80,0,0,2015-12-08,LOSARTAN + HIDROCLOROTIAZIDA 50MG/12.5MG C/30 COMP.,2620,,,,,
,50,0,0,2015-12-08,GABAPENTINA 300MG C/30 CAP.,2643,,,,,
,10,0,0,2015-12-08,OLANZAPINA 5MG C/14 TAB.,599,,,,,
,15,0,0,2015-12-08,VITAMINA A + OXIDO ZINC + ACIDO BORICO + ALANTOINA POMADA TUBO C/60GR,418,,,,,
,10,0,0,2015-12-08,CLARITROMICINA 250MG SUSP. PED. FCO. C/60ML GRANULOS,467,,,,,
,10,0,0,2015-12-08,PROPRANOLOL 10MG C/50 TAB.,3029,,,,,
,10,0,0,2015-12-08,CITRATO DE SODIO + LAURILSULFOACETATO DE SODIO SUSP. CON 4 ENEMAS EN APLICADOR DESECHABLE DE 5,538,,,,,
,20,0,0,2015-12-08,DIMENHIDRINATO JARABE FCO. C/120ML,284,,,,,
