,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
SERVICIOS MEDICOS DE EMERGENCIAS ,,,,,,,,,,,
SME-010110-DB7,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,FECHA:,,,,,
,2,0,0,2016-02-04, ESTRADIOL 2MG + ACETATO D C/28 TAB.,180,,,,,
,8,0,0,2016-02-04, IPRATROPIO + SALBUTAMOL 20MCG/100MCG SUSP. AEROSOL FCO. C/120 DOSIS,186,,,,,
,15,0,0,2016-02-04,KETOCONAZOL POLVO TALCO FCO. C/60GR,191,,,,,
,10,0,0,2016-02-04," PANCREATINA + LIPASA + AMILASA + PROTEASA 10,000UI C/50 CAP.",193,,,,,
,4,0,0,2016-02-04,MISOPROSTOL 200MCG C/28 TAB.,194,,,,,
,13,0,0,2016-02-04,BISOPROLOL 2.5MG C/30 GRAGEAS,206,,,,,
,30,0,0,2016-02-04,CALCIO 500MG ENV. C/12 COMP.,209,,,,,
,26,0,0,2016-02-04,CLOBETASOL 0.050% TUBO C/30GR,227,,,,,
,75,0,0,2016-02-04,OXIMETAZOLINA 50MG SOL. NASAL FCO. NEB. C/20ML,230,,,,,
,1,0,0,2016-02-04,CLINDAMICINA 300MG C/2ML AMP.,238,,,,,
,8,0,0,2016-02-04, DORZOLAMIDA + TIMOLOL GOTAS OFT. FCO. C/5ML,251,,,,,
,29,0,0,2016-02-04,BISOPROLOL 1.25MG C/30 GRAGEAS,252,,,,,
,8,0,0,2016-02-04,CLINDAMICINA SOL. TOPICA FCO C/30ML,261,,,,,
,8,0,0,2016-02-04,ACIDO VALPROICO 250MG C/30 CAP.,264,,,,,
,1,0,0,2016-02-04, TESTOSTERONA + ESTRADIOL 100MG/5MG C/1 JER. PRELLENADA,266,,,,,
,13,0,0,2016-02-04,DEXTROMETORFANO 15MG/5ML JARABE FCO. C/60ML,269,,,,,
,1,0,0,2016-02-04,VERAPAMILO 40MG C/30 TAB.,274,,,,,
,1,0,0,2016-02-04,VERAPAMILO 180MG C/15 TAB.,275,,,,,
,41,0,0,2016-02-04, BETAMETASONA + GENTAMICINA TUBO CREMA C/30GR,276,,,,,
,4,0,0,2016-02-04, ACETATO DE CALCIO + SULFATO DE ALUMINIO C/12 SOBRES,280,,,,,
,31,0,0,2016-02-04,CABERGOLINA 0.5MG C/2 TAB.,282,,,,,
,67,0,0,2016-02-04,DOXICICLINA 100MG C/10 CAP.,283,,,,,
,15,0,0,2016-02-04,DICLOFENACO SODICO 100MG LIB. PROL. C/20 GRAGEAS,292,,,,,
,4,0,0,2016-02-04,ONDANSETRON 8MG SOL. INY. C/3 AMP. DE 4ML,293,,,,,
,54,0,0,2016-02-04,METFORMINA 500MG C/30 TAB.,310,,,,,
,59,0,0,2016-02-04, DIMETICONA + PANCREATINA + EXTRACTO SECO BILIS DE BUEY CELULOSA DEL ASPERGILLUS NIGER CON CAPA E C/50 GRAGEAS,327,,,,,
,4,0,0,2016-02-04,CLOTRIMAZOL 20GR CREMA C/3 APLICADORES,334,,,,,
,7,0,0,2016-02-04,LEVOTIROXINA SODICA 25MCG C/50 TAB.,343,,,,,
,3,0,0,2016-02-04,ENFAMIL PEMIUM 1 FORMULA LACTEA 1 PREMIUM LATA 400GR,347,,,,,
,40,0,0,2016-02-04,PIMECROLIMUS 1% CREMA C/30GR,348,,,,,
,2,0,0,2016-02-04,ETANERCEPT 25MG FCO. C/4 AMP.,349,,,,,
,50,0,0,2016-02-04,FLUCONAZOL 100MG C/10 CAP.,361,,,,,
,4,0,0,2016-02-04,NITROFURAL POMADA TUBO C/85GR,368,,,,,
,23,0,0,2016-02-04,DICLOFENACO 1.160% GEL C/60GR,371,,,,,
,56,0,0,2016-02-04,FLUCONAZOL 150MG C/1 CAP.,373,,,,,
,2,0,0,2016-02-04, FOSFATO MONOSODICO 12GR + CIDRATO DE SODI ENEMA EVACUANTE C/133ML,378,,,,,
,1,0,0,2016-02-04,CLORURO DE SODIO 5% SOL OFT. FCO. 10ML,416,,,,,
,2,0,0,2016-02-04,CLORURO DE SODIO 5% UNGUENTO OFT. TUBO 5GR,417,,,,,
,4,0,0,2016-02-04, VITAMINA A + OXIDO ZINC + ACIDO BORICO + ALANTOINA POMADA TUBO C/60GR,418,,,,,
,2,0,0,2016-02-04,HIERRO DEXTRAN 100MG/2ML SOL. INY. C/3 AMP.,425,,,,,
,6,0,0,2016-02-04,ALFAMETILDOPA 250MG C/30 TAB.,426,,,,,
,19,0,0,2016-02-04,ISOCONAZOL 600MG C/1 OVULO,434,,,,,
,8,0,0,2016-02-04,INDOMETACINA 25MG C/30 CAP.,437,,,,,
,12,0,0,2016-02-04,IVERMECTINA 6MG C/2 TAB.,442,,,,,
,44,0,0,2016-02-04,ITRACONAZOL 100MG C/15 CAP.,443,,,,,
,24,0,0,2016-02-04, CLINDAMICINA + PEROXIDO DE BENZOILO 5GR/100GR EN 100GR TUBO GEL C/30GR,449,,,,,
,14,0,0,2016-02-04, NEOMICINA + CAOLIN + PECTINA 129MG/280MG C/20 TAB.,459,,,,,
,17,0,0,2016-02-04,NIMODIPINO 30MG C/30 TAB.,470,,,,,
,57,0,0,2016-02-04,KETOCONAZOL TUBO CREMA C/30GR,472,,,,,
,20,0,0,2016-02-04, ESPIRONOLACTONA + FUROSEMIDA 50MG/20MG C/16 CAP.,483,,,,,
,2,0,0,2016-02-04,CLORMADINONA 2MG C/20 TAB.,493,,,,,
,31,0,0,2016-02-04,LORATADINA 10MG C/20 GRAGEAS,496,,,,,
,24,0,0,2016-02-04,ACICLOVIR 200MG/5ML FCO. C/120ML,501,,,,,
,103,0,0,2016-02-04,LACTOBACILLUS CASEI VARIEDAD RHAMNOSUS 250MG C/12 CAP.,510,,,,,
,55,0,0,2016-02-04,PREGABALINA 75MG C/28 CAP.,512,,,,,
,30,0,0,2016-02-04,NEOMICINA + POLIMIXINA B + DEXAMETASONA UNGUENTO OFTALMICO TUBO C/3.5GR,526,,,,,
,53,0,0,2016-02-04, NEOMICINA + POLIMIXINA B + DEXAMETASONA SUSP. OFT. FCO. C/5ML,527,,,,,
,3,0,0,2016-02-04, CITRATO DE SODIO + LAURILSULFOACETATO DE SODIO SUSP. CON 4 ENEMAS EN APLICADOR DESECHABLE DE 5,538,,,,,
,11,0,0,2016-02-04,NITROFURANTOINA 100MG C/40 CAP.,546,,,,,
,15,0,0,2016-02-04,MINOCICLINA 100MG MICROGRANULOS C/10 CAP. ,552,,,,,
,11,0,0,2016-02-04,SECNIDAZOL 500MG C/8 COMP.,553,,,,,
,22,0,0,2016-02-04, TELMISARTAN + HIDROCLOROTIAZIDA 80MG/12.5MG C/28 TAB.,561,,,,,
,2,0,0,2016-02-04, LEVODOPA + CARBIDOPA + ENTACAPONA 200MG/100MG/25MG C/30 TAB.,564,,,,,
,18,0,0,2016-02-04,METOCLOPRAMIDA 10MG C/20 TAB.,565,,,,,
,11,0,0,2016-02-04,METRONIDAZOL .75% TUBO GEL C/30GR,567,,,,,
,2,0,0,2016-02-04,DECANOATO DE FLUPENTIXOL 20MG C/1 AMP. DE 2ML (III),580,,,,,
,6,0,0,2016-02-04,HALOPERIDOL 2MG SOL. FCO. C/15ML,583,,,,,
,2,0,0,2016-02-04,HALOPERIDOL 5MG C/20 TAB.,584,,,,,
,3,0,0,2016-02-04, DIAZEPAM + DEXTROPROPOXIFENO + PARACETAMOL C/20 TAB. (II),590,,,,,
,21,0,0,2016-02-04,FLUNARIZINA 10MG C/20 TAB.,607,,,,,
,6,0,0,2016-02-04,TRIAMCINOLONA 56.10MG SUSP. FCO C/16.5ML,610,,,,,
,11,0,0,2016-02-04, HIDROXIPROPILMETILCELULOSA + DEXTRAN SOL OFT. GOTAS FCO C/15ML,613,,,,,
,3,0,0,2016-02-04,OXIBUTININA 100MG/100ML FCO C/120ML,614,,,,,
,2,0,0,2016-02-04, LEVOTIROXINA SODICA + LIOTIRONINA 100MCG/20MCG C/50 TAB.,622,,,,,
,6,0,0,2016-02-04,HIDROCORTISONA 1GR/100ML FCO. LOCION C/120ML,624,,,,,
,2,0,0,2016-02-04,CITRATO DE TAMOXIFENO 20MG C/15 TAB.,625,,,,,
,96,0,0,2016-02-04,NAPROXENO 500MG C/12 TAB.,627,,,,,
,17,0,0,2016-02-04,NORFLOXACINO 400MG C/20 GRAGEAS,633,,,,,
,2,0,0,2016-02-04,PERMETRINA  5% SHAMPOO C/60ML,641,,,,,
,21,0,0,2016-02-04,PREDNISONA 20MG C/30 TAB.,642,,,,,
,54,0,0,2016-02-04,NAPROXENO 250MG C /30 TAB.,643,,,,,
,30,0,0,2016-02-04, OXIMETAZOLINA + ALCOHOL POLIVINILICO 0.25MG SOL. OFT. FCO. C/10ML,659,,,,,
,9,0,0,2016-02-04,OXIDO DE ZINC TUBO CREMA C/30GR,665,,,,,
,83,0,0,2016-02-04,PSYLLIUM PLANTAGO C/400GR,674,,,,,
,51,0,0,2016-02-04,SULFATO DE HIDROXICLOROQUINA 200MG C/20 TAB.,675,,,,,
,96,0,0,2016-02-04," PENICILINA PROCAINICA + BENCILPENICILINA 800,000UI + 1 AMP. DILUYENTE C/2ML",687,,,,,
,2,0,0,2016-02-04,PREDNISONA 50MG C/20 TAB.,689,,,,,
,11,0,0,2016-02-04,CISAPRIDA FCO C/60ML,691,,,,,
,47,0,0,2016-02-04,CLOPIDOGREL 75MG C/28 TAB.,692,,,,,
,22,0,0,2016-02-04, ALUMINIO + MAGNESIO + DIMETICONA C/50 TAB. (MENTA),699,,,,,
,4,0,0,2016-02-04,SULFATO DE AMANTADINA 100MG C/30 TAB.,703,,,,,
,4,0,0,2016-02-04,LAMOTRIGINA 25MG C/28 TAB. DISP.,709,,,,,
,20,0,0,2016-02-04,BUDESONIDA 0.250MG/ML NEBUL. C/5 AMP. SOBRE 2ML,719,,,,,
,14,0,0,2016-02-04,RESINA DE COLESTIRAMINA 9GR C/10 SOBRES,722,,,,,
,1,0,0,2016-02-04,ACIDO ACEXAMICO + NEOMICINA UNGUENTO 5GR/0.4GR EN 100GR TUBO C/40GR,727,,,,,
,13,0,0,2016-02-04,MOMETASONA 0.05% SPRAY NASAL PED. C/10ML Y 60 NEBUL.,735,,,,,
,3,0,0,2016-02-04,SIROLIMUS 1MG C/60 GRAGEAS,743,,,,,
,18,0,0,2016-02-04,ACIDO TIAPROFENICO 300MG C/30 COMP.,772,,,,,
,36,0,0,2016-02-04, ERGOTAMINA + ACIDO ACETILSALICILICO + CAFEINA 1MG/400MG/50MG C/36 TAB. (II),773,,,,,
,15,0,0,2016-02-04, ACETONIDO DE FLUOCINOLONA + POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. OTICAS FCO. C/15ML,775,,,,,
,3,0,0,2016-02-04,MONTELUKAST SODICO 10MG C/20 COMP.,778,,,,,
,3,0,0,2016-02-04,MONTELUKAST SODICO 5MG C/20 COMP.,779,,,,,
,9,0,0,2016-02-04, BUDESONIDA + FORMOTEROL 160MG/4.5MCG SPRAY,782,,,,,
,9,0,0,2016-02-04,PROPRANOLOL 40MG C/30 TAB.,783,,,,,
,8,0,0,2016-02-04,TIZANIDINA 2MG C/20 TAB.,787,,,,,
,21,0,0,2016-02-04,YODOPUVIDONA BUCOFARINGEO SOL. FCO. C/120ML ,793,,,,,
,3,0,0,2016-02-04, KETANSERINA + BENZOCAINA 2% TUBO GEL C/78GR,798,,,,,
,11,0,0,2016-02-04, BUDESONIDA + FORMOTEROL 320MG/9MCG C/60 DOSIS (POLVO),802,,,,,
,8,0,0,2016-02-04,ATOMOXETINA 18MG C/14 CAP.,804,,,,,
,41,0,0,2016-02-04,CARBAMAZEPINA 400MG C/20 GRAGEAS,815,,,,,
,2,0,0,2016-02-04,TRAVOPROST 40MCG SOL. OFT. FCO. C/2.5ML,830,,,,,
,31,0,0,2016-02-04,OXCARBAZEPINA 300MG C/20 GRAGEAS,833,,,,,
,6,0,0,2016-02-04, ESTRADIOL + TRIMEGESTONA CONTINUO 1MG/.125MG C/28 GRAGEAS,842,,,,,
,18,0,0,2016-02-04,ATENOLOL 100MG C/28 TAB.,849,,,,,
,24,0,0,2016-02-04, TRIMETOPRIMA + SULFAMETOXAZOL 80/400MG C/20 TAB.,852,,,,,
,2,0,0,2016-02-04, EMTRICITABINA + TENOFOVIR DISOPROXIL FUMARATO C/30 TAB.,854,,,,,
,54,0,0,2016-02-04,SALBUTAMOL 5MG/ML SOL. NEBUL. FCO. C/10ML,866,,,,,
,6,0,0,2016-02-04,CETIRIZINA SOL 10MG/ML C/10ML,871,,,,,
,7,0,0,2016-02-04,POLIVITAMINAS CON MINERALES C/30 CAP.,886,,,,,
,18,0,0,2016-02-04, LIDOCAINA + HIDROCORTISONA + SUBACETATO C/12 SUP.,896,,,,,
,143,0,0,2016-02-04, EZETIMIBA + SIMVASTATINA 10MG/20MG C/28 COMP.,910,,,,,
,10,0,0,2016-02-04, LUTENIA + ZEAXANTINA SUPLEMENTO ALIMENTICIO DE LIB PROLONGADA 57GR C/60 TAB.,926,,,,,
,44,0,0,2016-02-04,LEVOTIROXINA SODICA 50MCG C/50 TAB.,937,,,,,
,32,0,0,2016-02-04,LEVOTIROXINA SODICA 75MCG C/50 TAB.,938,,,,,
,61,0,0,2016-02-04,ETORICOXIB 120MG C/7 COMP.,941,,,,,
,22,0,0,2016-02-04,GEMFIBROZILO 600MG C/14 TAB.,945,,,,,
,6,0,0,2016-02-04,METOXALENO 10MG C/30 TAB.,963,,,,,
,167,0,0,2016-02-04,CLORHIDRATO DE TRAMADOL 50MG C/10 CAP.,976,,,,,
,13,0,0,2016-02-04, POLIETILENGLICOL+ PROPILENGLICOL GOTAS OFT. FCO. C/15ML,996,,,,,
,1,0,0,2016-02-04, AMOXICILINA + ACIDO CLAVULANICO 600MG SUSP. C/50ML,1003,,,,,
,3,0,0,2016-02-04,DEXPANTENOL 5% TUBO GEL C/10GR,1006,,,,,
,6,0,0,2016-02-04,RISPERIDONA 1MG C/20 TAB.,1024,,,,,
,7,0,0,2016-02-04,EBASTINA 20MG C/30 OBLEAS,1053,,,,,
,7,0,0,2016-02-04,LINEZOLID 600MG C/10 TAB.,1060,,,,,
,6,0,0,2016-02-04,FLUTICASONA 0.5MG/2ML C/10 AMP.,1069,,,,,
,12,0,0,2016-02-04, TROXERUTINA + CUMARINA 180MG/30MG C/30 GRAGEAS,1075,,,,,
,20,0,0,2016-02-04,PIROXICAM 10MG C/20 CAP.,1079,,,,,
,1,0,0,2016-02-04,DIMETICONA PANCREATINA 170MG/80MG C/30 GRAGEAS,1094,,,,,
,17,0,0,2016-02-04,TIAMAZOL 5MG C/20 TAB.,1098,,,,,
,9,0,0,2016-02-04,ESPORAS DE BACILLUS CLAUSII 2 BILLONES UFC C/20 AMP.,1126,,,,,
,22,0,0,2016-02-04,CEFIXIMA 100MG/5ML SUSP. ORAL C/100ML,1135,,,,,
,1,0,0,2016-02-04, NAPROXENO + PARACETAMOL 100MG/200MG C/5 SUP.,1153,,,,,
,15,0,0,2016-02-04,INSULINA ASPARTICA ADN RECOM 100UI/1ML 3ML C/5 CARTUCHO,1211,,,,,
,8,0,0,2016-02-04,GLUCONATO DE POTASIO GK C/10 SOBRES,1232,,,,,
,40,0,0,2016-02-04,CLOBETASOL 0.044GR TUBO C/40GR,1238,,,,,
,1,0,0,2016-02-04,MESILATO DE IMATINIB 100MG C/60 CAP.,1246,,,,,
,14,0,0,2016-02-04, OXIMETAZOLINA + HIALURONATO DE SODIO OFTENO 1MG/0.125GR/0.5ML C/20 AMP.,1248,,,,,
,2,0,0,2016-02-04,CALCITRIOL CREMA UNGUENTO TUBO 0.3MG C/30GR,1268,,,,,
,88,0,0,2016-02-04,BROMURO PINAVERIO/DIMETICONA 100/300MG C/16 CAP.,1304,,,,,
,32,0,0,2016-02-04, SITAGLIPTINA + METFORMINA 50/850MG C/56 COMP.,1368,,,,,
,15,0,0,2016-02-04, ITRACONAZOL + SECNIDAZOL C/12 CAP.,1370,,,,,
,88,0,0,2016-02-04, GLICERINA + CARBOXIMETILCELULOSA SODICA SOL. OFT. FCO. C/15ML,1376,,,,,
,6,0,0,2016-02-04,CICLOPIROX 8% SOL. C/3ML,1377,,,,,
,33,0,0,2016-02-04,GLIBENCLAMIDA 5MG C/50 TAB.,1418,,,,,
,68,0,0,2016-02-04,GLIMEPIRIDA 4MG C/30 TAB.,1420,,,,,
,56,0,0,2016-02-04,KETOROLACO 30MG SUBLINGUAL C/4 TAB.,1431,,,,,
,10,0,0,2016-02-04,ACIDO RETINOICO TUBO CREMA C/20GR,1432,,,,,
,2,0,0,2016-02-04,HIPROMELOSA SOL. OFT GOTAS C/15ML,1437,,,,,
,8,0,0,2016-02-04, LORATADINA + BETAMETASONA 5.0MG/0.25MG C/10 TAB.,1440,,,,,
,72,0,0,2016-02-04,AMBROXOL 30MG C/20 COMP.,1450,,,,,
,69,0,0,2016-02-04, AMOXICILINA + ACIDO CLAVULANICO 500MG/125MG C/10 TAB.,1454,,,,,
,9,0,0,2016-02-04,PARECOXIB SODICO 40MG/2ML INY. C/2 AMP.,1481,,,,,
,84,0,0,2016-02-04,CEFALEXINA 250MG/5ML SUSP.,1483,,,,,
,51,0,0,2016-02-04,PREDNISONA 5MG C/20 TAB.,1490,,,,,
,8,0,0,2016-02-04,PROGESTERONA 100MG C/30 PERLAS,1492,,,,,
,25,0,0,2016-02-04,CIPROFLOXACINO SOL. OFT. GOTAS C/5ML,1493,,,,,
,14,0,0,2016-02-04,RANITIDINA 150MG JARABE FCO. C/200ML,1494,,,,,
,35,0,0,2016-02-04,CLONIXINATO DE LISINA 250MG C/10 TAB.,1499,,,,,
,33,0,0,2016-02-04,CLOTRIMAZOL 10MG TUBO CREMA C/20GR,1505,,,,,
,10,0,0,2016-02-04, DEXAMETASONA + FENILEFRINA SOL. OFT. FCO. C/10ML,1506,,,,,
,8,0,0,2016-02-04,DICLOXACILINA 250MG SUSP. FCO. C/60ML,1509,,,,,
,84,0,0,2016-02-04,DICLOXACILINA 500MG C/20 CAP.,1510,,,,,
,67,0,0,2016-02-04,HIDROCORTISONA CREMA C/30GR,1523,,,,,
,3,0,0,2016-02-04,MESALAZINA 500MG C/40 GRAGEAS,1533,,,,,
,13,0,0,2016-02-04, BRIMONIDINA + TIMOLOL + DORSOLAMINA 20/5/2ML SOL. OFT. C/5ML,1546,,,,,
,17,0,0,2016-02-04,OLANZAPINA 10MG C/14 TAB.,1548,,,,,
,2,0,0,2016-02-04,ADAPALENE 1% CREMA C/30GR,1552,,,,,
,1,0,0,2016-02-04, VERAPAMILO + TRANDOLAPRIL 180MG/2MG LIB. PROL. C/15 TAB.,1567,,,,,
,2,0,0,2016-02-04,EFAVIRENZ 600MG C/30 COMP.,1571,,,,,
,2,0,0,2016-02-04,BROMHIDRATO DE GALANTAMINA 8MG C/14 CAP.,1587,,,,,
,22,0,0,2016-02-04,MICOFENOLATO DE MOFELITO 500MG C/50 TAB.,1648,,,,,
,53,0,0,2016-02-04,MOSAPRIDA 5MG C/30 COMP.,1656,,,,,
,1,0,0,2016-02-04,MOMETASONA 1% SOL. FCO. C/30ML,1660,,,,,
,12,0,0,2016-02-04,RIFAXIMINA 200MG C/12 GRAGEAS,1716,,,,,
,8,0,0,2016-02-04,HIDROSMINA 200MG C/20 CAP.,1730,,,,,
,2,0,0,2016-02-04,RIVASTIGMINA 4.6MG C/30 PARCHES,1746,,,,,
,10,0,0,2016-02-04,VITAMINAS PRENATALES C/28 CAP.,1754,,,,,
,24,0,0,2016-02-04,LAMOTRIGINA 50MG /28 TAB.,1774,,,,,
,18,0,0,2016-02-04, BIMATOPROST + TIMOLOL 0.03%/0.05% SOL. OFT. C/3ML,1793,,,,,
,10,0,0,2016-02-04, METFORMINA + GLIBENCLAMIDA 500MG/5MG C/60 TAB.,1867,,,,,
,24,0,0,2016-02-04,CLORHIDRATO DE BROMHEXINA JARABE C/100ML,1874,,,,,
,18,0,0,2016-02-04,CLORHIDRATO DE TRAMADOL 100MG/ML GOTAS C/10ML,1880,,,,,
,3,0,0,2016-02-04,LORATADINA 5MG/5ML SOL. C/60ML,1885,,,,,
,288,0,0,2016-02-04, DEXTROMETORFANO + GUAIFENESINA JARABE INFANTIL C/120ML,1886,,,,,
,74,0,0,2016-02-04,MALEATO DE CLORFENAMINA 4MG C/20 TAB.,1889,,,,,
,9,0,0,2016-02-04,MICONAZOL 400MG C/3 OVULOS,1904,,,,,
,29,0,0,2016-02-04,ESTOLATO DE ERITROMICINA 500MG C/20 TAB.,1905,,,,,
,55,0,0,2016-02-04, NAPROXENO SODICO + PARACETAMOL 125MG/100MG SUSP. FCO.  C/80ML,1912,,,,,
,121,0,0,2016-02-04, TRIMETOPRIMA + SULFAMETOXAZOL 160MG/800MG C/14 TAB.,1920,,,,,
,10,0,0,2016-02-04, VALSARTAN + AMLODIPINO 160/5MG C/28 TAB.,1924,,,,,
,45,0,0,2016-02-04,RAMIPRIL 2.5MG C/16 TAB.,1928,,,,,
,59,0,0,2016-02-04,CLARITROMICINA 500MG C/10 TAB.,2092,,,,,
,4,0,0,2016-02-04,TRINITRATO DE GLICERILO 36MG x PARCHE (10MG/24 hrs C/7),2144,,,,,
,19,0,0,2016-02-04,VALPROATO SEMISODICO ER 500MG LIB. PROL. C/30 TAB.,2193,,,,,
,26,0,0,2016-02-04,DESOGESTREL 0.075MG C/28 TAB.,2225,,,,,
,1,0,0,2016-02-04, KETANSERINA + METRONIDAZOL + MICONAZOL 36MG C/10 OVULOS,2245,,,,,
,17,0,0,2016-02-04,ESOMEPRAZOL 10MG C/28 SOBRES GRANULADOS,2281,,,,,
,3,0,0,2016-02-04,PRAMIPEXOL 0.5MG C/30 TAB.,2411,,,,,
,21,0,0,2016-02-04,DROPROPIZINA 30MG C/15 TAB. ,2413,,,,,
,22,0,0,2016-02-04,EPINASTINA 0.05% SOL. FCO. GOTERO C/5ML,2427,,,,,
,2,0,0,2016-02-04,PERMETRINA EMULSION C/120 APLICACIONES,2481,,,,,
,8,0,0,2016-02-04, SALMETEROL + FLUTICASONA 50/100MCG SOL. INHAL C/60 DOSIS,2493,,,,,
,29,0,0,2016-02-04,METOTREXATO 2.5MG C/50 TAB.,2504,,,,,
,6,0,0,2016-02-04, DICLOFENACO + COLESTIRAMINA 140MG C/20 CAP.,2548,,,,,
,20,0,0,2016-02-04,FEXOFENADINA 6MG/ML SUSP. FCO. C/150ML,2553,,,,,
,31,0,0,2016-02-04,NUTRICION COMPLETA Y BALANCEADA CON FRUCTOOLISACARIDOS CUALQUIER SABOR LATA EN POLVO C/400GR,2557,,,,,
,8,0,0,2016-02-04,ERITROMICINA 250MG/5ML SUSP. C/100ML,2564,,,,,
,18,0,0,2016-02-04,AMPICILINA 500MG C/20 CAP.,2565,,,,,
,92,0,0,2016-02-04, BETAMETASONA + CLOTRIMAZOL + GENTAMICINA TUBO CREMA C/25GR,2568,,,,,
,68,0,0,2016-02-04,TOPIRAMATO 25MG C/28 TAB.,2578,,,,,
,19,0,0,2016-02-04, FEXOFENADINA + FENILEFRINA 60MG/25MG C/10 TAB.,2579,,,,,
,344,0,0,2016-02-04,PARACETAMOL 750MG C/12 TAB.,2582,,,,,
,4,0,0,2016-02-04,ENFAMIL SOYA FORMULA LACTEA LATA PVO 400GR,2584,,,,,
,59,0,0,2016-02-04, BROMURO DE BUTILHIOSCINA + METAMIZOL 10MG/250MG C/10 GRAGEAS,2587,,,,,
,1,0,0,2016-02-04,NAFAZOLINA 5% SOL. OFT. GOTERO FCO. C/15ML ,2597,,,,,
,25,0,0,2016-02-04, MEBENDAZOL+ QUINFAMIDA 300MG/150MG C/2 TAB.,2601,,,,,
