,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR
,298,0,0,2016-06-13,IBUPROFENO + PARACETAMOL 325MG C/20 TAB.,2608
,290,0,0,2016-06-13,DEXLANSOPRAZOL 30MG C/14 CAP.,2953
,272,0,0,2016-06-13,SENOSIDOS A-B 374MG C/30 TAB.,789
,270,0,0,2016-06-13, DIOSMINA + HESPERIDINA 500MG C/20 TAB.,2485
,269,0,0,2016-06-13,DICLOFENACO 1.160% GEL C/60GR,371
,253,0,0,2016-06-13,DEXTROMETORFANO + GUAIFENESINA JARABE INFANTIL C/120ML,1886
,236,0,0,2016-06-13,ETORICOXIB 90MG C/14 COMP.,965
,220,0,0,2016-06-13,TRAMADOL + PARACETAMOL 37.5/325MG C/20 TAB.,836
,208,0,0,2016-06-13,ATORVASTATINA 40MG C/10 TAB.,2763
,205,0,0,2016-06-13,CEFALEXINA 500MG C/20 CAP.,169
,205,0,0,2016-06-13,LORATADINA + BETAMETASONA 5.0MG/0.25MG C/10 TAB.,1440
,200,0,0,2016-06-13,IBUPROFENO 200MG C/10 TAB.,2802
,200,0,0,2016-06-13,BROMURO DE BUTILHIOSCINA + METAMIZOL 10MG/250MG C/10 GRAGEAS,2587
,200,0,0,2016-06-13,PARACETAMOL JARABE FCO. C/120ML,2691
,200,0,0,2016-06-13,EXTRACTO DE CASTANA DE LA INDIA C/30 GRAGEAS,867
,200,0,0,2016-06-13,PIOGLITAZONA 30MG C/7 TAB.,914
,200,0,0,2016-06-13,AGUA DE MAR HIPERTONICA ESTERIL 125ML DOSIFICADOR INTERCAMBIABLE AD. Y NINO FCO. C/90 DISP. Y 1,2552
,200,0,0,2016-06-13,DIACERINA + MELOXICAM 50MG/15MG C/20 CAP.,1341
,199,0,0,2016-06-13,PARACETAMOL 750MG C/10 TAB.,2582
,190,0,0,2016-06-13,AMOXICILINA + ACIDO CLAVULANICO 600MG SUSP. C/50ML,1003
,183,0,0,2016-06-13,VITAMINAS + MINERALES PRENATALES C/30 TAB.,1678
,172,0,0,2016-06-13,MELOXICAM 7.5MG C/14 TAB.,2623
,170,0,0,2016-06-13,ACIDO FOLICO 5MG C/50 TAB.,52
,170,0,0,2016-06-13,MAGALDRATO + DIMETICONA 8GR/1GR C/250ML,2591
,169,0,0,2016-06-13,DICLOFENACO SODICO + B1 + B6 +B12 50MG/50MG/50MG/0.25MG C/30 GRAGEAS,377
,159,0,0,2016-06-13,SERTRALINA 50MG C/14 TAB. RANURADAS,1497
,153,0,0,2016-06-13,METACARBAMOL + PARACETAMOL 400/350MG C/30 TAB.,201
,153,0,0,2016-06-13,DESLORATADINA 5MG C/30 TAB.,45
,150,0,0,2016-06-13,ENALAPRIL 10MG C/30 TAB.,2679
,150,0,0,2016-06-13,KETOCONAZOL TUBO CREMA C/30GR,472
,150,0,0,2016-06-13,AMOXICILINA 500MG C/12 CAP.,98
,150,0,0,2016-06-13,BETAMETASONA + CLOTRIMAZOL + GENTAMICINA TUBO CREMA C/25GR,2568
,150,0,0,2016-06-13,KETOROLACO + TRAMADOL 10MG/25MG C/10 CAP.,2796
,144,0,0,2016-06-13,CINITAPRIDA 1MG C/25 COMP.,2788
,140,0,0,2016-06-13,LEVOTIROXINA SODICA 100MCG C/50 TAB.,502
,137,0,0,2016-06-13,AMOXICILINA + ACIDO CLAVULANICO 875MG/125MG C/10 TAB.,1452
,130,0,0,2016-06-13,VALSARTAN + HIDROCLORTIAZIDA 160MG/25MG C/30 GRAGEAS,233
,122,0,0,2016-06-13,BEZAFIBRATO 400MG C/10 TAB.,1858
,120,0,0,2016-06-13,DIMETICONA + PANCREATINA + EXTRACTO SECO BILIS DE BUEY CELULOSA DEL ASPERGILLUS NIGER CON CAPA E C/50 GRAGEAS,327
,120,0,0,2016-06-13,TELMISARTAN + HIDROCLOROTIAZIDA 80MG/12.5MG C/28 TAB.,561
,120,0,0,2016-06-13,VALSARTAN 160MG C/30 GRAGEAS,1767
,120,0,0,2016-06-13,VILDAGLIPTINA + METFORMINA 50MG/850MG C/60 COMP.,2924
,112,0,0,2016-06-13,CIPROFLOXACINO 500MG C/12 COMP.,2885
,110,0,0,2016-06-13,INDOMETACINA + METOCARBAMOL + BETAMETASONA 25/215/75MG C/20 TAB.,2660
,110,0,0,2016-06-13,METFORMINA 750MG LIB. PROL. C/30 TAB.,2711
,107,0,0,2016-06-13,DICLOFENACO POTASICO 15MG SUSP. GOTAS C/20ML,2611
,106,0,0,2016-06-13,LEVOTIROXINA SODICA 50MCG C/50 TAB.,937
,105,0,0,2016-06-13,TIAMINA + PIRIDOXINA + DEXAMETASONA + CIANOCOBALAMINA + LIDOCAINA NO.1 - 3 Y NO. - 3 C/JGA AMP.,2809
,103,0,0,2016-06-13,LOSARTAN + HIDROCLOROTIAZIDA 50MG/12.5MG C/30 COMP.,2620
,102,0,0,2016-06-13,LORATADINA + BETAMETASONA 10MG/5MG SOL. C/60ML,2876
,100,0,0,2016-06-13,KETOROLACO TROMETAMINA 10MG C/10 TAB.,2692
,100,0,0,2016-06-13,RANITIDINA 300MG C/10 COMP.,2663
,100,0,0,2016-06-13,DEXTROMETORFANO 15MG/5ML JARABE FCO. C/60ML,269
,100,0,0,2016-06-13,NIMESULIDE 100MG C/10 TAB.,628
,100,0,0,2016-06-13,LORATADINA 5MG/5ML SOL. C/60ML,1885
,100,0,0,2016-06-13,PREDNISONA 5MG C/20 TAB.,1490
,100,0,0,2016-06-13,ALOPURINOL 300MG C/20 TAB.,54
,100,0,0,2016-06-13,LOSARTAN 50MG C/30 TAB.,2602
,100,0,0,2016-06-13,DICLOXACILINA 500MG C/20 CAP.,1510
,100,0,0,2016-06-13,TRIMETOPRIMA + SULFAMETOXAZOL 160MG/800MG C/14 TAB.,1920
,100,0,0,2016-06-13,ALENDRONATO SODICO 70MG C/4 TAB.,1945
,100,0,0,2016-06-13,CLORHIDRATO DE PAROXETINA 20MG C/10 TAB.,1877
,100,0,0,2016-06-13,LEVOTIROXINA SODICA 75MCG C/50 TAB.,938
,100,0,0,2016-06-13,ESPORAS DE BACILLUS CLAUSII 2 BILLONES UFC C/20 AMP.,1126
,100,0,0,2016-06-13,GLIMEPERIDINA + METFORMINA 1000MG/4MG C/16 TAB.,1868
,100,0,0,2016-06-13,VALSARTAN + AMLODIPINO 160/5MG C/28 TAB.,1924
,100,0,0,2016-06-13,SITAGLIPTINA + METFORMINA 50/850MG C/56 COMP.,1368
,97,0,0,2016-06-13,DICLOFENACO POTASICO 0.18MG/100 SUSP. FCO C/120ML,2807
,95,0,0,2016-06-13,LORATADINA 10MG C/20 GRAGEAS,496
,92,0,0,2016-06-13,CLORHIDRATO DE BENCIDAMINA TUBO CREMA C/60GR,57
,90,0,0,2016-06-13,LORATADINA + FENILEFRINA 5/30MG C/10 GRAGEAS,2845
,90,0,0,2016-06-13,CITRATO DE SILDENAFIL 50MG C/4 TAB.,2790
,90,0,0,2016-06-13,CITRATO DE CALCIO + VITAMINA D3 315MG C/60 TAB.,1361
,90,0,0,2016-06-13,LACTOBACILLUS CASEI VARIEDAD RHAMNOSUS 250MG C/12 CAP.,510
,90,0,0,2016-06-13,NUTRICION COMPLETA Y BALANCEADA CON FRUCTOOLISACARIDOS CUALQUIER SABOR LATA EN POLVO C/400GR,2557
,90,0,0,2016-06-13,TELMISARTAN 40MG C/28 TAB.,968
,87,0,0,2016-06-13,MELOXICAN + METOCARBAMOL 15MG/215MG C/10 CAP.,2801
,87,0,0,2016-06-13,BROMURO DE PINAVERIO 100MG C/14 TAB.,294
,87,0,0,2016-06-13,LEVOTIROXINA SODICA 25MCG C/50 TAB.,343
,85,0,0,2016-06-13,TAMSULOSINA 0.4MG C/20 CAP.,2603
,85,0,0,2016-06-13,ACEITE DE ALMENDRAS-UREA-VIT.B5 TUBO CREMA C/125GR,1550
,83,0,0,2016-06-13,KETOPROFENO 100MG C/15 CAP.,463
,81,0,0,2016-06-13,DICLOFENACO POTASICO 25MG C/20 GRAGEAS,165
,80,0,0,2016-06-13,AMBROXOL 30MG C/20 COMP.,1450
,80,0,0,2016-06-13,GLIMEPIRIDA 4MG C/30 TAB.,1420
,80,0,0,2016-06-13,NIFEDIPINO 30MG LIB. PROL. C/30 TAB.,2682
,80,0,0,2016-06-13,ACIDO URSODESOXICOLICO 250MG C/50 CAP.,861
,80,0,0,2016-06-13,ETORICOXIB 120MG C/7 COMP.,941
,80,0,0,2016-06-13,LEVETIRACETAM 500MG C/30 TAB.,469
,80,0,0,2016-06-13,EZETIMIBA + SIMVASTATINA 10MG/20MG C/28 COMP.,910
,78,0,0,2016-06-13,DIMETICONA + GUAIAZULENE C/14 SOBRES,2689
,78,0,0,2016-06-13,VITAMINAS PRENATALES C/28 CAP.,1754
,78,0,0,2016-06-13,BISOPROLOL 1.25MG C/30 GRAGEAS,252
,77,0,0,2016-06-13,ALUMINIO + MAGNESIO + DIMETICONA SUSP. FCO. C/360ML (MENTA),700
,76,0,0,2016-06-13,ETINILESTRADIOL + DROSPIRENONA 0.03MG/3.0MG C/21 GRAGEAS,899
,76,0,0,2016-06-13,TELMISARTAN 80MG C/ 28 TAB.,2575
,75,0,0,2016-06-13,BISOPROLOL 2.5MG C/30 GRAGEAS,206
,74,0,0,2016-06-13,ESCITALOPRAM 10MG C/28 TAB.,497
,73,0,0,2016-06-13,FOSFATO SODICO DE DEXAMETASONA 4MG/ML C/1 AMP. DE 2ML,2853
,72,0,0,2016-06-13,NORELGESTROMINA + ETINILESTRADIOL C/3 PARCHES TRASDERMICO,1922
,72,0,0,2016-06-13,TRIAMCINOLONA 56.10MG SUSP. FCO C/16.5ML,610
,71,0,0,2016-06-13,HIDROCLOROTIAZIDA 25MG C/20 TAB.,81
,71,0,0,2016-06-13,TRIMEBUTINA 200MG C/40 TAB.,330
,70,0,0,2016-06-13,CLORHIDRATO DE TRAMADOL 50MG C/10 CAP.,976
,70,0,0,2016-06-13,CICLESONIDA 50MCG SPRAY NASAL C/120 DOSIS,3009
,70,0,0,2016-06-13,DAPAGLIFOZINA 10MG C/14 TAB.,2952
,70,0,0,2016-06-13,SITAGLIPTINA 100MG C/14 COMP.,456
,70,0,0,2016-06-13,ESTROGENOS CONJUGADOS DE ORIGEN EQUINO TUBO C/43GR,679
,69,0,0,2016-06-13,PSYLLIUM PLANTAGO C/400GR,674
,69,0,0,2016-06-13,BROMURO DE TIOTROPIO 18MCG C/20 CAP.,777
,68,0,0,2016-06-13,PARGEVERINA + CLONIXINATO DE LISINA 10MG/125MG C/20  COMP.,694
,67,0,0,2016-06-13,DIFENHIDRAMINA + GUAIFENESINA 28MG JARABE FCO C/150ML,114
,67,0,0,2016-06-13,DEFLAZACORT 6MG C/20 TAB.,2811
,67,0,0,2016-06-13,MOMETASONA 0.05% SPRAY NASAL PED. C/10ML Y 60 NEBUL.,735
,66,0,0,2016-06-13,MONTELUKAST SODICO 10MG C/20 COMP.,778
,64,0,0,2016-06-13,CLOPIDOGREL 75MG C/28 TAB.,692
,64,0,0,2016-06-13,METFORMINA 1GR C/30 TAB.,2872
,61,0,0,2016-06-13,FEXOFENADINA 180MG C/10 COMP.,2844
,61,0,0,2016-06-13,POLIVITAMINAS CON MINERALES C/30 CAP.,886
,60,0,0,2016-06-13,CLONIXINATO DE LISINA 250MG C/10 TAB.,1499
,60,0,0,2016-06-13,GABAPENTINA 300MG C/30 CAP.,2643
,60,0,0,2016-06-13,CARBONATO DE CALCIO + VITAMINA D3 600MG C/60 TAB.,2786
,60,0,0,2016-06-13,POLIETILENGLICOL FCO. POLVO C/255GR,256
,60,0,0,2016-06-13,SAXAGLIPITINA + METFORMINA 2.5MG/1000MG C/28 TAB.,2926
,59,0,0,2016-06-13,FEXOFENADINA 120MG C/10 COMP.,93
,59,0,0,2016-06-13,MECLIZINA + PIRIDOXINA 25MG/50MG C/25 TAB.,2635
,58,0,0,2016-06-13,CARBAMAZEPINA 400MG C/20 GRAGEAS,815
,57,0,0,2016-06-13,HIDROCORTISONA CREMA C/30GR,1523
,57,0,0,2016-06-13,TRIMEBUTINA 2GR/100ML SUSP. JUNIOR FCO C/100ML,218
,57,0,0,2016-06-13,MUPIROCINA UNGUENTO 2% TUBO C/15GR,2657
,56,0,0,2016-06-13,CETIRIZINA 10MG C/10 TAB.,884
,56,0,0,2016-06-13,DESLORATADINA 50MG JARABE FCO C/120ML,69
,56,0,0,2016-06-13,DEXKETOPROFENO TROMETAMOL 25MG C/10 TAB.,1241
,55,0,0,2016-06-13,IPRATROPIO + SALBUTAMOL MONODOSIS 0.5MG/2.5MG NEBUL. C/10 AMP.,187
,55,0,0,2016-06-13,FENOFIBRATO 160MG C/30 CAP.,1190
,54,0,0,2016-06-13,CLINDAMICINA 300MG C/16 CAP.,2680
,53,0,0,2016-06-13,GABAPENTINA 400MG C/15 CAP.,148
,53,0,0,2016-06-13,METOTREXATO 50/2ML SOL. INY. C/1 AMP.,847
,53,0,0,2016-06-13,CLONAZEPAM 2MG C/30 COMP. (II),2410
,53,0,0,2016-06-13,LAMOTRIGINA 50MG /28 TAB.,1774
,52,0,0,2016-06-13,CLARITROMICINA + AMBROXOL 500MG/45MG C/10 TAB.,2731
,51,0,0,2016-06-13,FLUOXETINA 20MG C/14 CAP.,2570
,51,0,0,2016-06-13,MEDIAS ELASTICAS MED. COMP DEBAJO DE LA RODILLAS MATERIAL DE CURACION (MEDIANA),1893
,50,0,0,2016-06-13,AMIKACINA 500MG C/1X2ML AMP.,2604
,50,0,0,2016-06-13,DIFENIDOL 25MG C/30 TAB.,2659
,50,0,0,2016-06-13,DICLOFENACO SODICO 100MG LIB. PROL. C/20 GRAGEAS,292
,50,0,0,2016-06-13,ALMOTRIPTAN 12.5MG C/2 COMP.,2942
,50,0,0,2016-06-13,DIACEREINA 50MG C/30 CAP.,226
,50,0,0,2016-06-13,METFORMINA + VILDAGLIPTINA 50MG/500MG C/30 COMP. RECUBIERTOS,1968
,50,0,0,2016-06-13,BRIMONIDINA + TIMOLOL 0.2%/0.5% SOL. OFT. FCO. C/5ML,225
,50,0,0,2016-06-13,PRASUGREL 10MG C/14 TAB.,2900
,50,0,0,2016-06-13,"INSULINA BASAL ANALOGA DETEMIR 1,500UI C/PLUMAS JER. PRELLENADA",2967
,49,0,0,2016-06-13,KETOROLACO 30MG SUBLINGUAL C/4 TAB.,1431
,49,0,0,2016-06-13,TERBINAFINA 250MG C/28 TAB.,2847
,48,0,0,2016-06-13,NAPROXENO 500MG C/12 TAB.,627
,48,0,0,2016-06-13,INSULINA LISPRO C/1000 UNIDADES,419
,47,0,0,2016-06-13,ACETONIDO DE FLUOCINOLONA + NISTATINA + METRONIDAZOL C/10 OVULOS,53
,47,0,0,2016-06-13,KETOROLACO + TRAMADOL 10MG/25MG SUBLINGUAL C/4 TAB.,2656
,46,0,0,2016-06-13,ACIDO NALIDIXICO + FENAZOPIRIDINA 500MG/50MG C/20 TAB.,2775
,46,0,0,2016-06-13,METOTREXATO 2.5MG C/50 TAB.,2504
,45,0,0,2016-06-13,LACTULOSA 66.66GR JARABE FCO. C/125ML,1881
,45,0,0,2016-06-13,BETAMETASONA + FOSFATO SODICO 2.71/3MG C/1 JER. PRELLENADA,208
,44,0,0,2016-06-13,CLORTALIDONA 50MG C/20 TAB.,182
,44,0,0,2016-06-13,5-MONONITRATO DE ISOSORBIDA 60MG C/20 TAB.,446
,43,0,0,2016-06-13,CLOTRIMAZOL 10MG TUBO CREMA C/20GR,1505
,43,0,0,2016-06-13,PLANTAGO OVATA + SENNA ANGUSTIFOLIA 2.71 GR/0.62 GR FCO. GRANULADO C/100GR,11
,42,0,0,2016-06-13,MECLIZINA + PIRIDOXINA JARABE FCO. C/120ML,124
,42,0,0,2016-06-13,VITAMINAS + HIERRO C/36 TAB.,111
,42,0,0,2016-06-13,TIZANIDINA 2MG C/20 TAB.,787
,41,0,0,2016-06-13,BIFONAZOL TUBO CREMA C/20GR,1271
,41,0,0,2016-06-13,OXCARBAZEPINA 300MG C/20 GRAGEAS,833
,41,0,0,2016-06-13,LEVOFLOXACINO 500MG C/7 TAB.,2621
,40,0,0,2016-06-13,CAPTOPRIL 25MG C/30 TAB.,2569
,40,0,0,2016-06-13,ENALAPRIL 5MG C/30 TAB.,1513
,40,0,0,2016-06-13,TIAMAZOL 5MG C/20 TAB.,1098
,40,0,0,2016-06-13,CEFIXIMA 100MG/5ML SUSP. ORAL C/100ML,1135
,39,0,0,2016-06-13,LEVOTIROXINA SODICA + LIOTIRONINA 100MCG/20MCG C/50 TAB.,622
,39,0,0,2016-06-13,TOPIRAMATO 25MG C/28 TAB.,2578
,39,0,0,2016-06-13,FEXOFENADINA + FENILEFRINA 60MG/25MG C/10 TAB.,2579
,38,0,0,2016-06-13,ATENOLOL 50MG C/28 TAB.,2782
,38,0,0,2016-06-13,TOPIRAMATO 100MG C/20 TAB.,2837
,38,0,0,2016-06-13,FEXOFENADINA 6MG/ML SUSP. FCO. C/150ML,2553
,37,0,0,2016-06-13,DEXTROMETORFANO + GUAIFENESINA + FENILEF PED. C/30ML,2815
,36,0,0,2016-06-13,NITROFURANTOINA 100MG C/40 CAP.,546
,36,0,0,2016-06-13,NEOMICINA + CAOLIN + PECTINA 129MG/280MG C/20 TAB.,459
,36,0,0,2016-06-13,ITOPRIDA 50MG C/30 TAB.,2747
,36,0,0,2016-06-13,ACIDO TIOCTICO 600MG C/30 TAB.,848
,36,0,0,2016-06-13,HEMITARTRATO DE ZOLPIDEM 10MG C/30 TAB. (III),632
,35,0,0,2016-06-13,ITRACONAZOL 100MG C/15 CAP.,443
,35,0,0,2016-06-13,POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. ORAL FCO. SPRAY C/20ML,21
,35,0,0,2016-06-13,NEOMICINA + POLIMIXINA B + DEXAMETASONA SUSP. OFT. FCO. C/5ML,527
,34,0,0,2016-06-13,FUROSEMIDA 40MG C/20 TAB.,369
,34,0,0,2016-06-13,HIERRO ACIDO FOLICO C/30 GRAGEAS,2823
,34,0,0,2016-06-13,AMANTADINA + CLORFENAMINA + PARACETAMOL FCO. C/60ML,30
,34,0,0,2016-06-13,CLORHIDRATO DE TRAMADOL 100MG C/10 TAB.,855
,34,0,0,2016-06-13,ERGOTAMINA + ACIDO ACETILSALICILICO + CAFEINA 1MG/400MG/50MG C/36 TAB. (II),773
,34,0,0,2016-06-13,CABERGOLINA 0.5MG C/2 TAB.,282
,33,0,0,2016-06-13,AMBROXOL GOTAS FCO. C/30ML,23
,33,0,0,2016-06-13,CEFALEXINA 250MG/5ML SUSP.,1483
,33,0,0,2016-06-13,BETAMETASONA TUBO C/30GR,2784
,33,0,0,2016-06-13,AZITROMICINA 600MG FCO. SUSP. C/15ML,1855
,33,0,0,2016-06-13,BETAHISTINA 24MG C/30 TAB.,2931
,32,0,0,2016-06-13, IBUPROFENO + PARACETAMOL 325MG C/12 TAB.,3027
,32,0,0,2016-06-13,AMOXICILINA + ACIDO CLAVULANICO 500MG/125MG C/10 TAB.,1454
,32,0,0,2016-06-13,LEVOFLOXACINO 750MG C/7 TAB.,2737
,32,0,0,2016-06-13,CLARITROMICINA 250MG SUSP. PED. FCO. C/60ML GRANULOS,467
,32,0,0,2016-06-13,RISPERIDONA 1MG C/20 TAB.,1024
,32,0,0,2016-06-13,ALENDRONATO SODICO TRIHIDRATADO + VITAMINA D3 70MG/2800UI C/4 COMP.,1436
,31,0,0,2016-06-13,METFORMINA + GLIBENCLAMIDA 500MG/5MG C/60 TAB.,1867
,31,0,0,2016-06-13,ALUMINIO + MAGNESIO + DIMETICONA C/50 TAB. (MENTA),699
,31,0,0,2016-06-13,CETIRIZINA SOL 10MG/ML C/10ML,871
,30,0,0,2016-06-13,DOMPERIDONA 10MG C/30 TAB.,2649
,30,0,0,2016-06-13,FENITOINA SODICA 100MG C/50 CAP.,2834
,30,0,0,2016-06-13,CLORHIDRATO DE TRAMADOL 100MG/ML GOTAS C/10ML,1880
,30,0,0,2016-06-13,CLORHIDRATO DE AMIODARONA 200MG C/20 TAB.,2795
,30,0,0,2016-06-13,TIAMINA + PIRIDOXINA + CIANOCOBALAMINA Y DICLOFENACO SODICO NO.1 - 3 Y NO. - 3 C/JGA AMP.,2803
,30,0,0,2016-06-13,ALPRAZOLAM 0.25MG C/30 TAB. (II),2778
,30,0,0,2016-06-13,CLONAZEPAM 2.5MG/1ML GOTAS 10ML (II),468
,30,0,0,2016-06-13,RIFAXIMINA 200MG C/12 GRAGEAS,1716
,30,0,0,2016-06-13,BISOPROLOL 5MG C/30 GRAGEAS,1160
,30,0,0,2016-06-13,EBASTINA 20MG C/30 OBLEAS,1053
,30,0,0,2016-06-13,MOXIFLOXACINO 400MG C/7 TAB.,86
,30,0,0,2016-06-13,TRIAZOLAM 0.250MG C/30 TAB.,582
,30,0,0,2016-06-13,RIVAROXABAN 10MG C/10 COMP. RECUBIERTOS,2915
,30,0,0,2016-06-13,LEFLUNOMIDA 20MG C/30 COMP.,34
,29,0,0,2016-06-13,"BENCILPENICILINA BENZATANICA 1,200,000UI SOL. INY.",128
,29,0,0,2016-06-13,CLORANFENICOL 5MG/ML GOTAS OFT. C/15ML ,2726
,29,0,0,2016-06-13,OXIMETAZOLINA 25MG SOL. NASAL FCO. NEB. C/20ML,231
,29,0,0,2016-06-13,BROMURO DE BUTILHIOSCINA 10MG C/10 TAB.,131
,29,0,0,2016-06-13,CLORURO DE SODIO Y GLICEROL 30ML ADTO. SOL. FCO C/30ML,2754
,28,0,0,2016-06-13,GLIBENCLAMIDA 5MG C/50 TAB.,1418
,28,0,0,2016-06-13,AMPICILINA 500MG C/20 CAP.,2565
,28,0,0,2016-06-13,CETIRIZINA SOL. FCO. C/50ML,885
,28,0,0,2016-06-13,CLOBETASOL 0.050% TUBO C/30GR,227
,28,0,0,2016-06-13,MOSAPRIDA 5MG C/30 COMP.,1656
,28,0,0,2016-06-13,TROXERUTINA + CUMARINA 180MG/30MG C/30 GRAGEAS,1075
,27,0,0,2016-06-13,CISAPRIDA 10MG C/30 TAB.,177
,27,0,0,2016-06-13,NAPROXENO SODICO + PARACETAMOL 125MG/100MG SUSP. FCO.  C/80ML,1912
,27,0,0,2016-06-13,RAMIPRIL 2.5MG C/16 TAB.,1928
,27,0,0,2016-06-13,TIBOLONA 2.5MG C/30 TAB.,2658
,27,0,0,2016-06-13,METRONIDAZOL + MICONAZOL 750MG/200MG C/7 OVULOS VAGINALES,1263
,27,0,0,2016-06-13,ETINILESTRADIOL + DROSPIRENONA 3MG 24/4 C/28 COMP.,2741
,26,0,0,2016-06-13,LIDOCAINA + HIDROCORTISONA TUBO UNG. C/20GR y APLICADOR,2808
,26,0,0,2016-06-13,DIMETICONA GOTAS C/30ML,323
,26,0,0,2016-06-13,ATENOLOL 100MG C/28 TAB.,849
,26,0,0,2016-06-13,ACICLOVIR 200MG/5ML FCO. C/120ML,501
,26,0,0,2016-06-13,EMOLIENTE Y HUMECTANTE CON UREA AL 10% LOCION FCO. C/120ML,648
,26,0,0,2016-06-13,NEOMICINA + POLIMIXINA B + BACITRACINA UNGUENTO DERMICO TUBO C/30GR,2592
,26,0,0,2016-06-13,ESPIRONOLACTONA + FUROSEMIDA 50MG/20MG C/16 CAP.,483
,26,0,0,2016-06-13,CLEBOPRIDA + SIMETICONA C/45 CAP.,2950
,26,0,0,2016-06-13,SAXAGLIPITINA + METFORMINA 5MG/1000MG C/28 TAB.,2929
,25,0,0,2016-06-13,ACIDO TIAPROFENICO 300MG C/30 COMP.,772
,24,0,0,2016-06-13,CLORFENAMINA I 50MG JBE. FCO. C/60ML,1503
,24,0,0,2016-06-13,AMANTADINA + CLORFENAMINA + PARACETAMOL + FENILEFRINA SOL. FCO. C/60ML,2780
,24,0,0,2016-06-13,SALBUTAMOL 100MCG SPRAY C/ 200 DOSIS,2696
,24,0,0,2016-06-13,CLARITROMICINA 500MG C/10 TAB.,2092
,24,0,0,2016-06-13,CIPROFLOXACINO SOL. OFT. GOTAS C/5ML,1493
,24,0,0,2016-06-13,TRIBENOSIDO + LIDOCAINA TUBO C/30GR,680
,24,0,0,2016-06-13,ORFENADRINA + PARACETAMOL 35MG/450MG C/50 TAB.,620
,24,0,0,2016-06-13,PROGESTERONA 100MG C/30 PERLAS,1492
,24,0,0,2016-06-13,AZILSARTAN MEDOXOMILO + CLORTALIDONA 80/12.5 C/28 TAB.,2948
,23,0,0,2016-06-13,PREDNISONA 20MG C/30 TAB.,642
,23,0,0,2016-06-13,VALPROATO DE MAGNESIO 400MG C/20 TAB.,71
,23,0,0,2016-06-13,FENTERMINA 15MG C/30 TAB.,2964
,23,0,0,2016-06-13,PROPAFENONA 150MG C/30 TAB.,626
,23,0,0,2016-06-13,CEFIXIMA DE 200MG C/12 CAP.,1335
,23,0,0,2016-06-13,IPRATROPIO + SALBUTAMOL 20MCG/100MCG SUSP. AEROSOL FCO. C/120 DOSIS,186
,23,0,0,2016-06-13,MICOFENOLATO DE MOFELITO 500MG C/50 TAB.,1648
,22,0,0,2016-06-13,METFORMINA + GLIBENCLAMIDA 500MG/2.5MG C/30 TAB.,2616
,22,0,0,2016-06-13,AMOXICILINA 250MG SUSP. C/75ML,24
,22,0,0,2016-06-13,AMOXICILINA 500MG SUSP. C/75ML ,2945
,22,0,0,2016-06-13,ACIDO RETINOICO TUBO CREMA C/20GR,1432
,22,0,0,2016-06-13,FLUCONAZOL 100MG C/10 CAP.,361
