STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR
,29,0,0,2016-06-21,VALSARTAN + HIDROCLORTIAZIDA 160MG/25MG C/30 GRAGEAS,233
,2,0,0,2016-06-21,METILFENIDATO 18MG C/30 TAB.,253
,28,0,0,2016-06-21,POLIETILENGLICOL FCO. POLVO C/255GR,256
,4,0,0,2016-06-21,ACIDO VALPROICO 250MG C/30 CAP.,264
,3,0,0,2016-06-21,TESTOSTERONA + ESTRADIOL 100MG/5MG C/1 JER. PRELLENADA,266
,1,0,0,2016-06-21,ACETATO DE CALCIO + SULFATO DE ALUMINIO C/12 SOBRES,280
,110,0,0,2016-06-21,DIOSMINA + HESPERIDINA 500MG C/20 TAB.,296
,24,0,0,2016-06-21,RALOXIFENO 60MG C/28 TAB.,324
,107,0,0,2016-06-21,DIMETICONA + PANCREATINA + EXTRACTO SECO BILIS DE BUEY CELULOSA DEL ASPERGILLUS NIGER CON CAPA E C/50 GRAGEAS,327
,15,0,0,2016-06-21,LEVOTIROXINA SODICA 25MCG C/50 TAB.,343
,1,0,0,2016-06-21,MALEATO DE ERGOMETRINA 0.2MG C/20 TAB.,344
,6,0,0,2016-06-21,ENFAMIL PEMIUM 1 FORMULA LACTEA 1 PREMIUM LATA 400GR,347
,3,0,0,2016-06-21,PIMECROLIMUS 1% CREMA C/30GR,348
,2,0,0,2016-06-21,NITROFURAL POMADA TUBO C/85GR,368
,2,0,0,2016-06-21,CLORURO DE SODIO 10% SOL OFT. FCO. 10ML,415
,2,0,0,2016-06-21,CLORURO DE SODIO 5% SOL OFT. FCO. 10ML,416
,89,0,0,2016-06-21,LEVETIRACETAM 500MG C/30 TAB.,469
,77,0,0,2016-06-21,LEVOTIROXINA SODICA 100MCG C/50 TAB.,502
,2,0,0,2016-06-21,CITRATO DE SODIO + LAURILSULFOACETATO DE SODIO SUSP. CON 4 ENEMAS EN APLICADOR DESECHABLE DE 5,538
,8,0,0,2016-06-21,BUMETANIDA 1MG C/20 COMP.,559
,5,0,0,2016-06-21,FENOBARBITAL 100MG C/40 TAB. (II),579
,1,0,0,2016-06-21,HALOPERIDOL 2MG SOL. FCO. C/15ML,583
,25,0,0,2016-06-21,DIAZEPAM + DEXTROPROPOXIFENO + PARACETAMOL C/20 TAB. (II),590
,2,0,0,2016-06-21,VENLAFAXINA 75MG C/20 CAP.,602
,8,0,0,2016-06-21,HIDROXIPROPILMETILCELULOSA + DEXTRAN SOL OFT. GOTAS FCO C/15ML,613
,8,0,0,2016-06-21,OXIBUTININA 5MG C/30 TAB.,615
,13,0,0,2016-06-21,LEVOTIROXINA SODICA + LIOTIRONINA 100MCG/20MCG C/50 TAB.,622
,3,0,0,2016-06-21,POLIETILENGLICOL + BICAR. SODICO + CL SODIO + CL DE POTASIO POLVO 109.6GR C/4 SOBRES,623
,20,0,0,2016-06-21,HIDROCORTISONA 1GR/100ML FCO. LOCION C/120ML,624
,6,0,0,2016-06-21,PROPAFENONA 150MG C/30 TAB.,626
,74,0,0,2016-06-21,HEMITARTRATO DE ZOLPIDEM 10MG C/30 TAB. (III),632
,3,0,0,2016-06-21,ESTROGENOS CONJUGADOS DE ORIGEN EQUINO TUBO C/43GR,679
,9,0,0,2016-06-21,ACIDO ACEXAMICO + NEOMICINA UNGUENTO 5GR/0.4GR EN 100GR TUBO C/40GR,727
,2,0,0,2016-06-21,RIFAMPICINA + ISONIASIDA 200MG/150MG C/24 CAP.,732
,10,0,0,2016-06-21,MOMETASONA 0.05% SPRAY NASAL PED. C/10ML Y 60 NEBUL.,735
,4,0,0,2016-06-21,SIROLIMUS 1MG C/60 GRAGEAS,743
,1,0,0,2016-06-21,ACETONIDO DE FLUOCINOLONA + POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. OTICAS FCO. C/15ML,775
,1,0,0,2016-06-21,BROMURO DE TIOTROPIO 18MCG C/20 CAP.,777
,12,0,0,2016-06-21,TIZANIDINA 2MG C/20 TAB.,787
,10,0,0,2016-06-21,GLIBENCLAMIDA + METFORMINA 5MG/1000MG C/40 TAB.,790
,3,0,0,2016-06-21,TRAVOPROST 40MCG SOL. OFT. FCO. C/2.5ML,830
,659,0,0,2016-06-21,TRAMADOL + PARACETAMOL 37.5/325MG C/20 TAB.,836
,6,0,0,2016-06-21,EMTRICITABINA + TENOFOVIR DISOPROXIL FUMARATO C/30 TAB.,854
,1,0,0,2016-06-21,CETIRIZINA SOL 10MG/ML C/10ML,871
,9,0,0,2016-06-21,CLORHIDRATO DE ALFUZOSINA 10MG LIB. PROL. C/28 TAB.,893
,240,0,0,2016-06-21,EZETIMIBA + SIMVASTATINA 10MG/20MG C/28 COMP.,910
,4,0,0,2016-06-21,TEGASEROD 6MG C/30 COMP.,912
,7,0,0,2016-06-21,OLANZAPINA 10MG C/14 TAB. DISPERSABLES,916
,220,0,0,2016-06-21,ETORICOXIB 90MG C/14 COMP.,965
,7,0,0,2016-06-21,PIRACETAM 800MG C/30 TAB.,971
,1,0,0,2016-06-21,INDOBUFENO 200MG C/30 TAB.,983
,1,0,0,2016-06-21,LAMIVUDINA 150MG C/60 TAB.,994
,2,0,0,2016-06-21,CLORHIDRATO DE METILFENIDATO 30MG C/30 CAP. (II),998
,194,0,0,2016-06-21,AMOXICILINA + ACIDO CLAVULANICO 600MG SUSP. C/50ML,1003
,5,0,0,2016-06-21,DEXPANTENOL 5% TUBO GEL C/10GR,1006
,8,0,0,2016-06-21,CLINDAMICINA + KETOCONAZOL 800/100MG C/3 TAB. VAGINALES,1029
,10,0,0,2016-06-21,GATIFLOXACINA FCO. GOTERO C/5ML,1050
,4,0,0,2016-06-21,PREDNISOLONA 3.0MG/ML SOL. PED. C/120ML,1099
,3,0,0,2016-06-21,HIALUNARATO DE SODIO 4.0MG D.U. C/20 ENVASES DE 0.5ML,1112
,7,0,0,2016-06-21,CICLOSPORINA DE GELATINA BLANDA 25MG C/50 CAP.,1114
,5,0,0,2016-06-21,MONTELUKAST SODICO 4MG C/10 TAB.,1143
,22,0,0,2016-06-21,ACIDO IBANDRONICO 150MG C/1 COMP.,1154
,25,0,0,2016-06-21,BISOPROLOL 5MG C/30 GRAGEAS,1160
,10,0,0,2016-06-21,OLANZAPINA + FLUOXETINA 6/25MG C/14 CAP.,1180
,2,0,0,2016-06-21,LIDOCAINA + PRILOCAINA CREMA C/30GR.,1210
,5,0,0,2016-06-21,GLUCONATO DE POTASIO GK C/10 SOBRES,1232
,39,0,0,2016-06-21,DEXKETOPROFENO TROMETAMOL 25MG C/10 TAB.,1241
,3,0,0,2016-06-21,TRITICUM VULGARE FENOXIETANOL CREMA UNGUENTO C/30GR,1258
,5,0,0,2016-06-21,CALCITRIOL CREMA UNGUENTO TUBO 0.3MG C/30GR,1268
,348,0,0,2016-06-21,DIACERINA + MELOXICAM 50MG/15MG C/20 CAP.,1341
,3,0,0,2016-06-21,GLICERINA + CARBOXIMETILCELULOSA SODICA SOL. OFT. FCO. C/15ML,1376
,15,0,0,2016-06-21,CICLOPIROX 8% SOL. C/3ML,1377
,1,0,0,2016-06-21,CLORHIDRATO DE VALACICLOVIR 500MG C/42 COMP.,1385
,2,0,0,2016-06-21,PARECOXIB SODICO 40MG/2ML INY. C/2 AMP.,1481
,3,0,0,2016-06-21,CEFUROXIMA 500MG C/10 TAB.,1488
,22,0,0,2016-06-21,PROGESTERONA 100MG C/30 PERLAS,1492
,1,0,0,2016-06-21,MEDROXIPROGESTERONA 10MG C/10 TAB.,1555
,12,0,0,2016-06-21,VERAPAMILO + TRANDOLAPRIL 180MG/2MG LIB. PROL. C/15 TAB.,1567
,5,0,0,2016-06-21,EFAVIRENZ 600MG C/30 COMP.,1571
,1,0,0,2016-06-21,HIALUNORATO DE SODIO + SULFATO DE CODROINTIN SOL. OFT.,1627
,11,0,0,2016-06-21,MOSAPRIDA 5MG C/30 COMP.,1656
,63,0,0,2016-06-21,VITAMINAS PRENATALES C/28 CAP.,1754
,5,0,0,2016-06-21,LOPINAVIR + RITONAVIR 200MG/50MG C/120 TAB.,1759
,4,0,0,2016-06-21,ERDOSTEINA 300MG C/20 CAP.,1820
,44,0,0,2016-06-21,GLIMEPERIDINA + METFORMINA 1000MG/4MG C/16 TAB.,1868
,300,0,0,2016-06-21,VALSARTAN + AMLODIPINO 160/5MG C/28 TAB.,1924
,37,0,0,2016-06-21,METFORMINA + VILDAGLIPTINA 50MG/500MG C/30 COMP. RECUBIERTOS,1968
,10,0,0,2016-06-21,ISONIAZIDA 100MG C/200 TAB.,2009
,7,0,0,2016-06-21,LEVETIRACETAM SOL. 100MG C/150ML,2023
,9,0,0,2016-06-21,QUETIAPINA 300MG C/30 TAB. LIB PROL.,2353
,1,0,0,2016-06-21,VORICONAZOL 200MG C/14 TAB.,2429
,8,0,0,2016-06-21,NUTRICION COMPLETA Y BALANCEADA CON FRUCTOOLISACARIDOS CUALQUIER SABOR LATA EN POLVO C/400GR,2557
,4,0,0,2016-06-21,TRAVOPROST + TIMOLOL .04MG/1.0ML FCO.GOTERO C/2.5ML,2560
,23,0,0,2016-06-21,TOPIRAMATO 25MG C/28 TAB.,2578
,1,0,0,2016-06-21,RIMANTADINA 1GR/100ML SOL. FCO. C/120ML,2586
,7,0,0,2016-06-21,MAGALDRATO + DIMETICONA 8GR/1GR C/250ML,2591
,29,0,0,2016-06-21,MECLIZINA + PIRIDOXINA 25MG/50MG C/25 TAB.,2635
,47,0,0,2016-06-21,KETOROLACO + TRAMADOL 10MG/25MG SUBLINGUAL C/4 TAB.,2656
,1,0,0,2016-06-21,CIPROFLOXACINO + DEXAMETASONA 3MG/1MG/ML FCO. C/5ML,2697
,69,0,0,2016-06-21,METFORMINA 750MG LIB. PROL. C/30 TAB.,2711
,6,0,0,2016-06-21,SALMETEROL + FLUTICASONA 50MCG/500MG FCO. C/60 DOSIS,2738
,10,0,0,2016-06-21,BUPRENORFINA 30MG C/4 PARCHES (II),2758
,1,0,0,2016-06-21,CLONIDINA TAB. 0.1MG C/100,2792
,1,0,0,2016-06-21,LEVOCETIRIZINA 5MG C/10 TAB.,2800
,10,0,0,2016-06-21,DIGOXINA 0.25MG C/60 TAB.,2816
,3,0,0,2016-06-21,VALPROATO DE MAGNESIO 200MG/1ML SUSP. FCO C/40ML,2839
,5,0,0,2016-06-21,FLOROGLUCINOL + TRIMETILFLOROGLUCINOL 80MG/80MG C/20 CAP.,2840
,10,0,0,2016-06-21,DIPROPIONATO DE BETAMETASONA Y FOSFATO D 5MG/2MG JER. PRELLENADA DE 1ML,2851
,8,0,0,2016-06-21,HIDROXOCABALAMINA TIAMINA PIRIDOXINA C/5 AMP. Y JER.,2861
,5,0,0,2016-06-21,METFORMINA 1GR C/30 TAB.,2872
,10,0,0,2016-06-21,CITRATO DE POTASIO 1080MCG C/100 TAB.,2891
,5,0,0,2016-06-21,TOCILIZUMAB 200MG/10ML SOL. INY. C/1 AMP.,2892
,30,0,0,2016-06-21,RIVAROXABAN 10MG C/10 COMP. RECUBIERTOS,2915
,1,0,0,2016-06-21,DEFERASIROX 500MG C/28 COMP.,2921
,33,0,0,2016-06-21,VILDAGLIPTINA + METFORMINA 50MG/850MG C/60 COMP.,2924
,7,0,0,2016-06-21,BETAHISTINA 24MG C/30 TAB.,2931
,4,0,0,2016-06-21,CINOSTAZOL 100MG C/30 TAB.,2949
,6,0,0,2016-06-21,DIENOGEST 2MG C/28 TAB.,2961
,1,0,0,2016-06-21,FENTERMINA 15MG C/30 TAB.,2964
,5,0,0,2016-06-21,LIRAGLUTIDE 0.6MG FLEXPEN,2969
,5,0,0,2016-06-21,ROTIGOTINA 6MG C/14 PARCHES,2978
,8,0,0,2016-06-21,TIZANIDINA 6MG LIB. PROL. C/10 CAP.,2979
,4,0,0,2016-06-21,DARBEPOETINA ALFA 300MCG JER. PRELLENADA,2984
,10,0,0,2016-06-21,LACOSAMIDA 100MG C/28 TAB.,2990
,8,0,0,2016-06-21,TICAGRELOR 90MG C/30 TAB.,3016
,6,0,0,2016-06-21,GLICOPIRRONIO + INDACATEROL C/30 CAP. INHALACION,3017
,2,0,0,2016-06-21,APIXABAN 2.5MG C/60 TAB.,3019
,1,0,0,2016-06-21,FORMOTEROL + MOMETASONA 100/5 FCO. C/120 DOSIS,3022
,5,0,0,2016-06-21,NILOTIMIB 200MG C/40 CAP.,3038
