,,,,FORMATO DE REQUISICI‡N,,,,,
,3600,1.07,16,29/02/2016,AMANTADINA + CLORFENAMINA + PARACETAMOL 50MG/3MG/300MG TAB.,,,,"$2,340.00"
,2400,1.48,16,29/02/2016,JERINGA 5CC (22X32),,,,"$2,200.00"
,200,16,16,29/02/2016,PARACETAMOL 160MG JBE FCO.,,,,"$2,100.00"
,1500,2.13,16,29/02/2016,NEOMICINA + CAOLIN + PECTINA 129MG/280MG TAB.,,,,"$1,935.00"
,14000,0.22,16,29/02/2016,ABATELENGUAS,,,,"$1,900.00"
,600,5.09,16,29/02/2016,JELCO NO. 20,,,,"$1,050.00"
,1800,1.3,16,29/02/2016,JERINGA 3ML (22X32),,,,"$1,012.50"
,200,11,16,29/02/2016,IPRATROPIO + SALBUTAMOL 50MG/2.5MG AMP.,,,,$980.00
,150,14,16,29/02/2016,LORATADINA + AMBROXOL 100MG/600MG,,,,$949.00
,90,21.5,16,29/02/2016,AMOXICILINA + ACIDO CLAVUL¡NICO 200MG/285MG/5ML FCO.,,,,$890.00
,200,9.5,16,29/02/2016,PARACETAMOL GTS 30ML ,,,,$861.00
,350,5.09,16,29/02/2016,JELCO NO. 18 CATETER I.V.,,,,$690.00
,300,5.09,16,29/02/2016,JELCO NO. 24,,,,$680.00
,1500,1,16,29/02/2016,AMPICILINA 500MG CAP.,,,,$675.00
,1400,0.97,16,29/02/2016,TRIMETROPRIMA + SULFAMETOXAZOL 160MG/800MG,,,,$672.00
,150,7,16,29/02/2016,MECLIZINA + PIRIDOXINA + LIDOCAINA 25ML/1ML AMP.,,,,$650.00
,500,2.03,16,29/02/2016,ESTOLATO DE ERITROMICINA 500MG TAB.,,,,$638.00
,50,19.6,16,29/02/2016,STERI STRIP 0.63X7.6X7.6,,,,$633.60
,50,18.8,16,29/02/2016,PARCHES TEGADERM 10X12,,,,$615.00
,30,31,16,29/02/2016,ACICLOVIR 200MG SUSP.,,,,$540.00
,20,45,16,29/02/2016,TUBO ENDOTRAQUEAL NO. 3.5 C/G,,,,$510.00
,100,8.9,16,29/02/2016,DEXTROMETORFANO 15MG/5ML JARABE FCO.,,,,$478.50
,70,12.3,16,29/02/2016,CLORANFENICOL SOL. OFT. ,,,,$420.00
,150,4.6,16,29/02/2016,TRAMADOL 2ML AMP.,,,,$410.00
,600,1.13,16,29/02/2016,METACARBAMOL + PARACETAMOL 400/350MG TAB.,,,,$399.00
,3000,0.23,16,29/02/2016,PARACETAMOL 500MG TAB.,,,,$348.00
,70,9.6,16,29/02/2016,CLORFENAMINA 50MG. JBE. FCO. 120ML,,,,$330.00
,500,1.3,16,29/02/2016,JERINGA 3ML (21X32),,,,$300.00
,20,31.9,16,29/02/2016,LIDOCAINA S/E 2% + S/EPINEFRINA // PATENTE,,,,$276.00
,144,4.4,16,29/02/2016,VENDA ELASTICA 7CMX5MTS,,,,$225.00
,150,4.1,16,29/02/2016,ADRENALINA 0.001G/1ML AMP. // PATENTE,,,,$204.00
,3,204,16,29/02/2016,ISODINE ESPUMA,,,,$190.00
,200,2.7,16,29/02/2016,RANITIDINA 50MG AMP.,,,,
,1200,0.43,16,29/02/2016,DICLOFENACO 100MG TAB.,,,,
,15,31.9,16,29/02/2016,LIDOCAINA C/E 2% + C/ EPINEFRINA,,,,
,500,0.89,16,29/02/2016,MECLIZINA + PIRIDOXINA 25MG TAB.,,,,
,6,70,16,29/02/2016,TETRACAINA SOL. OFTALMICA GTS. // PATENTE,,,,
,24,17.08,16,29/02/2016,"TELA ADHESIVA 1""X5MTS",,,,
,340,1.17,16,29/02/2016,CONOS PARA OTOSCOPIO CHICO,,,,
,50,6.96,16,29/02/2016,TIRAS REACTIVAS ACTIVE  ACCU CHECK ,,,,
,20,16.5,16,29/02/2016,DICLOXACILINA SUSP. 250MG FCO.,,,,
,800,0.38,16,29/02/2016,AMBROXOL 30MG COMP. ,,,,
,30,9.2,16,29/02/2016,TRIMETROPRIMA + SULFAMETOXAZOL 200/40MG SUSP.,,,,
,15,15,16,29/02/2016,AMBROXOL + CLENBUTEROL FCO. C/120ML,,,,
,12,17,16,29/02/2016,DIMENHIDRINATO 25MG SUP.,,,,
,280,0.68,16,29/02/2016,OMEPRAZOL CAPSULA 20 MG C/14,,,,
,60,3,16,29/02/2016,FUROSEMIDA 20MG/2ML AMP.,,,,
,150,1.07,16,29/02/2016,AMANTADINA + CLORFENAMINA + PARACETAMOL,,,,
,12,12.5,16,29/02/2016,ALUMINIO + MAGNESIO SUSP.,,,,
,500,0.3,16,29/02/2016,MALEATO DE CLORFENAMINA 4MG TAB.,,,,
,10,13.5,16,29/02/2016,CANULA YANKAUER DESECHABLE,,,,
,1,90,16,29/02/2016,LIDOCAINA 10% SPRAY,,,,
,5,17.9,16,29/02/2016,FENAGEL TUBO GEL 60 GR DICLOFENACO DIETILAMONIO,,,,
,2,32,16,29/02/2016,ALGODON PLIZADO 300GR,,,,
,1,40,16,29/02/2016,NORFENEFRINA SO. GOTAS FCO.,,,,
,5,5.2,16,29/02/2016,SONDA LEVIN NO. 14,,,,
,20,0.32,16,29/02/2016,DINITRATO DE ISOSORBIDA 10 MG TAB.,,,,
,,,,,,,,,
