,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
SERVICIOS MEDICOS DE EMERGENCIAS ,,,,,,,,,,,
SME-010110-DB7,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,FECHA:,,,,,
,284,0,0,2016-03-22,ESPORAS DE BACILLUS CLAUSII 2 BILLONES UFC C/20 AMP.,1126,,,,,
,280,0,0,2016-03-22,ETORICOXIB 90MG C/14 COMP.,965,,,,,
,269,0,0,2016-03-22,LORATADINA + AMBROXOL 5MG/30MG/5ML JBE. C/120ML,376,,,,,
,263,0,0,2016-03-22,KETOROLACO + TRAMADOL 10MG/25MG C/10 CAP.,2796,,,,,
,263,0,0,2016-03-22,LOPERAMIDA 2MG C/12 TAB.,515,,,,,
,260,0,0,2016-03-22,CARBOXIMETILCELULOSA SODICA 0.5% SOL. OFT. GOTAS C/15ML,754,,,,,
,255,0,0,2016-03-22,DEXTROMETORFANO + GUAIFENESINA JARABE INFANTIL C/120ML,1886,,,,,
,254,0,0,2016-03-22,NAPROXENO SODICO + PARACETAMOL 275MG/300MG C/10 TAB.,2647,,,,,
,245,0,0,2016-03-22,AMOXICILINA + ACIDO CLAVULANICO 875MG/125MG C/10 TAB.,1452,,,,,
,240,0,0,2016-03-22,CEFALEXINA 500MG C/20 CAP.,169,,,,,
,228,0,0,2016-03-22,LEVOTIROXINA SODICA 100MCG C/50 TAB.,502,,,,,
,224,0,0,2016-03-22,PARACETAMOL 750MG C/10 TAB.,2582,,,,,
,214,0,0,2016-03-22,MELOXICAM 7.5MG C/14 TAB.,2623,,,,,
,210,0,0,2016-03-22,CIPROFLOXACINO 500MG C/12 COMP.,2885,,,,,
,209,0,0,2016-03-22,ATORVASTATINA 40MG C/10 TAB.,2763,,,,,
,208,0,0,2016-03-22,LORATADINA + BETAMETASONA 5.0MG/0.25MG C/10 TAB.,1440,,,,,
,206,0,0,2016-03-22,METFORMINA 500MG C/30 TAB.,310,,,,,
,203,0,0,2016-03-22,AMOXICILINA + ACIDO CLAVULANICO 600MG SUSP. C/50ML,1003,,,,,
,195,0,0,2016-03-22,IBUPROFENO 2GR/100ML SUSP. 120ML,55,,,,,
,192,0,0,2016-03-22,SITAGLIPTINA 100MG C/14 COMP.,456,,,,,
,190,0,0,2016-03-22,SERTRALINA 50MG C/14 TAB. RANURADAS,1497,,,,,
,190,0,0,2016-03-22,FLUCONAZOL 150MG C/1 CAP.,373,,,,,
,189,0,0,2016-03-22,AMANTADINA + CLORFENAMINA + PARACETAMOL 50MG/3MG/300MG C/15 TAB.,2664,,,,,
,188,0,0,2016-03-22,MELOXICAN + METOCARBAMOL 15MG/215MG C/10 CAP.,2801,,,,,
,186,0,0,2016-03-22,TIAMINA + PIRIDOXINA + CIANOCOBALAMINA 100MG/5MG/50MCG C/30 TAB.,2797,,,,,
,184,0,0,2016-03-22,VITAMINAS + MINERALES PRENATALES C/30 TAB.,1678,,,,,
,184,0,0,2016-03-22,BEZAFIBRATO 400MG C/10 TAB.,1858,,,,,
,182,0,0,2016-03-22,DICLOFENACO SODICO 100MG LIB. PROL. C/20 GRAGEAS,292,,,,,
,179,0,0,2016-03-22,DICLOFENACO SODICO + B1 + B6 +B12 50MG/50MG/50MG/0.25MG C/30 GRAGEAS,377,,,,,
,175,0,0,2016-03-22,MAGALDRATO + DIMETICONA 8GR/1GR C/250ML,2591,,,,,
,174,0,0,2016-03-22,LORATADINA 10MG C/20 GRAGEAS,496,,,,,
,172,0,0,2016-03-22,METFORMINA 750MG LIB. PROL. C/30 TAB.,2711,,,,,
,172,0,0,2016-03-22,"PENICILINA PROCAINICA + BENCILPENICILINA 800,000UI + 1 AMP. DILUYENTE C/2ML",687,,,,,
,171,0,0,2016-03-22,ACIDO FOLICO 5MG C/50 TAB.,52,,,,,
,170,0,0,2016-03-22,VILDAGLIPTINA + METFORMINA 50MG/850MG C/60 COMP.,2924,,,,,
,170,0,0,2016-03-22,FENOFIBRATO 160MG C/30 CAP.,1190,,,,,
,169,0,0,2016-03-22,DIMETICONA + PANCREATINA + EXTRACTO SECO BILIS DE BUEY CELULOSA DEL ASPERGILLUS NIGER CON CAPA E C/50 GRAGEAS,327,,,,,
,166,0,0,2016-03-22,ALOPURINOL 300MG C/20 TAB.,54,,,,,
,165,0,0,2016-03-22,DIACEREINA 50MG C/30 CAP.,226,,,,,
,165,0,0,2016-03-22,LOSARTAN 50MG C/30 TAB.,2602,,,,,
,164,0,0,2016-03-22,SULFATO DE HIDROXICLOROQUINA 200MG C/20 TAB.,675,,,,,
,164,0,0,2016-03-22,EXTRACTO DE CASTANA DE LA INDIA C/30 GRAGEAS,867,,,,,
,163,0,0,2016-03-22,ACEITE DE ALMENDRAS-UREA-VIT.B5 TUBO CREMA C/125GR,1550,,,,,
,158,0,0,2016-03-22,CITRATO DE CALCIO + VITAMINA D3 315MG C/60 TAB.,1361,,,,,
,158,0,0,2016-03-22,CIPROFLOXACINO 250MG C/12 TAB,924,,,,,
,157,0,0,2016-03-22,LORATADINA + BETAMETASONA 10MG/5MG SOL. C/60ML,2876,,,,,
,155,0,0,2016-03-22,LEVOTIROXINA SODICA 75MCG C/50 TAB.,938,,,,,
,155,0,0,2016-03-22,LEVOTIROXINA SODICA 50MCG C/50 TAB.,937,,,,,
,154,0,0,2016-03-22,DESLORATADINA 5MG C/30 TAB.,45,,,,,
,154,0,0,2016-03-22,METACARBAMOL + PARACETAMOL 400/350MG C/30 TAB.,201,,,,,
,152,0,0,2016-03-22,DICLOFENACO POTASICO 0.18MG/100 SUSP. FCO C/120ML,2807,,,,,
,151,0,0,2016-03-22,AMBROXOL SOL. ORAL FCO. C/120ML,22,,,,,
,150,0,0,2016-03-22,MOMETASONA 0.05% SPRAY NASAL PED. C/10ML Y 60 NEBUL.,735,,,,,
,150,0,0,2016-03-22,ENALAPRIL 10MG C/30 TAB.,2679,,,,,
,147,0,0,2016-03-22,CLORHIDRATO DE PAROXETINA 20MG C/10 TAB.,1877,,,,,
,146,0,0,2016-03-22,IBUPROFENO 200MG C/10 TAB.,2802,,,,,
,145,0,0,2016-03-22,CINITAPRIDA 1MG C/25 COMP.,2788,,,,,
,141,0,0,2016-03-22,BROMURO DE PINAVERIO 100MG C/14 TAB.,294,,,,,
,138,0,0,2016-03-22,NUTRICION COMPLETA Y BALANCEADA CON FRUCTOOLISACARIDOS CUALQUIER SABOR LATA EN POLVO C/400GR,2557,,,,,
,136,0,0,2016-03-22,DEFLAZACORT 6MG C/20 TAB.,2811,,,,,
,136,0,0,2016-03-22,BROMURO DE BUTILHIOSCINA 10MG C/10 TAB.,131,,,,,
,135,0,0,2016-03-22,PSYLLIUM PLANTAGO C/400GR,674,,,,,
,134,0,0,2016-03-22,LORATADINA + FENILEFRINA SOL. INF. C/60ML,2618,,,,,
,134,0,0,2016-03-22,BROMURO DE BUTILHIOSCINA + METAMIZOL 10MG/250MG C/10 GRAGEAS,2587,,,,,
,132,0,0,2016-03-22,LACTOBACILLUS CASEI VARIEDAD RHAMNOSUS 250MG C/12 CAP.,510,,,,,
,132,0,0,2016-03-22,NEOMICINA + CAOLIN + PECTINA 129MG/280MG C/20 TAB.,459,,,,,
,131,0,0,2016-03-22,AZITROMICINA 500MG C/3 TAB.,1854,,,,,
,130,0,0,2016-03-22,VALSARTAN + HIDROCLORTIAZIDA 160MG/25MG C/30 GRAGEAS,233,,,,,
,130,0,0,2016-03-22,VALSARTAN 160MG C/30 GRAGEAS,1767,,,,,
,127,0,0,2016-03-22,TELMISARTAN + HIDROCLOROTIAZIDA 80MG/12.5MG C/28 TAB.,561,,,,,
,127,0,0,2016-03-22,INDOMETACINA + METOCARBAMOL + BETAMETASONA 25/215/75MG C/20 TAB.,2660,,,,,
,124,0,0,2016-03-22,KETOROLACO 30MG SUBLINGUAL C/4 TAB.,1431,,,,,
,123,0,0,2016-03-22,AMOXICILINA 500MG C/12 CAP.,98,,,,,
,121,0,0,2016-03-22,TAMSULOSINA 0.4MG C/20 CAP.,2603,,,,,
,120,0,0,2016-03-22,DAPAGLIFOZINA 10MG C/14 TAB.,2952,,,,,
,118,0,0,2016-03-22,POLIVITAMINAS CON MINERALES C/30 CAP.,886,,,,,
,116,0,0,2016-03-22,ETINILESTRADIOL + DROSPIRENONA 0.03MG/3.0MG C/21 GRAGEAS,899,,,,,
,114,0,0,2016-03-22,ETORICOXIB 120MG C/7 COMP.,941,,,,,
,114,0,0,2016-03-22,LORATADINA + FENILEFRINA 5/30MG C/10 GRAGEAS,2845,,,,,
,112,0,0,2016-03-22,METFORMINA + VILDAGLIPTINA 50MG/500MG C/30 COMP. RECUBIERTOS,1968,,,,,
,110,0,0,2016-03-22,ESCITALOPRAM 10MG C/28 TAB.,497,,,,,
,109,0,0,2016-03-22,MICONAZOL 2% TUBO CREMA C/20GR,534,,,,,
,108,0,0,2016-03-22,DICLOFENACO POTASICO 15MG SUSP. GOTAS C/20ML,2611,,,,,
,107,0,0,2016-03-22,PARACETAMOL JARABE FCO. C/120ML,2691,,,,,
,106,0,0,2016-03-22,GLIMEPERIDINA + METFORMINA 1000MG/4MG C/16 TAB.,1868,,,,,
,106,0,0,2016-03-22,SAXAGLIPITINA + METFORMINA 2.5MG/1000MG C/28 TAB.,2926,,,,,
,106,0,0,2016-03-22,PARGEVERINA + CLONIXINATO DE LISINA 10MG/125MG C/20  COMP.,694,,,,,
,106,0,0,2016-03-22,KETOCONAZOL TUBO CREMA C/30GR,472,,,,,
,105,0,0,2016-03-22,TIAMINA + PIRIDOXINA + DEXAMETASONA + CIANOCOBALAMINA + LIDOCAINA NO.1 - 3 Y NO. - 3 C/JGA AMP.,2809,,,,,
,104,0,0,2016-03-22,LOSARTAN + HIDROCLOROTIAZIDA 50MG/12.5MG C/30 COMP.,2620,,,,,
,104,0,0,2016-03-22,LEVOTIROXINA SODICA 25MCG C/50 TAB.,343,,,,,
,102,0,0,2016-03-22,IPRATROPIO + SALBUTAMOL MONODOSIS 0.5MG/2.5MG NEBUL. C/10 AMP.,187,,,,,
,102,0,0,2016-03-22,GLIMEPIRIDA 4MG C/30 TAB.,1420,,,,,
,101,0,0,2016-03-22,LAMOTRIGINA 50MG /28 TAB.,1774,,,,,
,101,0,0,2016-03-22,LORATADINA 5MG/5ML SOL. C/60ML,1885,,,,,
,100,0,0,2016-03-22,BETAMETASONA + CLOTRIMAZOL + GENTAMICINA TUBO CREMA C/25GR,2568,,,,,
,97,0,0,2016-03-22,POLIETILENGLICOL FCO. POLVO C/255GR,256,,,,,
,97,0,0,2016-03-22,RANITIDINA 150MG C/20 TAB.,2630,,,,,
,96,0,0,2016-03-22,LEVETIRACETAM 500MG C/30 TAB.,469,,,,,
,95,0,0,2016-03-22,VITAMINAS PRENATALES C/28 CAP.,1754,,,,,
,95,0,0,2016-03-22,FLUOXETINA 20MG C/14 CAP.,2570,,,,,
,95,0,0,2016-03-22,KETOPROFENO 100MG C/15 CAP.,463,,,,,
,93,0,0,2016-03-22,BETAMETASONA + FOSFATO SODICO 2.71/3MG C/1 JER. PRELLENADA,208,,,,,
,93,0,0,2016-03-22,CLORHIDRATO DE BENCIDAMINA TUBO CREMA C/60GR,57,,,,,
,93,0,0,2016-03-22,PREDNISONA 5MG C/20 TAB.,1490,,,,,
,93,0,0,2016-03-22,AMBROXOL 30MG C/20 COMP.,1450,,,,,
,91,0,0,2016-03-22,TELMISARTAN 40MG C/28 TAB.,968,,,,,
,91,0,0,2016-03-22,MONTELUKAST SODICO 10MG C/20 COMP.,778,,,,,
,90,0,0,2016-03-22,BRIMONIDINA + TIMOLOL 0.2%/0.5% SOL. OFT. FCO. C/5ML,225,,,,,
,89,0,0,2016-03-22,INSULINA LISPRO + PROTAMINA 2X3ML C/300 UNIDADES,420,,,,,
,89,0,0,2016-03-22,DEXTROMETORFANO 15MG/5ML JARABE FCO. C/60ML,269,,,,,
,88,0,0,2016-03-22,BISOPROLOL 2.5MG C/30 GRAGEAS,206,,,,,
,88,0,0,2016-03-22,METFORMINA 1GR C/30 TAB.,2872,,,,,
,88,0,0,2016-03-22,CITRATO DE SILDENAFIL 50MG C/4 TAB.,2790,,,,,
,87,0,0,2016-03-22,HIDROXIPROPILMETILCELULOSA + DEXTRAN SOL OFT. GOTAS FCO C/15ML,613,,,,,
,87,0,0,2016-03-22,DIFENHIDRAMINA + GUAIFENESINA 28MG JARABE FCO C/150ML,114,,,,,
,86,0,0,2016-03-22,LACTULOSA 66.66GR JARABE FCO. C/125ML,1881,,,,,
,86,0,0,2016-03-22,METOPROLOL 100MG C/20 TAB.,2627,,,,,
,85,0,0,2016-03-22,CLORHIDRATO DE TRAMADOL 50MG C/10 CAP.,976,,,,,
,84,0,0,2016-03-22,BISOPROLOL 1.25MG C/30 GRAGEAS,252,,,,,
,84,0,0,2016-03-22,DICLOFENACO POTASICO 25MG C/20 GRAGEAS,165,,,,,
,84,0,0,2016-03-22,LEVOFLOXACINO 500MG C/7 TAB.,2621,,,,,
,84,0,0,2016-03-22,HIDROCLOROTIAZIDA 25MG C/20 TAB.,81,,,,,
,84,0,0,2016-03-22,RANITIDINA 300MG C/10 COMP.,2663,,,,,
,84,0,0,2016-03-22,PARACETAMOL ORAL GOTAS C/15ML,2648,,,,,
,82,0,0,2016-03-22,FEXOFENADINA 6MG/ML SUSP. FCO. C/150ML,2553,,,,,
,82,0,0,2016-03-22,ACIDO URSODESOXICOLICO 250MG C/50 CAP.,861,,,,,
,81,0,0,2016-03-22,CICLESONIDA 50MCG SPRAY NASAL C/120 DOSIS,3009,,,,,
,81,0,0,2016-03-22,BENZONATATO 100MG C/20 PERLAS,2880,,,,,
,81,0,0,2016-03-22,ALENDRONATO SODICO 70MG C/4 TAB.,1945,,,,,
,81,0,0,2016-03-22,TRIMETOPRIMA + SULFAMETOXAZOL 160MG/800MG C/14 TAB.,1920,,,,,
,80,0,0,2016-03-22,DIMETICONA + GUAIAZULENE C/14 SOBRES,2689,,,,,
,79,0,0,2016-03-22,NORELGESTROMINA + ETINILESTRADIOL C/3 PARCHES TRASDERMICO,1922,,,,,
,79,0,0,2016-03-22,AMOXICILINA + ACIDO CLAVULANICO 500MG/125MG C/10 TAB.,1454,,,,,
,79,0,0,2016-03-22,ALUMINIO + MAGNESIO + DIMETICONA SUSP. FCO. C/360ML (MENTA),700,,,,,
,79,0,0,2016-03-22,NIMESULIDE 100MG C/10 TAB.,628,,,,,
,77,0,0,2016-03-22,ESTROGENOS CONJUGADOS DE ORIGEN EQUINO TUBO C/43GR,679,,,,,
,77,0,0,2016-03-22,TELMISARTAN 80MG C/ 28 TAB.,2575,,,,,
,77,0,0,2016-03-22,FEXOFENADINA + FENILEFRINA 60MG/25MG C/10 TAB.,2579,,,,,
,77,0,0,2016-03-22,5-MONONITRATO DE ISOSORBIDA 60MG C/20 TAB.,446,,,,,
,77,0,0,2016-03-22,CLONAZEPAM 2MG C/30 COMP. (II),2410,,,,,
,77,0,0,2016-03-22,MEDIAS ELASTICAS MED. COMP DEBAJO DE LA RODILLAS MATERIAL DE CURACION (MEDIANA),1893,,,,,
,76,0,0,2016-03-22,MECLIZINA + PIRIDOXINA 25MG/50MG C/25 TAB.,2635,,,,,
,75,0,0,2016-03-22,DESLORATADINA 50MG JARABE FCO C/120ML,69,,,,,
,75,0,0,2016-03-22,CETIRIZINA 10MG C/10 TAB.,884,,,,,
,74,0,0,2016-03-22,CLINDAMICINA 300MG C/16 CAP.,2680,,,,,
,74,0,0,2016-03-22,FOSFATO SODICO DE DEXAMETASONA 4MG/ML C/1 AMP. DE 2ML,2853,,,,,
,73,0,0,2016-03-22,TRIAMCINOLONA 56.10MG SUSP. FCO C/16.5ML,610,,,,,
,72,0,0,2016-03-22,TRIMEBUTINA 200MG C/40 TAB.,330,,,,,
,72,0,0,2016-03-22,DICLOXACILINA 500MG C/20 CAP.,1510,,,,,
,71,0,0,2016-03-22,ALENDRONATO SODICO TRIHIDRATADO + VITAMINA D3 70MG/2800UI C/4 COMP.,1436,,,,,
,71,0,0,2016-03-22,CLORHIDRATO DE TRAMADOL 100MG C/10 TAB.,855,,,,,
,70,0,0,2016-03-22,BROMURO DE TIOTROPIO 18MCG C/20 CAP.,777,,,,,
,70,0,0,2016-03-22,GABAPENTINA 300MG C/30 CAP.,2643,,,,,
,69,0,0,2016-03-22,CARBAMAZEPINA 400MG C/20 GRAGEAS,815,,,,,
,69,0,0,2016-03-22,POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. ORAL FCO. SPRAY C/20ML,21,,,,,
,69,0,0,2016-03-22,METOTREXATO 50/2ML SOL. INY. C/1 AMP.,847,,,,,
,68,0,0,2016-03-22,INSULINA LISPRO C/1000 UNIDADES,419,,,,,
,68,0,0,2016-03-22,NIFEDIPINO 30MG LIB. PROL. C/30 TAB.,2682,,,,,
,67,0,0,2016-03-22,VITAMINAS + HIERRO C/36 TAB.,111,,,,,
,67,0,0,2016-03-22,TERBINAFINA 250MG C/28 TAB.,2847,,,,,
,67,0,0,2016-03-22,CLOPIDOGREL 75MG C/28 TAB.,692,,,,,
,66,0,0,2016-03-22,EBASTINA 20MG C/30 OBLEAS,1053,,,,,
,66,0,0,2016-03-22,AMANTADINA + CLORFENAMINA + PARACETAMOL SOL. PED. GOTAS C/30ML,31,,,,,
,66,0,0,2016-03-22,FEXOFENADINA 180MG C/10 COMP.,2844,,,,,
,66,0,0,2016-03-22,CLORURO DE SODIO Y GLICEROL 30ML ADTO. SOL. FCO C/30ML,2754,,,,,
,66,0,0,2016-03-22,AMIKACINA 500MG C/1X2ML AMP.,2604,,,,,
,65,0,0,2016-03-22,TRIAZOLAM 0.250MG C/30 TAB.,582,,,,,
,65,0,0,2016-03-22,HEMITARTRATO DE ZOLPIDEM 10MG C/30 TAB. (III),632,,,,,
,65,0,0,2016-03-22,AMANTADINA + CLORFENAMINA + PARACETAMOL FCO. C/60ML,30,,,,,
,65,0,0,2016-03-22,NAPROXENO 500MG C/12 TAB.,627,,,,,
,65,0,0,2016-03-22,DIFENIDOL 25MG C/30 TAB.,2659,,,,,
,63,0,0,2016-03-22,TRINITRATO DE GLICERILO 18MG x PARCHE (5MG/24 Hrs C/7),2143,,,,,
,63,0,0,2016-03-22,ESPIRONOLACTONA + FUROSEMIDA 50MG/20MG C/16 CAP.,483,,,,,
,63,0,0,2016-03-22,RAMIPRIL 2.5MG C/16 TAB.,1928,,,,,
,63,0,0,2016-03-22,FURAZOLIDONA + CAOLIN Y PECTINA SUSP. C/120ML,2835,,,,,
,61,0,0,2016-03-22,POLIETILENGLICOL+ PROPILENGLICOL GOTAS OFT. FCO. C/15ML,996,,,,,
,61,0,0,2016-03-22,IVERMECTINA 6MG C/2 TAB.,442,,,,,
,61,0,0,2016-03-22,HIERRO ACIDO FOLICO C/30 GRAGEAS,2823,,,,,
,60,0,0,2016-03-22,PROPAFENONA 150MG C/30 TAB.,626,,,,,
,60,0,0,2016-03-22,LEVOFLOXACINO 750MG C/7 TAB.,2737,,,,,
,60,0,0,2016-03-22,FEXOFENADINA 120MG C/10 COMP.,93,,,,,
,59,0,0,2016-03-22,ALMOTRIPTAN 12.5MG C/2 COMP.,2942,,,,,
,59,0,0,2016-03-22,MUPIROCINA UNGUENTO 2% TUBO C/15GR,2657,,,,,
,59,0,0,2016-03-22,SALBUTAMOL 100MCG SPRAY C/ 200 DOSIS,2696,,,,,
,59,0,0,2016-03-22,CAPTOPRIL 25MG C/30 TAB.,2569,,,,,
,58,0,0,2016-03-22,TRIMEBUTINA 2GR/100ML SUSP. JUNIOR FCO C/100ML,218,,,,,
,58,0,0,2016-03-22,HIDROCORTISONA CREMA C/30GR,1523,,,,,
,57,0,0,2016-03-22,ALPRAZOLAM 0.25MG C/30 TAB. (II),2778,,,,,
,57,0,0,2016-03-22,CLOTRIMAZOL 20GR CREMA C/3 APLICADORES,334,,,,,
,56,0,0,2016-03-22,"INSULINA BASAL ANALOGA DETEMIR 1,500UI C/PLUMAS JER. PRELLENADA",2967,,,,,
,56,0,0,2016-03-22,SAXAGLIPITINA + METFORMINA 5MG/1000MG C/28 TAB.,2929,,,,,
,56,0,0,2016-03-22,BRIMONIDINA + TIMOLOL + DORSOLAMINA 20/5/2ML SOL. OFT. C/5ML,1546,,,,,
,56,0,0,2016-03-22,DEXKETOPROFENO TROMETAMOL 25MG C/10 TAB.,1241,,,,,
,56,0,0,2016-03-22,MECLIZINA + PIRIDOXINA JARABE FCO. C/120ML,124,,,,,
,55,0,0,2016-03-22,ACIDO TIOCTICO 600MG C/30 TAB.,848,,,,,
,55,0,0,2016-03-22,CLARITROMICINA + AMBROXOL 500MG/45MG C/10 TAB.,2731,,,,,
,55,0,0,2016-03-22,ORFENADRINA + PARACETAMOL 35MG/450MG C/50 TAB.,620,,,,,
,54,0,0,2016-03-22,PRASUGREL 10MG C/14 TAB.,2900,,,,,
,54,0,0,2016-03-22,OXCARBAZEPINA 300MG C/20 GRAGEAS,833,,,,,
,54,0,0,2016-03-22,ENALAPRIL 5MG C/30 TAB.,1513,,,,,
,53,0,0,2016-03-22,SALMETEROL + FLUTICASONA 25MCG/50MCG 12GR FCO. C/120 DOSIS,786,,,,,
,53,0,0,2016-03-22,CEFIXIMA 100MG/5ML SUSP. ORAL C/100ML,1135,,,,,
,53,0,0,2016-03-22,ACIDO TIAPROFENICO 300MG C/30 COMP.,772,,,,,
,53,0,0,2016-03-22,ERGOTAMINA + ACIDO ACETILSALICILICO + CAFEINA 1MG/400MG/50MG C/36 TAB. (II),773,,,,,
,53,0,0,2016-03-22,NEOMICINA + POLIMIXINA B + BACITRACINA UNGUENTO DERMICO TUBO C/30GR,2592,,,,,
,53,0,0,2016-03-22,GABAPENTINA 400MG C/15 CAP.,148,,,,,
,53,0,0,2016-03-22,ACETONIDO DE FLUOCINOLONA + NISTATINA + METRONIDAZOL C/10 OVULOS,53,,,,,
,52,0,0,2016-03-22,RALOXIFENO 60MG C/28 TAB.,324,,,,,
,52,0,0,2016-03-22,TRIBENOSIDO + LIDOCAINA TUBO C/30GR,680,,,,,
,52,0,0,2016-03-22,DOXICICLINA 100MG C/10 CAP.,283,,,,,
,52,0,0,2016-03-22,CLONIXINATO DE LISINA 250MG C/10 TAB.,1499,,,,,
,51,0,0,2016-03-22,AMBROXOL GOTAS FCO. C/30ML,23,,,,,
,50,0,0,2016-03-22,CLONAZEPAM 2.5MG/1ML GOTAS 10ML (II),468,,,,,
,50,0,0,2016-03-22,ACIDO NALIDIXICO + FENAZOPIRIDINA 500MG/50MG C/20 TAB.,2775,,,,,
,49,0,0,2016-03-22,TROXERUTINA + CUMARINA 180MG/30MG C/30 GRAGEAS,1075,,,,,
,49,0,0,2016-03-22,INSULINA HUMANA NPH CARTUCHO 100UI C/2X3ML,421,,,,,
,48,0,0,2016-03-22,CABERGOLINA 0.5MG C/2 TAB.,282,,,,,
,48,0,0,2016-03-22,METRONIDAZOL + MICONAZOL 750MG/200MG C/7 OVULOS VAGINALES,1263,,,,,
,48,0,0,2016-03-22,KETOROLACO + TRAMADOL 10MG/25MG SUBLINGUAL C/4 TAB.,2656,,,,,
,48,0,0,2016-03-22,ITRACONAZOL 100MG C/15 CAP.,443,,,,,
,47,0,0,2016-03-22,TOPIRAMATO 25MG C/28 TAB.,2578,,,,,
,47,0,0,2016-03-22,METOTREXATO 2.5MG C/50 TAB.,2504,,,,,
,46,0,0,2016-03-22,CICLOPIROX 8% SOL. C/3ML,1377,,,,,
,46,0,0,2016-03-22,CEFTRIAXONA 1GR/3.5ML FCO. AMP.,2879,,,,,
,46,0,0,2016-03-22,"BENCILPENICILINA BENZATANICA 1,200,000UI SOL. INY.",128,,,,,
,45,0,0,2016-03-22,OXIMETAZOLINA + ALCOHOL POLIVINILICO 0.25MG SOL. OFT. FCO. C/10ML,659,,,,,
,45,0,0,2016-03-22,FINASTERIDE 5MG C/30 GRAGEAS,2694,,,,,
,45,0,0,2016-03-22,CLORTALIDONA 50MG C/20 TAB.,182,,,,,
,44,0,0,2016-03-22,BETAHISTINA 24MG C/30 TAB.,2931,,,,,
,44,0,0,2016-03-22,NEOMICINA + POLIMIXINA B + DEXAMETASONA UNGUENTO OFTALMICO TUBO C/3.5GR,526,,,,,
