STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,,,,,,,,,,,,,,,,,,,
,315,0,0,2016-07-06,IBUPROFENO + PARACETAMOL 325MG C/20 TAB.,2608,,,,,,,,,,,,,,,,,,,
,315,0,0,2016-07-06,"SULFATO DE GLUCOSAMINA + SULFATO DE CONDROITIN 1,500MGS/1,200MGS C/15 SOBRES",2576,,,,,,,,,,,,,,,,,,,
,315,0,0,2016-07-06,ETORICOXIB 90MG C/14 COMP.,965,,,,,,,,,,,,,,,,,,,
,315,0,0,2016-07-06,NAPROXENO SODICO + PARACETAMOL 275MG/300MG C/10 TAB.,2647,,,,,,,,,,,,,,,,,,,
,315,0,0,2016-07-06,IBUPROFENO 2GR/100ML SUSP. 120ML,55,,,,,,,,,,,,,,,,,,,
,315,0,0,2016-07-06,AMBROXOL SOL. ORAL FCO. C/120ML,22,,,,,,,,,,,,,,,,,,,
,315,0,0,2016-07-06,ACEITE DE ALMENDRAS-UREA-VIT.B5 TUBO CREMA C/125GR,1550,,,,,,,,,,,,,,,,,,,
,315,0,0,2016-07-06,KETOROLACO 30MG SUBLINGUAL C/4 TAB.,1431,,,,,,,,,,,,,,,,,,,
,284,0,0,2016-07-06,LORATADINA + BETAMETASONA 10MG/5MG SOL. C/60ML,2876,,,,,,,,,,,,,,,,,,,
,273,0,0,2016-07-06,CARBOXIMETILCELULOSA SODICA 0.5% SOL. OFT. GOTAS C/15ML,754,,,,,,,,,,,,,,,,,,,
,273,0,0,2016-07-06,BROMURO DE BUTILHIOSCINA 10MG C/10 TAB.,131,,,,,,,,,,,,,,,,,,,
,263,0,0,2016-07-06,TIAMINA + PIRIDOXINA + CIANOCOBALAMINA 100MG/5MG/50MCG C/30 TAB.,2797,,,,,,,,,,,,,,,,,,,
,263,0,0,2016-07-06,MOMETASONA 0.05% SPRAY NASAL PED. C/10ML Y 60 NEBUL.,735,,,,,,,,,,,,,,,,,,,
,263,0,0,2016-07-06,LEVOTIROXINA SODICA 75MCG C/50 TAB.,938,,,,,,,,,,,,,,,,,,,
,263,0,0,2016-07-06,DICLOFENACO POTASICO 0.18MG/100 SUSP. FCO C/120ML,2807,,,,,,,,,,,,,,,,,,,
,263,0,0,2016-07-06,NUTRICION COMPLETA Y BALANCEADA CON FRUCTOOLISACARIDOS CUALQUIER SABOR LATA EN POLVO C/400GR,2557,,,,,,,,,,,,,,,,,,,
,263,0,0,2016-07-06,PSYLLIUM PLANTAGO C/400GR,674,,,,,,,,,,,,,,,,,,,
,263,0,0,2016-07-06,LORATADINA + FENILEFRINA 5/30MG C/10 GRAGEAS,2845,,,,,,,,,,,,,,,,,,,
,242,0,0,2016-07-06,VALSARTAN + HIDROCLORTIAZIDA 160MG/25MG C/30 GRAGEAS,233,,,,,,,,,,,,,,,,,,,
,231,0,0,2016-07-06,POLIVITAMINAS CON MINERALES C/30 CAP.,886,,,,,,,,,,,,,,,,,,,
,231,0,0,2016-07-06,DIOSMINA + HESPERIDINA 500MG C/20 TAB.,296,,,,,,,,,,,,,,,,,,,
,221,0,0,2016-07-06,VILDAGLIPTINA + METFORMINA 50MG/850MG C/60 COMP.,2924,,,,,,,,,,,,,,,,,,,
,221,0,0,2016-07-06,SITAGLIPTINA 100MG C/14 COMP.,456,,,,,,,,,,,,,,,,,,,
,221,0,0,2016-07-06,TELMISARTAN + HIDROCLOROTIAZIDA 80MG/12.5MG C/28 TAB.,561,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,BROMURO PINAVERIO/DIMETICONA 100/300MG C/16 CAP.,1304,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,LORATADINA + BETAMETASONA 5.0MG/0.25MG C/10 TAB.,1440,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,AMOXICILINA + ACIDO CLAVULANICO 600MG SUSP. C/50ML,1003,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,METFORMINA 500MG C/30 TAB.,310,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,FLUCONAZOL 150MG C/1 CAP.,373,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,DICLOFENACO SODICO 100MG LIB. PROL. C/20 GRAGEAS,292,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,SULFATO DE HIDROXICLOROQUINA 200MG C/20 TAB.,675,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,ENALAPRIL 10MG C/30 TAB.,2679,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,AZITROMICINA 500MG C/3 TAB.,1854,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,LORATADINA + FENILEFRINA SOL. INF. C/60ML,2618,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,ESCITALOPRAM 10MG C/28 TAB.,497,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,SAXAGLIPITINA + METFORMINA 2.5MG/1000MG C/28 TAB.,2926,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,NIMESULIDE 100MG C/10 TAB.,628,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,BETAMETASONA + FOSFATO SODICO 2.71/3MG C/1 JER. PRELLENADA,208,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,LOSARTAN + HIDROCLOROTIAZIDA 50MG/12.5MG C/30 COMP.,2620,,,,,,,,,,,,,,,,,,,
,210,0,0,2016-07-06,DESLORATADINA 50MG JARABE FCO C/120ML,69,,,,,,,,,,,,,,,,,,,
,200,0,0,2016-07-06,DEFLAZACORT 6MG C/20 TAB.,2811,,,,,,,,,,,,,,,,,,,
,189,0,0,2016-07-06,LORATADINA + AMBROXOL 5MG/30MG/5ML JBE. C/120ML,376,,,,,,,,,,,,,,,,,,,
,189,0,0,2016-07-06,VITAMINAS PRENATALES C/28 CAP.,1754,,,,,,,,,,,,,,,,,,,
,189,0,0,2016-07-06,LAMOTRIGINA 50MG /28 TAB.,1774,,,,,,,,,,,,,,,,,,,
,189,0,0,2016-07-06,LEVOTIROXINA SODICA 25MCG C/50 TAB.,343,,,,,,,,,,,,,,,,,,,
,189,0,0,2016-07-06,BISOPROLOL 2.5MG C/30 GRAGEAS,206,,,,,,,,,,,,,,,,,,,
,179,0,0,2016-07-06,INDOMETACINA + METOCARBAMOL + BETAMETASONA 25/215/75MG C/20 TAB.,2660,,,,,,,,,,,,,,,,,,,
,179,0,0,2016-07-06,AMBROXOL 30MG C/20 COMP.,1450,,,,,,,,,,,,,,,,,,,
,179,0,0,2016-07-06,MONTELUKAST SODICO 10MG C/20 COMP.,778,,,,,,,,,,,,,,,,,,,
,179,0,0,2016-07-06,BENZONATATO 100MG C/20 PERLAS,2880,,,,,,,,,,,,,,,,,,,
,168,0,0,2016-07-06,DIMETICONA + PANCREATINA + EXTRACTO SECO BILIS DE BUEY CELULOSA DEL ASPERGILLUS NIGER CON CAPA E C/50 GRAGEAS,327,,,,,,,,,,,,,,,,,,,
,168,0,0,2016-07-06,CINITAPRIDA 1MG C/25 COMP.,2788,,,,,,,,,,,,,,,,,,,
,168,0,0,2016-07-06,ETINILESTRADIOL + DROSPIRENONA 0.03MG/3.0MG C/21 GRAGEAS,899,,,,,,,,,,,,,,,,,,,
,168,0,0,2016-07-06,IPRATROPIO + SALBUTAMOL MONODOSIS 0.5MG/2.5MG NEBUL. C/10 AMP.,187,,,,,,,,,,,,,,,,,,,
,168,0,0,2016-07-06,MICONAZOL 2% TUBO CREMA C/20GR,534,,,,,,,,,,,,,,,,,,,
,168,0,0,2016-07-06,CLORURO DE SODIO Y GLICEROL 30ML ADTO. SOL. FCO C/30ML,2754,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,SENOSIDOS A-B 374MG C/30 TAB.,789,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,ATORVASTATINA 40MG C/10 TAB.,2763,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,MAGALDRATO + DIMETICONA 8GR/1GR C/250ML,2591,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,EXTRACTO DE CASTANA DE LA INDIA C/30 GRAGEAS,867,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,CIPROFLOXACINO 500MG C/12 COMP.,2885,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,TAMSULOSINA 0.4MG C/20 CAP.,2603,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,GLIMEPERIDINA + METFORMINA 1000MG/4MG C/16 TAB.,1868,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,GLIMEPIRIDA 4MG C/30 TAB.,1420,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,FLUOXETINA 20MG C/14 CAP.,2570,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,DIFENHIDRAMINA + GUAIFENESINA 28MG JARABE FCO C/150ML,114,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,FEXOFENADINA 6MG/ML SUSP. FCO. C/150ML,2553,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,AMOXICILINA + ACIDO CLAVULANICO 500MG/125MG C/10 TAB.,1454,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,PARACETAMOL ORAL GOTAS C/15ML,2648,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. ORAL FCO. SPRAY C/20ML,21,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,VITAMINAS + HIERRO C/36 TAB.,111,,,,,,,,,,,,,,,,,,,
,158,0,0,2016-07-06,HIERRO ACIDO FOLICO C/30 GRAGEAS,2823,,,,,,,,,,,,,,,,,,,
,147,0,0,2016-07-06,FEXOFENADINA + FENILEFRINA 60MG/25MG C/10 TAB.,2579,,,,,,,,,,,,,,,,,,,
,147,0,0,2016-07-06,BRIMONIDINA + TIMOLOL 0.2%/0.5% SOL. OFT. FCO. C/5ML,225,,,,,,,,,,,,,,,,,,,1
,137,0,0,2016-07-06,METACARBAMOL + PARACETAMOL 400/350MG C/30 TAB.,201,,,,,,,,,,,,,,,,,,,
,137,0,0,2016-07-06,METFORMINA 1GR C/30 TAB.,2872,,,,,,,,,,,,,,,,,,,
,137,0,0,2016-07-06,FEXOFENADINA 180MG C/10 COMP.,2844,,,,,,,,,,,,,,,,,,,
,137,0,0,2016-07-06,ALENDRONATO SODICO TRIHIDRATADO + VITAMINA D3 70MG/2800UI C/4 COMP.,1436,,,,,,,,,,,,,,,,,,,
,137,0,0,2016-07-06,CLINDAMICINA 300MG C/16 CAP.,2680,,,,,,,,,,,,,,,,,,,
,126,0,0,2016-07-06,PARGEVERINA + CLONIXINATO DE LISINA 10MG/125MG C/20  COMP.,694,,,,,,,,,,,,,,,,,,,
,126,0,0,2016-07-06,RANITIDINA 300MG C/10 COMP.,2663,,,,,,,,,,,,,,,,,,,
,126,0,0,2016-07-06,MEDIAS ELASTICAS MED. COMP DEBAJO DE LA RODILLAS MATERIAL DE CURACION (MEDIANA),1893,,,,,,,,,,,,,,,,,,,
,126,0,0,2016-07-06,MECLIZINA + PIRIDOXINA 25MG/50MG C/25 TAB.,2635,,,,,,,,,,,,,,,,,,,
,126,0,0,2016-07-06,EBASTINA 20MG C/30 OBLEAS,1053,,,,,,,,,,,,,,,,,,,
,126,0,0,2016-07-06,METOTREXATO 50/2ML SOL. INY. C/1 AMP.,847,,,,,,,,,,,,,,,,,,,
,126,0,0,2016-07-06,ESPIRONOLACTONA + FUROSEMIDA 50MG/20MG C/16 CAP.,483,,,,,,,,,,,,,,,,,,,
,116,0,0,2016-07-06,GABAPENTINA 300MG C/30 CAP.,2643,,,,,,,,,,,,,,,,,,,
,116,0,0,2016-07-06,DEXKETOPROFENO TROMETAMOL 25MG C/10 TAB.,1241,,,,,,,,,,,,,,,,,,,
,116,0,0,2016-07-06,RAMIPRIL 2.5MG C/16 TAB.,1928,,,,,,,,,,,,,,,,,,,
,116,0,0,2016-07-06,PROPAFENONA 150MG C/30 TAB.,626,,,,,,,,,,,,,,,,,,,
,116,0,0,2016-07-06,MECLIZINA + PIRIDOXINA JARABE FCO. C/120ML,124,,,,,,,,,,,,,,,,,,,
,116,0,0,2016-07-06,OXCARBAZEPINA 300MG C/20 GRAGEAS,833,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,PREGABALINA 75MG C/28 CAP.,512,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,DEXLANSOPRAZOL 30MG C/14 CAP.,2953,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,KETOROLACO + TRAMADOL 10MG/25MG C/10 CAP.,2796,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,BEZAFIBRATO 400MG C/10 TAB.,1858,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,ACIDO FOLICO 5MG C/50 TAB.,52,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,VALSARTAN 160MG C/30 GRAGEAS,1767,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,DESLORATADINA 5MG C/30 TAB.,45,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,CITRATO DE CALCIO + VITAMINA D3 315MG C/60 TAB.,1361,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,BROMURO DE BUTILHIOSCINA + METAMIZOL 10MG/250MG C/10 GRAGEAS,2587,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,ETORICOXIB 120MG C/7 COMP.,941,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,HIDROCLOROTIAZIDA 25MG C/20 TAB.,81,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,5-MONONITRATO DE ISOSORBIDA 60MG C/20 TAB.,446,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,CLONAZEPAM 2MG C/30 COMP. (II),2410,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,NORELGESTROMINA + ETINILESTRADIOL C/3 PARCHES TRASDERMICO,1922,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,CARBAMAZEPINA 400MG C/20 GRAGEAS,815,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,HEMITARTRATO DE ZOLPIDEM 10MG C/30 TAB. (III),632,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,FEXOFENADINA 120MG C/10 COMP.,93,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,AMIKACINA 500MG C/1X2ML AMP.,2604,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,DEXTROMETORFANO + GUAIFENESINA + FENILEF PED. C/30ML,2815,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,HIDROCORTISONA CREMA C/30GR,1523,,,,,,,,,,,,,,,,,,,
,105,0,0,2016-07-06,NEOMICINA + CAOLIN + PECTINA 129MG/280MG C/20 TAB.,459,,,,,,,,,,,,,,,,,,,
,99,0,0,2016-07-06,CLEBOPRIDA + SIMETICONA C/45 CAP.,2950,,,,,,,,,,,,,,,,,,,
,95,0,0,2016-07-06,"BENCILPENICILINA BENZATANICA 1,200,000UI SOL. INY.",128,,,,,,,,,,,,,,,,,,,
,89,0,0,2016-07-06,ETOFENAMATO TUBO CREMA C/40GR,112,,,,,,,,,,,,,,,,,,,
,90,0,0,2016-07-06,AZITROMICINA 600MG FCO. SUSP. C/15ML,1855,,,,,,,,,,,,,,,,,,,
,88,0,0,2016-07-06,ERGOTAMINA + ACIDO ACETILSALICILICO + CAFEINA 1MG/400MG/50MG C/36 TAB. (II),773,,,,,,,,,,,,,,,,,,,
,87,0,0,2016-07-06,ACIDO TIAPROFENICO 300MG C/30 COMP.,772,,,,,,,,,,,,,,,,,,,
,85,0,0,2016-07-06,TRIBENOSIDO + LIDOCAINA TUBO C/30GR,680,,,,,,,,,,,,,,,,,,,
,86,0,0,2016-07-06,BETAHISTINA 24MG C/30 TAB.,2931,,,,,,,,,,,,,,,,,,,
,85,0,0,2016-07-06,CLORHIDRATO DE ALFUZOSINA 10MG LIB. PROL. C/28 TAB.,893,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,LEVOTIROXINA SODICA 50MCG C/50 TAB.,937,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,LEVETIRACETAM 500MG C/30 TAB.,469,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,BISOPROLOL 1.25MG C/30 GRAGEAS,252,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,LACTOBACILLUS CASEI VARIEDAD RHAMNOSUS 250MG C/12 CAP.,510,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,TRIMETOPRIMA + SULFAMETOXAZOL 160MG/800MG C/14 TAB.,1920,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,ESTROGENOS CONJUGADOS DE ORIGEN EQUINO TUBO C/43GR,679,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,INSULINA LISPRO C/1000 UNIDADES,419,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,METOPROLOL 100MG C/20 TAB.,2627,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,IVERMECTINA 6MG C/2 TAB.,442,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,DIFENIDOL 25MG C/30 TAB.,2659,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,SALBUTAMOL 100MCG SPRAY C/ 200 DOSIS,2696,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,NEOMICINA + POLIMIXINA B + DEXAMETASONA SUSP. OFT. FCO. C/5ML,527,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,CLORHIDRATO DE BROMHEXINA JARABE C/100ML,1874,,,,,,,,,,,,,,,,,,,
,84,0,0,2016-07-06,ACICLOVIR TUBO CREMA C/5GR,2607,,,,,,,,,,,,,,,,,,,
,81,0,0,2016-07-06,IPRATROPIO + SALBUTAMOL 20MCG/100MCG SUSP. AEROSOL FCO. C/120 DOSIS,186,,,,,,,,,,,,,,,,,,,
,79,0,0,2016-07-06,HIDROXIPROPILMETILCELULOSA + DEXTRAN SOL OFT. GOTAS FCO C/15ML,613,,,,,,,,,,,,,,,,,,,
,79,0,0,2016-07-06,RALOXIFENO 60MG C/28 TAB.,324,,,,,,,,,,,,,,,,,,,
,79,0,0,2016-07-06,OXIMETAZOLINA + ALCOHOL POLIVINILICO 0.25MG SOL. OFT. FCO. C/10ML,659,,,,,,,,,,,,,,,,,,,
,75,0,0,2016-07-06,BUDESONIDA 0.125MG/ML NEBUL. C/5 AMP. SOBRE 2ML,1008,,,,,,,,,,,,,,,,,,,
,74,0,0,2016-07-06,TELMISARTAN 80MG C/ 28 TAB.,2575,,,,,,,,,,,,,,,,,,,
,74,0,0,2016-07-06,LEVOFLOXACINO 750MG C/7 TAB.,2737,,,,,,,,,,,,,,,,,,,
,74,0,0,2016-07-06,TRINITRATO DE GLICERILO 18MG x PARCHE (5MG/24 Hrs C/7),2143,,,,,,,,,,,,,,,,,,,
,74,0,0,2016-07-06,ALPRAZOLAM 0.25MG C/30 TAB. (II),2778,,,,,,,,,,,,,,,,,,,
,74,0,0,2016-07-06,TIAMINA + PIRIDOXINA + CIANOCOBALAMINA Y DICLOFENACO SODICO NO.1 - 3 Y NO. - 3 C/JGA AMP.,2803,,,,,,,,,,,,,,,,,,,
,74,0,0,2016-07-06,CAPTOPRIL 25MG C/30 TAB.,2569,,,,,,,,,,,,,,,,,,,
,74,0,0,2016-07-06,ITRACONAZOL 100MG C/15 CAP.,443,,,,,,,,,,,,,,,,,,,
,74,0,0,2016-07-06,ATENOLOL 50MG C/28 TAB.,2782,,,,,,,,,,,,,,,,,,,
,74,0,0,2016-07-06,DICLOFENACO SODICO 75MG/3ML SOL. INY. ENV. C/2 AMP.,295,,,,,,,,,,,,,,,,,,,
,71,0,0,2016-07-06,CLOTRIMAZOL 20GR CREMA C/3 APLICADORES,334,,,,,,,,,,,,,,,,,,,
,71,0,0,2016-07-06,SALBUTAMOL 5MG/ML SOL. NEBUL. FCO. C/10ML,866,,,,,,,,,,,,,,,,,,,
,70,0,0,2016-07-06,BUDESONIDA + FORMOTEROL 160MG/4.5MCG SPRAY,782,,,,,,,,,,,,,,,,,,,
,66,0,0,2016-07-06,ACICLOVIR 200MG/5ML FCO. C/120ML,501,,,,,,,,,,,,,,,,,,,
,63,0,0,2016-07-06,DICLOFENACO POTASICO 25MG C/20 GRAGEAS,165,,,,,,,,,,,,,,,,,,,
,63,0,0,2016-07-06,CICLESONIDA 50MCG SPRAY NASAL C/120 DOSIS,3009,,,,,,,,,,,,,,,,,,,
,63,0,0,2016-07-06,SALMETEROL + FLUTICASONA 25MCG/50MCG 12GR FCO. C/120 DOSIS,786,,,,,,,,,,,,,,,,,,,
,63,0,0,2016-07-06,POLIETILENGLICOL+ PROPILENGLICOL GOTAS OFT. FCO. C/15ML,996,,,,,,,,,,,,,,,,,,,
,63,0,0,2016-07-06,CLARITROMICINA + AMBROXOL 500MG/45MG C/10 TAB.,2731,,,,,,,,,,,,,,,,,,,
,63,0,0,2016-07-06,AMBROXOL GOTAS FCO. C/30ML,23,,,,,,,,,,,,,,,,,,,
,63,0,0,2016-07-06,"INSULINA BASAL ANALOGA DETEMIR 1,500UI C/PLUMAS JER. PRELLENADA",2967,,,,,,,,,,,,,,,,,,,1
,64,0,0,2016-07-06,CICLOPIROX 8% SOL. C/3ML,1377,,,,,,,,,,,,,,,,,,,
,64,0,0,2016-07-06,FINASTERIDE 5MG C/30 GRAGEAS,2694,,,,,,,,,,,,,,,,,,,
,63,0,0,2016-07-06,CLOTRIMAZOL 10MG TUBO CREMA C/20GR,1505,,,,,,,,,,,,,,,,,,,
,63,0,0,2016-07-06,OXIMETAZOLINA 50MG SOL. NASAL FCO. NEB. C/20ML,230,,,,,,,,,,,,,,,,,,,
,63,0,0,2016-07-06,BETAMETASONA TUBO C/30GR,2784,,,,,,,,,,,,,,,,,,,
,63,0,0,2016-07-06,AMPICILINA 500MG C/20 CAP.,2565,,,,,,,,,,,,,,,,,,,
,63,0,0,2016-07-06,FURAZOLIDONA + CAOLIN Y PECTINA SUSP. C/120ML,2835,,,,,,,,,,,,,,,,,,,
,62,0,0,2016-07-06,ACIDO IBANDRONICO 150MG C/1 COMP.,1154,,,,,,,,,,,,,,,,,,,
,61,0,0,2016-07-06,CLORHIDRATO DE TRAMADOL 100MG/ML GOTAS C/10ML,1880,,,,,,,,,,,,,,,,,,,
,61,0,0,2016-07-06,AMINOFENAZONA + BUFENINA + DIFENILPIRALI C/20 CAP.,363,,,,,,,,,,,,,,,,,,,
,61,0,0,2016-07-06,KETOCONAZOL 2/100ML SHAMPOO C/1,840,,,,,,,,,,,,,,,,,,,
,59,0,0,2016-07-06,NEOMICINA + POLIMIXINA B + DEXAMETASONA UNGUENTO OFTALMICO TUBO C/3.5GR,526,,,,,,,,,,,,,,,,,,,
,59,0,0,2016-07-06,OXIBUTININA 5MG C/30 TAB.,615,,,,,,,,,,,,,,,,,,,
,60,0,0,2016-07-06,HIDROXICINA 10MG C/30 TAB.,102,,,,,,,,,,,,,,,,,,,
,59,0,0,2016-07-06,TOPIRAMATO 100MG C/20 TAB.,2837,,,,,,,,,,,,,,,,,,,
,59,0,0,2016-07-06,VITAMINA A + OXIDO ZINC + ACIDO BORICO + ALANTOINA POMADA TUBO C/60GR,418,,,,,,,,,,,,,,,,,,,
,55,0,0,2016-07-06,KETOCONAZOL POLVO TALCO FCO. C/60GR,191,,,,,,,,,,,,,,,,,,,
