,15,9.4,0,07/11/2016,CLORURO DE SODIO 0.9% 100ML,,1,$9.40,$141.00
,25,22,0,07/11/2016,AMANTADINA + CLORFENAMINA + PARACETAMOL SOL. PED.60 ML,,1,$22.00,$550.00
,20,52.3,0,07/11/2016,AMOXICILINA/ACIDO CLAVULANICO 875 MG C/10 TABS,,10,$52.30,"$1,046.00"
,20,23,0,07/11/2016,AMOXICILINA 250 ML SUSPENSION,,1,$23.00,$460.00
,15,138,0,07/11/2016,MONTELUKAST CAJA TAB 10 MG C/ 30,,30,$138.00,"$2,070.00"
,25,9.5,0,07/11/2016,PARACETAMOL 750 MG TABS C/10,,10,$9.50,$237.50
,15,10,0,07/11/2016,ACIDO ACETILSALICILICO 500 MG TAB C/20,,20,$10.00,$150.00
,20,17,0,07/11/2016,AMBROXOL + CLENBUTEROL FCO. C/120ML,,1,$15.00,$300.00
,10,7.5,0,07/11/2016,AMLODIPINO 5 MG TABS,,10,$5.60,$56.00
,15,19.1,0,07/11/2016,AMBROXOL/DEXTROMETORFANO JBE ADULTO,,1,$19.10,$286.50
,15,20,0,07/11/2016,AMPICILINA 500MG CAP.,,20,$20.00,$300.00
,5,29,0,07/11/2016,BETAMETASONA AMP,,1,$29.00,$145.00
,5,55.5,0,02/11/2016,COMPLEJO B C/DEXAMETASONA LIDOCAINA INY,,3,$55.50,$277.50
,3,16.5,0,07/11/2016,FLUCONAZOL 150 MG C/1 CAPS,,1,$16.50,$49.50
,15,30,0,07/11/2016,LORATADINA + BETAMETASONA 5.0MG/0.25MG TAB.,,10,$30.00,$450.00
,0,15,0,07/11/2016,METOCLOPRAMIDA 10MG/2ML SOL. INY.,,6,$15.00, $-   
,5,84.5,0,07/11/2016,MUPIROCINA  2% UNGUENTO 15GR,,1,$84.50,$422.50
,5,40,0,07/11/2016,ACICLOVIR TAB ,,25,$40.00,$200.00
,5,3.4,0,07/11/2016,ALBENDAZOL 200MG TAB.,,2,$3.40,$17.00
,20,16,0,07/11/2016,LORATADINA + AMBROXOL 100MG/600MG SUSPENSION,,1,$16.00,$320.00
,10,9.6,0,07/11/2016,AMBROXOL TAB.30 MG. TAB,,20,$9.60,$96.00
,10,19,0,07/11/2016,AMOXICILINA 500 MG SUSP,,1,$19.00,$190.00
,5,11.65,0,07/11/2016,CLORURO DE SODIO 0.9% 250ML,,1,$11.65,$58.25
,5,14.8,0,07/11/2016,CLORURO DE SODIO 0.9% 500ML,,1,$14.80,$74.00
,3,18.9,0,07/11/2016,FLUOXETINA 20 MG C/14,,14,$18.90,$56.70
,3,90.9,0,07/11/2016,GABAPENTINA 300MG TAB C/16,,30,$90.90,$272.70
,5,13,16,07/11/2016,COTONETES C/100,,100,$13.00,$65.00
,5,8.4,0,07/11/2016,LOPERAMIDA 2 MG C/12 TABLETAS,,12,$8.40,$42.00
,5,7.8,0,07/11/2016,METAMIZOL SODICO C/10 TABS,,10,$7.80,$39.00
,5,8.4999,0,07/11/2016,METRONIDAZOL  TAB  500MG  ,,30,$8.50,$42.50
,5,25.8,0,07/11/2016,NAPROXENO / PARACETAMOL SUSP 100 ML,,1,$25.80,$129.00
,5,17.5,0,07/11/2016,OXIMETAZOLINA SOL. NASAL 50 MG FCO. NEB.,,1,$17.50,$87.50
,5,17.5,0,07/11/2016,OXIMETAZOLINA SOL. NASAL 25 MG FCO. NEB.,,1,$17.50,$87.50
,3,22.2,0,07/11/2016,PROPANOLOL DE 40MG CAJA C/30 TAB,,30,$22.20,$66.60
,5,7.5,0,07/11/2016,RANITIDINA 300MG TAB.,,10,$7.50,$37.50
,3,21.5,16,07/11/2016,LUBRIZAL JALEA TUBO 135 GR,,1,$21.50,$64.50
,3,9.2,16,07/11/2016,AGUA OXIGENADA FCO. C/450ML,,1,$9.20,$27.60
,10,9.6,0,07/11/2016,CLORFENAMINA 50MG. JBE. FCO. 120ML,,1,$9.60,$96.00
,0,190,0,07/11/2016,CLOROPIRAMINA SOLUCION INYECTABLE 20 MG / 2 ML 5 AMPOLLETAS CON 2 ML,,5,$190.00, $-   
,0,15,0,07/11/2016,FUROSEMIDA 20MG/2ML AMP.,,5,$15.00, $-   
,3,30,0,07/11/2016,LIDOCAINA/HIDROCORTISONA CREMA,,1,$30.00,$90.00
,0,16.68,0,07/11/2016,MECLIZINA + PIRIDOXINA SOL. FCO. GOTAS,,1,$16.68, $-   
,3,42,0,07/11/2016,NEOMICINA + CAOLIN + PECTINA 129MG/280MG TAB.C/20,,20,$42.00,$126.00
,3,21.6,0,07/11/2016,PREDNISONA 5 MG C/20 TAB,,30,$21.60,$64.80
,4,3.45,0,07/11/2016,SUERO VIDA ORAL,,1,$3.45,$13.80
,3,27,0,07/11/2016,SULFADIACINA DE PLATA MICRONIZADA CREMA AL 1% TUBO DE 30GR,,1,$27.00,$81.00
,2,8.7,0,07/11/2016,TERBINAFINA 250 MG TABLETAS C / 28,,28,$243.60,$487.20
,2,1.2,0,07/11/2016,PENTOXIFILINA 400 MG GRAGEAS C / 30,,30,$36.00,$72.00
,12,10.83,16,07/11/2016,"CINTA MICROPOROSA 1"" CAJA PZA",,12,$10.83,$129.96
,,,,,,,,,"$17,940.76"
,,,,,,,,,0
,,,,,,,,,"$17,940.76"
