STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR
,450,0,0,2016-01-22,ATORVASTATINA 40MG C/10 TAB.,2763
,448,0,0,2016-01-22,AMOXICILINA + ACIDO CLAVULANICO 600MG SUSP. C/50ML,1003
,420,0,0,2016-01-22,ESPORAS DE BACILLUS CLAUSII 2 BILLONES UFC C/20 AMP.,1126
,418,0,0,2016-01-22,FENOFIBRATO 160MG C/30 CAP.,1190
,404,0,0,2016-01-22,IBUPROFENO 2GR/100ML SUSP. 120ML,55
,389,0,0,2016-01-22,SERTRALINA 50MG C/14 TAB. RANURADAS,1497
,382,0,0,2016-01-22,VILDAGLIPTINA + METFORMINA 50MG/850MG C/60 COMP.,2924
,378,0,0,2016-01-22,MELOXICAN + METOCARBAMOL 15MG/215MG C/10 CAP.,2801
,376,0,0,2016-01-22,METFORMINA 750MG LIB. PROL. C/30 TAB.,2711
,369,0,0,2016-01-22,KETOROLACO + TRAMADOL 10MG/25MG C/10 CAP.,2796
,369,0,0,2016-01-22,SITAGLIPTINA 100MG C/14 COMP.,456
,367,0,0,2016-01-22,MAGALDRATO + DIMETICONA 8GR/1GR C/250ML,2591
,366,0,0,2016-01-22,DICLOFENACO SODICO + B1 + B6 +B12 50MG/50MG/50MG/0.25MG C/30 GRAGEAS,377
,362,0,0,2016-01-22,TIAMINA + PIRIDOXINA + CIANOCOBALAMINA 100MG/5MG/50MCG C/30 TAB.,2797
,352,0,0,2016-01-22,MELOXICAM 7.5MG C/14 TAB.,2623
,350,0,0,2016-01-22,LOSARTAN 50MG C/30 TAB.,2602
,345,0,0,2016-01-22,VALSARTAN + HIDROCLORTIAZIDA 160MG/25MG C/30 GRAGEAS,233
,344,0,0,2016-01-22,NAPROXENO SODICO + PARACETAMOL 275MG/300MG C/10 TAB.,2647
,341,0,0,2016-01-22,MOMETASONA 0.05% SPRAY NASAL PED. C/10ML Y 60 NEBUL.,735
,338,0,0,2016-01-22,ACEITE DE ALMENDRAS-UREA-VIT.B5 TUBO CREMA C/125GR,1550
,336,0,0,2016-01-22,DESLORATADINA 5MG C/30 TAB.,45
,334,0,0,2016-01-22,VALSARTAN 160MG C/30 GRAGEAS,1767
,332,0,0,2016-01-22,DICLOFENACO SODICO 100MG LIB. PROL. C/20 GRAGEAS,292
,331,0,0,2016-01-22,CITRATO DE CALCIO + VITAMINA D3 315MG C/60 TAB.,1361
,320,0,0,2016-01-22,"PENICILINA PROCAINICA + BENCILPENICILINA 800,000UI + 1 AMP. DILUYENTE C/2ML",687
,320,0,0,2016-01-22,LEVOTIROXINA SODICA 75MCG C/50 TAB.,938
,318,0,0,2016-01-22,LORATADINA 10MG C/20 GRAGEAS,496
,315,0,0,2016-01-22,ENALAPRIL 10MG C/30 TAB.,2679
,314,0,0,2016-01-22,METACARBAMOL + PARACETAMOL 400/350MG C/30 TAB.,201
,314,0,0,2016-01-22,LORATADINA + BETAMETASONA 10MG/5MG SOL. C/60ML,2876
,314,0,0,2016-01-22,SULFATO DE HIDROXICLOROQUINA 200MG C/20 TAB.,675
,310,0,0,2016-01-22,BEZAFIBRATO 400MG C/10 TAB.,1858
,308,0,0,2016-01-22,DIACEREINA 50MG C/30 CAP.,226
,303,0,0,2016-01-22,CLORHIDRATO DE PAROXETINA 20MG C/10 TAB.,1877
,298,0,0,2016-01-22,METFORMINA 500MG C/30 TAB.,310
,294,0,0,2016-01-22,AZITROMICINA 500MG C/3 TAB.,1854
,292,0,0,2016-01-22,NUTRICION COMPLETA Y BALANCEADA CON FRUCTOOLISACARIDOS CUALQUIER SABOR LATA EN POLVO C/400GR,2557
,289,0,0,2016-01-22,EXTRACTO DE CASTANA DE LA INDIA C/30 GRAGEAS,867
,288,0,0,2016-01-22,LEVOTIROXINA SODICA 50MCG C/50 TAB.,937
,288,0,0,2016-01-22,CINITAPRIDA 1MG C/25 COMP.,2788
,287,0,0,2016-01-22,FLUCONAZOL 150MG C/1 CAP.,373
,287,0,0,2016-01-22,BROMURO DE BUTILHIOSCINA 10MG C/10 TAB.,131
,283,0,0,2016-01-22,DAPAGLIFOZINA 10MG C/14 TAB.,2952
,275,0,0,2016-01-22,ACIDO FOLICO 5MG C/50 TAB.,52
,274,0,0,2016-01-22,ALOPURINOL 300MG C/20 TAB.,54
,262,0,0,2016-01-22,BROMURO DE BUTILHIOSCINA + METAMIZOL 10MG/250MG C/10 GRAGEAS,2587
,255,0,0,2016-01-22,INDOMETACINA + METOCARBAMOL + BETAMETASONA 25/215/75MG C/20 TAB.,2660
,251,0,0,2016-01-22,ESCITALOPRAM 10MG C/28 TAB.,497
,250,0,0,2016-01-22,POLIVITAMINAS CON MINERALES C/30 CAP.,886
,248,0,0,2016-01-22,CIPROFLOXACINO 500MG C/12 COMP.,2885
,244,0,0,2016-01-22,TELMISARTAN + HIDROCLOROTIAZIDA 80MG/12.5MG C/28 TAB.,561
,239,0,0,2016-01-22,ETINILESTRADIOL + DROSPIRENONA 0.03MG/3.0MG C/21 GRAGEAS,899
,234,0,0,2016-01-22,DICLOFENACO POTASICO 15MG SUSP. GOTAS C/20ML,2611
,231,0,0,2016-01-22,BROMURO DE PINAVERIO 100MG C/14 TAB.,294
,229,0,0,2016-01-22,DEXTROMETORFANO + GUAIFENESINA JARABE INFANTIL C/120ML,1886
,227,0,0,2016-01-22,VITAMINAS PRENATALES C/28 CAP.,1754
,223,0,0,2016-01-22,IPRATROPIO + SALBUTAMOL MONODOSIS 0.5MG/2.5MG NEBUL. C/10 AMP.,187
,223,0,0,2016-01-22,PARGEVERINA + CLONIXINATO DE LISINA 10MG/125MG C/20  COMP.,694
,219,0,0,2016-01-22,VITAMINAS + MINERALES PRENATALES C/30 TAB.,1678
,218,0,0,2016-01-22,POLIETILENGLICOL FCO. POLVO C/255GR,256
,218,0,0,2016-01-22,LORATADINA 5MG/5ML SOL. C/60ML,1885
,217,0,0,2016-01-22,ETORICOXIB 120MG C/7 COMP.,941
,217,0,0,2016-01-22,PARACETAMOL JARABE FCO. C/120ML,2691
,213,0,0,2016-01-22,GLIMEPERIDINA + METFORMINA 1000MG/4MG C/16 TAB.,1868
,212,0,0,2016-01-22,DICLOFENACO POTASICO 0.18MG/100 SUSP. FCO C/120ML,2807
,212,0,0,2016-01-22,NIMESULIDE 100MG C/10 TAB.,628
,209,0,0,2016-01-22,LAMOTRIGINA 50MG /28 TAB.,1774
,208,0,0,2016-01-22,MONTELUKAST SODICO 10MG C/20 COMP.,778
,208,0,0,2016-01-22,SAXAGLIPITINA + METFORMINA 2.5MG/1000MG C/28 TAB.,2926
,207,0,0,2016-01-22,LOSARTAN + HIDROCLOROTIAZIDA 50MG/12.5MG C/30 COMP.,2620
,206,0,0,2016-01-22,DEFLAZACORT 6MG C/20 TAB.,2811
,205,0,0,2016-01-22,DIMETICONA + PANCREATINA + EXTRACTO SECO BILIS DE BUEY CELULOSA DEL ASPERGILLUS NIGER CON CAPA E C/50 GRAGEAS,327
,205,0,0,2016-01-22,BETAMETASONA + FOSFATO SODICO 2.71/3MG C/1 JER. PRELLENADA,208
,201,0,0,2016-01-22,DEXTROMETORFANO 15MG/5ML JARABE FCO. C/60ML,269
,201,0,0,2016-01-22,METFORMINA + VILDAGLIPTINA 50MG/500MG C/30 COMP. RECUBIERTOS,1968
,200,0,0,2016-01-22,CIPROFLOXACINO 250MG C/12 TAB,924
,197,0,0,2016-01-22,LEVETIRACETAM 500MG C/30 TAB.,469
,196,0,0,2016-01-22,FEXOFENADINA + FENILEFRINA 60MG/25MG C/10 TAB.,2579
,196,0,0,2016-01-22,FLUOXETINA 20MG C/14 CAP.,2570
,195,0,0,2016-01-22,AMBROXOL SOL. ORAL FCO. C/120ML,22
,194,0,0,2016-01-22,RANITIDINA 150MG C/20 TAB.,2630
,190,0,0,2016-01-22,BISOPROLOL 2.5MG C/30 GRAGEAS,206
,190,0,0,2016-01-22,BENZONATATO 100MG C/20 PERLAS,2880
,188,0,0,2016-01-22,DIFENHIDRAMINA + GUAIFENESINA 28MG JARABE FCO C/150ML,114
,186,0,0,2016-01-22,BISOPROLOL 1.25MG C/30 GRAGEAS,252
,186,0,0,2016-01-22,DICLOFENACO POTASICO 25MG C/20 GRAGEAS,165
,185,0,0,2016-01-22,TELMISARTAN 80MG C/ 28 TAB.,2575
,184,0,0,2016-01-22,HIDROXIPROPILMETILCELULOSA + DEXTRAN SOL OFT. GOTAS FCO C/15ML,613
,183,0,0,2016-01-22,BRIMONIDINA + TIMOLOL 0.2%/0.5% SOL. OFT. FCO. C/5ML,225
,182,0,0,2016-01-22,CITRATO DE SILDENAFIL 50MG C/4 TAB.,2790
,182,0,0,2016-01-22,FEXOFENADINA 6MG/ML SUSP. FCO. C/150ML,2553
,180,0,0,2016-01-22,PSYLLIUM PLANTAGO C/400GR,674
,179,0,0,2016-01-22,LACTULOSA 66.66GR JARABE FCO. C/125ML,1881
,177,0,0,2016-01-22,TELMISARTAN 40MG C/28 TAB.,968
,176,0,0,2016-01-22,LEVOTIROXINA SODICA 25MCG C/50 TAB.,343
,173,0,0,2016-01-22,KETOROLACO 30MG SUBLINGUAL C/4 TAB.,1431
,169,0,0,2016-01-22,INSULINA LISPRO + PROTAMINA 2X3ML C/300 UNIDADES,420
,167,0,0,2016-01-22,DESLORATADINA 50MG JARABE FCO C/120ML,69
,167,0,0,2016-01-22,AMANTADINA + CLORFENAMINA + PARACETAMOL SOL. PED. GOTAS C/30ML,31
,166,0,0,2016-01-22,ACIDO URSODESOXICOLICO 250MG C/50 CAP.,861
,163,0,0,2016-01-22,ESTROGENOS CONJUGADOS DE ORIGEN EQUINO TUBO C/43GR,679
,163,0,0,2016-01-22,MICONAZOL 2% TUBO CREMA C/20GR,534
,163,0,0,2016-01-22,CLORURO DE SODIO Y GLICEROL 30ML ADTO. SOL. FCO C/30ML,2754
,161,0,0,2016-01-22,CLONAZEPAM 2MG C/30 COMP. (II),2410
,160,0,0,2016-01-22,LEVOFLOXACINO 500MG C/7 TAB.,2621
,158,0,0,2016-01-22,TRIMETOPRIMA + SULFAMETOXAZOL 160MG/800MG C/14 TAB.,1920
,156,0,0,2016-01-22,GLIMEPIRIDA 4MG C/30 TAB.,1420
,154,0,0,2016-01-22,GABAPENTINA 300MG C/30 CAP.,2643
,154,0,0,2016-01-22,NORELGESTROMINA + ETINILESTRADIOL C/3 PARCHES TRASDERMICO,1922
,153,0,0,2016-01-22,CICLESONIDA 50MCG SPRAY NASAL C/120 DOSIS,3009
,153,0,0,2016-01-22,5-MONONITRATO DE ISOSORBIDA 60MG C/20 TAB.,446
,153,0,0,2016-01-22,RANITIDINA 300MG C/10 COMP.,2663
,151,0,0,2016-01-22,ALENDRONATO SODICO 70MG C/4 TAB.,1945
,150,0,0,2016-01-22,FEXOFENADINA 180MG C/10 COMP.,2844
,149,0,0,2016-01-22,METFORMINA 1GR C/30 TAB.,2872
,147,0,0,2016-01-22,TRIAMCINOLONA 56.10MG SUSP. FCO C/16.5ML,610
,146,0,0,2016-01-22,INSULINA LISPRO C/1000 UNIDADES,419
,144,0,0,2016-01-22,DEXKETOPROFENO TROMETAMOL 25MG C/10 TAB.,1241
,144,0,0,2016-01-22,TAMSULOSINA 0.4MG C/20 CAP.,2603
,144,0,0,2016-01-22,ALENDRONATO SODICO TRIHIDRATADO + VITAMINA D3 70MG/2800UI C/4 COMP.,1436
,143,0,0,2016-01-22,CETIRIZINA 10MG C/10 TAB.,884
,141,0,0,2016-01-22,CLINDAMICINA 300MG C/16 CAP.,2680
,140,0,0,2016-01-22,METOTREXATO 50/2ML SOL. INY. C/1 AMP.,847
,140,0,0,2016-01-22,EBASTINA 20MG C/30 OBLEAS,1053
,139,0,0,2016-01-22,NIFEDIPINO 30MG LIB. PROL. C/30 TAB.,2682
,136,0,0,2016-01-22,IBUPROFENO 200MG C/10 TAB.,2802
,136,0,0,2016-01-22,HIDROCLOROTIAZIDA 25MG C/20 TAB.,81
,135,0,0,2016-01-22,MUPIROCINA UNG?ENTO 2% TUBO C/15GR,2657
,134,0,0,2016-01-22,MEDIAS ELASTICAS MED. COMP DEBAJO DE LA RODILLAS MATERIAL DE CURACION (MEDIANA),1893
,134,0,0,2016-01-22,VITAMINAS + HIERRO C/36 TAB.,111
,133,0,0,2016-01-22,TRIMEBUTINA 200MG C/40 TAB.,330
,133,0,0,2016-01-22,ESPIRONOLACTONA + FUROSEMIDA 50MG/20MG C/16 CAP.,483
,132,0,0,2016-01-22,SAXAGLIPITINA + METFORMINA 5MG/1000MG C/28 TAB.,2929
,132,0,0,2016-01-22,HEMITARTRATO DE ZOLPIDEM 10MG C/30 TAB. (III),632
,131,0,0,2016-01-22,FEXOFENADINA 120MG C/10 COMP.,93
,130,0,0,2016-01-22,ALUMINIO + MAGNESIO + DIMETICONA SUSP. FCO. C/360ML (MENTA),700
,129,0,0,2016-01-22,KETOPROFENO 100MG C/15 CAP.,463
,128,0,0,2016-01-22,AMBROXOL 30MG C/20 COMP.,1450
,128,0,0,2016-01-22,IVERMECTINA 6MG C/2 TAB.,442
,128,0,0,2016-01-22,TRINITRATO DE GLICERILO 18MG x PARCHE (5MG/24 Hrs C/7),2143
,128,0,0,2016-01-22,RAMIPRIL 2.5MG C/16 TAB.,1928
,127,0,0,2016-01-22,DIFENIDOL 25MG C/30 TAB.,2659
,127,0,0,2016-01-22,TRIAZOLAM 0.250MG C/30 TAB.,582
,125,0,0,2016-01-22,MECLIZINA + PIRIDOXINA 25MG/50MG C/25 TAB.,2635
,125,0,0,2016-01-22,PROPAFENONA 150MG C/30 TAB.,626
,124,0,0,2016-01-22,CLARITROMICINA + AMBROXOL 500MG/45MG C/10 TAB.,2731
,124,0,0,2016-01-22,PARACETAMOL ORAL GOTAS C/15ML,2648
,123,0,0,2016-01-22,ALPRAZOLAM 0.25MG C/30 TAB. (II),2778
,122,0,0,2016-01-22,KETOCONAZOL TUBO CREMA C/30GR,472
,120,0,0,2016-01-22,POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. ORAL FCO. SPRAY C/20ML,21
,120,0,0,2016-01-22,DEXTROMETORFANO + GUAIFENESINA + FENILEF PED. C/30ML,2815
,119,0,0,2016-01-22,TRIMEBUTINA 2GR/100ML SUSP. JUNIOR FCO C/100ML,218
,119,0,0,2016-01-22,PRASUGREL 10MG C/14 TAB.,2900
,119,0,0,2016-01-22,ACIDO TIOCTICO 600MG C/30 TAB.,848
,116,0,0,2016-01-22,FOSFATO SODICO DE DEXAMETASONA 4MG/ML C/1 AMP. DE 2ML,2853
,114,0,0,2016-01-22,CEFIXIMA 100MG/5ML SUSP. ORAL C/100ML,1135
,113,0,0,2016-01-22,HIERRO ACIDO FOLICO C/30 GRAGEAS,2823
,113,0,0,2016-01-22,SALMETEROL + FLUTICASONA 25MCG/50MCG 12GR FCO. C/120 DOSIS,786
,113,0,0,2016-01-22,MECLIZINA + PIRIDOXINA JARABE FCO. C/120ML,124
,112,0,0,2016-01-22,AMOXICILINA 500MG C/12 CAP.,98
,112,0,0,2016-01-22,MONTELUKAST 4MG C/10 SOBRES,1641
,112,0,0,2016-01-22,"INSULINA BASAL ANALOGA DETEMIR 1,500UI C/PLUMAS JER. PRELLENADA",2967
,111,0,0,2016-01-22,HIDROCORTISONA CREMA C/30GR,1523
,110,0,0,2016-01-22,DIMETICONA + GUAIAZULENE C/14 SOBRES,2689
,110,0,0,2016-01-22,POLIETILENGLICOL+ PROPILENGLICOL GOTAS OFT. FCO. C/15ML,996
,109,0,0,2016-01-22,LEVOFLOXACINO 750MG C/7 TAB.,2737
,108,0,0,2016-01-22,SALBUTAMOL 100MCG SPRAY C/ 200 DOSIS,2696
,106,0,0,2016-01-22,TROXERUTINA + CUMARINA 180MG/30MG C/30 GRAGEAS,1075
,106,0,0,2016-01-22,ACIDO NALIDIXICO + FENAZOPIRIDINA 500MG/50MG C/20 TAB.,2775
,106,0,0,2016-01-22,TRIBENOSIDO + LIDOCAINA TUBO C/30GR,680
,105,0,0,2016-01-22,DICLOXACILINA 500MG C/20 CAP.,1510
,103,0,0,2016-01-22,RALOXIFENO 60MG C/28 TAB.,324
,102,0,0,2016-01-22,LOPERAMIDA 2MG C/12 TAB.,515
,102,0,0,2016-01-22,CAPTOPRIL 25MG C/30 TAB.,2569
,101,0,0,2016-01-22,TIAMINA + PIRIDOXINA + CIANOCOBALAMINA Y DICLOFENACO SODICO NO.1 - 3 Y NO. - 3 C/JGA AMP.,2803
,101,0,0,2016-01-22,CLORHIDRATO DE TRAMADOL 50MG C/10 CAP.,976
,101,0,0,2016-01-22,ENALAPRIL 5MG C/30 TAB.,1513
,100,0,0,2016-01-22,CABERGOLINA 0.5MG C/2 TAB.,282
,100,0,0,2016-01-22,CLONIXINATO DE LISINA 250MG C/10 TAB.,1499
,100,0,0,2016-01-22,OXCARBAZEPINA 300MG C/20 GRAGEAS,833
,100,0,0,2016-01-22,IPRATROPIO + SALBUTAMOL 20MCG/100MCG SUSP. AEROSOL FCO. C/120 DOSIS,186
,99,0,0,2016-01-22,ACIDO TIAPROFENICO 300MG C/30 COMP.,772
,98,0,0,2016-01-22,CICLOPIROX 8% SOL. C/3ML,1377
,98,0,0,2016-01-22,KETOROLACO + TRAMADOL 10MG/25MG SUBLINGUAL C/4 TAB.,2656
,97,0,0,2016-01-22,PREDNISONA 5MG C/20 TAB.,1490
,97,0,0,2016-01-22,CLONAZEPAM 2.5MG/1ML GOTAS 10ML (II),468
,96,0,0,2016-01-22,CARBAMAZEPINA 400MG C/20 GRAGEAS,815
,96,0,0,2016-01-22,TERBINAFINA 250MG C/28 TAB.,2847
,95,0,0,2016-01-22,AMOXICILINA + ACIDO CLAVULANICO 500MG/125MG C/10 TAB.,1454
,94,0,0,2016-01-22,CLEBOPRIDA + SIMETICONA C/45 CAP.,2950
,94,0,0,2016-01-22,BETAHISTINA 24MG C/30 TAB.,2931
,91,0,0,2016-01-22,"BENCILPENICILINA BENZATANICA 1,200,000UI SOL. INY.",128
,91,0,0,2016-01-22,ETOFENAMATO TUBO CREMA C/40GR,112
,90,0,0,2016-01-22,CLOTRIMAZOL 20GR CREMA C/3 APLICADORES,334
,90,0,0,2016-01-22,FINASTERIDE 5MG C/30 GRAGEAS,2694
,89,0,0,2016-01-22,PRAZOSINA 1MG C/30 COMP.,539
,89,0,0,2016-01-22,MESALAZINA 500MG C/40 GRAGEAS,1533
,88,0,0,2016-01-22,BETAMETASONA + CLOTRIMAZOL + GENTAMICINA TUBO CREMA C/25GR,2568
,88,0,0,2016-01-22,METOPROLOL 100MG C/20 TAB.,2627
,88,0,0,2016-01-22,TIAMINA + PIRIDOXINA + DEXAMETASONA + CIANOCOBALAMINA + LIDOCAINA NO.1 - 3 Y NO. - 3 C/JGA AMP.,2809
,87,0,0,2016-01-22,AZITROMICINA 600MG FCO. SUSP. C/15ML,1855
,86,0,0,2016-01-22,TIZANIDINA 2MG C/20 TAB.,787
,86,0,0,2016-01-22,CLORHIDRATO DE ALFUZOSINA 10MG LIB. PROL. C/28 TAB.,893
,85,0,0,2016-01-22,BRIMONIDINA + TIMOLOL + DORSOLAMINA 20/5/2ML SOL. OFT. C/5ML,1546
,85,0,0,2016-01-22,BUDESONIDA 0.125MG/ML NEBUL. C/5 AMP. SOBRE 2ML,1008
,84,0,0,2016-01-22,PLANTAGO OVATA + SENNA ANGUSTIFOLIA 2.71 GR/0.62 GR FCO. GRANULADO C/100GR,11
,84,0,0,2016-01-22,ERGOTAMINA + ACIDO ACETILSALICILICO + CAFEINA 1MG/400MG/50MG C/36 TAB. (II),773
,84,0,0,2016-01-22,L-TARTRATO DE TOLTERODINA 2MG C/28 TAB.,2863
,83,0,0,2016-01-22,AMIKACINA 500MG C/1X2ML AMP.,2604
,83,0,0,2016-01-22,GABAPENTINA 400MG C/15 CAP.,148
,81,0,0,2016-01-22,BISOPROLOL 5MG C/30 GRAGEAS,1160
,79,0,0,2016-01-22,LEFLUNOMIDA 20MG C/30 COMP.,34
,78,0,0,2016-01-22,HIDROXIPROPILMETILCELULOSA + DEXTRAN UNGUENTO TUBO C/3.5GR,612
,78,0,0,2016-01-22,CLORHIDRATO DE IMIPRAMINA 25MG C/20 TAB.,2367
,78,0,0,2016-01-22,ATENOLOL 50MG C/28 TAB.,2782
,77,0,0,2016-01-22,MONTELUKAST SODICO 5MG C/20 COMP.,779
,77,0,0,2016-01-22,OXIBUTININA 5MG C/30 TAB.,615
,77,0,0,2016-01-22,LORATADINA + FENILEFRINA 5/30MG C/10 GRAGEAS,2845
,77,0,0,2016-01-22,DILTIAZEM 30MG C/30 COMPS.,2857
,76,0,0,2016-01-22,CLORTALIDONA 50MG C/20 TAB.,182
,76,0,0,2016-01-22,RISPERIDONA 1MG C/20 TAB.,1024
,76,0,0,2016-01-22,CETIRIZINA SOL 10MG/ML C/10ML,871
,75,0,0,2016-01-22,LACTOBACILLUS CASEI VARIEDAD RHAMNOSUS 250MG C/12 CAP.,510
,75,0,0,2016-01-22,ALMOTRIPTAN 12.5MG C/2 COMP.,2942
,75,0,0,2016-01-22,METRONIDAZOL + MICONAZOL 750MG/200MG C/7 OVULOS VAGINALES,1263
,74,0,0,2016-01-22,LORAZEPAM 2MG C/40 TAB. (II),575
,74,0,0,2016-01-22,ACETONIDO DE FLUOCINOLONA + NISTATINA + METRONIDAZOL C/10 OVULOS,53
,73,0,0,2016-01-22,DOMPERIDONA 10MG C/30 TAB.,2649
,73,0,0,2016-01-22,ITOPRIDA 50MG C/30 TAB.,2747
,73,0,0,2016-01-22,HIDROXICINA 10MG C/30 TAB.,102
,73,0,0,2016-01-22,PROGESTERONA 100MG C/30 PERLAS,1492
,73,0,0,2016-01-22,CLORHIDRATO DE TRAMADOL 100MG/ML GOTAS C/10ML,1880
,72,0,0,2016-01-22,FUROSEMIDA 40MG C/20 TAB.,369
,72,0,0,2016-01-22,CLOPIDOGREL 75MG C/28 TAB.,692
,72,0,0,2016-01-22,OXIDO DE ZINC TUBO CREMA C/30GR,665
,72,0,0,2016-01-22,NEOMICINA + POLIMIXINA B + BACITRACINA UNG?ENTO DERMICO TUBO C/30GR,2592
,70,0,0,2016-01-22,MEMANTINA 10MG C/28 TAB.,83
,70,0,0,2016-01-22,KETOCONAZOL 2/100ML SHAMPOO C/1,840
,70,0,0,2016-01-22,NEOMICINA + CAOLIN + PECTINA 129MG/280MG C/20 TAB.,459
,70,0,0,2016-01-22,EZETIMIBA 10MG C/28 TAB.,909
,70,0,0,2016-01-22,AMINOFENAZONA + BUFENINA + DIFENILPIRALI C/20 CAP.,363
,70,0,0,2016-01-22,VENLAFAXINA 75MG C/20 CAP.,602
,69,0,0,2016-01-22,ACIDO IBANDRONICO 150MG C/1 COMP.,1154
,69,0,0,2016-01-22,CIPROFLOXACINO + HIDROCORTISONA + LIDOCAINA SOL. OTICA GOTAS,2789
,69,0,0,2016-01-22,DIMETICONA PANCREATINA 170MG/80MG C/30 GRAGEAS,1094
,69,0,0,2016-01-22,CLORHIDRATO DE AMIODARONA 200MG C/20 TAB.,2795
,67,0,0,2016-01-22,AMPICILINA 500MG C/20 CAP.,2565
,67,0,0,2016-01-22,DICLOFENACO SODICO 75MG/3ML SOL. INY. ENV. C/2 AMP.,295
,67,0,0,2016-01-22,ACIDO VALPROICO JARABE 250MG C/120ML,290
,66,0,0,2016-01-22,NAN H A 1 FORMULA LACTEA HIPOALERGENICA BIFIDUS LATA PVO. C/400GR,608
,66,0,0,2016-01-22,ITRACONAZOL 100MG C/15 CAP.,443
,66,0,0,2016-01-22,OXIMETAZOLINA 25MG SOL. NASAL FCO. NEB. C/20ML,231
,65,0,0,2016-01-22,PRUCALOPRIDA 2MG C/14 COMP.,2930
,65,0,0,2016-01-22,FENTERMINA 15MG C/30 TAB.,2964
,65,0,0,2016-01-22,RIVAROXABAN 10MG C/10 COMP. RECUBIERTOS,2915
,64,0,0,2016-01-22,METOTREXATO 2.5MG C/50 TAB.,2504
,62,0,0,2016-01-22,TIAMAZOL 5MG C/20 TAB.,1098
,61,0,0,2016-01-22,BROMURO DE TIOTROPIO 18MCG C/20 CAP.,777
