,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
SERVICIOS MEDICOS DE EMERGENCIAS ,,,,,,,,,,,
SME-010110-DB7,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,FECHA:,,,,,
,400,0,0,2016-05-31,SENOSIDOS A-B 374MG C/30 TAB.,789,,,,,
,400,0,0,2016-05-31,IBUPROFENO + PARACETAMOL 325MG C/20 TAB.,2608,,,,,
,400,0,0,2016-05-31,MELOXICAM 7.5MG C/14 TAB.,2623,,,,,
,400,0,0,2016-05-31,DEXTROMETORFANO + GUAIFENESINA JARABE INFANTIL C/120ML,1886,,,,,
,400,0,0,2016-05-31,METFORMINA 500MG C/30 TAB.,310,,,,,
,400,0,0,2016-05-31,RANITIDINA 150MG C/20 TAB.,2630,,,,,
,370,0,0,2016-05-31,TIAMINA + PIRIDOXINA + CIANOCOBALAMINA 100MG/5MG/50MCG C/30 TAB.,2797,,,,,
,360,0,0,2016-05-31,LEVOTIROXINA SODICA 100MCG C/50 TAB.,502,,,,,
,360,0,0,2016-05-31,DICLOFENACO SODICO 100MG LIB. PROL. C/20 GRAGEAS,292,,,,,
,340,0,0,2016-05-31,"PENICILINA PROCAINICA + BENCILPENICILINA 800,000UI + 1 AMP. DILUYENTE C/2ML",687,,,,,
,320,0,0,2016-05-31,LORATADINA + AMBROXOL 5MG/30MG/5ML JBE. C/120ML,376,,,,,
,300,0,0,2016-05-31,VALSARTAN + AMLODIPINO 160/5MG C/28 TAB.,1924,,,,,
,300,0,0,2016-05-31,CARBOXIMETILCELULOSA SODICA 0.5% SOL. OFT. GOTAS C/15ML,754,,,,,
,300,0,0,2016-05-31,AMOXICILINA + ACIDO CLAVULANICO 600MG SUSP. C/50ML,1003,,,,,
,300,0,0,2016-05-31,AMOXICILINA + ACIDO CLAVULANICO 875MG/125MG C/10 TAB.,1452,,,,,
,300,0,0,2016-05-31,CEFALEXINA 500MG C/20 CAP.,169,,,,,
,300,0,0,2016-05-31,CIPROFLOXACINO 500MG C/12 COMP.,2885,,,,,
,300,0,0,2016-05-31,FLUCONAZOL 150MG C/1 CAP.,373,,,,,
,300,0,0,2016-05-31,LORATADINA 5MG/5ML SOL. C/60ML,1885,,,,,
,300,0,0,2016-05-31,IBUPROFENO 200MG C/10 TAB.,2802,,,,,
,300,0,0,2016-05-31,ENALAPRIL 10MG C/30 TAB.,2679,,,,,
,300,0,0,2016-05-31,AMBROXOL SOL. ORAL FCO. C/120ML,22,,,,,
,280,0,0,2016-05-31,SITAGLIPTINA + METFORMINA 50/850MG C/56 COMP.,1368,,,,,
,280,0,0,2016-05-31,BROMURO DE BUTILHIOSCINA 10MG C/10 TAB.,131,,,,,
,280,0,0,2016-05-31,BROMURO DE BUTILHIOSCINA + METAMIZOL 10MG/250MG C/10 GRAGEAS,2587,,,,,
,280,0,0,2016-05-31,LOSARTAN 50MG C/30 TAB.,2602,,,,,
,270,0,0,2016-05-31,ETORICOXIB 90MG C/14 COMP.,965,,,,,
,260,0,0,2016-05-31,PARACETAMOL 750MG C/10 TAB.,2582,,,,,
,260,0,0,2016-05-31,AZITROMICINA 500MG C/3 TAB.,1854,,,,,
,260,0,0,2016-05-31,ALOPURINOL 300MG C/20 TAB.,54,,,,,
,250,0,0,2016-05-31,DIMETICONA + PANCREATINA + EXTRACTO SECO BILIS DE BUEY CELULOSA DEL ASPERGILLUS NIGER CON CAPA E C/50 GRAGEAS,327,,,,,
,250,0,0,2016-05-31,KETOROLACO 30MG SUBLINGUAL C/4 TAB.,1431,,,,,
,240,0,0,2016-05-31,ESPORAS DE BACILLUS CLAUSII 2 BILLONES UFC C/20 AMP.,1126,,,,,
,240,0,0,2016-05-31,ATORVASTATINA 40MG C/10 TAB.,2763,,,,,
,240,0,0,2016-05-31,LORATADINA + BETAMETASONA 5.0MG/0.25MG C/10 TAB.,1440,,,,,
,240,0,0,2016-05-31,CIPROFLOXACINO 250MG C/12 TAB,924,,,,,
,230,0,0,2016-05-31,DICLOFENACO POTASICO 0.18MG/100 SUSP. FCO C/120ML,2807,,,,,
,220,0,0,2016-05-31,FENOFIBRATO 160MG C/30 CAP.,1190,,,,,
,220,0,0,2016-05-31,SERTRALINA 50MG C/14 TAB. RANURADAS,1497,,,,,
,214,0,0,2016-05-31,VILDAGLIPTINA + METFORMINA 50MG/850MG C/60 COMP.,2924,,,,,
,213,0,0,2016-05-31,MELOXICAN + METOCARBAMOL 15MG/215MG C/10 CAP.,2801,,,,,
,210,0,0,2016-05-31,PARACETAMOL JARABE FCO. C/120ML,2691,,,,,
,208,0,0,2016-05-31,VITAMINAS + MINERALES PRENATALES C/30 TAB.,1678,,,,,
,208,0,0,2016-05-31,BEZAFIBRATO 400MG C/10 TAB.,1858,,,,,
,202,0,0,2016-05-31,DICLOFENACO SODICO + B1 + B6 +B12 50MG/50MG/50MG/0.25MG C/30 GRAGEAS,377,,,,,
,200,0,0,2016-05-31,SULFATO DE HIDROXICLOROQUINA 200MG C/20 TAB.,675,,,,,
,200,0,0,2016-05-31,MOMETASONA 0.05% SPRAY NASAL PED. C/10ML Y 60 NEBUL.,735,,,,,
,200,0,0,2016-05-31,MAGALDRATO + DIMETICONA 8GR/1GR C/250ML,2591,,,,,
,200,0,0,2016-05-31,DICLOFENACO POTASICO 15MG SUSP. GOTAS C/20ML,2611,,,,,
,200,0,0,2016-05-31,MICONAZOL 2% TUBO CREMA C/20GR,534,,,,,
,200,0,0,2016-05-31,BETAMETASONA + CLOTRIMAZOL + GENTAMICINA TUBO CREMA C/25GR,2568,,,,,
,200,0,0,2016-05-31,AMOXICILINA 500MG C/12 CAP.,98,,,,,
,200,0,0,2016-05-31,PREDNISONA 5MG C/20 TAB.,1490,,,,,
,200,0,0,2016-05-31,KETOCONAZOL TUBO CREMA C/30GR,472,,,,,
,200,0,0,2016-05-31,DEXTROMETORFANO 15MG/5ML JARABE FCO. C/60ML,269,,,,,
,200,0,0,2016-05-31,RANITIDINA 300MG C/10 COMP.,2663,,,,,
,200,0,0,2016-05-31,METOPROLOL 100MG C/20 TAB.,2627,,,,,
,197,0,0,2016-05-31,LORATADINA 10MG C/20 GRAGEAS,496,,,,,
,195,0,0,2016-05-31,METFORMINA 750MG LIB. PROL. C/30 TAB.,2711,,,,,
,195,0,0,2016-05-31,ACIDO FOLICO 5MG C/50 TAB.,52,,,,,
,190,0,0,2016-05-31,ACEITE DE ALMENDRAS-UREA-VIT.B5 TUBO CREMA C/125GR,1550,,,,,
,186,0,0,2016-05-31,VALSARTAN + HIDROCLORTIAZIDA 160MG/25MG C/30 GRAGEAS,233,,,,,
,186,0,0,2016-05-31,DIACEREINA 50MG C/30 CAP.,226,,,,,
,182,0,0,2016-05-31,VALSARTAN 160MG C/30 GRAGEAS,1767,,,,,
,180,0,0,2016-05-31,ALENDRONATO SODICO 70MG C/4 TAB.,1945,,,,,
,180,0,0,2016-05-31,PARACETAMOL ORAL GOTAS C/15ML,2648,,,,,
,179,0,0,2016-05-31,CITRATO DE CALCIO + VITAMINA D3 315MG C/60 TAB.,1361,,,,,
,177,0,0,2016-05-31,LORATADINA + BETAMETASONA 10MG/5MG SOL. C/60ML,2876,,,,,
,175,0,0,2016-05-31,LEVOTIROXINA SODICA 75MCG C/50 TAB.,938,,,,,
,175,0,0,2016-05-31,LEVOTIROXINA SODICA 50MCG C/50 TAB.,937,,,,,
,175,0,0,2016-05-31,METACARBAMOL + PARACETAMOL 400/350MG C/30 TAB.,201,,,,,
,174,0,0,2016-05-31,DESLORATADINA 5MG C/30 TAB.,45,,,,,
,166,0,0,2016-05-31,CLORHIDRATO DE PAROXETINA 20MG C/10 TAB.,1877,,,,,
,164,0,0,2016-05-31,CINITAPRIDA 1MG C/25 COMP.,2788,,,,,
,160,0,0,2016-05-31,SITAGLIPTINA 100MG C/14 COMP.,456,,,,,
,160,0,0,2016-05-31,NIMESULIDE 100MG C/10 TAB.,628,,,,,
,159,0,0,2016-05-31,BROMURO DE PINAVERIO 100MG C/14 TAB.,294,,,,,
,156,0,0,2016-05-31,NUTRICION COMPLETA Y BALANCEADA CON FRUCTOOLISACARIDOS CUALQUIER SABOR LATA EN POLVO C/400GR,2557,,,,,
,154,0,0,2016-05-31,DEFLAZACORT 6MG C/20 TAB.,2811,,,,,
,153,0,0,2016-05-31,PSYLLIUM PLANTAGO C/400GR,674,,,,,
,151,0,0,2016-05-31,LORATADINA + FENILEFRINA SOL. INF. C/60ML,2618,,,,,
,150,0,0,2016-05-31,DAPAGLIFOZINA 10MG C/14 TAB.,2952,,,,,
,150,0,0,2016-05-31,ETINILESTRADIOL + DROSPIRENONA 0.03MG/3.0MG C/21 GRAGEAS,899,,,,,
,150,0,0,2016-05-31,AGUA DE MAR HIPERTONICA ESTERIL 125ML DOSIFICADOR INTERCAMBIABLE AD. Y NINO FCO. C/90 DISP. Y 1,2552,,,,,
,143,0,0,2016-05-31,TELMISARTAN + HIDROCLOROTIAZIDA 80MG/12.5MG C/28 TAB.,561,,,,,
,143,0,0,2016-05-31,INDOMETACINA + METOCARBAMOL + BETAMETASONA 25/215/75MG C/20 TAB.,2660,,,,,
,137,0,0,2016-05-31,ESCITALOPRAM 10MG C/28 TAB.,497,,,,,
,137,0,0,2016-05-31,TAMSULOSINA 0.4MG C/20 CAP.,2603,,,,,
,134,0,0,2016-05-31,POLIVITAMINAS CON MINERALES C/30 CAP.,886,,,,,
,129,0,0,2016-05-31,ETORICOXIB 120MG C/7 COMP.,941,,,,,
,129,0,0,2016-05-31,LORATADINA + FENILEFRINA 5/30MG C/10 GRAGEAS,2845,,,,,
,126,0,0,2016-05-31,METFORMINA + VILDAGLIPTINA 50MG/500MG C/30 COMP. RECUBIERTOS,1968,,,,,
,120,0,0,2016-05-31,GLIMEPERIDINA + METFORMINA 1000MG/4MG C/16 TAB.,1868,,,,,
,120,0,0,2016-05-31,SAXAGLIPITINA + METFORMINA 2.5MG/1000MG C/28 TAB.,2926,,,,,
,120,0,0,2016-05-31,PARGEVERINA + CLONIXINATO DE LISINA 10MG/125MG C/20  COMP.,694,,,,,
,120,0,0,2016-05-31,ALUMINIO + MAGNESIO + DIMETICONA SUSP. FCO. C/360ML (MENTA),700,,,,,
,120,0,0,2016-05-31,AMANTADINA + CLORFENAMINA + PARACETAMOL FCO. C/60ML,30,,,,,
,119,0,0,2016-05-31,TIAMINA + PIRIDOXINA + DEXAMETASONA + CIANOCOBALAMINA + LIDOCAINA NO.1 - 3 Y NO. - 3 C/JGA AMP.,2809,,,,,
,118,0,0,2016-05-31,LOSARTAN + HIDROCLOROTIAZIDA 50MG/12.5MG C/30 COMP.,2620,,,,,
,117,0,0,2016-05-31,LEVOTIROXINA SODICA 25MCG C/50 TAB.,343,,,,,
,115,0,0,2016-05-31,IPRATROPIO + SALBUTAMOL MONODOSIS 0.5MG/2.5MG NEBUL. C/10 AMP.,187,,,,,
,115,0,0,2016-05-31,GLIMEPIRIDA 4MG C/30 TAB.,1420,,,,,
,113,0,0,2016-05-31,LAMOTRIGINA 50MG /28 TAB.,1774,,,,,
,110,0,0,2016-05-31,POLIETILENGLICOL FCO. POLVO C/255GR,256,,,,,
,108,0,0,2016-05-31,LEVETIRACETAM 500MG C/30 TAB.,469,,,,,
,108,0,0,2016-05-31,FLUOXETINA 20MG C/14 CAP.,2570,,,,,
,107,0,0,2016-05-31,VITAMINAS PRENATALES C/28 CAP.,1754,,,,,
,107,0,0,2016-05-31,KETOPROFENO 100MG C/15 CAP.,463,,,,,
,105,0,0,2016-05-31,BETAMETASONA + FOSFATO SODICO 2.71/3MG C/1 JER. PRELLENADA,208,,,,,
,105,0,0,2016-05-31,CLORHIDRATO DE BENCIDAMINA TUBO CREMA C/60GR,57,,,,,
,105,0,0,2016-05-31,AMBROXOL 30MG C/20 COMP.,1450,,,,,
,103,0,0,2016-05-31,MONTELUKAST SODICO 10MG C/20 COMP.,778,,,,,
,102,0,0,2016-05-31,BRIMONIDINA + TIMOLOL 0.2%/0.5% SOL. OFT. FCO. C/5ML,225,,,,,
,102,0,0,2016-05-31,TELMISARTAN 40MG C/28 TAB.,968,,,,,
,102,0,0,2016-05-31,LACTOBACILLUS CASEI VARIEDAD RHAMNOSUS 250MG C/12 CAP.,510,,,,,
,101,0,0,2016-05-31,INSULINA LISPRO + PROTAMINA 2X3ML C/300 UNIDADES,420,,,,,
,100,0,0,2016-05-31,DIMETICONA + GUAIAZULENE C/14 SOBRES,2689,,,,,
,100,0,0,2016-05-31,CITRATO DE SILDENAFIL 50MG C/4 TAB.,2790,,,,,
,100,0,0,2016-05-31,ALUMINIO + MAGNESIO + DIMETICONA C/50 TAB. (MENTA),699,,,,,
,100,0,0,2016-05-31,NIFEDIPINO 30MG LIB. PROL. C/30 TAB.,2682,,,,,
,100,0,0,2016-05-31,DICLOXACILINA 500MG C/20 CAP.,1510,,,,,
,99,0,0,2016-05-31,BISOPROLOL 2.5MG C/30 GRAGEAS,206,,,,,
,99,0,0,2016-05-31,METFORMINA 1GR C/30 TAB.,2872,,,,,
,99,0,0,2016-05-31,DIFENHIDRAMINA + GUAIFENESINA 28MG JARABE FCO C/150ML,114,,,,,
,98,0,0,2016-05-31,HIDROXIPROPILMETILCELULOSA + DEXTRAN SOL OFT. GOTAS FCO C/15ML,613,,,,,
,97,0,0,2016-05-31,LACTULOSA 66.66GR JARABE FCO. C/125ML,1881,,,,,
,96,0,0,2016-05-31,CLORHIDRATO DE TRAMADOL 50MG C/10 CAP.,976,,,,,
,95,0,0,2016-05-31,BISOPROLOL 1.25MG C/30 GRAGEAS,252,,,,,
,95,0,0,2016-05-31,DICLOFENACO POTASICO 25MG C/20 GRAGEAS,165,,,,,
,95,0,0,2016-05-31,LEVOFLOXACINO 500MG C/7 TAB.,2621,,,,,
,95,0,0,2016-05-31,HIDROCLOROTIAZIDA 25MG C/20 TAB.,81,,,,,
,93,0,0,2016-05-31,FEXOFENADINA 6MG/ML SUSP. FCO. C/150ML,2553,,,,,
,92,0,0,2016-05-31,ACIDO URSODESOXICOLICO 250MG C/50 CAP.,861,,,,,
,91,0,0,2016-05-31,CICLESONIDA 50MCG SPRAY NASAL C/120 DOSIS,3009,,,,,
,91,0,0,2016-05-31,BENZONATATO 100MG C/20 PERLAS,2880,,,,,
,91,0,0,2016-05-31,TRIMETOPRIMA + SULFAMETOXAZOL 160MG/800MG C/14 TAB.,1920,,,,,
,90,0,0,2016-05-31,AMANTADINA + CLORFENAMINA + PARACETAMOL SOL. PED. GOTAS C/30ML,31,,,,,
,89,0,0,2016-05-31,NORELGESTROMINA + ETINILESTRADIOL C/3 PARCHES TRASDERMICO,1922,,,,,
,89,0,0,2016-05-31,AMOXICILINA + ACIDO CLAVULANICO 500MG/125MG C/10 TAB.,1454,,,,,
,87,0,0,2016-05-31,ESTROGENOS CONJUGADOS DE ORIGEN EQUINO TUBO C/43GR,679,,,,,
,87,0,0,2016-05-31,TELMISARTAN 80MG C/ 28 TAB.,2575,,,,,
,87,0,0,2016-05-31,FEXOFENADINA + FENILEFRINA 60MG/25MG C/10 TAB.,2579,,,,,
,87,0,0,2016-05-31,5-MONONITRATO DE ISOSORBIDA 60MG C/20 TAB.,446,,,,,
,87,0,0,2016-05-31,CLONAZEPAM 2MG C/30 COMP. (II),2410,,,,,
,87,0,0,2016-05-31,MEDIAS ELASTICAS MED. COMP DEBAJO DE LA RODILLAS MATERIAL DE CURACION (MEDIANA),1893,,,,,
,86,0,0,2016-05-31,MECLIZINA + PIRIDOXINA 25MG/50MG C/25 TAB.,2635,,,,,
,85,0,0,2016-05-31,DESLORATADINA 50MG JARABE FCO C/120ML,69,,,,,
,85,0,0,2016-05-31,CETIRIZINA 10MG C/10 TAB.,884,,,,,
,84,0,0,2016-05-31,CLINDAMICINA 300MG C/16 CAP.,2680,,,,,
,83,0,0,2016-05-31,NEOMICINA + CAOLIN + PECTINA 129MG/280MG C/20 TAB.,459,,,,,
,83,0,0,2016-05-31,FOSFATO SODICO DE DEXAMETASONA 4MG/ML C/1 AMP. DE 2ML,2853,,,,,
,82,0,0,2016-05-31,TRIAMCINOLONA 56.10MG SUSP. FCO C/16.5ML,610,,,,,
,81,0,0,2016-05-31,CLORHIDRATO DE TRAMADOL 100MG C/10 TAB.,855,,,,,
,81,0,0,2016-05-31,TRIMEBUTINA 200MG C/40 TAB.,330,,,,,
,79,0,0,2016-05-31,ALENDRONATO SODICO TRIHIDRATADO + VITAMINA D3 70MG/2800UI C/4 COMP.,1436,,,,,
,79,0,0,2016-05-31,BROMURO DE TIOTROPIO 18MCG C/20 CAP.,777,,,,,
,79,0,0,2016-05-31,GABAPENTINA 300MG C/30 CAP.,2643,,,,,
,78,0,0,2016-05-31,CARBAMAZEPINA 400MG C/20 GRAGEAS,815,,,,,
,77,0,0,2016-05-31,INSULINA LISPRO C/1000 UNIDADES,419,,,,,
,77,0,0,2016-05-31,POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. ORAL FCO. SPRAY C/20ML,21,,,,,
,77,0,0,2016-05-31,METOTREXATO 50/2ML SOL. INY. C/1 AMP.,847,,,,,
,75,0,0,2016-05-31,TERBINAFINA 250MG C/28 TAB.,2847,,,,,
,75,0,0,2016-05-31,CLOPIDOGREL 75MG C/28 TAB.,692,,,,,
,75,0,0,2016-05-31,CLORURO DE SODIO Y GLICEROL 30ML ADTO. SOL. FCO C/30ML,2754,,,,,
,74,0,0,2016-05-31,EBASTINA 20MG C/30 OBLEAS,1053,,,,,
,74,0,0,2016-05-31,FEXOFENADINA 180MG C/10 COMP.,2844,,,,,
,74,0,0,2016-05-31,NAPROXENO 500MG C/12 TAB.,627,,,,,
,74,0,0,2016-05-31,AMIKACINA 500MG C/1X2ML AMP.,2604,,,,,
,73,0,0,2016-05-31,TRIAZOLAM 0.250MG C/30 TAB.,582,,,,,
,73,0,0,2016-05-31,HEMITARTRATO DE ZOLPIDEM 10MG C/30 TAB. (III),632,,,,,
,73,0,0,2016-05-31,DIFENIDOL 25MG C/30 TAB.,2659,,,,,
,71,0,0,2016-05-31,TRINITRATO DE GLICERILO 18MG x PARCHE (5MG/24 Hrs C/7),2143,,,,,
,71,0,0,2016-05-31,ESPIRONOLACTONA + FUROSEMIDA 50MG/20MG C/16 CAP.,483,,,,,
,71,0,0,2016-05-31,RAMIPRIL 2.5MG C/16 TAB.,1928,,,,,
,70,0,0,2016-05-31,DIMETICONA PANCREATINA 170MG/80MG C/30 GRAGEAS,1094,,,,,
,69,0,0,2016-05-31,POLIETILENGLICOL+ PROPILENGLICOL GOTAS OFT. FCO. C/15ML,996,,,,,
,69,0,0,2016-05-31,IVERMECTINA 6MG C/2 TAB.,442,,,,,
,69,0,0,2016-05-31,HIERRO ACIDO FOLICO C/30 GRAGEAS,2823,,,,,
,68,0,0,2016-05-31,PROPAFENONA 150MG C/30 TAB.,626,,,,,
,68,0,0,2016-05-31,FEXOFENADINA 120MG C/10 COMP.,93,,,,,
,67,0,0,2016-05-31,LEVOFLOXACINO 750MG C/7 TAB.,2737,,,,,
,66,0,0,2016-05-31,ALMOTRIPTAN 12.5MG C/2 COMP.,2942,,,,,
,66,0,0,2016-05-31,MUPIROCINA UNGUENTO 2% TUBO C/15GR,2657,,,,,
,66,0,0,2016-05-31,SALBUTAMOL 100MCG SPRAY C/ 200 DOSIS,2696,,,,,
,66,0,0,2016-05-31,HIDROCORTISONA CREMA C/30GR,1523,,,,,
,66,0,0,2016-05-31,CAPTOPRIL 25MG C/30 TAB.,2569,,,,,
,65,0,0,2016-05-31,ALPRAZOLAM 0.25MG C/30 TAB. (II),2778,,,,,
,65,0,0,2016-05-31,TRIMEBUTINA 2GR/100ML SUSP. JUNIOR FCO C/100ML,218,,,,,
,64,0,0,2016-05-31,SAXAGLIPITINA + METFORMINA 5MG/1000MG C/28 TAB.,2929,,,,,
,64,0,0,2016-05-31,BRIMONIDINA + TIMOLOL + DORSOLAMINA 20/5/2ML SOL. OFT. C/5ML,1546,,,,,
,64,0,0,2016-05-31,DEXKETOPROFENO TROMETAMOL 25MG C/10 TAB.,1241,,,,,
,64,0,0,2016-05-31,MECLIZINA + PIRIDOXINA JARABE FCO. C/120ML,124,,,,,
,64,0,0,2016-05-31,CLOTRIMAZOL 20GR CREMA C/3 APLICADORES,334,,,,,
,63,0,0,2016-05-31,"INSULINA BASAL ANALOGA DETEMIR 1,500UI C/PLUMAS JER. PRELLENADA",2967,,,,,
,63,0,0,2016-05-31,ACIDO TIOCTICO 600MG C/30 TAB.,848,,,,,
,63,0,0,2016-05-31,ORFENADRINA + PARACETAMOL 35MG/450MG C/50 TAB.,620,,,,,
,62,0,0,2016-05-31,CLARITROMICINA + AMBROXOL 500MG/45MG C/10 TAB.,2731,,,,,
,61,0,0,2016-05-31,PRASUGREL 10MG C/14 TAB.,2900,,,,,
,61,0,0,2016-05-31,OXCARBAZEPINA 300MG C/20 GRAGEAS,833,,,,,
,61,0,0,2016-05-31,ENALAPRIL 5MG C/30 TAB.,1513,,,,,
,60,0,0,2016-05-31,SALMETEROL + FLUTICASONA 25MCG/50MCG 12GR FCO. C/120 DOSIS,786,,,,,
,60,0,0,2016-05-31,ERGOTAMINA + ACIDO ACETILSALICILICO + CAFEINA 1MG/400MG/50MG C/36 TAB. (II),773,,,,,
,60,0,0,2016-05-31,NEOMICINA + POLIMIXINA B + BACITRACINA UNGUENTO DERMICO TUBO C/30GR,2592,,,,,
,60,0,0,2016-05-31,GABAPENTINA 400MG C/15 CAP.,148,,,,,
,60,0,0,2016-05-31,ACETONIDO DE FLUOCINOLONA + NISTATINA + METRONIDAZOL C/10 OVULOS,53,,,,,
,59,0,0,2016-05-31,CEFIXIMA 100MG/5ML SUSP. ORAL C/100ML,1135,,,,,
,59,0,0,2016-05-31,ACIDO TIAPROFENICO 300MG C/30 COMP.,772,,,,,
,59,0,0,2016-05-31,TRIBENOSIDO + LIDOCAINA TUBO C/30GR,680,,,,,
,59,0,0,2016-05-31,CLONIXINATO DE LISINA 250MG C/10 TAB.,1499,,,,,
,58,0,0,2016-05-31,RALOXIFENO 60MG C/28 TAB.,324,,,,,
,58,0,0,2016-05-31,DOXICICLINA 100MG C/10 CAP.,283,,,,,
,57,0,0,2016-05-31,AMBROXOL GOTAS FCO. C/30ML,23,,,,,
,56,0,0,2016-05-31,CLONAZEPAM 2.5MG/1ML GOTAS 10ML (II),468,,,,,
,56,0,0,2016-05-31,ACIDO NALIDIXICO + FENAZOPIRIDINA 500MG/50MG C/20 TAB.,2775,,,,,
,55,0,0,2016-05-31,TROXERUTINA + CUMARINA 180MG/30MG C/30 GRAGEAS,1075,,,,,
,55,0,0,2016-05-31,INSULINA HUMANA NPH CARTUCHO 100UI C/2X3ML,421,,,,,
,54,0,0,2016-05-31,METRONIDAZOL + MICONAZOL 750MG/200MG C/7 OVULOS VAGINALES,1263,,,,,
,54,0,0,2016-05-31,ITRACONAZOL 100MG C/15 CAP.,443,,,,,
,53,0,0,2016-05-31,CABERGOLINA 0.5MG C/2 TAB.,282,,,,,
,53,0,0,2016-05-31,TOPIRAMATO 25MG C/28 TAB.,2578,,,,,
,53,0,0,2016-05-31,KETOROLACO + TRAMADOL 10MG/25MG SUBLINGUAL C/4 TAB.,2656,,,,,
,53,0,0,2016-05-31,METOTREXATO 2.5MG C/50 TAB.,2504,,,,,
,52,0,0,2016-05-31,CICLOPIROX 8% SOL. C/3ML,1377,,,,,
,52,0,0,2016-05-31,"BENCILPENICILINA BENZATANICA 1,200,000UI SOL. INY.",128,,,,,
,51,0,0,2016-05-31,OXIMETAZOLINA + ALCOHOL POLIVINILICO 0.25MG SOL. OFT. FCO. C/10ML,659,,,,,
,51,0,0,2016-05-31,FINASTERIDE 5MG C/30 GRAGEAS,2694,,,,,
,50,0,0,2016-05-31,VITAMINAS + HIERRO C/36 TAB.,111,,,,,
,50,0,0,2016-05-31,SULFASALAZINA 500MG C/60 GRAGEAS,47,,,,,
,50,0,0,2016-05-31,PLANTAGO OVATA + SENNA ANGUSTIFOLIA 2.71 GR/0.62 GR FCO. GRANULADO C/100GR,11,,,,,
,50,0,0,2016-05-31,TIAMINA + PIRIDOXINA + CIANOCOBALAMINA Y DICLOFENACO SODICO NO.1 - 3 Y NO. - 3 C/JGA AMP.,2803,,,,,
,50,0,0,2016-05-31,NITROFURANTOINA 100MG C/40 CAP.,546,,,,,
,50,0,0,2016-05-31,BETAMETASONA TUBO C/30GR,2784,,,,,
,50,0,0,2016-05-31,DIMETICONA GOTAS C/30ML,323,,,,,
,50,0,0,2016-05-31,CLORTALIDONA 50MG C/20 TAB.,182,,,,,
