STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR
,300,0,0,2016-06-21,ETORICOXIB 90MG C/14 COMP.,965
,100,0,0,2016-06-21,SITAGLIPTINA + METFORMINA 50/850MG C/56 COMP.,1368
,100,0,0,2016-06-21,CEFALEXINA 500MG C/20 CAP.,169
,100,0,0,2016-06-21,AMOXICILINA + ACIDO CLAVULANICO 875MG/125MG C/10 TAB.,1452
,100,0,0,2016-06-21,LORATADINA + BETAMETASONA 5.0MG/0.25MG C/10 TAB.,1440
,100,0,0,2016-06-21,AMANTADINA + CLORFENAMINA + PARACETAMOL 50MG/3MG/300MG C/15 TAB.,2664
,300,0,0,2016-06-21,KETOROLACO + TRAMADOL 10MG/25MG C/10 CAP.,2796
,77,0,0,2016-06-21,LEVOTIROXINA SODICA 100MCG C/50 TAB.,502
,46,0,0,2016-06-21,LORATADINA 10MG C/20 GRAGEAS,496
,21,0,0,2016-06-21,SERTRALINA 50MG C/14 TAB. RANURADAS,1497
,33,0,0,2016-06-21,VILDAGLIPTINA + METFORMINA 50MG/850MG C/60 COMP.,2924
,69,0,0,2016-06-21,METFORMINA 750MG LIB. PROL. C/30 TAB.,2711
,41,0,0,2016-06-21,DICLOFENACO SODICO + B1 + B6 +B12 50MG/50MG/50MG/0.25MG C/30 GRAGEAS,377
,84,0,0,2016-06-21,VALSARTAN + HIDROCLORTIAZIDA 160MG/25MG C/30 GRAGEAS,233
,10,0,0,2016-06-21,MOMETASONA 0.05% SPRAY NASAL PED. C/10ML Y 60 NEBUL.,735
,13,0,0,2016-06-21,DIACEREINA 50MG C/30 CAP.,226
,5,0,0,2016-06-21,CITRATO DE CALCIO + VITAMINA D3 315MG C/60 TAB.,1361
,70,0,0,2016-06-21,LORATADINA + BETAMETASONA 10MG/5MG SOL. C/60ML,2876
,88,0,0,2016-06-21,DICLOFENACO POTASICO 0.18MG/100 SUSP. FCO C/120ML,2807
,41,0,0,2016-06-21,CLORHIDRATO DE PAROXETINA 20MG C/10 TAB.,1877
,53,0,0,2016-06-21,CINITAPRIDA 1MG C/25 COMP.,2788
,40,0,0,2016-06-21,BROMURO DE BUTILHIOSCINA 10MG C/10 TAB.,131
,32,0,0,2016-06-21,DAPAGLIFOZINA 10MG C/14 TAB.,2952
,55,0,0,2016-06-21,LORATADINA + FENILEFRINA 5/30MG C/10 GRAGEAS,2845
,28,0,0,2016-06-21,TAMSULOSINA 0.4MG C/20 CAP.,2603
,22,0,0,2016-06-21,POLIVITAMINAS CON MINERALES C/30 CAP.,886
,50,0,0,2016-06-21,AMBROXOL 30MG C/20 COMP.,1450
,62,0,0,2016-06-21,TELMISARTAN + HIDROCLOROTIAZIDA 80MG/12.5MG C/28 TAB.,561
,82,0,0,2016-06-21,VITAMINAS PRENATALES C/28 CAP.,1754
,47,0,0,2016-06-21,PARGEVERINA + CLONIXINATO DE LISINA 10MG/125MG C/20  COMP.,694
,28,0,0,2016-06-21,POLIETILENGLICOL FCO. POLVO C/255GR,256
,65,0,0,2016-06-21,GLIMEPERIDINA + METFORMINA 1000MG/4MG C/16 TAB.,1868
,7,0,0,2016-06-21,BETAMETASONA + FOSFATO SODICO 2.71/3MG C/1 JER. PRELLENADA,208
,12,0,0,2016-06-21,LAMOTRIGINA 50MG /28 TAB.,1774
,38,0,0,2016-06-21,MONTELUKAST SODICO 10MG C/20 COMP.,778
,37,0,0,2016-06-21,METFORMINA + VILDAGLIPTINA 50MG/500MG C/30 COMP. RECUBIERTOS,1968
,15,0,0,2016-06-21,LEVOTIROXINA SODICA 25MCG C/50 TAB.,343
,68,0,0,2016-06-21,LOSARTAN + HIDROCLOROTIAZIDA 50MG/12.5MG C/30 COMP.,2620
,20,0,0,2016-06-21,FEXOFENADINA + FENILEFRINA 60MG/25MG C/10 TAB.,2579
,44,0,0,2016-06-21,BISOPROLOL 2.5MG C/30 GRAGEAS,206
,100,0,0,2016-06-21,DIFENHIDRAMINA + GUAIFENESINA 28MG JARABE FCO C/150ML,114
,5,0,0,2016-06-21,LEVOFLOXACINO 500MG C/7 TAB.,2621
,22,0,0,2016-06-21,BRIMONIDINA + TIMOLOL 0.2%/0.5% SOL. OFT. FCO. C/5ML,225
,30,0,0,2016-06-21,LACTULOSA 66.66GR JARABE FCO. C/125ML,1881
,22,0,0,2016-06-21,HIDROCLOROTIAZIDA 25MG C/20 TAB.,81
,50,0,0,2016-06-21,METFORMINA 1GR C/30 TAB.,2872
,19,0,0,2016-06-21,DESLORATADINA 50MG JARABE FCO C/120ML,69
,25,0,0,2016-06-21,5-MONONITRATO DE ISOSORBIDA 60MG C/20 TAB.,446
,60,0,0,2016-06-21,GABAPENTINA 300MG C/30 CAP.,2643
,9,0,0,2016-06-21,CLORHIDRATO DE TRAMADOL 50MG C/10 CAP.,976
,7,0,0,2016-06-21,POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. ORAL FCO. SPRAY C/20ML,21
,21,0,0,2016-06-21,FEXOFENADINA 180MG C/10 COMP.,2844
,55,0,0,2016-06-21,DIMETICONA + GUAIAZULENE C/14 SOBRES,2689
,29,0,0,2016-06-21,MECLIZINA + PIRIDOXINA 25MG/50MG C/25 TAB.,2635
,35,0,0,2016-06-21,ALENDRONATO SODICO TRIHIDRATADO + VITAMINA D3 70MG/2800UI C/4 COMP.,1436
,58,0,0,2016-06-21,CETIRIZINA 10MG C/10 TAB.,884
,26,0,0,2016-06-21,CLINDAMICINA 300MG C/16 CAP.,2680
,14,0,0,2016-06-21,EBASTINA 20MG C/30 OBLEAS,1053
,34,0,0,2016-06-21,AMANTADINA + CLORFENAMINA + PARACETAMOL FCO. C/60ML,30
,39,0,0,2016-06-21,DEXKETOPROFENO TROMETAMOL 25MG C/10 TAB.,1241
,9,0,0,2016-06-21,SAXAGLIPITINA + METFORMINA 5MG/1000MG C/28 TAB.,2929
,7,0,0,2016-06-21,LEVOFLOXACINO 750MG C/7 TAB.,2737
,19,0,0,2016-06-21,ESPIRONOLACTONA + FUROSEMIDA 50MG/20MG C/16 CAP.,483
,4,0,0,2016-06-21,RAMIPRIL 2.5MG C/16 TAB.,1928
,10,0,0,2016-06-21,PROPAFENONA 150MG C/30 TAB.,626
,47,0,0,2016-06-21,DEXTROMETORFANO + GUAIFENESINA + FENILEF PED. C/30ML,2815
,46,0,0,2016-06-21,HIERRO ACIDO FOLICO C/30 GRAGEAS,2823
,23,0,0,2016-06-21,MECLIZINA + PIRIDOXINA JARABE FCO. C/120ML,124
,31,0,0,2016-06-21,OXCARBAZEPINA 300MG C/20 GRAGEAS,833
,6,0,0,2016-06-21,TRIBENOSIDO + LIDOCAINA TUBO C/30GR,680
,24,0,0,2016-06-21,RALOXIFENO 60MG C/28 TAB.,324
,15,0,0,2016-06-21,CICLOPIROX 8% SOL. C/3ML,1377
,28,0,0,2016-06-21,CLEBOPRIDA + SIMETICONA C/45 CAP.,2950
,23,0,0,2016-06-21,TOPIRAMATO 25MG C/28 TAB.,2578
,7,0,0,2016-06-21,BETAHISTINA 24MG C/30 TAB.,2931
,18,0,0,2016-06-21,ETOFENAMATO TUBO CREMA C/40GR,112
,13,0,0,2016-06-21,"BENCILPENICILINA BENZATAçNICA 1,200,000UI SOL. INY.",128
,30,0,0,2016-06-21,CLORHIDRATO DE ALFUZOSINA 10MG LIB. PROL. C/28 TAB.,893
,31,0,0,2016-06-21,AZITROMICINA 600MG FCO. SUSP. C/15ML,1855
,12,0,0,2016-06-21,TIZANIDINA 2MG C/20 TAB.,787
,25,0,0,2016-06-21,BISOPROLOL 5MG C/30 GRAGEAS,1160
,13,0,0,2016-06-21,LEVOTIROXINA SODICA + LIOTIRONINA 100MCG/20MCG C/50 TAB.,622
,8,0,0,2016-06-21,ATENOLOL 50MG C/28 TAB.,2782
,7,0,0,2016-06-21,OXIMETAZOLINA 50MG SOL. NASAL FCO. NEB. C/20ML,230
,8,0,0,2016-06-21,OXIBUTININA 5MG C/30 TAB.,615
,3,0,0,2016-06-21,PIMECROLIMUS 1% CREMA C/30GR,348
,22,0,0,2016-06-21,PRUCALOPRIDA 2MG C/14 COMP.,2930
,22,0,0,2016-06-21,ACIDO IBANDRONICO 150MG C/1 COMP.,1154
,22,0,0,2016-06-21,PROGESTERONA 100MG C/30 PERLAS,1492
,9,0,0,2016-06-21,CLORHIDRATO DE TRAMADOL 100MG/ML GOTAS C/10ML,1880
,31,0,0,2016-06-21,MEMANTINA 10MG C/28 TAB.,83
,21,0,0,2016-06-21,KETOCONAZOL 2/100ML SHAMPOO C/1,840
,14,0,0,2016-06-21,MINOCICLINA 100MG MICROGRANULOS C/10 CAP. ,552
,16,0,0,2016-06-21,AMPICILINA 500MG C/20 CAP.,2565
,12,0,0,2016-06-21,FUROSEMIDA 40MG C/20 TAB.,369
,10,0,0,2016-06-21,CLARITROMICINA 500MG C/10 TAB.,2092
,8,0,0,2016-06-21,LIDOCAINA + HIDROCORTISONA TUBO UNG. C/20GR y APLICADOR,2808
,28,0,0,2016-06-21,CLORHIDRATO DE BROMHEXINA JARABE C/100ML,1874
,6,0,0,2016-06-21,ACICLOVIR 200MG/5ML FCO. C/120ML,501
,24,0,0,2016-06-21,GLIBENCLAMIDA 5MG C/50 TAB.,1418
,24,0,0,2016-06-21,CLOBETASOL 0.050% TUBO C/30GR,227
,13,0,0,2016-06-21,METOCLOPRAMIDA 10MG C/20 TAB.,565
,7,0,0,2016-06-21,BUDESONIDA + FORMOTEROL 160MG/4.5MCG SPRAY,782
,10,0,0,2016-06-21,ADALIMUMAB 40MG JER. PRELLENEDA,2016
,17,0,0,2016-06-21,AMINOFENAZONA + BUFENINA + DIFENILPIRALI SOL. GOTAS C/25ML,362
,9,0,0,2016-06-21,NAPROXENO SODICO + PARACETAMOL 125MG/100MG SUSP. FCO.  C/80ML,1912
,4,0,0,2016-06-21,NAPROXENO 250MG C /30 TAB.,643
,19,0,0,2016-06-21,MOSAPRIDA 5MG C/30 COMP.,1656
,4,0,0,2016-06-21,ESOMEPRAZOL 10MG C/28 SOBRES GRANULADOS,2281
,16,0,0,2016-06-21,NITROFURANTOINA 50MG C/40 CAP.,523
,5,0,0,2016-06-21,MONTELUKAST SODICO 4MG C/10 TAB.,1143
,10,0,0,2016-06-21,ACICLOVIR 400MG C/35 COMP.,545
,3,0,0,2016-06-21,CEFTIBUTEN 400MG C/10 CAP.,168
,17,0,0,2016-06-21,METFORMINA + GLIBENCLAMIDA 500MG/2.5MG C/30 TAB.,2616
,5,0,0,2016-06-21,AMOXICILINA 250MG SUSP. C/75ML,24
,7,0,0,2016-06-21,FLUCONAZOL+ TINIDAZOL 37.5MG/500MG C/4 TAB.,1262
,14,0,0,2016-06-21,PENTOXIFILINA 400MG C/30 GRAGEAS,669
,8,0,0,2016-06-21,HIDROXOCABALAMINA TIAMINA PIRIDOXINA C/5 AMP. Y JER.,2861
,20,0,0,2016-06-21,RIVASTIGMINA 4.6MG C/30 PARCHES,1746
,19,0,0,2016-06-21,HIDROCORTISONA 1GR/100ML FCO. LOCION C/120ML,624
,7,0,0,2016-06-21,ENANTATO DE PRASTERONA + VALERATO DE ESTRADIOL 200MG/4MG C/1 JER. PRELLENADA DE 1ML,138
,7,0,0,2016-06-21,BETAMETASONA + GENTAMICINA TUBO CREMA C/30GR,276
,22,0,0,2016-06-21,"PANCREATINA + LIPASA + AMILASA + PROTEASA 10,000UI C/50 CAP.",193
,7,0,0,2016-06-21,CEFUROXIMA 250MG/5ML SUSP. C/50ML,2615
,20,0,0,2016-06-21,PROPRANOLOL 40MG C/30 TAB.,783
,4,0,0,2016-06-21,ACICLOVIR TUBO CREMA C/5GR,2607
,4,0,0,2016-06-21,NUTRAMIGEN PREMIUM LATA C/357GR,329
,3,0,0,2016-06-21,INDOMETACINA 50MG C/28 CAP.,525
,16,0,0,2016-06-21,FLOROGLUCINOL + TRIMETILFLOROGLUCINOL 80MG/80MG C/20 CAP.,2840
,5,0,0,2016-06-21,DILTIAZEM 90MG C/20 TAB.,28
,5,0,0,2016-06-21,LIRAGLUTIDE 0.6MG FLEXPEN,2969
,1,0,0,2016-06-21,RIVAROXABAN 20MG C/28 COMP.,2937
,8,0,0,2016-06-21,TIZANIDINA 6MG LIB. PROL. C/10 CAP.,2979
,8,0,0,2016-06-21,SALMETEROL + FLUTICASONA 50MCG/500MG FCO. C/60 DOSIS,2738
,8,0,0,2016-06-21,CLINDAMICINA + KETOCONAZOL 800/100MG C/3 TAB. VAGINALES,1029
,4,0,0,2016-06-21,ERDOSTEINA 300MG C/20 CAP.,1820
,7,0,0,2016-06-21,SULFATO DE AMANTADINA 100MG C/30 TAB.,703
,4,0,0,2016-06-21,TEGASEROD 6MG C/30 COMP.,912
,3,0,0,2016-06-21,TRITICUM VULGARE FENOXIETANOL CREMA UNGUENTO C/30GR,1258
,5,0,0,2016-06-21,BROMURO DE IPRATROPIO 20MCG SUSP. AEROSOL C/200 DOSIS EN 10ML,62
,5,0,0,2016-06-21,CLINDAMICINA 300MG C/2ML AMP.,238
,11,0,0,2016-06-21,ISOCONAZOL TUBO CREMA C/40GR Y 7 APLICADORES,433
,8,0,0,2016-06-21,VALPROATO DE MAGNESIO 500MG C/20 TAB.,37
,3,0,0,2016-06-21,POLIETILENGLICOL + BICAR. SODICO + CL SODIO + CL DE POTASIO POLVO 109.6GR C/4 SOBRES,623
,3,0,0,2016-06-21,ONDANSETRON 8MG C/10 TAB.,2843
,10,0,0,2016-06-21,LACOSAMIDA 100MG C/28 TAB.,2990
,9,0,0,2016-06-21,QUETIAPINA 300MG C/30 TAB. LIB PROL.,2353
,4,0,0,2016-06-21,SULFADIACINA DE PLATA MICRONIZADA 1% CREMA TUBO C/30GR,67
,9,0,0,2016-06-21,KETOCONAZOL 200MG C/10 TAB.,2625
,7,0,0,2016-06-21,AMOXICILINA/ACIDO CLAVULANICO 200MG/285MG/5ML FCO. C/40ML,1852
,4,0,0,2016-06-21,HIALUNARATO DE SODIO 4.0MG D.U. C/20 ENVASES DE 0.5ML,1112
,10,0,0,2016-06-21,OLANZAPINA + FLUOXETINA 6/25MG C/14 CAP.,1180
,3,0,0,2016-06-21,ACETATO DE CALCIO + SULFATO DE ALUMINIO C/12 SOBRES,280
,3,0,0,2016-06-21,ISOCONAZOL 600MG C/1 OVULO,434
,7,0,0,2016-06-21,ALTHERA POLVO LATA C/450GR,2019
,10,0,0,2016-06-21,TESTOSTERONA 250MG/1ML C/1 AMP.,2882
,4,0,0,2016-06-21,MEDROXIPROGESTERONA 10MG C/10 TAB.,1555
,10,0,0,2016-06-21,RIMANTADINA 100MG C/14 CAP.,2393
,10,0,0,2016-06-21,METRONIDAZOL 5GR SUSP. C/120ML,1453
,6,0,0,2016-06-21,EMTRICITABINA + TENOFOVIR DISOPROXIL FUMARATO C/30 TAB.,854
,8,0,0,2016-06-21,TOLNAFTATO 1% SOL. FCO C/20ML,824
,11,0,0,2016-06-21,DROPROPIZINA JARABE C/120ML,2230
,10,0,0,2016-06-21,DILTIAZEM 180MG LIB. PROL. C/12 TAB.,2818
,15,0,0,2016-06-21,GLICOPIRRONIO + INDACATEROL C/30 CAP. INHALACI”N,3017
,5,0,0,2016-06-21,ACETONIDO DE FLUOCINOLONA TUBO C/30GR,511
,7,0,0,2016-06-21,EPLERENONA 25MG C/30 TAB.,445
,8,0,0,2016-06-21,PREDNISOLONA 3.0MG/ML SOL. PED. C/120ML,1099
,4,0,0,2016-06-21,BRINZOLAMIDA 1% SUSP. OFT. FCO. C/5ML,46
,10,0,0,2016-06-21,DECANOATO DE FLUPENTIXOL 20MG C/1 AMP. DE 2ML (III),580
,5,0,0,2016-06-21,MICONAZOL 2% TUBO GEL ORAL C/78GR,259
,6,0,0,2016-06-21,MOXIFLOXACINO 0.5% SOL. OFT. FCO C/5ML,880
,7,0,0,2016-06-21,OLANZAPINA 10MG C/14 TAB. DISPERSABLES,916
,5,0,0,2016-06-21,BUDESONIDA + FORMOTEROL 80MG/4.5MCG SPRAY,1782
,4,0,0,2016-06-21,MALEATO DE TIMOLOL SOL. OFT. 5% C/15ML,451
,10,0,0,2016-06-21,DIPROPIONATO DE BETAMETASONA Y FOSFATO D 5MG/2MG JER. PRELLENADA DE 1ML,2851
,10,0,0,2016-06-21,SOMATROPINA 15MG PLUMA PRELLENADA C/1 DISPOSITIVO DE 1.5ML,3001
,6,0,0,2016-06-21,NORFENILEFRINA SOL. GOTAS FCO. C/24ML,2
,10,0,0,2016-06-21,GLIBENCLAMIDA + METFORMINA 5MG/1000MG C/40 TAB.,790
,9,0,0,2016-06-21,LEVETIRACETAM SOL. 100MG C/150ML,2023
,6,0,0,2016-06-21,ACIDO ASCORBICO 500MG C/100 TAB.,175
,6,0,0,2016-06-21,CISAPRIDA FCO C/60ML,691
,7,0,0,2016-06-21,ESTROGENOS CONJUGADOS 0.625MG C/42 TAB.,2855
,4,0,0,2016-06-21,TRAVOPROST + TIMOLOL .04MG/1.0ML FCO.GOTERO C/2.5ML,2560
,4,0,0,2016-06-21,BETAMETASONA PEDIATRICA  50MG GOTAS FCO. C/60ML,171
,4,0,0,2016-06-21,PEROXIDO DE BENZOILO 10% TUBO GEL C/60GR,115
,7,0,0,2016-06-21,CEFUROXIMA 500MG C/10 TAB.,1488
,3,0,0,2016-06-21,DIAZEPAM 10MG C/20 COMP. (II),598
,3,0,0,2016-06-21,TEOFILINA 100MG C/20 CAP.,2831
,10,0,0,2016-06-21,COLCHICINA 1MG C/20 TAB.,185
,10,0,0,2016-06-21,DILTIAZEM 240MG C/10 TAB.,103
,10,0,0,2016-06-21,ROTIGOTINA 6MG C/14 PARCHES,2978
,10,0,0,2016-06-21,FLUVOXAMINA 100MG C/15 GRAGEAS,516
,8,0,0,2016-06-21,WARFARINA SODICA 5MG C/30 TAB.,196
,4,0,0,2016-06-21,BICALUTAMIDA 50MG C/28 TAB.,2870
,3,0,0,2016-06-21,ESTRADIOL + NORGESTREL 2MG/0.5MG C/21 GRAGEAS (11 BLANCAS Y 10 COLOR),682
,9,0,0,2016-06-21,HALOPERIDOL 2MG SOL. FCO. C/15ML,583
,9,0,0,2016-06-21,MICOFENOLATO SODICO 360MG C/120 TAB.,2822
,8,0,0,2016-06-21,MESALAZINA 1GR C/14 SUP.,969
,5,0,0,2016-06-21,PARECOXIB SODICO 40MG/2ML INY. C/2 AMP.,1481
,10,0,0,2016-06-21,LIDOCAINA + PRILOCAINA CREMA C/30GR.,1210
,10,0,0,2016-06-21,PIRACETAM 800MG C/30 TAB.,971
,9,0,0,2016-06-21,FLUOCINULON ACETONIDA Y HIDROQUINONA + TITRTINOINA 4%/.05% CREMA C/15GR ,1285
,6,0,0,2016-06-21,COMPLEJO B SOL. INY. FCO. C/10ML,189
,6,0,0,2016-06-21,MOMETASONA 1% SOL. FCO. C/30ML,1660
,5,0,0,2016-06-21,CLINDAMICINA 75MG/5ML FCO. GRANULADO PARA 100ML,260
,5,0,0,2016-06-21,ERITROMICINA 250MG/5ML SUSP. C/100ML,2564
,7,0,0,2016-06-21,GLUCONATO DE POTASIO GK C/10 SOBRES,1232
,4,0,0,2016-06-21,ACIDO ACEXAMICO 5GR/100GR UNG‹ENTO TUBO C/40GR,726
,4,0,0,2016-06-21,ACIDO VALPROICO 250MG C/30 CAP.,264
,10,0,0,2016-06-21,ALFAMETILDOPA 250MG C/30 TAB.,426
,10,0,0,2016-06-21,DICLOFENACO SODICO 1MG SOL. OFT. FCO. C/5ML,1508
,1,0,0,2016-06-21,RITUXIMAB 500MG/50ML C/1,1193
,8,0,0,2016-06-21,MECLIZINA + PIRIDOXINA SOL. GOTAS FCO. C/10ML,2634
,7,0,0,2016-06-21,AZELASTINA SOL. OFT. 0.05% FCO. C/5ML,61
,7,0,0,2016-06-21,MESALAZINA 500MG C/10 SUP.,2970
,9,0,0,2016-06-21,SERENOA REPENS 160MG C/40 CAP.,860
,7,0,0,2016-06-21,CICLOSPORINA DE GELATINA BLANDA 25MG C/50 CAP.,1114
,6,0,0,2016-06-21,CLEBOPRIDA JBE. FCO. C/90ML,2671
,7,0,0,2016-06-21,CITRATO DE SODIO + LAURILSULFOACETATO DE SODIO SUSP. CON 4 ENEMAS EN APLICADOR DESECHABLE DE 5,538
,4,0,0,2016-06-21,DEXAMETASONA 0.5MG C/30 TAB.,2777
,8,0,0,2016-06-21,LEVAMISOL 50MG C/2 TAB.,1536
,4,0,0,2016-06-21,METILFENIDATO 18MG C/30 TAB.,253
,5,0,0,2016-06-21,LOPINAVIR + RITONAVIR 200MG/50MG C/120 TAB.,1759
,10,0,0,2016-06-21,ELECTROLITOS ORALES SOL. GLUCOSA 20GR C/25 SOBRES,328
,2,0,0,2016-06-21,FINGOLIMOD 0.5MG C/28 CAP.,2925
,10,0,0,2016-06-21,TICAGRELOR 90MG C/30 TAB.,3016
,8,0,0,2016-06-21,ALFARE POLVO LATA C/400GR,2469
,8,0,0,2016-06-21,AMPICILINA 250MG SUSP. C/60ML,2781
,10,0,0,2016-06-21,NITROFURAL POMADA TUBO C/85GR,368
,9,0,0,2016-06-21,SIROLIMUS 1MG C/60 GRAGEAS,743
,9,0,0,2016-06-21,VALPROATO DE MAGNESIO 200MG/1ML SUSP. FCO C/40ML,2839
,7,0,0,2016-06-21,"PENICILINA CLEMIZOL + BENCILPENICILINA SODICA 1,000,000UI + 1 AMP. DE DILUYENTE",26
,9,0,0,2016-06-21,CEFTIBUTEN 36MG/ML SUSP. FCO C/30ML,167
,9,0,0,2016-06-21,CLORURO DE SODIO 5% SOL OFT. FCO. 10ML,416
,8,0,0,2016-06-21,NAFAZOLINA 5% SOL. OFT. GOTERO FCO. C/15ML ,2597
,6,0,0,2016-06-21,FOSFOMICINA 500MG C/12 CAP.,2242
,10,0,0,2016-06-21,MESALAZINA 1GR C/30 SOBRES GRANULADOS,1526
,4,0,0,2016-06-21,SOMATROPINA 5MG PLUMA PRELLENADA C/1 DISPOSITIVO DE 1.5ML,2999
,11,0,0,2016-06-21,CEFALEXINA 125MG/5ML SUSP.,1482
,10,0,0,2016-06-21,TESTOSTERONA + ESTRADIOL 100MG/5MG C/1 JER. PRELLENADA,266
,10,0,0,2016-06-21,BROMOCRIPTINA 2.5MG C/14 TAB.,2785
,10,0,0,2016-06-21,CALCITRIOL CREMA UNG‹ENTO TUBO 0.3MG C/30GR,1268
,10,0,0,2016-06-21,CLORURO DE SODIO 10% SOL OFT. FCO. 10ML,415
,10,0,0,2016-06-21,CLORURO DE SODIO 5% UNG‹ENTO OFT. TUBO 5GR,417
,10,0,0,2016-06-21,FILGRASTIM 300MCG C/1 JER. PRECARGADA DE 1ML,2869
,10,0,0,2016-06-21,MEBENDAZOL SUSP. FCO. C/30ML,2626
,10,0,0,2016-06-21,TOCILIZUMAB 200MG/10ML SOL. INY. C/1 AMP.,2892
,9,0,0,2016-06-21,GLICERINA + POLISORBAPO 1%/80al1% SOL. OFT. C/20 ENVASES UNIDOSIS DE 0.4ML,2251
,9,0,0,2016-06-21,DIENOGEST 2MG C/28 TAB.,2961
,10,0,0,2016-06-21,CITRATO DE POTASIO 1080MCG C/100 TAB.,2891
,9,0,0,2016-06-21,LEUPRORELINA 22.5MG C/1 AMP.,2911
,9,0,0,2016-06-21,LEVODOPA + CARBIDOPA 250MG/25MG C/100 TAB.,576
,5,0,0,2016-06-21,ACETAZOLAMIDA 250MG C/30 TAB.,3
,1,0,0,2016-06-21,CAPECITABINA 500MG C/120 GRAGEAS,898
,6,0,0,2016-06-21,RANITIDINA 40MG FCO C/30ML,1930
,10,0,0,2016-06-21,ESTRADIOL 2MG + ACETATO D C/28 TAB.,180
,10,0,0,2016-06-21,DARBEPOETINA ALFA 300MCG JER. PRELLENADA,2984
,3,0,0,2016-06-21,GLATIRAMER 20MG/ML SOL. INY. C/28 JER. PRELLENADA,224
,9,0,0,2016-06-21,NAPROXENO + PARACETAMOL 100MG/200MG C/5 SUP.,1153
,9,0,0,2016-06-21,ENFAMIL PEMIUM 1 FORMULA LACTEA 1 PREMIUM LATA 400GR,347
,10,0,0,2016-06-21,NITAZOXANIDA 500MG C/6 COMP.,2972
,9,0,0,2016-06-21,ORCIPRENALINA 20MG C/30 TAB.,2007
,7,0,0,2016-06-21,CLORHIDRATO DE METILFENIDATO 30MG C/30 CAP. (II),998
,7,0,0,2016-06-21,DEXPANTENOL 5% TUBO GEL C/10GR,1006
,10,0,0,2016-06-21,FLAVOXATO 200MG C/20 GRAGEAS,123
,8,0,0,2016-06-21,ACIDO ZOLEDRONICO 4MG AMP. FCO. 5ML,907
,3,0,0,2016-06-21,OMALIZUMAB 150MG SOL. INY. C/1 AMP.,1366
,3,0,0,2016-06-21,GLICERINA + CARBOXIMETILCELULOSA SODICA SOL. OFT. FCO. C/15ML,1376
,10,0,0,2016-06-21,GATIFLOXACINA FCO. GOTERO C/5ML,1050
,10,0,0,2016-06-21,NITROFURAL TARRO C/453.6GR,367
,9,0,0,2016-06-21,BENZONATATO 50MG C/6 SUP.,2783
,10,0,0,2016-06-21,ISONIAZIDA 100MG C/200 TAB.,2009
,8,0,0,2016-06-21,SULFATO DE ATROPINA 1% SOL. OFT. FCO. C/15ML,40
,5,0,0,2016-06-21,CICLOSPORINA 0.1% GOTAS OFT. C/5ML,3011
