,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
SERVICIOS MEDICOS DE EMERGENCIAS ,,,,,,,,,,,
SME-010110-DB7,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,FECHA:,,,,,
,124,0,0,2015-06-16,ALENDRONATO SODICO TRIHIDRATADO + VITAMINA D3 70MG/2800UI C/4 COMP.,1436,0,0,,,
,102,0,0,2015-06-16,L-TARTRATO DE TOLTERODINA 2MG C/28 TAB.,2863,0,0,,,
,95,0,0,2015-06-16,NEOMICINA + CAOLIN + PECTINA 129MG/280MG C/20 TAB.,459,0,0,,,
,43,0,0,2015-06-16,CLORHIDRATO DE IMIPRAMINA 25MG C/20 TAB.,2367,0,0,,,
,56,0,0,2015-06-16,CLOBETASOL 0.044GR TUBO C/40GR,1238,0,0,,,
,61,0,0,2015-06-16,MEBENDAZOL+ QUINFAMIDA 300MG/150MG C/2 TAB.,2601,0,0,,,
,34,0,0,2015-06-16,AMINOFENAZONA + BUFENINA + DIFENILPIRALI C/20 CAP.,363,0,0,,,
,40,0,0,2015-06-16,MALEATO DE CLORFENAMINA 4MG C/20 TAB.,1889,0,0,,,
,70,0,0,2015-06-16,CIPROFLOXACINO + HIDROCORTISONA + LIDOCAINA SOL. OTICA GOTAS,2789,0,0,,,
,80,0,0,2015-06-16,OXCARBAZEPINA 300MG C/20 GRAGEAS,833,0,0,,,
,6,0,0,2015-06-16,GLICEROL SUP. PED. C/10,331,0,0,,,
,117,0,0,2015-06-16,IVERMECTINA 6MG C/2 TAB.,442,0,0,,,
,176,0,0,2015-06-16,MECLIZINA + PIRIDOXINA 25MG/50MG C/25 TAB.,2635,0,0,,,
,53,0,0,2015-06-16,AZILSARTAN MEDOXOMILO + CLORTALIDONA 80/12.5 C/28 TAB.,2948,0,0,,,
,5,0,0,2015-06-16,DIGOXINA 0.25MG C/60 TAB.,2816,0,0,,,
,175,0,0,2015-06-16,CLINDAMICINA 300MG C/16 CAP.,2680,0,0,,,
,140,0,0,2015-06-16,GABAPENTINA 300MG C/30 CAP.,2643,0,0,,,
,41,0,0,2015-06-16,RIVASTIGMINA 4.6MG C/30 PARCHES,1746,0,0,,,
,34,0,0,2015-06-16,NAFAZOLINA + HIPROMELOSA OFT. GOTAS FCO C/15ML,1007,0,0,,,
,11,0,0,2015-06-16,LORAZEPAM 2MG C/40 TAB. (II),575,0,0,,,
,133,0,0,2015-06-16,FEXOFENADINA 180MG C/10 COMP.,2844,0,0,,,
,26,0,0,2015-06-16,TIZANIDINA 6MG LIB. PROL. C/10 CAP.,2979,0,0,,,
,20,0,0,2015-06-16,HEMITARTRATO DE ZOLPIDEM 10MG C/30 TAB. (III),632,0,0,,,
,140,0,0,2015-06-16,PRASUGREL 10MG C/14 TAB.,2900,0,0,,,
,159,0,0,2015-06-16,TRIMEBUTINA 2GR/100ML SUSP. JUNIOR FCO C/100ML,218,0,0,,,
,132,0,0,2015-06-16,ORFENADRINA + PARACETAMOL 35MG/450MG C/50 TAB.,620,0,0,,,
,169,0,0,2015-06-16,EBASTINA 20MG C/30 OBLEAS,1053,0,0,,,
,18,0,0,2015-06-16,PROPRANOLOL 20MG C/24 TAB.,2976,0,0,,,
,179,0,0,2015-06-16,BROMURO DE TIOTROPIO 18MCG C/20 CAP.,777,0,0,,,
,162,0,0,2015-06-16,ACIDO FOLICO 5MG C/50 TAB.,52,0,0,,,
,34,0,0,2015-06-16,DEXAMETASONA + TOBRAMICINA UNGUENTO OFT. TUBO C/3.5GR,2676,0,0,,,
,116,0,0,2015-06-16,PIMECROLIMUS 1% CREMA C/30GR,348,0,0,,,
,23,0,0,2015-06-16,TRIBENOSIDO + LIDOCAINA 400MG C/5 SUP.,681,0,0,,,
,27,0,0,2015-06-16,FUROSEMIDA 20MG C/36 TAB.,484,0,0,,,
,155,0,0,2015-06-16,TELMISARTAN 80MG C/ 28 TAB.,2575,0,0,,,
,350,0,0,2015-06-16,DAPAGLIFOZINA 10MG C/14 TAB.,2952,0,0,,,
,65,0,0,2015-06-16,CIPROTERONA + ETINILESTRADIOL 2MG/.035MG C/21 GRAGEAS ,1522,0,0,,,
,147,0,0,2015-06-16,TIAMINA+PIRIDOXINA + DEXAMETASONA + CIANOCOBALAMINA + LIDOCAINA Nß1 - 3 Y Nß - 3 C/JGA AMP.,2809,0,0,,,
,437,0,0,2015-06-16,VILDAGLIPTINA + METFORMINA 50MG/850MG C/60 COMP.,2924,0,0,,,
,350,0,0,2015-06-16,POLIVITAMINAS CON MINERALES C/30 CAP.,886,0,0,,,
,1260,0,0,2015-06-16,PIOGLITAZONA 30MG C/7 TAB.,914,0,0,,,
,796,0,0,2015-06-16,INSULINA GLARGINA JER. DESECHABLE PRECARGADA (300 UI/ml) C/3ML,2919,0,0,,,
,1400,0,0,2015-06-16,OMEPRAZOL 20MG C/14 CAP.,657,0,0,,,
,1330,0,0,2015-06-16,TRAMADOL + PARACETAMOL 37.5/325MG C/20 TAB.,836,0,0,,,
,942,0,0,2015-06-16,ATORVASTATINA 10MG C/20 TAB.,2762,0,0,,,
,501,0,0,2015-06-16,ACIDO ACETILSALICILICO 100MG C/30 TAB.,2769,0,0,,,
,165,0,0,2015-06-16,DICLOFENACO 1.160% GEL C/60GR,371,0,0,,,
,770,0,0,2015-06-16,DIOSMINA + HESPERIDINA 500MG C/20 TAB.,296,0,0,,,
,382,0,0,2015-06-16,AGUA DE MAR HIPERTONICA ESTERIL 125ML DOSIFICADOR INTERCAMBIABLE AD. Y NI•O FCO. C/90 DISP. Y 1,2552,0,0,,,
,1610,0,0,2015-06-16,PARACETAMOL 1GR C/20 TAB.,810,0,0,,,
,1260,0,0,2015-06-16,IBUPROFENO 400MG C/10 TAB.,2678,0,0,,,
,815,0,0,2015-06-16,"SULFATO DE GLUCOSAMINA + SULFATO DE CONDROITIN 1,500MGS/1,200MGS C/15 SOBRES",2576,0,0,,,
,700,0,0,2015-06-16,EZETIMIBA + SIMVASTATINA 10MG/20MG C/28 COMP.,910,0,0,,,
,367,0,0,2015-06-16,BROMURO PINAVERIO/DIMETICONA 100/300MG C/16 CAP.,1304,0,0,,,
,630,0,0,2015-06-16,VALSARTAN + AMLODIPINO 160/5MG C/28 TAB.,1924,0,0,,,
,342,0,0,2015-06-16,PREGABALINA 75MG C/28 CAP.,512,0,0,,,
,594,0,0,2015-06-16,DEXLANSOPRAZOL 30MG C/14 CAP.,2953,0,0,,,
,466,0,0,2015-06-16,DIACERINA + MELOXICAM 50MG/15MG C/20 CAP.,1341,0,0,,,
,99,0,0,2015-06-16,SENOSIDOS A-B 374MG C/30 TAB.,789,0,0,,,
,489,0,0,2015-06-16,ETORICOXIB 90MG C/14 COMP.,965,0,0,,,
,90,0,0,2015-06-16,AMLODIPINO 5MG C/10 TAB.,2593,0,0,,,
,465,0,0,2015-06-16,SITAGLIPTINA + METFORMINA 50/850MG C/56 COMP.,1368,0,0,,,
,514,0,0,2015-06-16,CARBONATO DE CALCIO + VITAMINA D3 600MG C/60 TAB.,2786,0,0,,,
,459,0,0,2015-06-16,AMOXICILINA + ACIDO CLAVULANICO 875MG/125MG C/10 TAB.,1452,0,0,,,
,180,0,0,2015-06-16,NAPROXENO SODICO + PARACETAMOL 275MG/300MG C/10 TAB.,2647,0,0,,,
,35,0,0,2015-06-16,GLICERINA + CARBOXIMETILCELULOSA SODICA SOL. OFT. FCO. C/15ML,1376,0,0,,,
,379,0,0,2015-06-16,ESPORAS DE BACILLUS CLAUSII 2 BILLONES UFC C/20 AMP.,1126,0,0,,,
,3,0,0,2015-06-16,CEFALEXINA 500MG C/20 CAP.,169,0,0,,,
,349,0,0,2015-06-16,METFORMINA 500MG C/30 TAB.,310,0,0,,,
,200,0,0,2015-06-16,LEVOTIROXINA SODICA 100MCG C/50 TAB.,502,0,0,,,
,323,0,0,2015-06-16,MELOXICAM 7.5MG C/14 TAB.,2623,0,0,,,
,203,0,0,2015-06-16,FENOFIBRATO 160MG C/30 CAP.,1190,0,0,,,
,62,0,0,2015-06-16,EXTRACTO DE CASTA•A DE LA INDIA C/30 GRAGEAS,867,0,0,,,
,120,0,0,2015-06-16,AMOXICILINA + ACIDO CLAVULANICO 600MG SUSP. C/50ML,1003,0,0,,,
,216,0,0,2015-06-16,IBUPROFENO 2GR/100ML SUSP. 120ML,55,0,0,,,
,242,0,0,2015-06-16,ACEITE DE ALMENDRAS-UREA-VIT.B5 TUBO CREMA C/125GR,1550,0,0,,,
,267,0,0,2015-06-16,"PENICILINA PROCAINICA + BENCILPENICILINA 800,000UI + 1 AMP. DILUYENTE C/2ML",687,0,0,,,
,210,0,0,2015-06-16,METACARBAMOL + PARACETAMOL 400/350MG C/30 TAB.,201,0,0,,,
,30,0,0,2015-06-16,BEZAFIBRATO 400MG C/10 TAB.,1858,0,0,,,
,84,0,0,2015-06-16,VALSARTAN + HIDROCLORTIAZIDA 160MG/25MG C/30 GRAGEAS,233,0,0,,,
,165,0,0,2015-06-16,LOSARTAN 50MG C/30 TAB.,2602,0,0,,,
,130,0,0,2015-06-16,DIACEREINA 50MG C/30 CAP.,226,0,0,,,
,165,0,0,2015-06-16,METFORMINA 750MG LIB. PROL. C/30 TAB.,2711,0,0,,,
,74,0,0,2015-06-16,DESLORATADINA 5MG C/30 TAB.,45,0,0,,,
,186,0,0,2015-06-16,SULFATO DE HIDROXICLOROQUINA 200MG C/20 TAB.,675,0,0,,,
,262,0,0,2015-06-16,LORATADINA + BETAMETASONA 10MG/5MG SOL. C/60ML,2876,0,0,,,
,71,0,0,2015-06-16,MOMETASONA 0.05% SPRAY NASAL PED. C/10ML Y 60 NEBUL.,735,0,0,,,
,15,0,0,2015-06-16,VALSARTAN 160MG C/30 GRAGEAS,1767,0,0,,,
,267,0,0,2015-06-16,VITAMINAS + MINERALES PRENATALES C/30 TAB.,1678,0,0,,,
,68,0,0,2015-06-16,ENALAPRIL 10MG C/30 TAB.,2679,0,0,,,
,108,0,0,2015-06-16,LEVOTIROXINA SODICA 75MCG C/50 TAB.,938,0,0,,,
,193,0,0,2015-06-16,INDOMETACINA + METOCARBAMOL + BETAMETASONA 25/215/75MG C/20 TAB.,2660,0,0,,,
,25,0,0,2015-06-16,LORATADINA + FENILEFRINA SOL. INF. C/60ML,2618,0,0,,,
,280,0,0,2015-06-16,MICONAZOL 2% TUBO CREMA C/20GR,534,0,0,,,
,180,0,0,2015-06-16,ETINILESTRADIOL + DROSPIRENONA 0.03MG/3.0MG C/21 GRAGEAS,899,0,0,,,
,209,0,0,2015-06-16,AMOXICILINA 500MG C/12 CAP.,98,0,0,,,
,218,0,0,2015-06-16,ESCITALOPRAM 10MG C/28 TAB.,497,0,0,,,
,184,0,0,2015-06-16,DICLOFENACO POTASICO 15MG SUSP. GOTAS C/20ML,2611,0,0,,,
,263,0,0,2015-06-16,SAXAGLIPITINA + METFORMINA 2.5MG/1000MG C/28 TAB.,2926,0,0,,,
,102,0,0,2015-06-16,KETOROLACO 30MG SUBLINGUAL C/4 TAB.,1431,0,0,,,
,113,0,0,2015-06-16,LORATADINA + FENILEFRINA 5/30MG C/10 GRAGEAS,2845,0,0,,,
,133,0,0,2015-06-16,TAMSULOSINA 0.4MG C/20 CAP.,2603,0,0,,,
,202,0,0,2015-06-16,GLIMEPIRIDA 4MG C/30 TAB.,1420,0,0,,,
,118,0,0,2015-06-16,IPRATROPIO + SALBUTAMOL MONODOSIS 0.5MG/2.5MG NEBUL. C/10 AMP.,187,0,0,,,
,70,0,0,2015-06-16,LORATADINA 5MG/5ML SOL. C/60ML,1885,0,0,,,
,120,0,0,2015-06-16,TELMISARTAN + HIDROCLOROTIAZIDA 80MG/12.5MG C/28 TAB.,561,0,0,,,
,236,0,0,2015-06-16,LEVOCETIRIZINA 5MG C/10 TAB.,2800,0,0,,,
,125,0,0,2015-06-16,LAMOTRIGINA 50MG /28 TAB.,1774,0,0,,,
,133,0,0,2015-06-16,PARACETAMOL JARABE FCO. C/120ML,2691,0,0,,,
,1,0,0,2015-06-16,BETAMETASONA + CLOTRIMAZOL + GENTAMICINA TUBO CREMA C/25GR,2568,0,0,,,
,273,0,0,2015-06-16,BENZONATATO 100MG C/20 PERLAS,2880,0,0,,,
,98,0,0,2015-06-16,GLIMEPERIDINA + METFORMINA 1000MG/4MG C/16 TAB.,1868,0,0,,,
,5,0,0,2015-06-16,LEVOTIROXINA SODICA 25MCG C/50 TAB.,343,0,0,,,
,67,0,0,2015-06-16,BRIMONIDINA + TIMOLOL 0.2%/0.5% SOL. OFT. FCO. C/5ML,225,0,0,,,
,151,0,0,2015-06-16,TRIMEBUTINA 200MG C/40 TAB.,330,0,0,,,
,216,0,0,2015-06-16,DIFENHIDRAMINA + GUAIFENESINA 28MG JARABE FCO C/150ML,114,0,0,,,
,30,0,0,2015-06-16,LOSARTAN + HIDROCLOROTIAZIDA 50MG/12.5MG C/30 COMP.,2620,0,0,,,
,66,0,0,2015-06-16,DEXTROMETORFANO 15MG/5ML JARABE FCO. C/60ML,269,0,0,,,
,354,0,0,2015-06-16,CIPROFLOXACINO 500MG C/12 COMP.,2885,0,0,,,
,75,0,0,2015-06-16,METOPROLOL 100MG C/20 TAB.,2627,0,0,,,
,19,0,0,2015-06-16,TRIMETOPRIMA + SULFAMETOXAZOL 160MG/800MG C/14 TAB.,1920,0,0,,,
,64,0,0,2015-06-16,LEVETIRACETAM 500MG C/30 TAB.,469,0,0,,,
,169,0,0,2015-06-16,BISOPROLOL 2.5MG C/30 GRAGEAS,206,0,0,,,
,33,0,0,2015-06-16,MONTELUKAST SODICO 10MG C/20 COMP.,778,0,0,,,
,169,0,0,2015-06-16,DICLOFENACO POTASICO 25MG C/20 GRAGEAS,165,0,0,,,
,73,0,0,2015-06-16,LACTULOSA 66.66GR JARABE FCO. C/125ML,1881,0,0,,,
,173,0,0,2015-06-16,ESTROGENOS CONJUGADOS DE ORIGEN EQUINO TUBO C/43GR,679,0,0,,,
,115,0,0,2015-06-16,BISOPROLOL 1.25MG C/30 GRAGEAS,252,0,0,,,
,78,0,0,2015-06-16,CITRATO DE SILDENAFIL 50MG C/4 TAB.,2790,0,0,,,
,1,0,0,2015-06-16,ACIDO URSODESOXICOLICO 250MG C/50 CAP.,861,0,0,,,
,117,0,0,2015-06-16,TELMISARTAN 40MG C/28 TAB.,968,0,0,,,
,209,0,0,2015-06-16,CICLESONIDA 50MCG SPRAY NASAL C/120 DOSIS,3009,0,0,,,
,148,0,0,2015-06-16,TRIAMCINOLONA 56.10MG SUSP. FCO C/16.5ML,610,0,0,,,
,126,0,0,2015-06-16,AMIKACINA 500MG C/1X2ML AMP.,2604,0,0,,,
,57,0,0,2015-06-16,MEDIAS ELASTICAS MED. COMP DEBAJO DE LA RODILLAS MATERIAL DE CURACION (MEDIANA),1893,0,0,,,
,37,0,0,2015-06-16,MUPIROCINA UNGöENTO 2% TUBO C/15GR,2657,0,0,,,
,9,0,0,2015-06-16,5-MONONITRATO DE ISOSORBIDA 60MG C/20 TAB.,446,0,0,,,
,112,0,0,2015-06-16,MECLIZINA + PIRIDOXINA JARABE FCO. C/120ML,124,0,0,,,
,67,0,0,2015-06-16,METOTREXATO 50/2ML SOL. INY. C/1 AMP.,847,0,0,,,
,120,0,0,2015-06-16,ALMOTRIPTAN 12.5MG C/2 COMP.,2942,0,0,,,
,47,0,0,2015-06-16,DIFENIDOL 25MG C/30 TAB.,2659,0,0,,,
,97,0,0,2015-06-16,POLIETILENGLICOL+ PROPILENGLICOL GOTAS OFT. FCO. C/15ML,996,0,0,,,
,57,0,0,2015-06-16,CLONIXINATO DE LISINA 250MG C/10 TAB.,1499,0,0,,,
,113,0,0,2015-06-16,POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. ORAL FCO. SPRAY C/20ML,21,0,0,,,
,120,0,0,2015-06-16,TRINITRATO DE GLICERILO 18MG x PARCHE (5MG/24 Hrs C/7),2143,0,0,,,
,63,0,0,2015-06-16,VITAMINAS + HIERRO C/36 TAB.,111,0,0,,,
,12,0,0,2015-06-16,TRIAZOLAM 0.250MG C/30 TAB.,582,0,0,,,
,66,0,0,2015-06-16,NIFEDIPINO 30MG LIB. PROL. C/30 TAB.,2682,0,0,,,
,88,0,0,2015-06-16,HIDROCORTISONA CREMA C/30GR,1523,0,0,,,
,107,0,0,2015-06-16,AMANTADINA + CLORFENAMINA + PARACETAMOL SOL. PED. GOTAS C/30ML,31,0,0,,,
,10,0,0,2015-06-16,LOPERAMIDA 2MG C/12 TAB.,515,0,0,,,
,51,0,0,2015-06-16,ESPIRONOLACTONA + FUROSEMIDA 50MG/20MG C/16 CAP.,483,0,0,,,
,36,0,0,2015-06-16,INSULINA LISPRO C/1000 UNIDADES,419,0,0,,,
,145,0,0,2015-06-16,PROPAFENONA 150MG C/30 TAB.,626,0,0,,,
,22,0,0,2015-06-16,RAMIPRIL 2.5MG C/16 TAB.,1928,0,0,,,
,27,0,0,2015-06-16,BRIMONIDINA + TIMOLOL + DORSOLAMINA 20/5/2ML SOL. OFT. C/5ML,1546,0,0,,,
,109,0,0,2015-06-16,DEXKETOPROFENO TROMETAMOL 25MG C/10 TAB.,1241,0,0,,,
,109,0,0,2015-06-16,CLARITROMICINA + AMBROXOL 500MG/45MG C/10 TAB.,2731,0,0,,,
,104,0,0,2015-06-16,PLANTAGO OVATA + SENNA ANGUSTIFOLIA 2.71 GR/0.62 GR FCO. GRANULADO C/100GR,11,0,0,,,
,48,0,0,2015-06-16,CLOPIDOGREL 75MG C/28 TAB.,692,0,0,,,
,25,0,0,2015-06-16,NITROFURANTOINA 100MG C/40 CAP.,546,0,0,,,
,41,0,0,2015-06-16,RALOXIFENO 60MG C/28 TAB.,324,0,0,,,
,16,0,0,2015-06-16,ACIDO TIOCTICO 600MG C/30 TAB.,848,0,0,,,
,62,0,0,2015-06-16,NEOMICINA + POLIMIXINA B + BACITRACINA UNGöENTO DERMICO TUBO C/30GR,2592,0,0,,,
,5,0,0,2015-06-16,CICLOPIROX 8% SOL. C/3ML,1377,0,0,,,
,57,0,0,2015-06-16,ACICLOVIR 200MG/5ML FCO. C/120ML,501,0,0,,,
,99,0,0,2015-06-16,OXIMETAZOLINA + ALCOHOL POLIVINILICO 0.25MG SOL. OFT. FCO. C/10ML,659,0,0,,,
,32,0,0,2015-06-16,BIFONAZOL TUBO CREMA C/20GR,1271,0,0,,,
,42,0,0,2015-06-16,"INSULINA BASAL ANALOGA DETEMIR 1,500UI C/PLUMAS JER. PRELLENADA",2967,0,0,,,
,62,0,0,2015-06-16,SALMETEROL + FLUTICASONA 25MCG/50MCG 12GR FCO. C/120 DOSIS,786,0,0,,,
,74,0,0,2015-06-16,IPRATROPIO + SALBUTAMOL 20MCG/100MCG SUSP. AEROSOL FCO. C/120 DOSIS,186,0,0,,,
,84,0,0,2015-06-16,NEOMICINA + POLIMIXINA B + DEXAMETASONA UNGöENTO OFTALMICO TUBO C/3.5GR,526,0,0,,,
,64,0,0,2015-06-16,BUDESONIDA 0.125MG/ML NEBUL. C/5 AMP. SOBRE 2ML,1008,0,0,,,
,59,0,0,2015-06-16,BETAHISTINA 24MG C/30 TAB.,2931,0,0,,,
,100,0,0,2015-06-16,MESALAZINA 500MG C/40 GRAGEAS,1533,0,0,,,
,42,0,0,2015-06-16,FINASTERIDE 5MG C/30 GRAGEAS,2694,0,0,,,
,48,0,0,2015-06-16,DILTIAZEM 30MG C/30 COMPS.,2857,0,0,,,
,71,0,0,2015-06-16,"BENCILPENICILINA BENZATAçNICA 1,200,000UI SOL. INY.",128,0,0,,,
,29,0,0,2015-06-16,TIZANIDINA 2MG C/20 TAB.,787,0,0,,,
,70,0,0,2015-06-16,HIDROXICINA 10MG C/30 TAB.,102,0,0,,,
,41,0,0,2015-06-16,MONTELUKAST 4MG C/10 SOBRES,1641,0,0,,,
,99,0,0,2015-06-16,CLORHIDRATO DE ALFUZOSINA 10MG LIB. PROL. C/28 TAB.,893,0,0,,,
,16,0,0,2015-06-16,CABERGOLINA 0.5MG C/2 TAB.,282,0,0,,,
,7,0,0,2015-06-16,MONTELUKAST SODICO 5MG C/20 COMP.,779,0,0,,,
,78,0,0,2015-06-16,CLEBOPRIDA + SIMETICONA C/45 CAP.,2950,0,0,,,
,77,0,0,2015-06-16,VITAMINA A + OXIDO ZINC + ACIDO BORICO + ALANTOINA POMADA TUBO C/60GR,418,0,0,,,
,68,0,0,2015-06-16,MOXIFLOXACINO 400MG C/7 TAB.,86,0,0,,,
,47,0,0,2015-06-16,ACETONIDO DE FLUOCINOLONA + NISTATINA + METRONIDAZOL C/10 OVULOS,53,0,0,,,
,59,0,0,2015-06-16,RIVAROXABAN 10MG C/10 COMP. RECUBIERTOS,2915,0,0,,,
,60,0,0,2015-06-16,PROPRANOLOL 10MG C/50 TAB.,3029,0,0,,,
,60,0,0,2015-06-16,RISPERIDONA 1MG C/20 TAB.,1024,0,0,,,
,33,0,0,2015-06-16,OXIBUTININA 5MG C/30 TAB.,615,0,0,,,
,50,0,0,2015-06-16,DESOGESTREL 0.075MG C/28 TAB.,2225,0,0,,,
,30,0,0,2015-06-16,ATENOLOL 50MG C/28 TAB.,2782,0,0,,,
,32,0,0,2015-06-16,PRAZOSINA 1MG C/30 COMP.,539,0,0,,,
,33,0,0,2015-06-16,ACIDO IBANDRONICO 150MG C/1 COMP.,1154,0,0,,,
,13,0,0,2015-06-16,AZITROMICINA 600MG FCO. SUSP. C/15ML,1855,0,0,,,
,29,0,0,2015-06-16,LEFLUNOMIDA 20MG C/30 COMP.,34,0,0,,,
,70,0,0,2015-06-16,DOMPERIDONA 10MG C/30 TAB.,2649,0,0,,,
,7,0,0,2015-06-16,BISOPROLOL 5MG C/30 GRAGEAS,1160,0,0,,,
,8,0,0,2015-06-16,PROGESTERONA 100MG C/30 PERLAS,1492,0,0,,,
,63,0,0,2015-06-16,TOBRAMICINA 3MG/1ML SOL. OFT. FCO. C/5ML,2677,0,0,,,
,69,0,0,2015-06-16,CLARITROMICINA 250MG SUSP. PED. FCO. C/60ML GRANULOS,467,0,0,,,
,2,0,0,2015-06-16,ACIDO VALPROICO JARABE 250MG C/120ML,290,0,0,,,
,26,0,0,2015-06-16,METRONIDAZOL + MICONAZOL 750MG/200MG C/7 OVULOS VAGINALES,1263,0,0,,,
,42,0,0,2015-06-16,CETIRIZINA SOL 10MG/ML C/10ML,871,0,0,,,
,25,0,0,2015-06-16,MOSAPRIDA 5MG C/30 COMP.,1656,0,0,,,
,6,0,0,2015-06-16,SALBUTAMOL 5MG/ML SOL. NEBUL. FCO. C/10ML,866,0,0,,,
,40,0,0,2015-06-16,CLINDAMICINA SOL. TOPICA FCO C/30ML,261,0,0,,,
,27,0,0,2015-06-16,DORZOLAMIDA + TIMOLOL GOTAS OFT. FCO. C/5ML,251,0,0,,,
,20,0,0,2015-06-16,CLORFENAMINA I 50MG JBE. FCO. C/60ML,1503,0,0,,,
,8,0,0,2015-06-16,PEROXIDO DE BENZOILO 5% TUBO GEL C/60GR,116,0,0,,,
,39,0,0,2015-06-16,DEXAMETASONA 1MG/ML SOL. OFT. GOTAS C/5ML,2814,0,0,,,
,43,0,0,2015-06-16,AMOXICILINA 500MG SUSP. C/75ML ,2945,0,0,,,
,43,0,0,2015-06-16,DILTIAZEM 120MG LIB. PROL. C/20 TAB.,2817,0,0,,,
,43,0,0,2015-06-16,SALMETEROL + FLUTICASONA 25/125 FCO.,2468,0,0,,,
,21,0,0,2015-06-16,CIPROFLOXACINO SOL. OFT. GOTAS C/5ML,1493,0,0,,,
,24,0,0,2015-06-16,FLUCONAZOL 100MG C/10 CAP.,361,0,0,,,
,53,0,0,2015-06-16,ADALIMUMAB 40MG JER. PRELLENEDA,2016,0,0,,,
,29,0,0,2015-06-16,BROMURO DE PIRIDOSTIGMINA 60MG C/20 TAB.,531,0,0,,,
,26,0,0,2015-06-16,FLUNARIZINA 10MG C/20 TAB.,607,0,0,,,
,20,0,0,2015-06-16,BUDESONIDA + FORMOTEROL 160MG/4.5MCG SPRAY,782,0,0,,,
,13,0,0,2015-06-16,BETAMETASONA + GENTAMICINA TUBO CREMA C/30GR,276,0,0,,,
,25,0,0,2015-06-16,PREDNISONA 20MG C/30 TAB.,642,0,0,,,
,19,0,0,2015-06-16,HIDROCORTISONA 1GR/100ML FCO. LOCION C/120ML,624,0,0,,,
,43,0,0,2015-06-16,OLANZAPINA 10MG C/14 TAB.,1548,0,0,,,
,41,0,0,2015-06-16,L-ORNITINA + L-ASPARTATO 3GR C/10 SOBRES GRANULADOS,432,0,0,,,
,36,0,0,2015-06-16,ACIDO RETINOICO TUBO CREMA C/20GR,1432,0,0,,,
,32,0,0,2015-06-16,MICOFENOLATO DE MOFELITO 500MG C/50 TAB.,1648,0,0,,,
,36,0,0,2015-06-16,FLUCONAZOL+ TINIDAZOL 37.5MG/500MG C/4 TAB.,1262,0,0,,,
,17,0,0,2015-06-16,LEVODOPA + CARBIDOPA + ENTACAPONA 200MG/100MG/25MG C/30 TAB.,564,0,0,,,
