,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
SERVICIOS MEDICOS DE EMERGENCIAS ,,,,,,,,,,,
SME-010110-DB7,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,FECHA:,,,,,
,1739,0,0,2015-10-13,ACIDO ACETILSALICILICO 100 MG. C/30 TABLETAS,2769,0,0,,,
,9,0,0,2015-10-13,ACIDO ACETILSALICILICO CAPS. 500 MG C/20,2768,0,0,,,
,28,0,0,2015-10-13,ACIDO ACEXAMICO + NEOMICINA UNGUENTO 5GR/0.4GR EN 100 GR TUBO 40 GR.,727,0,0,,,
,1,0,0,2015-10-13,ACIDO ACEXAMICO UNGUENTO 5 GR EN 100 GR TUBO 40 GR.,726,0,0,,,
,11,0,0,2015-10-13,"ACIDO ASCORBICO + VIT. A + ERGOCALCIFERO VITAMINA A,C,D SOL GTS 15ML",2770,0,0,,,
,4,0,0,2015-10-13,ACIDO ASCORBICO TABLETAS 500 MG  C/100,175,0,0,,,
,32,0,0,2015-10-13,ACIDO ASCORBICO/VITAMINA/VITAMINA C TAB EFERVECENTES DE 1 GR C/10,2772,0,0,,,
,458,0,0,2015-10-13,ACIDO FOLICO TABS DE 5 MG.  CAJA C/50,52,0,0,,,
,145,0,0,2015-10-13,ACIDO IBANDRONICO TABLETAS 150 MG C/1,1154,0,0,,,
,43,0,0,2015-10-13,ACIDO MEFENAMICO TABLETAS  500 MG C/20,2773,0,0,,,
,126,0,0,2015-10-13,ACIDO NALIDIXICO + FENAZOPIRIDINA TABLETAS  de 500mg/50mg  C/20,2775,0,0,,,
,14,0,0,2015-10-13,ACIDO POLIACRILICO TUBO GEL OFTALMICO 10GR,879,0,0,,,
,44,0,0,2015-10-13,ACIDO RETINOICO CREMA TUBO 20GR.,1432,0,0,,,
,106,0,0,2015-10-13,ACIDO TIAPROFENICO COMPRIMIDOS 300 MG C/30,772,0,0,,,
,208,0,0,2015-10-13,ACIDO TIOCTICO COMPS. DE 600 MG C/30,848,0,0,,,
,243,0,0,2015-10-13,ACIDO URSODESOXICOLICO CAPSULAS DE 250 MG C/50,861,0,0,,,
,14,0,0,2015-10-13,ACIDO VALPROICO CAPS. DE 250 MG C/30,264,0,0,,,
,70,0,0,2015-10-13,ACIDO VALPROICO JARABE DE 250 MG C/120 ML.,290,0,0,,,
,3,0,0,2015-10-13,ACIDO ZOLEDRONICO FCO. AMP. 4 MG DE 5 ML,907,0,0,,,
,74,0,0,2015-10-13,ADALIMUMAB 40MG. JERINGA PRELLENEDA,2016,0,0,,,
,30,0,0,2015-10-13,ADAPALENE CREMA 30GR AL 1%,1552,0,0,,,
,1115,0,0,2015-10-13,"AGUA DE MAR HIPERTONICA ESTERIL FCO, CON 125ML DOSIFICADOR INTERCAMBIABLE AD. Y NINO C/90 DISP. Y 120 DISP. RESPEC.",2552,0,0,,,
,27,0,0,2015-10-13,ALBENDAZOL SUSP. ORAL 20 MG /ML. C/20 ML,95,0,0,,,
,27,0,0,2015-10-13,ALBENDAZOL TAB. 200MG C/2,957,0,0,,,
,23,0,0,2015-10-13,ALCOHOL POLIVINILICO 14MG/ML SOL.OFT. C/15ML,7,0,0,,,
,143,0,0,2015-10-13,ALENDRONATO SODICO TAB. 70MG. C/4,1945,0,0,,,
,179,0,0,2015-10-13,ALENDRONATO SODICO TRIHIDRATADO+VITAMINA D3 COMPRIMIDOS 70MG/2800UI C/4,1436,0,0,,,
,10,0,0,2015-10-13,ALFAMETILDOPA TAB.250MG C/30,426,0,0,,,
,39,0,0,2015-10-13,ALLIUM CEPAE + ALANTOINA TUBO GEL 20GR,528,0,0,,,
,138,0,0,2015-10-13,ALMOTRIPTAN 12.5 MG C/2 COMP,2942,0,0,,,
,10,0,0,2015-10-13,ALOGLUTAMOL COMPS. MASTICABLES 500 MG C/20,758,0,0,,,
,398,0,0,2015-10-13,ALOPURINOL TAB. 300 MG  C/20,54,0,0,,,
,24,0,0,2015-10-13,ALPRAZOLAM COMP. 1MG C/30 (II),1448,0,0,,,
,153,0,0,2015-10-13,ALPRAZOLAM TABLETAS 0.25MG C/30 (II),2778,0,0,,,
,37,0,0,2015-10-13,ALPRAZOLAM TABLETAS 0.50MG C/30 (II),2779,0,0,,,
,12,0,0,2015-10-13,ALTHERA POLVO LATA C/450GR,2019,0,0,,,
,146,0,0,2015-10-13,ALUMINIO + MAGNESIO + DIMETICONA SUSP. FCO. 360 ML (MENTA),700,0,0,,,
,37,0,0,2015-10-13,ALUMINIO + MAGNESIO + DIMETICONA TAB. C/50 (MENTA),699,0,0,,,
,38,0,0,2015-10-13,AMANTADINA + CLORFENAMINA + PARACETAMOL + FENILEFRINA SOL FCO. 60ML,2780,0,0,,,
,194,0,0,2015-10-13,AMANTADINA + CLORFENAMINA + PARACETAMOL 60 MILILITROS por FRASCO,30,0,0,,,
,190,0,0,2015-10-13,AMANTADINA + CLORFENAMINA + PARACETAMOL SOLUCION PED. GOTAS 30 ML.,31,0,0,,,
,272,0,0,2015-10-13,AMANTADINA + CLORFENAMINA + PARACETAMOL Tabletas 50 MG./3 MG./300 MG. C/15,2664,0,0,,,
,162,0,0,2015-10-13,AMBROXOL COMP. 30MG C/20,1450,0,0,,,
,82,0,0,2015-10-13,AMBROXOL GOTAS FCO. C/30 ML.,23,0,0,,,
,216,0,0,2015-10-13,AMBROXOL SOLUCION ORAL FCO C/120 ML,22,0,0,,,
,231,0,0,2015-10-13,AMIKACINA AMP 1X2ML 500 MG,2604,0,0,,,
,61,0,0,2015-10-13,AMINOFENAZONA + BUFENINA + DIFENILPIRALI CAPS. C/20,363,0,0,,,
,54,0,0,2015-10-13,AMINOFENAZONA + BUFENINA + DIFENILPIRALI SOLUCION GOTAS 25 ML,362,0,0,,,
,33,0,0,2015-10-13,AMITRIPTILINA 25MG. C/50TABLETAS,84,0,0,,,
,988,0,0,2015-10-13,AMLODIPINO 5MG c/10TAB.,2593,0,0,,,
,156,0,0,2015-10-13,AMOXICILINA + ACIDO CLAVULANICO 500MG/125MG C/10 TABLETAS,1454,0,0,,,
,621,0,0,2015-10-13,AMOXICILINA + ACIDO CLAVULANICO 875MG/125MG C/10 TABLETAS,1452,0,0,,,
,428,0,0,2015-10-13,AMOXICILINA +ACIDO CLAVULANICO 600MG SUSP 50 ML,1003,0,0,,,
,277,0,0,2015-10-13,AMOXICILINA CAPS. DE 500MG C/12,98,0,0,,,
,53,0,0,2015-10-13,AMOXICILINA SUSP 500 MG 75 ML,2945,0,0,,,
,78,0,0,2015-10-13,AMOXICILINA SUSP. DE 250 MG FCO.  C/75 ML,24,0,0,,,
,27,0,0,2015-10-13,AMOXICILINA/ACIDO CLAVULANICO 200MG/285MG/5ML FRASCO 40ML.,1852,0,0,,,
,4,0,0,2015-10-13,AMPICILINA AMP. DE 1 GR  I.M.,99,0,0,,,
,70,0,0,2015-10-13,AMPICILINA CAPS. 500 MG C/20,2565,0,0,,,
,3,0,0,2015-10-13,AMPICILINA SUSP. 250 MG  60ML.,2781,0,0,,,
,33,0,0,2015-10-13,ANASTROZOL TABS. DE 1 MG. C/28,35,0,0,,,
,29,0,0,2015-10-13,ANFEBUTAMONA TABS DE LIB. PROL. DE 150 MG C/30,891,0,0,,,
,15,0,0,2015-10-13,APIXABAN 2.5MG C/60 TAB.,3019,0,0,,,
,3,0,0,2015-10-13,APIXABAN 5MG C/60 TAB.,3020,0,0,,,
,1,0,0,2015-10-13,APOSITO HIDROCOLOIDE EXTRA DELGADO 10X10 C/10 PARCHES,1035,0,0,,,
,15,0,0,2015-10-13,ARIPIPRAZOL TABS. 15 MG. C/10,50,0,0,,,
,3,0,0,2015-10-13,ATAZANAVIR CAPSULAS 300MG C/30,2883,0,0,,,
,118,0,0,2015-10-13,ATENOLOL TABLETAS 50MG C/28,2782,0,0,,,
,58,0,0,2015-10-13,ATENOLOL TABS. 100 MG  C/28,849,0,0,,,
,7,0,0,2015-10-13,ATOMOXETINA 10 MG C/ 14 CAPS,1034,0,0,,,
,30,0,0,2015-10-13,ATOMOXETINA CAPS. 18 MG C/14,804,0,0,,,
,32,0,0,2015-10-13,ATOMOXETINA CAPS. 25 MG C/14,794,0,0,,,
,20,0,0,2015-10-13,ATOMOXETINA CAPS. 40 MG C/14,807,0,0,,,
,33,0,0,2015-10-13,ATOMOXETINA CAPS. 60 MG C/14,966,0,0,,,
,1492,0,0,2015-10-13,ATORVASTATINA 20 mg con 10 TABLETAS por CAJA,2761,0,0,,,
,342,0,0,2015-10-13,ATORVASTATINA TABS. 40 MG C/10,2763,0,0,,,
,1331,0,0,2015-10-13,ATORVASTATINA TABS. DE 10 MG. C/20,2762,0,0,,,
,45,0,0,2015-10-13,AZATIOPRINA TABS. DE 50 MG. C/50,51,0,0,,,
,7,0,0,2015-10-13,AZELASTINA SOL. OFTALMICA 0.05% FCO. DE 5 ML,61,0,0,,,
,93,0,0,2015-10-13,AZILSARTAN MEDOXOMILO + CLORTALIDONA TABLETAS 80/12.5 C/28,2948,0,0,,,
,76,0,0,2015-10-13,AZILSARTAN MEDOXOMILO + CLORTALIDONA TABS 40/12.5 C/28,2944,0,0,,,
,64,0,0,2015-10-13,AZILSARTAN MEDOXOMILO TABS 40 C/28,2946,0,0,,,
,38,0,0,2015-10-13,AZILSARTAN MEDOXOMILO TABS 80 C/28,2947,0,0,,,
,228,0,0,2015-10-13,AZITROMICINA 500 MG C/3 CAPSULAS,1854,0,0,,,
,127,0,0,2015-10-13,AZITROMICINA SUSP. DE 600 MG /15ML FCO.,1855,0,0,,,
,18,0,0,2015-10-13,BACLOFENO 10 MG TABS C/100,2980,0,0,,,
,77,0,0,2015-10-13,BENCILPENICILINA BENZATINICA 1 200 000 UI. SOLUCION INYECTABLE,128,0,0,,,
,2,0,0,2015-10-13,"BENCILPENICILINA SODICA FCO. AMP DE 1,000,000 U + 1 AMP DE DIL C/2ML",707,0,0,,,
,4,0,0,2015-10-13,BENZOATO DE ESTRADIOL + PROGESTERONA JERINGA DE 1 ML 5 MG/50 MG,532,0,0,,,
,4,0,0,2015-10-13,BENZONATATO 50MG C/6 SUP.,2783,0,0,,,
,163,0,0,2015-10-13,BENZONATATO PERLAS 100MG C/20,2880,0,0,,,
,133,0,0,2015-10-13,BETAHISTINA TAB 24MG C/30,2931,0,0,,,
,408,0,0,2015-10-13,BETAMETASONA  + CLOTRIMAZOL + GENTAMICINA TUBO CREMA 40GR.,2568,0,0,,,
,98,0,0,2015-10-13,BETAMETASONA + GENTAMICINA CREMA TUBO 30 GR,276,0,0,,,
,46,0,0,2015-10-13,BETAMETASONA LOCION CAPILAR FCO. 50 ML,120,0,0,,,
,12,0,0,2015-10-13,BETAMETASONA LOCION SUSP FCO. 100 ML,119,0,0,,,
,8,0,0,2015-10-13,BETAMETASONA PEDIATRICA GOTAS DE 50MG FRASCO 60 ML,171,0,0,,,
,84,0,0,2015-10-13,BETAMETASONA TUBO 30GR,2784,0,0,,,
,548,0,0,2015-10-13,BEZAFIBRATO 400MG. C/10 TABLETAS,1858,0,0,,,
,1,0,0,2015-10-13,BICALUTAMIDA TABLETAS DE  150 MG C/28,2753,0,0,,,
,9,0,0,2015-10-13,BICALUTAMIDA TABS. 50 MG. C/28 TAB.,2870,0,0,,,
,158,0,0,2015-10-13,BIFONAZOL CREMA TUBO 20 GR.,1271,0,0,,,
,25,0,0,2015-10-13,BIMATOPROST  0.03% + TIMOLOL 0.05% SOL OFT 3 ML,1793,0,0,,,
,24,0,0,2015-10-13,BIMATOPROST GTS 0.03% OFT 3 ML,1058,0,0,,,
,236,0,0,2015-10-13,BISOPROLOL 1.25 MG C/30 GRAG,252,0,0,,,
,248,0,0,2015-10-13,BISOPROLOL GRAG 2.5 C/30,206,0,0,,,
,105,0,0,2015-10-13,BISOPROLOL GRAGEAS DE 5 MG C/30,1160,0,0,,,
,332,0,0,2015-10-13,BRIMONIDINA + TIMOLOL SOL OFT. AL 0.2% / 0.5% FCO C/5 ML,225,0,0,,,
,111,0,0,2015-10-13,BRIMONIDINA/TIMOLOL/DORSOLAMINA SOL OFT 20/5/2 ml  5 ML,1546,0,0,,,
,19,0,0,2015-10-13,BRINZOLAMIDA SUSP. OFTALMICA 1% FCO. DE 5 ML,46,0,0,,,
,33,0,0,2015-10-13,BROMAZEPAM 3MG. C/30 TABLETAS,588,0,0,,,
,1,0,0,2015-10-13,BROMAZEPAM 6MG. C/30 TABLETAS,1471,0,0,,,
,18,0,0,2015-10-13,BROMHIDRATO DE GALANTAMINA CAPSULAS DE 8 MG C/14,1587,0,0,,,
,3,0,0,2015-10-13,BROMOCRIPTINA TABLETAS 2.5mg C/14,2785,0,0,,,
,342,0,0,2015-10-13,BROMURO DE BUTILHIOSCINA + METAMIZOL 10mg/250mg C/10 GRAGEAS,2587,0,0,,,
,327,0,0,2015-10-13,BROMURO DE BUTILHIOSCINA 10MG. C/10 TABLETAS,131,0,0,,,
,8,0,0,2015-10-13,BROMURO DE IPRATROPIO 250MCM/ML FCO 20ML,41,0,0,,,
,20,0,0,2015-10-13,BROMURO DE IPRATROPIO SUSP. AEROSOL 20MCG 200 DOSIS EN 10 ML,62,0,0,,,
,116,0,0,2015-10-13,BROMURO DE PINAVERIO 100MG. C/14 TABLETAS,294,0,0,,,
,76,0,0,2015-10-13,BROMURO DE PIRIDOSTIGMINA TABS. DE 60 MG C/20 TAB,531,0,0,,,
,16,0,0,2015-10-13,BROMURO DE TIOTROPIO CAPS. C/30 + DISPOSITIVO DOSIFICADOR,2878,0,0,,,
,133,0,0,2015-10-13,BROMURO DE TIOTROPIO CAPSULAS DE 18MCG CON 20 CAPS.,777,0,0,,,
,1115,0,0,2015-10-13,BROMURO PINAVERIO/DIMETICONA CAPSULAS 100/300 MG C/16,1304,0,0,,,
,50,0,0,2015-10-13,BUDESONIDA + FORMOTEROL 160 MG/4.5 MCG C/60 DOSIS (POLVO),782,0,0,,,
,53,0,0,2015-10-13,BUDESONIDA + FORMOTEROL 320MG/9MCG. C/60 DOSIS (POLVO),802,0,0,,,
,8,0,0,2015-10-13,BUDESONIDA + FORMOTEROL 80MG/4.5 MCG. C/60 DOSIS (POLVO),1782,0,0,,,
,15,0,0,2015-10-13,BUDESONIDA CAPSULAS DE 3MG   C/50,2904,0,0,,,
,114,0,0,2015-10-13,BUDESONIDA DE .125MG ML PARA NEBULIZAR CON 5/ AMPOYETAS SOBRE 2 ML,1008,0,0,,,
,12,0,0,2015-10-13,BUDESONIDA DE .250 MG/ML PARA NEBULIZAR CON 5 AMPOYETAS SOBRE 2 ML,719,0,0,,,
,1,0,0,2015-10-13,BUFLOMEDIL TAB. 150 MG. C/30 TAB.,508,0,0,,,
,1,0,0,2015-10-13,BUMETANIDA 1MG C/20 COMP.,559,0,0,,,
,9,0,0,2015-10-13,BUPRENORFINA PARCHES 30MG C/4  (II),2758,0,0,,,
,164,0,0,2015-10-13,CABERGOLINA TABS. DE .5MG C/2,282,0,0,,,
,46,0,0,2015-10-13,CALAMINA LOCION FCO. 180 ML,160,0,0,,,
,21,0,0,2015-10-13,CALCIO 500 MG ENV C/12 COMPS.,209,0,0,,,
,675,0,0,2015-10-13,CALCIO+VITAMINA D3 600 MG C/60 TAB.,2786,0,0,,,
,22,0,0,2015-10-13,CALCITRIOL 0.25MCG. C/50 CAPSULAS,1862,0,0,,,
,2,0,0,2015-10-13,CALCITRIOL CREMA UNGUENTO TUBO  0.3MG 30GR.,1268,0,0,,,
,3,0,0,2015-10-13,CAPECITABINA GRAGEAS DE 500 MG C/120,898,0,0,,,
,128,0,0,2015-10-13,CAPTOPRIL TABS DE 25 MG. C/30 TAB.,2569,0,0,,,
,232,0,0,2015-10-13,CARBAMAZEPINA GRAGEAS 400 MG C/20,815,0,0,,,
,6,0,0,2015-10-13,CARBAMAZEPINA SUSPENSION 2G/100ML.,147,0,0,,,
,15,0,0,2015-10-13,CARBONATO DE LITIO 300MG. C/50 TABLETAS,243,0,0,,,
,535,0,0,2015-10-13,CARBOXIMETILCELULOSA SODICA AL 0.5% SOLUCION OFTALMICA GTS 15ML,754,0,0,,,
,36,0,0,2015-10-13,CARVEDILOL TABLETAS DE 25 MG C/14,2594,0,0,,,
,620,0,0,2015-10-13,CEFALEXINA CAPSULAS DE 500MG C/20,169,0,0,,,
,2,0,0,2015-10-13,CEFALEXINA SUSPENSION 125MG/5ML.,1482,0,0,,,
,65,0,0,2015-10-13,CEFALEXINA SUSPENSION 250MG/5ML,1483,0,0,,,
,28,0,0,2015-10-13,CEFIXIMA DE 200MG C/12 CAPS,1335,0,0,,,
,123,0,0,2015-10-13,CEFIXIMA SUSPENSION ORAL 100MG/5ML 100ML,1135,0,0,,,
,54,0,0,2015-10-13,CEFTIBUTEN CAPS. DE 400 MG C/10 CAPS.,168,0,0,,,
,60,0,0,2015-10-13,CEFTIBUTEN SUSP 36 MG/ML FCO DE 30 ML,167,0,0,,,
,30,0,0,2015-10-13,CEFUROXIMA 250MG/5ML SUSPENSION 50ML,2615,0,0,,,
,3,0,0,2015-10-13,CEFUROXIMA TABS. DE 500 MG  C/10 TABS.,1488,0,0,,,
,135,0,0,2015-10-13,CETIRIZINA 10MG. C/10 TABLETAS,884,0,0,,,
,112,0,0,2015-10-13,CETIRIZINA SOL 10MG/ML 10ML,871,0,0,,,
,61,0,0,2015-10-13,CETIRIZINA SOLUCION FRASCO 50ML.,885,0,0,,,
,147,0,0,2015-10-13,CICLESONIDA SUSP. SPRAY NASAL 50MG/120 DOSIS,3009,0,0,,,
,3,0,0,2015-10-13,CICLOPIROX CREMA CUTANEA 20G,2730,0,0,,,
,120,0,0,2015-10-13,CICLOPIROX SOLUCION 8% CON 3ML,1377,0,0,,,
,4,0,0,2015-10-13,CICLOSPORINA 0.1% GOTAS OFT. C/5ML,3011,0,0,,,
,9,0,0,2015-10-13,CICLOSPORINA CAPSULAS DE GELATINA BLANDA DE 25 MG. C/50,1114,0,0,,,
,3,0,0,2015-10-13,CICLOSPORINE A EN MICROEMULSION DE 50 MG C/50,761,0,0,,,
,17,0,0,2015-10-13,CILOSTAZOL TABS 100 MG  C/30,2949,0,0,,,
,3,0,0,2015-10-13,CINACALCET 30MG C/30 COMP.,2983,0,0,,,
,18,0,0,2015-10-13,CINARIZINA TABLETAS 75 MG. ENV. C/60 TABS,237,0,0,,,
,276,0,0,2015-10-13,CINITAPRIDA COMPRIMIDOS 1 MG C/25,2788,0,0,,,
,84,0,0,2015-10-13,CIPROFLOXACINO + HIDROCORTISONA + LIDOCAINA SOL OTICA GTS,2789,0,0,,,
,249,0,0,2015-10-13,CIPROFLOXACINO 500 mg c/12  TABLETAS,2885,0,0,,,
,84,0,0,2015-10-13,CIPROFLOXACINO SOLUCION OFTALMICA GTS 5ML,1493,0,0,,,
,179,0,0,2015-10-13,CIPROFLOXACINO TAB. 250 MG. C/12TAB,924,0,0,,,
,42,0,0,2015-10-13,CIPROFLOXACINO+DEXAMETASONA FCO. GOTERO 3mg/1mg/ml 5ML (OFT.),2697,0,0,,,
,63,0,0,2015-10-13,CIPROTERONA + ETINILESTRADIOL 2MG/.035MG C/21 GRAGEAS ,1522,0,0,,,
,14,0,0,2015-10-13,CISAPRIDA 60 MILILITROS por FRASCO,691,0,0,,,
,38,0,0,2015-10-13,CISAPRIDA TABS. DE 10 MG C/30,177,0,0,,,
,14,0,0,2015-10-13,CITICOLINA 500 MG C/10 COMPRIMIDO  POR CAJA,2632,0,0,,,
,282,0,0,2015-10-13,CITRATO DE CALCIO/VITAMINA 3 C/60 TAB,1361,0,0,,,
,3,0,0,2015-10-13,CITRATO DE POTASIO 1080MCG C/100 TAB.,2891,0,0,,,
,265,0,0,2015-10-13,CITRATO DE SILDENAFIL TABLETAS 50MG C/4,2790,0,0,,,
,7,0,0,2015-10-13,CITRATO DE SODIO + LAURILSULFOACETATO DE SODIO SUSPENSION CON 4 ENEMAS EN APLICADOR DESECHABLE DE 5 ML,538,0,0,,,
,49,0,0,2015-10-13,CITRATO DE TAMOXIFENO TABS. DE 20 MG. C/14,625,0,0,,,
,163,0,0,2015-10-13,CLARITROMICINA / AMBROXOL TABLETAS 500mg/45mg  C/10,2731,0,0,,,
,84,0,0,2015-10-13,CLARITROMICINA SUSP PED. 250MG FCO. C/GRANULOS 60M,467,0,0,,,
,56,0,0,2015-10-13,CLARITROMICINA TABLETAS 500 MG  C/10,2092,0,0,,,
,35,0,0,2015-10-13,CLEBOPRIDA 500mg c/30 comprimidos,2914,0,0,,,
,14,0,0,2015-10-13,CLEBOPRIDA JBE. FCO. C/90ML,2671,0,0,,,
,95,0,0,2015-10-13,CLEBOPRIDA-SIMETICONA CAPS C/45,2950,0,0,,,
,45,0,0,2015-10-13,CLINDAMICINA + PEROXIDO DE BENZOILO GEL 5GR/100GR EN 100 GR TUBO C/30 GR,449,0,0,,,
,23,0,0,2015-10-13,CLINDAMICINA 300MG C/2ML AMP.,238,0,0,,,
,175,0,0,2015-10-13,CLINDAMICINA CAPS. DE300MG C/16,2680,0,0,,,
,15,0,0,2015-10-13,CLINDAMICINA GRANULADO P/SOL PED. DE 75 MGC/100ML,260,0,0,,,
,63,0,0,2015-10-13,CLINDAMICINA SOLUCION TOPICA FCO C/30 ML,261,0,0,,,
,38,0,0,2015-10-13,CLINDAMICINA+ KETOCONAZOL TAB VAGINALES  800-100 MG C/3,1029,0,0,,,
,14,0,0,2015-10-13,CLIOQUINOL TUBO CREMA 30GR,2791,0,0,,,
,7,0,0,2015-10-13,CLOBAZAM TABS. DE 10 MG C/30,581,0,0,,,
,86,0,0,2015-10-13,CLOBETASOL TUBO CREMA 0.044 GR,1238,0,0,,,
,98,0,0,2015-10-13,CLOBETASOL UNGUENTO DE 0.050% TUBO DE 30 GR,227,0,0,,,
,128,0,0,2015-10-13,CLONAZEPAM 2.5 Mg/1ml GTS 10 ML (II),468,0,0,,,
,223,0,0,2015-10-13,CLONAZEPAM COMPRIMIDOS DE 2 MG C/30(II),2410,0,0,,,
,1,0,0,2015-10-13,CLONIDINA TABLETAS 0.1MG C/30,2792,0,0,,,
,20,0,0,2015-10-13,CLONIXINATO DE LISINA / CICLOHENZAPIRINA 125MG/5MG C/20 TABLETAS,2307,0,0,,,
,173,0,0,2015-10-13,CLONIXINATO DE LISINA 250MG C/10 TABLETAS,1499,0,0,,,
,212,0,0,2015-10-13,CLOPIDOGREL TABLETAS  75 MG. C/28,692,0,0,,,
,42,0,0,2015-10-13,CLORANFENICOL + HIDROCORTISONA + BENZOCAINA SOL. OTICA FCO DE 10 ML,2794,0,0,,,
,43,0,0,2015-10-13,CLORANFENICOL GTS. 5MG/ML 15ML OFT.,2726,0,0,,,
,6,0,0,2015-10-13,CLORANFENICOL UNG. 5GR. TUBO OFT.,2674,0,0,,,
,60,0,0,2015-10-13,CLORFENAMINA I 50 MG.JBE. FCO 60 ML,1503,0,0,,,
,14,0,0,2015-10-13,CLORHIDRATO AMITRIPTILINA 10MG+DIAZEPAM 3MG+PERFENACINA 2MG 10MG/3MG/2MG C/30 TABLETAS,574,0,0,,,
,111,0,0,2015-10-13,CLORHIDRATO DE ALFUZOSINA TABS 10 MG. C/28 TABS DE LIB. PROL.,893,0,0,,,
,95,0,0,2015-10-13,CLORHIDRATO DE AMIODARONA TABS. DE 200 MG C/20,2795,0,0,,,
,51,0,0,2015-10-13,CLORHIDRATO DE BENCIDAMINA SOLUCION 4.5/30ML,2668,0,0,,,
,113,0,0,2015-10-13,CLORHIDRATO DE BENCIDAMINA TUBO CREMA C/60GR,57,0,0,,,
,30,0,0,2015-10-13,CLORHIDRATO DE BETAXOLOL SUSP OFTALMICA  2.5 GR 5ML,121,0,0,,,
,26,0,0,2015-10-13,CLORHIDRATO DE BIPERIDENO TABS. 2 MG  C/30,2798,0,0,,,
,67,0,0,2015-10-13,CLORHIDRATO DE BROMHEXINA JARABE 100ML.,1874,0,0,,,
,114,0,0,2015-10-13,CLORHIDRATO DE DULOXETINA CAPS DE 60MG C/28,210,0,0,,,
,104,0,0,2015-10-13,CLORHIDRATO DE IMIPRAMINA 25MG C/20 TABLETAS,2367,0,0,,,
,4,0,0,2015-10-13,CLORHIDRATO DE METILFENIDATO CAPSULAS DE 30 MG C/30  (II),998,0,0,,,
,6,0,0,2015-10-13,CLORHIDRATO DE METILFENIDATO COMPS. DE 10 MG. C/30(III),592,0,0,,,
