,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
SERVICIOS MEDICOS DE EMERGENCIAS ,,,,,,,,,,,
SME-010110-DB7,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,FECHA:,,,,,
,210,0,0,2016-04-15,CIPROFLOXACINO 500MG C/12 COMP.,2885,,,,,
,209,0,0,2016-04-15,KETOROLACO + TRAMADOL 10MG/25MG C/10 CAP.,2796,,,,,
,203,0,0,2016-04-15,LORATADINA + BETAMETASONA 5.0MG/0.25MG C/10 TAB.,1440,,,,,
,193,0,0,2016-04-15,MOMETASONA 0.05% SPRAY NASAL PED. C/10ML Y 60 NEBUL.,735,,,,,
,193,0,0,2016-04-15,ATORVASTATINA 10MG C/20 TAB.,2762,,,,,
,179,0,0,2016-04-15,DAPAGLIFOZINA 10MG C/14 TAB.,2952,,,,,
,178,0,0,2016-04-15,KETOROLACO TROMETAMINA 10MG C/10 TAB.,2692,,,,,
,177,0,0,2016-04-15,EXTRACTO DE CASTANA DE LA INDIA C/30 GRAGEAS,867,,,,,
,177,0,0,2016-04-15,"PENICILINA PROCAINICA + BENCILPENICILINA 800,000UI + 1 AMP. DILUYENTE C/2ML",687,,,,,
,169,0,0,2016-04-15,DIMETICONA + PANCREATINA + EXTRACTO SECO BILIS DE BUEY CELULOSA DEL ASPERGILLUS NIGER CON CAPA E C/50 GRAGEAS,327,,,,,
,169,0,0,2016-04-15,ACIDO FOLICO 5MG C/50 TAB.,52,,,,,
,169,0,0,2016-04-15,BROMURO DE BUTILHIOSCINA 10MG C/10 TAB.,131,,,,,
,158,0,0,2016-04-15,PARGEVERINA + CLONIXINATO DE LISINA 10MG/125MG C/20  COMP.,694,,,,,
,154,0,0,2016-04-15,MELOXICAN + METOCARBAMOL 15MG/215MG C/10 CAP.,2801,,,,,
,149,0,0,2016-04-15,VITAMINAS PRENATALES C/28 CAP.,1754,,,,,
,148,0,0,2016-04-15,INDOMETACINA + METOCARBAMOL + BETAMETASONA 25/215/75MG C/20 TAB.,2660,,,,,
,146,0,0,2016-04-15,BISOPROLOL 1.25MG C/30 GRAGEAS,252,,,,,
,146,0,0,2016-04-15,LORATADINA 5MG/5ML SOL. C/60ML,1885,,,,,
,145,0,0,2016-04-15,DICLOFENACO POTASICO 0.18MG/100 SUSP. FCO C/120ML,2807,,,,,
,144,0,0,2016-04-15,TELMISARTAN + HIDROCLOROTIAZIDA 80MG/12.5MG C/28 TAB.,561,,,,,
,144,0,0,2016-04-15,GLIMEPERIDINA + METFORMINA 1000MG/4MG C/16 TAB.,1868,,,,,
,144,0,0,2016-04-15,IBUPROFENO 400MG C/10 TAB.,2678,,,,,
,135,0,0,2016-04-15,METACARBAMOL + PARACETAMOL 400/350MG C/30 TAB.,201,,,,,
,133,0,0,2016-04-15,VALSARTAN 160MG C/30 GRAGEAS,1767,,,,,
,132,0,0,2016-04-15,POLIVITAMINAS CON MINERALES C/30 CAP.,886,,,,,
,130,0,0,2016-04-15,DEFLAZACORT 6MG C/20 TAB.,2811,,,,,
,128,0,0,2016-04-15,DIOSMINA + HESPERIDINA 500MG C/20 TAB.,296,,,,,
,128,0,0,2016-04-15,BROMURO DE BUTILHIOSCINA + METAMIZOL 10MG/250MG C/10 GRAGEAS,2587,,,,,
,124,0,0,2016-04-15,DICLOFENACO POTASICO 15MG SUSP. GOTAS C/20ML,2611,,,,,
,123,0,0,2016-04-15,NUTRICION COMPLETA Y BALANCEADA CON FRUCTOOLISACARIDOS CUALQUIER SABOR LATA EN POLVO C/400GR,2557,,,,,
,123,0,0,2016-04-15,LEVOTIROXINA SODICA 100MCG C/50 TAB.,502,,,,,
,120,0,0,2016-04-15,BRIMONIDINA + TIMOLOL 0.2%/0.5% SOL. OFT. FCO. C/5ML,225,,,,,
,117,0,0,2016-04-15,FEXOFENADINA 120MG C/10 COMP.,93,,,,,
,116,0,0,2016-04-15,SAXAGLIPITINA + METFORMINA 2.5MG/1000MG C/28 TAB.,2926,,,,,
,116,0,0,2016-04-15,PARACETAMOL JARABE FCO. C/120ML,2691,,,,,
,115,0,0,2016-04-15,ETORICOXIB 120MG C/7 COMP.,941,,,,,
,115,0,0,2016-04-15,BROMURO DE PINAVERIO 100MG C/14 TAB.,294,,,,,
,115,0,0,2016-04-15,HIDROCLOROTIAZIDA 25MG C/20 TAB.,81,,,,,
,112,0,0,2016-04-15,SULFATO DE HIDROXICLOROQUINA 200MG C/20 TAB.,675,,,,,
,111,0,0,2016-04-15,DEXLANSOPRAZOL 30MG C/14 CAP.,2953,,,,,
,110,0,0,2016-04-15,GLIMEPIRIDA 4MG C/30 TAB.,1420,,,,,
,108,0,0,2016-04-15,NORELGESTROMINA + ETINILESTRADIOL C/3 PARCHES TRASDERMICO,1922,,,,,
,108,0,0,2016-04-15,ETINILESTRADIOL + DROSPIRENONA 0.03MG/3.0MG C/21 GRAGEAS,899,,,,,
,106,0,0,2016-04-15,LEVETIRACETAM 500MG C/30 TAB.,469,,,,,
,105,0,0,2016-04-15,TELMISARTAN 80MG C/ 28 TAB.,2575,,,,,
,104,0,0,2016-04-15,FEXOFENADINA + FENILEFRINA 60MG/25MG C/10 TAB.,2579,,,,,
,103,0,0,2016-04-15,BENZONATATO 100MG C/20 PERLAS,2880,,,,,
,101,0,0,2016-04-15,ALENDRONATO SODICO TRIHIDRATADO + VITAMINA D3 70MG/2800UI C/4 COMP.,1436,,,,,
,100,0,0,2016-04-15,VALSARTAN + HIDROCLORTIAZIDA 160MG/25MG C/30 GRAGEAS,233,,,,,
,100,0,0,2016-04-15,TELMISARTAN 40MG C/28 TAB.,968,,,,,
,100,0,0,2016-04-15,AMBROXOL SOL. ORAL FCO. C/120ML,22,,,,,
,98,0,0,2016-04-15,MICONAZOL 2% TUBO CREMA C/20GR,534,,,,,
,96,0,0,2016-04-15,VITAMINAS + MINERALES PRENATALES C/30 TAB.,1678,,,,,
,96,0,0,2016-04-15,CITRATO DE SILDENAFIL 50MG C/4 TAB.,2790,,,,,
,95,0,0,2016-04-15,CLORHIDRATO DE BENCIDAMINA TUBO CREMA C/60GR,57,,,,,
,94,0,0,2016-04-15,NIFEDIPINO 30MG LIB. PROL. C/30 TAB.,2682,,,,,
,92,0,0,2016-04-15,MECLIZINA + PIRIDOXINA 25MG/50MG C/25 TAB.,2635,,,,,
,92,0,0,2016-04-15,METOPROLOL 100MG C/20 TAB.,2627,,,,,
,90,0,0,2016-04-15,PROPAFENONA 150MG C/30 TAB.,626,,,,,
,87,0,0,2016-04-15,GABAPENTINA 300MG C/30 CAP.,2643,,,,,
,86,0,0,2016-04-15,MONTELUKAST 4MG C/10 SOBRES,1641,,,,,
,83,0,0,2016-04-15,ESTROGENOS CONJUGADOS DE ORIGEN EQUINO TUBO C/43GR,679,,,,,
,83,0,0,2016-04-15,LOSARTAN + HIDROCLOROTIAZIDA 50MG/12.5MG C/30 COMP.,2620,,,,,
,83,0,0,2016-04-15,DESLORATADINA 50MG JARABE FCO C/120ML,69,,,,,
,81,0,0,2016-04-15,TAMSULOSINA 0.4MG C/20 CAP.,2603,,,,,
,79,0,0,2016-04-15,CLONAZEPAM 2MG C/30 COMP. (II),2410,,,,,
,79,0,0,2016-04-15,ATORVASTATINA 40MG C/10 TAB.,2763,,,,,
,77,0,0,2016-04-15,ESPORAS DE BACILLUS CLAUSII 2 BILLONES UFC C/20 AMP.,1126,,,,,
,76,0,0,2016-04-15,CLEBOPRIDA + SIMETICONA C/45 CAP.,2950,,,,,
,76,0,0,2016-04-15,CLORHIDRATO DE TRAMADOL 100MG C/10 TAB.,855,,,,,
,76,0,0,2016-04-15,RAMIPRIL 2.5MG C/16 TAB.,1928,,,,,
,75,0,0,2016-04-15,TRIAZOLAM 0.250MG C/30 TAB.,582,,,,,
,75,0,0,2016-04-15,ENOXAPARINA SODICA 40MG/0.4ML C/2 JER.S PRELLENADAS,179,,,,,
,75,0,0,2016-04-15,POLIETILENGLICOL FCO. POLVO C/255GR,256,,,,,
,75,0,0,2016-04-15,DIFENHIDRAMINA + GUAIFENESINA 28MG JARABE FCO C/150ML,114,,,,,
,75,0,0,2016-04-15,CLORHIDRATO DE PAROXETINA 20MG C/10 TAB.,1877,,,,,
,74,0,0,2016-04-15,DIMETICONA + GUAIAZULENE C/14 SOBRES,2689,,,,,
,74,0,0,2016-04-15,NAPROXENO SODICO + PARACETAMOL 275MG/300MG C/10 TAB.,2647,,,,,
,73,0,0,2016-04-15,ORFENADRINA + PARACETAMOL 35MG/450MG C/50 TAB.,620,,,,,
,73,0,0,2016-04-15,CLOTRIMAZOL 20GR CREMA C/3 APLICADORES,334,,,,,
,73,0,0,2016-04-15,CAPTOPRIL 25MG C/30 TAB.,2569,,,,,
,72,0,0,2016-04-15,EBASTINA 20MG C/30 OBLEAS,1053,,,,,
,72,0,0,2016-04-15,POLIETILENGLICOL+ PROPILENGLICOL GOTAS OFT. FCO. C/15ML,996,,,,,
,72,0,0,2016-04-15,VITAMINAS + HIERRO C/36 TAB.,111,,,,,
,70,0,0,2016-04-15,TRINITRATO DE GLICERILO 18MG x PARCHE (5MG/24 Hrs C/7),2143,,,,,
,70,0,0,2016-04-15,DESLORATADINA 5MG C/30 TAB.,45,,,,,
,70,0,0,2016-04-15,IBUPROFENO 200MG C/10 TAB.,2802,,,,,
,69,0,0,2016-04-15,MUPIROCINA UNGUENTO 2% TUBO C/15GR,2657,,,,,
,67,0,0,2016-04-15,LACTULOSA 66.66GR JARABE FCO. C/125ML,1881,,,,,
,66,0,0,2016-04-15,ACIDO TIAPROFENICO 300MG C/30 COMP.,772,,,,,
,66,0,0,2016-04-15,FEXOFENADINA 180MG C/10 COMP.,2844,,,,,
,66,0,0,2016-04-15,CETIRIZINA 10MG C/10 TAB.,884,,,,,
,65,0,0,2016-04-15,FLUOXETINA 20MG C/14 CAP.,2570,,,,,
,64,0,0,2016-04-15,LAMOTRIGINA 50MG /28 TAB.,1774,,,,,
,64,0,0,2016-04-15,CLORHIDRATO DE TRAMADOL 50MG C/10 CAP.,976,,,,,
,63,0,0,2016-04-15,LEVOTIROXINA SODICA 50MCG C/50 TAB.,937,,,,,
,63,0,0,2016-04-15,METOTREXATO 50/2ML SOL. INY. C/1 AMP.,847,,,,,
,63,0,0,2016-04-15,KETOPROFENO 100MG C/15 CAP.,463,,,,,
,62,0,0,2016-04-15,NEOMICINA + POLIMIXINA B + DEXAMETASONA UNGUENTO OFTALMICO TUBO C/3.5GR,526,,,,,
,62,0,0,2016-04-15,PARACETAMOL ORAL GOTAS C/15ML,2648,,,,,
,61,0,0,2016-04-15,BRIMONIDINA + TIMOLOL + DORSOLAMINA 20/5/2ML SOL. OFT. C/5ML,1546,,,,,
,60,0,0,2016-04-15,ACIDO TIOCTICO 600MG C/30 TAB.,848,,,,,
,60,0,0,2016-04-15,PRASUGREL 10MG C/14 TAB.,2900,,,,,
,60,0,0,2016-04-15,TROXERUTINA + CUMARINA 180MG/30MG C/30 GRAGEAS,1075,,,,,
,60,0,0,2016-04-15,NEOMICINA + CAOLIN + PECTINA 129MG/280MG C/20 TAB.,459,,,,,
,59,0,0,2016-04-15,CLARITROMICINA + AMBROXOL 500MG/45MG C/10 TAB.,2731,,,,,
,58,0,0,2016-04-15,HIDROXIPROPILMETILCELULOSA + DEXTRAN SOL OFT. GOTAS FCO C/15ML,613,,,,,
,58,0,0,2016-04-15,LEVOFLOXACINO 750MG C/7 TAB.,2737,,,,,
,58,0,0,2016-04-15,LORATADINA + FENILEFRINA SOL. INF. C/60ML,2618,,,,,
,58,0,0,2016-04-15,ALOPURINOL 300MG C/20 TAB.,54,,,,,
,57,0,0,2016-04-15,BETAHISTINA 24MG C/30 TAB.,2931,,,,,
,57,0,0,2016-04-15,ESPIRONOLACTONA + FUROSEMIDA 50MG/20MG C/16 CAP.,483,,,,,
,57,0,0,2016-04-15,CLONIXINATO DE LISINA 250MG C/10 TAB.,1499,,,,,
,56,0,0,2016-04-15,DIFENIDOL 25MG C/30 TAB.,2659,,,,,
,55,0,0,2016-04-15,LEVOTIROXINA SODICA 25MCG C/50 TAB.,343,,,,,
,55,0,0,2016-04-15,SERTRALINA 50MG C/14 TAB. RANURADAS,1497,,,,,
,55,0,0,2016-04-15,TRIMETOPRIMA + SULFAMETOXAZOL 160MG/800MG C/14 TAB.,1920,,,,,
,55,0,0,2016-04-15,BETAMETASONA + CLOTRIMAZOL + GENTAMICINA TUBO CREMA C/25GR,2568,,,,,
,53,0,0,2016-04-15,MECLIZINA + PIRIDOXINA JARABE FCO. C/120ML,124,,,,,
,52,0,0,2016-04-15,ITOPRIDA 50MG C/30 TAB.,2747,,,,,
,52,0,0,2016-04-15,ERGOTAMINA + ACIDO ACETILSALICILICO + CAFEINA 1MG/400MG/50MG C/36 TAB. (II),773,,,,,
,52,0,0,2016-04-15,NEOMICINA + POLIMIXINA B + BACITRACINA UNGUENTO DERMICO TUBO C/30GR,2592,,,,,
,51,0,0,2016-04-15,CLORTALIDONA 50MG C/20 TAB.,182,,,,,
,50,0,0,2016-04-15,LINACLOTIDE .29MG C/30 CAP.,3023,,,,,
,50,0,0,2016-04-15,RALOXIFENO 60MG C/28 TAB.,324,,,,,
,50,0,0,2016-04-15,FEXOFENADINA 6MG/ML SUSP. FCO. C/150ML,2553,,,,,
,50,0,0,2016-04-15,OXIMETAZOLINA + ALCOHOL POLIVINILICO 0.25MG SOL. OFT. FCO. C/10ML,659,,,,,
,50,0,0,2016-04-15,CLORHIDRATO DE IMIPRAMINA 25MG C/20 TAB.,2367,,,,,
,50,0,0,2016-04-15,PROPRANOLOL 10MG C/50 TAB.,3029,,,,,
,50,0,0,2016-04-15,AMANTADINA + CLORFENAMINA + PARACETAMOL SOL. PED. GOTAS C/30ML,31,,,,,
,50,0,0,2016-04-15,FURAZOLIDONA + CAOLIN Y PECTINA SUSP. C/120ML,2835,,,,,
,49,0,0,2016-04-15,MINOCICLINA 100MG MICROGRANULOS C/10 CAP. ,552,,,,,
,49,0,0,2016-04-15,TOPIRAMATO 25MG C/28 TAB.,2578,,,,,
,49,0,0,2016-04-15,KETOROLACO + TRAMADOL 10MG/25MG SUBLINGUAL C/4 TAB.,2656,,,,,
,49,0,0,2016-04-15,DIMETICONA PANCREATINA 170MG/80MG C/30 GRAGEAS,1094,,,,,
,48,0,0,2016-04-15,MAGALDRATO + DIMETICONA 8GR/1GR C/250ML,2591,,,,,
,48,0,0,2016-04-15,NITROFURANTOINA 100MG C/40 CAP.,546,,,,,
,45,0,0,2016-04-15,ANASTROZOL 1MG C/28 TAB.,35,,,,,
,45,0,0,2016-04-15,DEXTROMETORFANO + GUAIFENESINA + FENILEF PED. C/30ML,2815,,,,,
,45,0,0,2016-04-15,CLOTRIMAZOL 10MG TUBO CREMA C/20GR,1505,,,,,
,44,0,0,2016-04-15,ADALIMUMAB 40MG JER. PRELLENEDA,2016,,,,,
,44,0,0,2016-04-15,ACETONIDO DE FLUOCINOLONA + NISTATINA + METRONIDAZOL C/10 OVULOS,53,,,,,
,44,0,0,2016-04-15,FUROSEMIDA 40MG C/20 TAB.,369,,,,,
,43,0,0,2016-04-15,ESOMEPRAZOL 10MG C/28 SOBRES GRANULADOS,2281,,,,,
,43,0,0,2016-04-15,ACETONIDO DE FLUOCINOLONA + POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. OTICAS FCO. C/15ML,775,,,,,
,43,0,0,2016-04-15,CINITAPRIDA 1MG C/25 COMP.,2788,,,,,
,41,0,0,2016-04-15,VENLAFAXINA 75MG C/20 CAP.,602,,,,,
,41,0,0,2016-04-15,ACIDO NALIDIXICO + FENAZOPIRIDINA 500MG/50MG C/20 TAB.,2775,,,,,
,40,0,0,2016-04-15,MICOFENOLATO DE MOFELITO 500MG C/50 TAB.,1648,,,,,
,40,0,0,2016-04-15,DIMENHIDRINATO JARABE FCO. C/120ML,284,,,,,
,40,0,0,2016-04-15,BETAMETASONA TUBO C/30GR,2784,,,,,
,40,0,0,2016-04-15,ENALAPRIL 10MG C/30 TAB.,2679,,,,,
,39,0,0,2016-04-15,POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. ORAL FCO. SPRAY C/20ML,21,,,,,
,39,0,0,2016-04-15,TERBINAFINA 250MG C/28 TAB.,2847,,,,,
,37,0,0,2016-04-15,CLORHIDRATO DE DULOXETINA 60MG C/28 CAPS.,210,,,,,
,37,0,0,2016-04-15,MOSAPRIDA 5MG C/30 COMP.,1656,,,,,
,37,0,0,2016-04-15,AZITROMICINA 500MG C/3 TAB.,1854,,,,,
,37,0,0,2016-04-15,AMOXICILINA 500MG C/12 CAP.,98,,,,,
,36,0,0,2016-04-15,NAN H A 1 FORMULA LACTEA HIPOALERGENICA BIFIDUS LATA PVO. C/400GR,608,,,,,
,36,0,0,2016-04-15,"BENCILPENICILINA BENZATANICA 1,200,000UI SOL. INY.",128,,,,,
,35,0,0,2016-04-15,DILTIAZEM 90MG C/20 TAB.,28,,,,,
,35,0,0,2016-04-15,DESOGESTREL 0.075MG C/28 TAB.,2225,,,,,
,35,0,0,2016-04-15,METOTREXATO 2.5MG C/50 TAB.,2504,,,,,
,35,0,0,2016-04-15,MONTELUKAST SODICO 5MG C/20 COMP.,779,,,,,
,35,0,0,2016-04-15, IBUPROFENO + PARACETAMOL 325MG C/12 TAB.,3027,,,,,
,34,0,0,2016-04-15,RIVAROXABAN 10MG C/10 COMP. RECUBIERTOS,2915,,,,,
,34,0,0,2016-04-15,MEMANTINA 10MG C/28 TAB.,83,,,,,
,34,0,0,2016-04-15,TRIAMCINOLONA 56.10MG SUSP. FCO C/16.5ML,610,,,,,
,34,0,0,2016-04-15,MESALAZINA 500MG C/40 GRAGEAS,1533,,,,,
,34,0,0,2016-04-15,ACIDO VALPROICO JARABE 250MG C/120ML,290,,,,,
,34,0,0,2016-04-15,CICLESONIDA 50MCG SPRAY NASAL C/120 DOSIS,3009,,,,,
,34,0,0,2016-04-15,FINASTERIDE 5MG C/30 GRAGEAS,2694,,,,,
,34,0,0,2016-04-15,TRIMEBUTINA 200MG C/20 TAB,3037,,,,,
,33,0,0,2016-04-15,GLICOPIRRONIO + INDACATEROL C/30 CAP. INHALACION,3017,,,,,
,33,0,0,2016-04-15,IPRATROPIO + SALBUTAMOL 20MCG/100MCG SUSP. AEROSOL FCO. C/120 DOSIS,186,,,,,
,33,0,0,2016-04-15,RISPERIDONA 1MG C/20 TAB.,1024,,,,,
,33,0,0,2016-04-15,NEOMICINA + POLIMIXINA B + DEXAMETASONA SUSP. OFT. FCO. C/5ML,527,,,,,
,33,0,0,2016-04-15,KETOCONAZOL POLVO TALCO FCO. C/60GR,191,,,,,
,32,0,0,2016-04-15,AZILSARTAN MEDOXOMILO + CLORTALIDONA 80/12.5 C/28 TAB.,2948,,,,,
,32,0,0,2016-04-15,ALPRAZOLAM 0.25MG C/30 TAB. (II),2778,,,,,
,32,0,0,2016-04-15,MONTELUKAST SODICO 10MG C/20 COMP.,778,,,,,
,32,0,0,2016-04-15,VITAMINA A + OXIDO ZINC + ACIDO BORICO + ALANTOINA POMADA TUBO C/60GR,418,,,,,
,32,0,0,2016-04-15,AZITROMICINA 600MG FCO. SUSP. C/15ML,1855,,,,,
,32,0,0,2016-04-15,ALUMINIO + MAGNESIO + DIMETICONA C/50 TAB. (MENTA),699,,,,,
,32,0,0,2016-04-15,ATENOLOL 50MG C/28 TAB.,2782,,,,,
,32,0,0,2016-04-15,DICLOFENACO SODICO 75MG/3ML SOL. INY. ENV. C/2 AMP.,295,,,,,
,31,0,0,2016-04-15,CLORHIDRATO DE ALFUZOSINA 10MG LIB. PROL. C/28 TAB.,893,,,,,
,31,0,0,2016-04-15,HEMITARTRATO DE ZOLPIDEM 10MG C/30 TAB. (III),632,,,,,
,31,0,0,2016-04-15,L-TARTRATO DE TOLTERODINA 2MG C/28 TAB.,2863,,,,,
,31,0,0,2016-04-15,BUDESONIDA + FORMOTEROL 160MG/4.5MCG SPRAY,782,,,,,
,31,0,0,2016-04-15,CLORHIDRATO DE AMIODARONA 200MG C/20 TAB.,2795,,,,,
,31,0,0,2016-04-15,RANITIDINA 300MG C/10 COMP.,2663,,,,,
,30,0,0,2016-04-15,LINEZOLID 600MG C/10 TAB.,1060,,,,,
,30,0,0,2016-04-15,LEFLUNOMIDA 20MG C/30 COMP.,34,,,,,
,30,0,0,2016-04-15,DORZOLAMIDA + TIMOLOL GOTAS OFT. FCO. C/5ML,251,,,,,
,30,0,0,2016-04-15,HIDROCORTISONA CREMA C/30GR,1523,,,,,
,30,0,0,2016-04-15,DICLOXACILINA 500MG C/20 CAP.,1510,,,,,
,30,0,0,2016-04-15,OXIMETAZOLINA 25MG SOL. NASAL FCO. NEB. C/20ML,231,,,,,
,30,0,0,2016-04-15,NEOMICINA + CAOLIN + PECTINA 36.65MG/500MG SUSP. C/75ML,2629,,,,,
,29,0,0,2016-04-15,FENOFIBRATO 160MG C/30 CAP.,1190,,,,,
,29,0,0,2016-04-15,AZILSARTAN MEDOXOMILO 40MG C/28 TAB.,2946,,,,,
,28,0,0,2016-04-15,ETANERCEPT 25MG FCO. C/4 AMP.,349,,,,,
,28,0,0,2016-04-15,HIDROXOCABALAMINA TIAMINA PIRIDOXINA C/5 AMP. Y JER.,2861,,,,,
,28,0,0,2016-04-15,LEVOTIROXINA SODICA + LIOTIRONINA 100MCG/20MCG C/50 TAB.,622,,,,,
,28,0,0,2016-04-15,CETIRIZINA SOL 10MG/ML C/10ML,871,,,,,
,28,0,0,2016-04-15,CISAPRIDA 10MG C/30 TAB.,177,,,,,
,28,0,0,2016-04-15,CIPROFLOXACINO 250MG C/12 TAB,924,,,,,
,27,0,0,2016-04-15,PREDNISONA 5MG C/20 TAB.,1490,,,,,
,27,0,0,2016-04-15,RIVASTIGMINA 4.6MG C/30 PARCHES,1746,,,,,
,27,0,0,2016-04-15,VALPROATO DE MAGNESIO 600MG C/30 TAB.,38,,,,,
,27,0,0,2016-04-15,PRUCALOPRIDA 2MG C/14 COMP.,2930,,,,,
,27,0,0,2016-04-15,CLOBETASOL 0.044GR TUBO C/40GR,1238,,,,,
,27,0,0,2016-04-15,LACTOBACILLUS CASEI VARIEDAD RHAMNOSUS 250MG C/12 CAP.,510,,,,,
,26,0,0,2016-04-15,SAXAGLIPITINA + METFORMINA 5MG/1000MG C/28 TAB.,2929,,,,,
,26,0,0,2016-04-15,TOPIRAMATO 100MG C/20 TAB.,2837,,,,,
,26,0,0,2016-04-15,ACICLOVIR 200MG/5ML FCO. C/120ML,501,,,,,
,26,0,0,2016-04-15,TIAMINA+PIRIDOXINA + DEXAMETASONA + CIANOCOBALAMINA + LIDOCAINA NO.1 - 3 Y NO. - 3 C/JGA AMP.,2809,,,,,
,26,0,0,2016-04-15,LORATADINA + FENILEFRINA 5/30MG C/10 GRAGEAS,2845,,,,,
,25,0,0,2016-04-15,BROMURO DE TIOTROPIO 18MCG C/20 CAP.,777,,,,,
,25,0,0,2016-04-15,MIRTAZAPINA 30MG C/10 TAB.,3032,,,,,
,25,0,0,2016-04-15,DICLOFENACO + COLESTIRAMINA 140MG C/20 CAP.,2548,,,,,
,25,0,0,2016-04-15,ENANTATO DE PRASTERONA + VALERATO DE ESTRADIOL 200MG/4MG C/1 JER. PRELLENADA DE 1ML,138,,,,,
,25,0,0,2016-04-15,DEXAMETASONA 1MG/ML SOL. OFT. GOTAS C/5ML,2814,,,,,
,25,0,0,2016-04-15,CALCITRIOL 0.25MCG C/50 CAP.,1862,,,,,
,25,0,0,2016-04-15,CETIRIZINA SOL. FCO. C/50ML,885,,,,,
,24,0,0,2016-04-15,VALPROATO SEMISODICO 500MG LIB. RET. C/30 COMP.,337,,,,,
,24,0,0,2016-04-15,CEFIXIMA 100MG/5ML SUSP. ORAL C/100ML,1135,,,,,
,24,0,0,2016-04-15,PROGESTERONA 100MG C/30 PERLAS,1492,,,,,
,24,0,0,2016-04-15,ACIDO URSODESOXICOLICO 250MG C/50 CAP.,861,,,,,
,24,0,0,2016-04-15,ACICLOVIR 400MG C/35 COMP.,545,,,,,
,24,0,0,2016-04-15,IBUPROFENO + PARACETAMOL 325MG C/20 TAB.,2608,,,,,
