FORMATO DE REQUISICIÖN,,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,,
,,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,,
,,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,,
ave,,,,,,carlos cantu,,,,
,,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,GEN/PAT,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,25,0,0,14/09/2015,ALPRAZOLAM 1MG C/30 COMP. (II),1448,,0,$0.00,$0.00
,14,0,0,14/09/2015,ALTHERA POLVO LATA C/450GR,2019,,0,$0.00,$0.00
,40,0,0,14/09/2015,ALUMINIO + MAGNESIO + DIMETICONA C/50 TAB. (MENTA),699,,0,$0.00,$0.00
,116,0,0,14/09/2015,ALUMINIO + MAGNESIO + DIMETICONA SUSP. FCO. C/360ML (MENTA),700,,0,$0.00,$0.00
,42,0,0,14/09/2015,AMANTADINA + CLORFENAMINA + PARACETAMOL + FENILEFRINA SOL. FCO. C/60ML,2780,,0,$0.00,$0.00
,301,0,0,14/09/2015,AMANTADINA + CLORFENAMINA + PARACETAMOL 50MG/3MG/300MG C/15 TAB.,2664,,0,$0.00,$0.00
,116,0,0,14/09/2015,AMANTADINA + CLORFENAMINA + PARACETAMOL FCO. C/60ML,30,,0,$0.00,$0.00
,127,0,0,14/09/2015,AMANTADINA + CLORFENAMINA + PARACETAMOL SOL. PED. GOTAS C/30ML,31,,0,$0.00,$0.00
,179,0,0,14/09/2015,AMBROXOL 30MG C/20 COMP.,1450,,0,$0.00,$0.00
,85,0,0,14/09/2015,AMBROXOL GOTAS FCO. C/30ML,23,,0,$0.00,$0.00
,238,0,0,14/09/2015,AMBROXOL SOL. ORAL FCO. C/120ML,22,,0,$0.00,$0.00
,179,0,0,14/09/2015,AMIKACINA 500MG C/1X2ML AMP.,2604,,0,$0.00,$0.00
,53,0,0,14/09/2015,AMINOFENAZONA + BUFENINA + DIFENILPIRALI C/20 CAP.,363,,0,$0.00,$0.00
,42,0,0,14/09/2015,AMINOFENAZONA + BUFENINA + DIFENILPIRALI SOL. GOTAS C/25ML,362,,0,$0.00,$0.00
,16,0,0,14/09/2015,AMISULPRIDA TBAS DE 200 MG 14,3025,,0,$0.00,$0.00
,32,0,0,14/09/2015,AMITRIPTILINA 25MG C/50 TAB.,84,,0,$0.00,$0.00
,643,0,0,14/09/2015,AMLODIPINO 5MG C/10 TAB.,2593,,0,$0.00,$0.00
,133,0,0,14/09/2015,AMOXICILINA + ACIDO CLAVULANICO 500MG/125MG C/10 TAB.,1454,,0,$0.00,$0.00
,381,0,0,14/09/2015,AMOXICILINA + ACIDO CLAVULANICO 600MG SUSP. C/50ML,1003,,0,$0.00,$0.00
,493,0,0,14/09/2015,AMOXICILINA + ACIDO CLAVULANICO 875MG/125MG C/10 TAB.,1452,,0,$0.00,$0.00
,47,0,0,14/09/2015,AMOXICILINA 250MG SUSP. C/75ML,24,,0,$0.00,$0.00
,263,0,0,14/09/2015,AMOXICILINA 500MG C/12 CAP.,98,,0,$0.00,$0.00
,45,0,0,14/09/2015,AMOXICILINA 500MG SUSP. C/75ML ,2945,,0,$0.00,$0.00
,21,0,0,14/09/2015,AMOXICILINA/ACIDO CLAVULANICO 200MG/285MG/5ML FCO. C/40ML,1852,,0,$0.00,$0.00
,4,0,0,14/09/2015,AMPICILINA 1GR I.M. C/1 AMP.,99,,0,$0.00,$0.00
,4,0,0,14/09/2015,AMPICILINA 250MG SUSP. C/60ML,2781,,0,$0.00,$0.00
,67,0,0,14/09/2015,AMPICILINA 500MG C/20 CAP.,2565,,0,$0.00,$0.00
,28,0,0,14/09/2015,ANASTROZOL 1MG C/28 TAB.,35,,0,$0.00,$0.00
,33,0,0,14/09/2015,ANFEBUTAMONA 150MG LIB. PROL. C/30 TAB.,891,,0,$0.00,$0.00
,2,0,0,14/09/2015,APOSITO HIDROCOLOIDE EXTRA DELGADO 10X10 C/10 PARCHES,1035,,0,$0.00,$0.00
,17,0,0,14/09/2015,ARIPIPRAZOL 15MG C/10 TAB.,50,,0,$0.00,$0.00
,2,0,0,14/09/2015,ATAZANAVIR 300MG C/30 CAP.,2883,,0,$0.00,$0.00
,40,0,0,14/09/2015,ATENOLOL 100MG C/28 TAB.,849,,0,$0.00,$0.00
,76,0,0,14/09/2015,ATENOLOL 50MG C/28 TAB.,2782,,0,$0.00,$0.00
,6,0,0,14/09/2015,ATOMOXETINA 10MG C/14 CAP.,1034,,0,$0.00,$0.00
,25,0,0,14/09/2015,ATOMOXETINA 18MG C/14 CAP.,804,,0,$0.00,$0.00
,28,0,0,14/09/2015,ATOMOXETINA 25MG C/14 CAP.,794,,0,$0.00,$0.00
,22,0,0,14/09/2015,ATOMOXETINA 40MG C/14 CAP.,807,,0,$0.00,$0.00
,31,0,0,14/09/2015,ATOMOXETINA 60MG C/14 CAP.,966,,0,$0.00,$0.00
,1448,0,0,14/09/2015,ATORVASTATINA 10MG C/20 TAB.,2762,,0,$0.00,$0.00
,1001,0,0,14/09/2015,ATORVASTATINA 20MG C/10 TAB.,2761,,0,$0.00,$0.00
,378,0,0,14/09/2015,ATORVASTATINA 40MG C/10 TAB.,2763,,0,$0.00,$0.00
,33,0,0,14/09/2015,AZATIOPRINA 50MG C/50 TAB.,51,,0,$0.00,$0.00
,8,0,0,14/09/2015,AZELASTINA SOL. OFT. 0.05% FCO. C/5ML,61,,0,$0.00,$0.00
,43,0,0,14/09/2015,AZILSARTAN MEDOXOMILO + CLORTALIDONA 40/12.5 C/28 TAB.,2944,,0,$0.00,$0.00
,54,0,0,14/09/2015,AZILSARTAN MEDOXOMILO + CLORTALIDONA 80/12.5 C/28 TAB.,2948,,0,$0.00,$0.00
,40,0,0,14/09/2015,AZILSARTAN MEDOXOMILO 40MG C/28 TAB.,2946,,0,$0.00,$0.00
,28,0,0,14/09/2015,AZILSARTAN MEDOXOMILO 80MG C/28 TAB.,2947,,0,$0.00,$0.00
,253,0,0,14/09/2015,AZITROMICINA 500MG C/3 TAB.,1854,,0,$0.00,$0.00
,82,0,0,14/09/2015,AZITROMICINA 600MG FCO. SUSP. C/15ML,1855,,0,$0.00,$0.00
,14,0,0,14/09/2015,BACLOFENO 10MG C/100 TAB.,2980,,0,$0.00,$0.00
,85,0,0,14/09/2015,"BENCILPENICILINA BENZATAçNICA 1,200,000UI SOL. INY.",128,,0,$0.00,$0.00
,3,0,0,14/09/2015,"BENCILPENICILINA SODICA 1,000,000 UI + 1 FCO. C/2ML AMP. DIL.",707,,0,$0.00,$0.00
,6,0,0,14/09/2015,BENZOATO DE ESTRADIOL + PROGESTERONA JER. 5MG/50MG C/1ML,532,,0,$0.00,$0.00
,179,0,0,14/09/2015,BENZONATATO 100MG C/20 PERLAS,2880,,0,$0.00,$0.00
,3,0,0,14/09/2015,BENZONATATO 50MG C/6 SUP.,2783,,0,$0.00,$0.00
,100,0,0,14/09/2015,BETAHISTINA 24MG C/30 TAB.,2931,,0,$0.00,$0.00
,247,0,0,14/09/2015,BETAMETASONA + CLOTRIMAZOL + GENTAMICINA TUBO CREMA C/25GR,2568,,0,$0.00,$0.00
,155,0,0,14/09/2015,BETAMETASONA + FOSFATO SODICO 2.71/3MG C/1 JER. PRELLENADA,208,,0,$0.00,$0.00
,55,0,0,14/09/2015,BETAMETASONA + GENTAMICINA TUBO CREMA C/30GR,276,,0,$0.00,$0.00
,38,0,0,14/09/2015,BETAMETASONA LOCION CAPILAR FCO. C/50ML,120,,0,$0.00,$0.00
,10,0,0,14/09/2015,BETAMETASONA LOCION FCO. SUSP. C/100ML,119,,0,$0.00,$0.00
,9,0,0,14/09/2015,BETAMETASONA PEDIATRICA  50MG GOTAS FCO. C/60ML,171,,0,$0.00,$0.00
,61,0,0,14/09/2015,BETAMETASONA TUBO C/30GR,2784,,0,$0.00,$0.00
,374,0,0,14/09/2015,BEZAFIBRATO 400MG C/10 TAB.,1858,,0,$0.00,$0.00
,2,0,0,14/09/2015,BICALUTAMIDA 150MG C/28 TAB.,2753,,0,$0.00,$0.00
,10,0,0,14/09/2015,BICALUTAMIDA 50MG C/28 TAB.,2870,,0,$0.00,$0.00
,107,0,0,14/09/2015,BIFONAZOL TUBO CREMA C/20GR,1271,,0,$0.00,$0.00
,28,0,0,14/09/2015,BIMATOPROST + TIMOLOL 0.03%/0.05% SOL. OFT. C/3ML,1793,,0,$0.00,$0.00
,28,0,0,14/09/2015,BIMATOPROST GOTAS 0.03% SOL. OFT. C/3ML,1058,,0,$0.00,$0.00
,185,0,0,14/09/2015,BISOPROLOL 1.25MG C/30 GRAGEAS,252,,0,$0.00,$0.00
,198,0,0,14/09/2015,BISOPROLOL 2.5MG C/30 GRAGEAS,206,,0,$0.00,$0.00
,73,0,0,14/09/2015,BISOPROLOL 5MG C/30 GRAGEAS,1160,,0,$0.00,$0.00
,123,0,0,14/09/2015,BRIMONIDINA + TIMOLOL + DORSOLAMINA 20/5/2ML SOL. OFT. C/5ML,1546,,0,$0.00,$0.00
,192,0,0,14/09/2015,BRIMONIDINA + TIMOLOL 0.2%/0.5% SOL. OFT. FCO. C/5ML,225,,0,$0.00,$0.00
,18,0,0,14/09/2015,BRINZOLAMIDA 1% SUSP. OFT. FCO. C/5ML,46,,0,$0.00,$0.00
,29,0,0,14/09/2015,BROMAZEPAM 3MG C/30 TAB.,588,,0,$0.00,$0.00
,2,0,0,14/09/2015,BROMAZEPAM 6MG C/30 TAB.,1471,,0,$0.00,$0.00
,19,0,0,14/09/2015,BROMHIDRATO DE GALANTAMINA 8MG C/14 CAP.,1587,,0,$0.00,$0.00
,5,0,0,14/09/2015,BROMOCRIPTINA 2.5MG C/14 TAB.,2785,,0,$0.00,$0.00
,283,0,0,14/09/2015,BROMURO DE BUTILHIOSCINA + METAMIZOL 10MG/250MG C/10 GRAGEAS,2587,,0,$0.00,$0.00
,276,0,0,14/09/2015,BROMURO DE BUTILHIOSCINA 10MG C/10 TAB.,131,,0,$0.00,$0.00
,22,0,0,14/09/2015,BROMURO DE IPRATROPIO 20MCG SUSP. AEROSOL C/200 DOSIS EN 10ML,62,,0,$0.00,$0.00
,128,0,0,14/09/2015,BROMURO DE PINAVERIO 100MG C/14 TAB.,294,,0,$0.00,$0.00
,59,0,0,14/09/2015,BROMURO DE PIRIDOSTIGMINA 60MG C/20 TAB.,531,,0,$0.00,$0.00
,145,0,0,14/09/2015,BROMURO DE TIOTROPIO 18MCG C/20 CAP.,777,,0,$0.00,$0.00
,18,0,0,14/09/2015,BROMURO DE TIOTROPIO C/30 CAP. + DISPOSITIVO DOSIFICADOR,2878,,0,$0.00,$0.00
,820,0,0,14/09/2015,BROMURO PINAVERIO/DIMETICONA 100/300MG C/16 CAP.,1304,,0,$0.00,$0.00
,56,0,0,14/09/2015,BUDESONIDA + FORMOTEROL 160MG/4.5MCG SPRAY,782,,0,$0.00,$0.00
,44,0,0,14/09/2015,BUDESONIDA + FORMOTEROL 320MG/9MCG C/60 DOSIS (POLVO),802,,0,$0.00,$0.00
,10,0,0,14/09/2015,BUDESONIDA + FORMOTEROL 80MG/4.5MCG SPRAY,1782,,0,$0.00,$0.00
,90,0,0,14/09/2015,BUDESONIDA 0.125MG/ML NEBUL. C/5 AMP. SOBRE 2ML,1008,,0,$0.00,$0.00
,14,0,0,14/09/2015,BUDESONIDA 0.250MG/ML NEBUL. C/5 AMP. SOBRE 2ML,719,,0,$0.00,$0.00
,18,0,0,14/09/2015,BUDESONIDA 3MG C/50 CAP.,2904,,0,$0.00,$0.00
,2,0,0,14/09/2015,BUFLOMEDIL 150MG C/30 TAB.,508,,0,$0.00,$0.00
,2,0,0,14/09/2015,BUMETANIDA 1MG C/20 COMP.,559,,0,$0.00,$0.00
,7,0,0,14/09/2015,BUPRENORFINA 30MG C/4 PARCHES (II),2758,,0,$0.00,$0.00
,95,0,0,14/09/2015,CABERGOLINA 0.5MG C/2 TAB.,282,,0,$0.00,$0.00
,52,0,0,14/09/2015,CALAMINA LOCION FCO. 180ML,160,,0,$0.00,$0.00
,24,0,0,14/09/2015,CALCIO 500MG ENV. C/12 COMP.,209,,0,$0.00,$0.00
,25,0,0,14/09/2015,CALCITRIOL 0.25MCG C/50 CAP.,1862,,0,$0.00,$0.00
,3,0,0,14/09/2015,CALCITRIOL CREMA UNG?ENTO TUBO 0.3MG C/30GR,1268,,0,$0.00,$0.00
,6,0,0,14/09/2015,CAPECITABINA 500MG C/120 GRAGEAS,898,,0,$0.00,$0.00
,87,0,0,14/09/2015,CAPTOPRIL 25MG C/30 TAB.,2569,,0,$0.00,$0.00
,143,0,0,14/09/2015,CARBAMAZEPINA 400MG C/20 GRAGEAS,815,,0,$0.00,$0.00
,6,0,0,14/09/2015,CARBAMAZEPINA SUSP. 2G/100ML,147,,0,$0.00,$0.00
,591,0,0,14/09/2015,CARBONATO DE CALCIO + VITAMINA D3 600MG C/60 TAB.,2786,,0,$0.00,$0.00
,18,0,0,14/09/2015,CARBONATO DE LITIO 300MG C/50 TAB.,243,,0,$0.00,$0.00
,308,0,0,14/09/2015,CARBOXIMETILCELULOSA SODICA 0.5% SOL. OFT. GOTAS C/15ML,754,,0,$0.00,$0.00
,28,0,0,14/09/2015,CARVEDILOL 25MG C/14 TAB.,2594,,0,$0.00,$0.00
,3,0,0,14/09/2015,CEFALEXINA 125MG/5ML SUSP.,1482,,0,$0.00,$0.00
,73,0,0,14/09/2015,CEFALEXINA 250MG/5ML SUSP.,1483,,0,$0.00,$0.00
,499,0,0,14/09/2015,CEFALEXINA 500MG C/20 CAP.,169,,0,$0.00,$0.00
,97,0,0,14/09/2015,CEFIXIMA 100MG/5ML SUSP. ORAL C/100ML,1135,,0,$0.00,$0.00
,32,0,0,14/09/2015,CEFIXIMA DE 200MG C/12 CAP.,1335,,0,$0.00,$0.00
,37,0,0,14/09/2015,CEFTIBUTEN 36MG/ML SUSP. FCO C/30ML,167,,0,$0.00,$0.00
,42,0,0,14/09/2015,CEFTIBUTEN 400MG C/10 CAP.,168,,0,$0.00,$0.00
,33,0,0,14/09/2015,CEFUROXIMA 250MG/5ML SUSP. C/50ML,2615,,0,$0.00,$0.00
,3,0,0,14/09/2015,CEFUROXIMA 500MG C/10 TAB.,1488,,0,$0.00,$0.00
,104,0,0,14/09/2015,CETIRIZINA 10MG C/10 TAB.,884,,0,$0.00,$0.00
,68,0,0,14/09/2015,CETIRIZINA SOL 10MG/ML C/10ML,871,,0,$0.00,$0.00
,40,0,0,14/09/2015,CETIRIZINA SOL. FCO. C/50ML,885,,0,$0.00,$0.00
,135,0,0,14/09/2015,CICLESONIDA 50MCG SPRAY NASAL C/120 DOSIS,3009,,0,$0.00,$0.00
,112,0,0,14/09/2015,CICLOPIROX 8% SOL. C/3ML,1377,,0,$0.00,$0.00
,5,0,0,14/09/2015,CICLOPIROX CREMA CUTANEA 20GR,2730,,0,$0.00,$0.00
,2,0,0,14/09/2015,CICLOSPORINA 0.1% GOTAS OFT. C/5ML,3011,,0,$0.00,$0.00
,6,0,0,14/09/2015,CICLOSPORINA DE GELATINA BLANDA 25MG C/50 CAP.,1114,,0,$0.00,$0.00
,2,0,0,14/09/2015,CICLOSPORINE A 50MG MICROEMULSION C/50 CAP.,761,,0,$0.00,$0.00
,2,0,0,14/09/2015,CINACALCET 30MG C/30 COMP.,2983,,0,$0.00,$0.00
,20,0,0,14/09/2015,CINARIZINA 75MG ENV. C/60 TAB.,237,,0,$0.00,$0.00
,279,0,0,14/09/2015,CINITAPRIDA 1MG C/25 COMP.,2788,,0,$0.00,$0.00
,14,0,0,14/09/2015,CINOSTAZOL 100MG C/30 TAB.,2949,,0,$0.00,$0.00
,47,0,0,14/09/2015,CIPROFLOXACINO + DEXAMETASONA 3MG/1MG/ML FCO. C/5ML,2697,,0,$0.00,$0.00
,73,0,0,14/09/2015,CIPROFLOXACINO + HIDROCORTISONA + LIDOCAINA SOL. OTICA GOTAS,2789,,0,$0.00,$0.00
,191,0,0,14/09/2015,CIPROFLOXACINO 250MG C/12 TAB,924,,0,$0.00,$0.00
,209,0,0,14/09/2015,CIPROFLOXACINO 500MG C/12 COMP.,2885,,0,$0.00,$0.00
,66,0,0,14/09/2015,CIPROFLOXACINO SOL. OFT. GOTAS C/5ML,1493,,0,$0.00,$0.00
,42,0,0,14/09/2015,CIPROTERONA + ETINILESTRADIOL 2MG/.035MG C/21 GRAGEAS ,1522,,0,$0.00,$0.00
,42,0,0,14/09/2015,CISAPRIDA 10MG C/30 TAB.,177,,0,$0.00,$0.00
,16,0,0,14/09/2015,CISAPRIDA FCO C/60ML,691,,0,$0.00,$0.00
,16,0,0,14/09/2015,CITICOLINA 500MG C/10 COMP.,2632,,0,$0.00,$0.00
,312,0,0,14/09/2015,CITRATO DE CALCIO + VITAMINA D3 315MG C/60 TAB.,1361,,0,$0.00,$0.00
,4,0,0,14/09/2015,CITRATO DE POTASIO 1080MCG C/100 TAB.,2891,,0,$0.00,$0.00
,179,0,0,14/09/2015,CITRATO DE SILDENAFIL 50MG C/4 TAB.,2790,,0,$0.00,$0.00
,8,0,0,14/09/2015,CITRATO DE SODIO + LAURILSULFOACETATO DE SODIO SUSP. CON 4 ENEMAS EN APLICADOR DESECHABLE DE 5,538,,0,$0.00,$0.00
,35,0,0,14/09/2015,CITRATO DE TAMOXIFENO 20MG C/15 TAB.,625,,0,$0.00,$0.00
,105,0,0,14/09/2015,CLARITROMICINA + AMBROXOL 500MG/45MG C/10 TAB.,2731,,0,$0.00,$0.00
,65,0,0,14/09/2015,CLARITROMICINA 250MG SUSP. PED. FCO. C/60ML GRANULOS,467,,0,$0.00,$0.00
,61,0,0,14/09/2015,CLARITROMICINA 500MG C/10 TAB.,2092,,0,$0.00,$0.00
,94,0,0,14/09/2015,CLEBOPRIDA + SIMETICONA C/45 CAP.,2950,,0,$0.00,$0.00
,40,0,0,14/09/2015,CLEBOPRIDA 500MG C/30 COMP.,2914,,0,$0.00,$0.00
,9,0,0,14/09/2015,CLEBOPRIDA JBE. FCO. C/90ML,2671,,0,$0.00,$0.00
,30,0,0,14/09/2015,CLINDAMICINA + KETOCONAZOL 800/100MG C/3 TAB. VAGINALES,1029,,0,$0.00,$0.00
,40,0,0,14/09/2015,CLINDAMICINA + PEROXIDO DE BENZOILO 5GR/100GR EN 100GR TUBO GEL C/30GR,449,,0,$0.00,$0.00
,144,0,0,14/09/2015,CLINDAMICINA 300MG C/16 CAP.,2680,,0,$0.00,$0.00
,16,0,0,14/09/2015,CLINDAMICINA 300MG C/2ML AMP.,238,,0,$0.00,$0.00
,10,0,0,14/09/2015,CLINDAMICINA 75MG/5ML FCO. GRANULADO PARA 100ML,260,,0,$0.00,$0.00
,61,0,0,14/09/2015,CLINDAMICINA SOL. TOPICA FCO C/30ML,261,,0,$0.00,$0.00
,16,0,0,14/09/2015,CLIOQUINOL TUBO CREMA 30GR,2791,,0,$0.00,$0.00
,6,0,0,14/09/2015,CLOBAZAM 10MG C/30 TAB.,581,,0,$0.00,$0.00
,67,0,0,14/09/2015,CLOBETASOL 0.044GR TUBO C/40GR,1238,,0,$0.00,$0.00
,84,0,0,14/09/2015,CLOBETASOL 0.050% TUBO C/30GR,227,,0,$0.00,$0.00
,88,0,0,14/09/2015,CLONAZEPAM 2.5MG/1ML GOTAS 10ML (II),468,,0,$0.00,$0.00
,156,0,0,14/09/2015,CLONAZEPAM 2MG C/30 COMP. (II),2410,,0,$0.00,$0.00
,131,0,0,14/09/2015,CLONIXINATO DE LISINA 250MG C/10 TAB.,1499,,0,$0.00,$0.00
,12,0,0,14/09/2015,CLONIXITATO DE LISINA + CICLOBENZAPRINA 125/5 C/20 TAB.,2307,,0,$0.00,$0.00
,121,0,0,14/09/2015,CLOPIDOGREL 75MG C/28 TAB.,692,,0,$0.00,$0.00
,31,0,0,14/09/2015,CLORANFENICOL + HIDROCORTISONA + BENZOCAINA SOL. OTICA FCO. C/10ML,2794,,0,$0.00,$0.00
,48,0,0,14/09/2015,CLORANFENICOL 5MG/ML GOTAS OFT. C/15ML ,2726,,0,$0.00,$0.00
,4,0,0,14/09/2015,CLORANFENICOL TUBO OFT. C/5GR,2674,,0,$0.00,$0.00
,67,0,0,14/09/2015,CLORFENAMINA I 50MG JBE. FCO. C/60ML,1503,,0,$0.00,$0.00
,16,0,0,14/09/2015,CLORHIDRATO AMITRIPTILINA + DIAZEPAM + PERFENACINA 10MG/3MG/2MG C/30 TAB.,574,,0,$0.00,$0.00
,85,0,0,14/09/2015,CLORHIDRATO DE ALFUZOSINA 10MG LIB. PROL. C/28 TAB.,893,,0,$0.00,$0.00
,66,0,0,14/09/2015,CLORHIDRATO DE AMIODARONA 200MG C/20 TAB.,2795,,0,$0.00,$0.00
,37,0,0,14/09/2015,CLORHIDRATO DE BENCIDAMINA 45MG SOL. C/30ML,2668,,0,$0.00,$0.00
,125,0,0,14/09/2015,CLORHIDRATO DE BENCIDAMINA TUBO CREMA C/60GR,57,,0,$0.00,$0.00
,34,0,0,14/09/2015,CLORHIDRATO DE BETAXOLOL 2.5GR SUSP OFT.  C/5ML,121,,0,$0.00,$0.00
,29,0,0,14/09/2015,CLORHIDRATO DE BIPERIDENO 2MG C/30 TAB.,2798,,0,$0.00,$0.00
