STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,
,10,,,,BROMOCRIPTINA 2.5MG C/14 TAB.,2785,,,
,3,,,,CARBAMAZEPINA SUSP. 2G/100ML,147,,,
,20,,,,ANASTROZOL 1MG C/28 TAB.,35,,,
,2,,,,AMPICILINA 250MG SUSP. C/60ML,2781,,,
,5,,,,DIENOGEST 2MG C/28 TAB.,2961,,,
,5,,,,ESTRADIOL + TRIMEGESTONA SECUENCIAL 1MG/.250MG C/28 GRAGEAS,843,,,
,13,,,,PARACETAMOL + CODEINA 500MG/30MG C/30 CAP. (II),596,,,
,2,,,,CICLOSPORINA 0.1% GOTAS OFT. C/5ML,3011,,,
,2,,,,PINDOLOL 5MG C/20 COMP.,873,,,
,2,,,,CLORURO DE SODIO 5% SOL OFT. FCO. 10ML,416,,,
,2,,,,NITROFURAL POMADA TUBO C/85GR,368,,,
,2,,,,CLORURO DE SODIO 10% SOL OFT. FCO. 10ML,415,,,
,3,,,,CEFALEXINA 125MG/5ML SUSP.,1482,,,
,3,,,,DEXAMETASONA 0.5MG C/30 TAB.,2777,,,
,3,,,,MEBENDAZOL SUSP. FCO. C/30ML,2626,,,
,2,,,,METRONIDAZOL 2.5GR SUSP. C/120ML,2628,,,
,20,,,,LACOSAMIDA 100MG C/28 TAB.,2990,,,
,2,,,,VALPROATO DE MAGNESIO 200MG/1ML SUSP. FCO C/40ML,2839,,,
,1,,,,RIFAMPICINA + ISONIASIDA 200MG/150MG C/24 CAP.,732,,,
,1,,,,BROMURO DE IPRATROPIO 250MCG/ML SOL. NEBUL. FCO. C/20ML,41,,,
,1,,,,HALOPERIDOL 5MG C/20 TAB.,584,,,
,1,,,,POLICRESULENO 0.09 GR C/6 OVULOS,12,,,
,1,,,,CLORURO DE SODIO 5% UNGUENTO OFT. TUBO 5GR,417,,,
,1,,,,ESTOLATO DE ERITROMICINA 125MG SUSP. PED. C/100ML,1906,,,
,1,,,,HIDRALAZINA 10MG C/20 TAB.,2756,,,
,5,,,,DESMOPRESINA 10MCG C/25 DOSIS POR FCO SPRAY,2813,,,
,5,,,,FORMOTEROL + BECLOMETASONA FCO. SPRAY C/120 DOSIS,3018,,,
,2,,,,VIGABATRINA 500MG C/60 COMP.,757,,,
,2,,,,CALCITRIOL CREMA UNGUENTO TUBO 0.3MG C/30GR,1268,,,
,2,,,,APOSITO HIDROCOLOIDE EXTRA DELGADO 10X10 C/10 PARCHES,1035,,,
,1,,,,TIMOLOL + LATANOPROST GOTAS OFT. C/2.5ML,1374,,,
,15,,,,LINEZOLID 600MG C/10 TAB.,1060,,,
,1,,,,GATIFLOXACINA FCO. GOTERO C/5ML,1050,,,
,1,,,,FLAVOXATO 200MG C/20 GRAGEAS,123,,,
,1,,,,RIFAXIMINA 100/5ML SUSP. FCO. C/60ML,380,,,
,2,,,,DIMENHIDRINATO 25GR SUP. INF. C/5 SUPOSITORIOS,2651,,,
,3,,,,MECLIZINA + PIRIDOXINA SOL. GOTAS FCO. C/10ML,2634,,,
,1,,,,GLICEROL SUP. PED. C/10,331,,,
,13,,,,SOMATROPINA 15MG PLUMA PRELLENADA C/1 DISPOSITIVO DE 1.5ML,3001,,,
,1,,,,DEXTRANOMERO FCO. C/25GR,1507,,,
,1,,,,POLICRESULENO + CINCOCAINA 5GR/1GR/100GR UNGUENTO TUBO C/50GR,2975,,,
,5,,,,"INTERFERON BETA-1a 30MCG (6,000,000 UI) C/1 JER. PRELLENADA",68,,,
,5,,,,DARBEPOETINA ALFA 500MCG JER. PRELLENADA,2985,,,
,4,,,,DICLOFENACO + CODEINA 50MG/50MG C/20 TAB.,2960,,,
,4,,,,SOMATROPINA 5MG PLUMA PRELLENADA C/1 DISPOSITIVO DE 1.5ML,2999,,,
,3,,,,CLORHIDRATO DE VALACICLOVIR 500MG C/42 COMP.,1385,,,
,1,,,,MESILATO DE ZIPRASIDONA 60MG C/28 CAP.,400,,,
,1,,,,RIFAMPICINA + ISONIAZIDA + PIRAZINAMIDA 150MG/75MG/400MG C/24 GRAGEAS,731,,,
,3,,,,NILOTIMIB 200MG C/28 CAP.,2936,,,
,1,,,,OCTREOTIDA LAR 20MG I.M. AMP.,2751,,,
,1,,,,ACIDO TRANSRETINOICO 10MG C/100 CAP.,2941,,,
,1,,,,ROFLUMILAST 500MCG C/30 TAB.,2940,,,
,1,,,,DIPIRIDAMOL 75MG C/36 GRAGEAS,671,,,
,1,,,,ALFADIHIDROERGOCRIPTINA 10MG C/20 TAB.,979,,,
,2,,,,LAMIVUDINA + ZIDOVUDINA 150/300MG C/60 TAB.,188,,,
,1,,,,INDOBUFENO 200MG C/30 TAB.,983,,,
,2,,,,LEVODOPA + CARBIDOPA 250MG/25MG C/100 TAB.,576,,,
,1,,,,ALFARE POLVO LATA C/400GR,2469,,,
,1,,,,DOXICICLINA 50MG C/28 CAP.,2828,,,
,1,,,,ETOFAMIDA 2GR/100MG SUSP. FCO. C/130ML,461,,,
,1,,,,FORMULA INFANTIL DE AISLADO NAN SOYA C/366GR,639,,,
,1,,,,CLORHIDRATO DE TRIHEXIFENIDILO 5MG C/50 TAB.,585,,,
,1,,,,BROMAZEPAM 6MG C/30 TAB.,1471,,,
,1,,,,PIRIMETAMINA 25MG C/30 TAB.,2974,,,
,1,,,,HIALUNORATO DE ZINC GEL C/15GR,1410,,,
,1,,,,FORMULA PREMATUROS FORMULA LACTEA LATA C/400GR,1022,,,
,1,,,,CLORPROMAZINA 25MG C/50 COMP. (III),522,,,
,1,,,,PILOCARPINA 2% SOL. OFT. FCO. C/15ML,695,,,
,1,,,,SUNITINIB 50MG C/28 CAP.,1250,,,
,1,,,,ERLOTINIB 150MG C/30 TAB.,1903,,,
,1,,,,CLOMIPRAMINA 25MG C/30 GRAGEAS,2216,,,
,1,,,,RITONAVIR 100MG 2 FCO. C/84 CAP. ,2387,,,
,2,,,,VORICONAZOL 200MG C/14 TAB.,2429,,,
,1,,,,MELFALAN 2MG C/25 TAB.,2906,,,
,3,,,,PALIPERIDONA 75MG C/1 JER. PRELLENADA,2934,,,
,1,,,,LENALIDOMIDA 10MG CAP.,2991,,,
,1,,,,TENOFOVIR 300MG C/30 TAB.,3006,,,
,1,,,,LEVOCETIRIZINA 5MG C/10 TAB.,2800,,,
,1,,,,RIMANTADINA 1GR/100ML SOL. FCO. C/120ML,2586,,,
,1,,,,DAPSONA 50MG C/50 TAB.,1668,,,
,1,,,,"RETINOL (VITAMINA A) 50,000UI C/40 CAP.",2867,,,
,1,,,,CLORHIDRATO DE BUPRENORFINA 0.2MG C/10TAB. SUBLINGUAL (II),595,,,
,1,,,,CICLOPENTOLATO1% SOL. OFT. FCO. C/5ML (III),745,,,
,1,,,,ETAMBUTOL 400MG C/50 TAB.,2701,,,
,1,,,,DROPROPIZINA 20MG C/8 SUP.,2962,,,
,1,,,,RIFAMPICINA 300MG C/16 CAP.,333,,,
,1,,,,ALCOHOL POLIVINILICO 14MG/ML SOL.OFT. C/15ML,7,,,
,1,,,,KETOCONAZOL 2G/100ML SUSP.,690,,,
,1,,,,NAPROXENO + PARACETAMOL 100MG/200MG C/5 SUP.,1153,,,
,1,,,,CARBONATO DE CALCIO 600MG C/30 TAB.,1480,,,
,1,,,,ACETONIDO DE FLUOCINOLONA + CLIOQUINOL TUBO CREMA C/30GR,2766,,,
,1,,,,HIERRO AMINOQUELADO 20MG/ML SOL. ORAL FCO C/15ML,384,,,
,10,,,,TACROLIMUS 1MG LIB.PROL. C/50 TAB. ,3004,,,
,65,,,,HEMITARTRATO DE ZOLPIDEM 10MG C/30 TAB. (III),632,,,
,15,,,,BACLOFENO 10MG C/100 TAB.,2980,,,
,500,,,,OMEPRAZOL 20MG C/14 CAP.,657,,,
,900,,,,INSULINA GLARGINA JER. DESECHABLE PRECARGADA (300 UI/ml) C/3ML,2919,,,
,400,,,,PANTOPRAZOL 40MG C/14 GRAGEAS,1479,,,
,500,,,,TRAMADOL + PARACETAMOL 37.5/325MG C/20 TAB.,836,,,
,600,,,,ATORVASTATINA 10MG C/20 TAB.,2762,,,
,600,,,,DIOSMINA + HESPERIDINA 500MG C/20 TAB.,296,,,
,300,,,,ATORVASTATINA 20MG C/10 TAB.,2761,,,
,700,,,,ACIDO ACETILSALICILICO 100MG C/30 TAB.,2769,,,
,500,,,,PARACETAMOL 1GR C/20 TAB.,810,,,
,400,,,,AGUA DE MAR HIPERTONICA ESTERIL 125ML DOSIFICADOR INTERCAMBIABLE AD. Y FCO. C/90 DISP. Y 1,2552,,,
,200,,,,IBUPROFENO 400MG C/10 TAB.,2678,,,
,300,,,,DICLOFENACO 1.160% GEL C/60GR,371,,,
,150,,,,KETOROLACO TROMETAMINA 10MG C/10 TAB.,2692,,,
,500,,,,PIOGLITAZONA 30MG C/7 TAB.,914,,,
,500,,,,PARACETAMOL 500MG C/10 TAB.,712,,,
,300,,,,EZETIMIBA + SIMVASTATINA 10MG/20MG C/28 COMP.,910,,,
,600,,,,AMLODIPINO 5MG C/10 TAB.,2593,,,
,300,,,,CARBONATO DE CALCIO + VITAMINA D3 600MG C/60 TAB.,2786,,,
,300,,,,VALSARTAN + AMLODIPINO 160/5MG C/28 TAB.,1924,,,
,350,,,,BROMURO PINAVERIO/DIMETICONA 100/300MG C/16 CAP.,1304,,,
,300,,,,DIACERINA + MELOXICAM 50MG/15MG C/20 CAP.,1341,,,
,300,,,,"SULFATO DE GLUCOSAMINA + SULFATO DE CONDROITIN 1,500MGS/1,200MGS C/15 SOBRES",2576,,,
,300,,,,SITAGLIPTINA + METFORMINA 50/850MG C/56 COMP.,1368,,,
,250,,,,IBUPROFENO + PARACETAMOL 325MG C/20 TAB.,2608,,,
,100,,,,DEXLANSOPRAZOL 30MG C/14 CAP.,2953,,,
,350,,,,METFORMINA 850MG C/30 TAB.,1897,,,
,150,,,,CARBOXIMETILCELULOSA SODICA 0.5% SOL. OFT. GOTAS C/15ML,754,,,
,300,,,,ETORICOXIB 90MG C/14 COMP.,965,,,
,300,,,,KETOROLACO + TRAMADOL 10MG/25MG C/10 CAP.,2796,,,
,100,,,,NAPROXENO SODICO + PARACETAMOL 275MG/300MG C/10 TAB.,2647,,,
,200,,,,AMOXICILINA + ACIDO CLAVULANICO 875MG/125MG C/10 TAB.,1452,,,
,200,,,,CEFALEXINA 500MG C/20 CAP.,169,,,
,200,,,,LEVOTIROXINA SODICA 100MCG C/50 TAB.,502,,,
,250,,,,PARACETAMOL 750MG C/10 TAB.,2582,,,
,100,,,,MELOXICAM 7.5MG C/14 TAB.,2623,,,
,400,,,,CIPROFLOXACINO 500MG C/12 COMP.,2885,,,
,100,,,,ESPORAS DE BACILLUS CLAUSII 2 BILLONES UFC C/20 AMP.,1126,,,
,300,,,,ATORVASTATINA 40MG C/10 TAB.,2763,,,
