,,,,FORMATO DE REQUISICI‡N,,,,,
,400,2.1,16,2016-07-19,FLEXIVER TABS 15 MG MELOXICAM C/10,,,, $840.00 
,300,0.25,16,2016-07-19,Metoclopramida c/20,,,, $75.00 
,300,1.9,16,2016-07-19,NAPROXENO GI TABS. DE 500MG C/10,,,, $570.00 
,150,0.85,16,2016-07-19,NIMESULIDE GI TABS. DE 100 MG. NIMESULIDE,,,, $127.50 
,600,0.68,16,2016-07-19,OMEPRAZOL CAPSULA 20 MG C/14,,,, $408.00 
,800,0.45,16,2016-07-19,PARACETAMOL 500MG TAB. C/10,,,, $360.00 
,10,70,16,2016-07-19,TETRACAINA SOL. OFTALMICA GTS. ,,,, $700.00 
,500,2.2,16,2016-07-19,SAL DE UVAS PICOT C/50,,,," $1,100.00 "
,600,2.25,16,2016-07-19,"SEDALMERK TABLETAS 500 MG PARACETAMOL, CAFEINA Y FENILEFRINA",,,," $1,350.00 "
,20,15,16,2016-07-19,SOLDRIN SOL. OTICA FCO DE 10 ML CLORANFENICOL + HIDROCORTISONA + BENZOCAINA,,,, $300.00 
,10,57.1,16,2016-07-19,SOLDRIN OFTALMICO 10 ML,,,, $571.00 
,10,17,16,2016-07-19,SOLDRIN OTICO GTS 5 ML,,,, $170.00 
,200,6.5,16,2016-07-19,TREDA TABLETAS C/20 PATENTE,,,," $1,300.00 "
,800,0.69,16,2016-07-19,KETOROLACO TAB. 10 MG,,,, $552.00 
,180,2.5,16,2016-07-19,XL3 EXTREME ,,,, $450.00 
,300,7,16,2016-07-19,MECLIZINA + PIRIDOXINA + LIDOCAINA 25ML/1ML AMP.,,,," $2,100.00 "
,10,12,16,2016-07-19,HIPROMELOSA GOT OFT FRASCO GOTERO ,,,, $120.00 
,2,127.5,16,2016-07-19,LONOL CREMA 60 GR PATENTE,,,, $255.00 
,2,110,16,2016-07-19,GLICERINA 60 ML SOL.,,,, $220.00 
,384,0.72,16,2016-07-19,TUMS TABLETAS MASTICABLES C/48,,,, $276.48 
,400,7.68,16,2016-07-19,GABAPENTINA 300MG TAB,,,," $3,072.00 "
,100,3.44,16,2016-07-19,ANARA TABS ,,,, $344.00 
,10,235,16,2016-07-19,CLORURO DE ETILO SPRAY ,,,," $2,350.00 "
,144,3.4375,16,2016-07-19,DRAMAMINE 50MG C/24 TAB,,,, $495.00 
,4,103.6,16,2016-07-19,SYNALAR OFTALMICO 15 ML,,,, $414.40 
,6,50,16,2016-07-19,VICK VAPORUB TARRO 50 GR,,,, $300.00 
,600,0.14,16,2016-07-19,COTONETES C/100,,,, $84.00 
,2,257,16,2016-07-19,MALLA TUBULAR NO. 4 ROLLO,,,, $514.00 
,2,265,16,2016-07-19,MALLA TUBULAR NO. 5 ROLLO,,,, $530.00 
,6,6.36,16,2016-07-19,BICARNAT SOL. INY C/100 AMP 10 ML,,,, $38.16 
,140,1.178571429,16,2016-07-19,TRIMETROPRIMA + SULFAMETOXAZOL 160MG/800MG,,,, $165.00 
,450,1.14,16,2016-07-19,TRIB12 COMPUESTO COMPLEJO B + DICLOFENACO TABS,,,, $513.00 
,4,62,16,2016-07-19,ULTRA BENGUEN 35gr,,,, $248.00 
,750,1.23,16,2016-07-19,TRIBEDOCE COMPL B TIAMINA/ PIRIDOXINA/ CIANOCOBALAMIN 100 MG C/30,,,, $922.50 
,10,27.5,16,2016-07-19,CEFALOTINA 1 GR INY,,,, $275.00 
,300,1.06,16,2016-07-19,PROPRANOLOL 10MG TAB. (INDERALICI 10 MG C/50),,,, $318.00 
,200,2.1,16,2016-07-19,NEXT TAB CAJA C/20TAB,,,, $420.00 
,3,25,16,2016-07-19,CANULA DE GUEDEL NO.6 ADULTO,,,, $75.00 
