,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
SERVICIOS MEDICOS DE EMERGENCIAS ,,,,,,,,,,,
SME-010110-DB7,,,,,,,,,,,
,,,,,,FECHA:,,,,,
,136,0,0,2015-11-20,BRIMONIDINA + TIMOLOL + DORSOLAMINA 20/5/2ML SOL. OFT. C/5ML,1546,,,,,
,212,0,0,2015-11-20,BRIMONIDINA + TIMOLOL 0.2%/0.5% SOL. OFT. FCO. C/5ML,225,,,,,
,22,0,0,2015-11-20,BRINZOLAMIDA 1% SUSP. OFT. FCO. C/5ML,46,,,,,
,31,0,0,2015-11-20,BROMAZEPAM 3MG C/30 TAB.,588,,,,,
,3,0,0,2015-11-20,BROMAZEPAM 6MG C/30 TAB.,1471,,,,,
,19,0,0,2015-11-20,BROMHIDRATO DE GALANTAMINA 8MG C/14 CAP.,1587,,,,,
,4,0,0,2015-11-20,BROMOCRIPTINA 2.5MG C/14 TAB.,2785,,,,,
,377,0,0,2015-11-20,BROMURO DE BUTILHIOSCINA + METAMIZOL 10MG/250MG C/10 GRAGEAS,2587,,,,,
,378,0,0,2015-11-20,BROMURO DE BUTILHIOSCINA 10MG C/10 TAB.,131,,,,,
,46,0,0,2015-11-20,BROMURO DE IPRATROPIO 20MCG SUSP. AEROSOL C/200 DOSIS EN 10ML,62,,,,,
,9,0,0,2015-11-20,BROMURO DE IPRATROPIO 250MCG/ML SOL. NEBUL. FCO. C/20ML,41,,,,,
,423,0,0,2015-11-20,BROMURO DE PINAVERIO 100MG C/14 TAB.,294,,,,,
,45,0,0,2015-11-20,BROMURO DE PIRIDOSTIGMINA 60MG C/20 TAB.,531,,,,,
,175,0,0,2015-11-20,BROMURO DE TIOTROPIO 18MCG C/20 CAP.,777,,,,,
,31,0,0,2015-11-20,BROMURO DE TIOTROPIO C/30 CAP. + DISPOSITIVO DOSIFICADOR,2878,,,,,
,843,0,0,2015-11-20,BROMURO PINAVERIO/DIMETICONA 100/300MG C/16 CAP.,1304,,,,,
,52,0,0,2015-11-20,BUDESONIDA + FORMOTEROL 160MG/4.5MCG SPRAY,782,,,,,
,68,0,0,2015-11-20,BUDESONIDA + FORMOTEROL 320MG/9MCG C/60 DOSIS (POLVO),802,,,,,
,24,0,0,2015-11-20,BUDESONIDA + FORMOTEROL 80MG/4.5MCG SPRAY,1782,,,,,
,124,0,0,2015-11-20,BUDESONIDA 0.125MG/ML NEBUL. C/5 AMP. SOBRE 2ML,1008,,,,,
,97,0,0,2015-11-20,BUDESONIDA 0.250MG/ML NEBUL. C/5 AMP. SOBRE 2ML,719,,,,,
,10,0,0,2015-11-20,BUDESONIDA 3MG C/50 CAP.,2904,,,,,
,3,0,0,2015-11-20,BUFLOMEDIL 150MG C/30 TAB.,508,,,,,
,1,0,0,2015-11-20,BUMETANIDA 1MG C/20 COMP.,559,,,,,
,12,0,0,2015-11-20,BUPRENORFINA 30MG C/4 PARCHES (II),2758,,,,,
,125,0,0,2015-11-20,CABERGOLINA 0.5MG C/2 TAB.,282,,,,,
,36,0,0,2015-11-20,CALAMINA LOCION FCO. 180ML,160,,,,,
,75,0,0,2015-11-20,CALCIO 500MG ENV. C/12 COMP.,209,,,,,
,32,0,0,2015-11-20,CALCITRIOL 0.25MCG C/50 CAP.,1862,,,,,
,7,0,0,2015-11-20,CALCITRIOL CREMA UNGUENTO TUBO 0.3MG C/30GR,1268,,,,,
,6,0,0,2015-11-20,CAPECITABINA 500MG C/120 GRAGEAS,898,,,,,
,140,0,0,2015-11-20,CAPTOPRIL 25MG C/30 TAB.,2569,,,,,
,157,0,0,2015-11-20,CARBAMAZEPINA 400MG C/20 GRAGEAS,815,,,,,
,7,0,0,2015-11-20,CARBAMAZEPINA SUSP. 2G/100ML,147,,,,,
,731,0,0,2015-11-20,CARBONATO DE CALCIO + VITAMINA D3 600MG C/60 TAB.,2786,,,,,
,10,0,0,2015-11-20,CARBONATO DE LITIO 300MG C/50 TAB.,243,,,,,
,689,0,0,2015-11-20,CARBOXIMETILCELULOSA SODICA 0.5% SOL. OFT. GOTAS C/15ML,754,,,,,
,36,0,0,2015-11-20,CARVEDILOL 25MG C/14 TAB.,2594,,,,,
,10,0,0,2015-11-20,CEFALEXINA 125MG/5ML SUSP.,1482,,,,,
,138,0,0,2015-11-20,CEFALEXINA 250MG/5ML SUSP.,1483,,,,,
,781,0,0,2015-11-20,CEFALEXINA 500MG C/20 CAP.,169,,,,,
,156,0,0,2015-11-20,CEFIXIMA 100MG/5ML SUSP. ORAL C/100ML,1135,,,,,
,55,0,0,2015-11-20,CEFIXIMA DE 200MG C/12 CAP.,1335,,,,,
,72,0,0,2015-11-20,CEFTIBUTEN 36MG/ML SUSP. FCO C/30ML,167,,,,,
,67,0,0,2015-11-20,CEFTIBUTEN 400MG C/10 CAP.,168,,,,,
,5,0,0,2015-11-20,CEFTRIAXONA,2879,,,,,
,87,0,0,2015-11-20,CEFUROXIMA 250MG/5ML SUSP. C/50ML,2615,,,,,
,19,0,0,2015-11-20,CEFUROXIMA 500MG C/10 TAB.,1488,,,,,
,215,0,0,2015-11-20,CETIRIZINA 10MG C/10 TAB.,884,,,,,
,122,0,0,2015-11-20,CETIRIZINA SOL 10MG/ML C/10ML,871,,,,,
,79,0,0,2015-11-20,CETIRIZINA SOL. FCO. C/50ML,885,,,,,
,168,0,0,2015-11-20,CICLESONIDA 50MCG SPRAY NASAL C/120 DOSIS,3009,,,,,
,103,0,0,2015-11-20,CICLOPIROX 8% SOL. C/3ML,1377,,,,,
,12,0,0,2015-11-20,CICLOPIROX CREMA CUTANEA 20GR,2730,,,,,
,3,0,0,2015-11-20,CICLOSPORINA 0.1% GOTAS OFT. C/5ML,3011,,,,,
,10,0,0,2015-11-20,CICLOSPORINA DE GELATINA BLANDA 25MG C/50 CAP.,1114,,,,,
,1,0,0,2015-11-20,CICLOSPORINE A 50MG MICROEMULSION C/50 CAP.,761,,,,,
,2,0,0,2015-11-20,CINACALCET 30MG C/30 COMP.,2983,,,,,
,26,0,0,2015-11-20,CINARIZINA 75MG ENV. C/60 TAB.,237,,,,,
,387,0,0,2015-11-20,CINITAPRIDA 1MG C/25 COMP.,2788,,,,,
,12,0,0,2015-11-20,CINOSTAZOL 100MG C/30 TAB.,2949,,,,,
,40,0,0,2015-11-20,CIPROFLOXACINO + DEXAMETASONA 3MG/1MG/ML FCO. C/5ML,2697,,,,,
,70,0,0,2015-11-20,CIPROFLOXACINO + HIDROCORTISONA + LIDOCAINA SOL. OTICA GOTAS,2789,,,,,
,230,0,0,2015-11-20,CIPROFLOXACINO 250MG C/12 TAB,924,,,,,
,413,0,0,2015-11-20,CIPROFLOXACINO 500MG C/12 COMP.,2885,,,,,
,44,0,0,2015-11-20,CIPROFLOXACINO SOL. OFT. GOTAS C/5ML,1493,,,,,
,71,0,0,2015-11-20,CIPROTERONA + ETINILESTRADIOL 2MG/.035MG C/21 GRAGEAS ,1522,,,,,
,58,0,0,2015-11-20,CISAPRIDA 10MG C/30 TAB.,177,,,,,
,14,0,0,2015-11-20,CISAPRIDA FCO C/60ML,691,,,,,
,35,0,0,2015-11-20,CITICOLINA 500MG C/10 COMP.,2632,,,,,
,342,0,0,2015-11-20,CITRATO DE CALCIO + VITAMINA D3 315MG C/60 TAB.,1361,,,,,
,9,0,0,2015-11-20,CITRATO DE POTASIO 1080MCG C/100 TAB.,2891,,,,,
,220,0,0,2015-11-20,CITRATO DE SILDENAFIL 50MG C/4 TAB.,2790,,,,,
,12,0,0,2015-11-20,CITRATO DE SODIO + LAURILSULFOACETATO DE SODIO SUSP. CON 4 ENEMAS EN APLICADOR DESECHABLE DE 5,538,,,,,
,40,0,0,2015-11-20,CITRATO DE TAMOXIFENO 20MG C/15 TAB.,625,,,,,
,170,0,0,2015-11-20,CLARITROMICINA + AMBROXOL 500MG/45MG C/10 TAB.,2731,,,,,
,101,0,0,2015-11-20,CLARITROMICINA 250MG SUSP. PED. FCO. C/60ML GRANULOS,467,,,,,
,117,0,0,2015-11-20,CLARITROMICINA 500MG C/10 TAB.,2092,,,,,
,94,0,0,2015-11-20,CLEBOPRIDA + SIMETICONA C/45 CAP.,2950,,,,,
,62,0,0,2015-11-20,CLEBOPRIDA 500MG C/30 COMP.,2914,,,,,
,10,0,0,2015-11-20,CLEBOPRIDA JBE. FCO. C/90ML,2671,,,,,
,21,0,0,2015-11-20,CLINDAMICINA + KETOCONAZOL 800/100MG C/3 TAB. VAGINALES,1029,,,,,
,54,0,0,2015-11-20,CLINDAMICINA + PEROXIDO DE BENZOILO 5GR/100GR EN 100GR TUBO GEL C/30GR,449,,,,,
,170,0,0,2015-11-20,CLINDAMICINA 300MG C/16 CAP.,2680,,,,,
,53,0,0,2015-11-20,CLINDAMICINA 300MG C/2ML AMP.,238,,,,,
,10,0,0,2015-11-20,CLINDAMICINA 75MG/5ML FCO. GRANULADO PARA 100ML,260,,,,,
,57,0,0,2015-11-20,CLINDAMICINA SOL. TOPICA FCO C/30ML,261,,,,,
,6,0,0,2015-11-20,CLIOQUINOL TUBO CREMA 30GR,2791,,,,,
,7,0,0,2015-11-20,CLOBAZAM 10MG C/30 TAB.,581,,,,,
,65,0,0,2015-11-20,CLOBETASOL 0.044GR TUBO C/40GR,1238,,,,,
,75,0,0,2015-11-20,CLOBETASOL 0.050% TUBO C/30GR,227,,,,,
,1,0,0,2015-11-20,CLOMIPRAMINA 25MG C/30 GRAGEAS,2216,,,,,
,82,0,0,2015-11-20,CLONAZEPAM 2.5MG/1ML GOTAS 10ML (II),468,,,,,
,201,0,0,2015-11-20,CLONAZEPAM 2MG C/30 COMP. (II),2410,,,,,
,1,0,0,2015-11-20,CLONIDINA TAB. 0.1MG C/100,2792,,,,,
,84,0,0,2015-11-20,CLONIXINATO DE LISINA 250MG C/10 TAB.,1499,,,,,
,33,0,0,2015-11-20,CLONIXITATO DE LISINA + CICLOBENZAPRINA 125/5 C/20 TAB.,2307,,,,,
,201,0,0,2015-11-20,CLOPIDOGREL 75MG C/28 TAB.,692,,,,,
,61,0,0,2015-11-20,CLORANFENICOL + HIDROCORTISONA + BENZOCAINA SOL. OTICA FCO. C/10ML,2794,,,,,
,60,0,0,2015-11-20,CLORANFENICOL 5MG/ML GOTAS OFT. C/15ML ,2726,,,,,
,15,0,0,2015-11-20,CLORANFENICOL TUBO OFT. C/5GR,2674,,,,,
,38,0,0,2015-11-20,CLORFENAMINA I 50MG JBE. FCO. C/60ML,1503,,,,,
,15,0,0,2015-11-20,CLORHIDRATO AMITRIPTILINA + DIAZEPAM + PERFENACINA 10MG/3MG/2MG C/30 TAB.,574,,,,,
,100,0,0,2015-11-20,CLORHIDRATO DE ALFUZOSINA 10MG LIB. PROL. C/28 TAB.,893,,,,,
,84,0,0,2015-11-20,CLORHIDRATO DE AMIODARONA 200MG C/20 TAB.,2795,,,,,
,56,0,0,2015-11-20,CLORHIDRATO DE BENCIDAMINA 45MG SOL. C/30ML,2668,,,,,
,250,0,0,2015-11-20,CLORHIDRATO DE BENCIDAMINA TUBO CREMA C/60GR,57,,,,,
,31,0,0,2015-11-20,CLORHIDRATO DE BETAXOLOL 2.5GR SUSP OFT.  C/5ML,121,,,,,
,37,0,0,2015-11-20,CLORHIDRATO DE BIPERIDENO 2MG C/30 TAB.,2798,,,,,
,48,0,0,2015-11-20,CLORHIDRATO DE BROMHEXINA JARABE C/100ML,1874,,,,,
,77,0,0,2015-11-20,CLORHIDRATO DE DULOXETINA 60MG C/28 CAPS.,210,,,,,
,84,0,0,2015-11-20,CLORHIDRATO DE IMIPRAMINA 25MG C/20 TAB.,2367,,,,,
,8,0,0,2015-11-20,CLORHIDRATO DE METILFENIDATO 10MG C/30 COMP. (III),592,,,,,
,3,0,0,2015-11-20,CLORHIDRATO DE METILFENIDATO 30MG C/30 CAP. (II),998,,,,,
,14,0,0,2015-11-20,CLORHIDRATO DE METILFENIDATO 36MG C/30TAB. (II),228,,,,,
,434,0,0,2015-11-20,CLORHIDRATO DE PAROXETINA 20MG C/10 TAB.,1877,,,,,
,160,0,0,2015-11-20,CLORHIDRATO DE TRAMADOL 100MG C/10 TAB.,855,,,,,
,82,0,0,2015-11-20,CLORHIDRATO DE TRAMADOL 100MG/ML GOTAS C/10ML,1880,,,,,
,245,0,0,2015-11-20,CLORHIDRATO DE TRAMADOL 50MG C/10 CAP.,976,,,,,
,1,0,0,2015-11-20,CLORHIDRATO DE VALACICLOVIR 500MG C/42 COMP.,1385,,,,,
,20,0,0,2015-11-20,CLORMADINONA + MESTRANOL 2MG/80MCG C/21 TAB.,764,,,,,
,8,0,0,2015-11-20,CLORMADINONA 2MG C/20 TAB.,493,,,,,
,33,0,0,2015-11-20,CLORMADINONA 5MG C/20 TAB.,494,,,,,
,1,0,0,2015-11-20,CLORPROMAZINA 25MG C/50 COMP. (III),522,,,,,
,125,0,0,2015-11-20,CLORTALIDONA 50MG C/20 TAB.,182,,,,,
,7,0,0,2015-11-20,CLORURO DE SODIO 10% SOL OFT. FCO. 10ML,415,,,,,
,8,0,0,2015-11-20,CLORURO DE SODIO 5% SOL OFT. FCO. 10ML,416,,,,,
,6,0,0,2015-11-20,CLORURO DE SODIO 5% UNGUENTO OFT. TUBO 5GR,417,,,,,
,276,0,0,2015-11-20,CLORURO DE SODIO Y GLICEROL 30ML ADTO. SOL. FCO C/30ML,2754,,,,,
,102,0,0,2015-11-20,CLOTRIMAZOL 10MG TUBO CREMA C/20GR,1505,,,,,
,166,0,0,2015-11-20,CLOTRIMAZOL 20GR CREMA C/3 APLICADORES,334,,,,,
,3,0,0,2015-11-20,CLOZAPINA 100MG C/30 TAB. (II),606,,,,,
,12,0,0,2015-11-20,COLCHICINA 1MG C/20 TAB.,185,,,,,
,12,0,0,2015-11-20,COLISTIMETATO DE SODIO 150MG FCO. AMP.,3013,,,,,
,9,0,0,2015-11-20,COMPLEJO B SOL. INY. FCO. C/10ML,189,,,,,
,12,0,0,2015-11-20,DANAZOL 100MG C/50 TAB.,2810,,,,,
,187,0,0,2015-11-20,DAPAGLIFOZINA 10MG C/14 TAB.,2952,,,,,
,1,0,0,2015-11-20,DAPSONA 50MG C/50 TAB.,1668,,,,,
,1,0,0,2015-11-20,DARBEPOETINA ALFA 500MCG JER. PRELLENADA,2985,,,,,
,1,0,0,2015-11-20,DARUNAVIR 400MG C/60 TAB.,2986,,,,,
