FORMATO DE REQUISICI?N,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,3,153,16,07/02/2016,GEL ANTIBACTERIAL 3600 ML,,,,$459.00
,480,2.13,0,07/02/2016,GRANEODIN B 10 MG 4 BENZOCAINA ,,,,"$1,022.40"
,10,24.8,0,07/02/2016,HIDROCORTISONA CREMA,,,,$248.00
,60,1.58,0,07/02/2016,IBUPROFENO 800 MG/TABLETAS c/10,,,,$94.80
,500,1,0,07/02/2016,ZOAFALET-H TABS 400 MG IBUPROFENO,,,,$500.00
,10,139.8,0,07/02/2016,KANKA SOLUCION BENZOCAINA/BENZOINA 100 ML,,,,"$1,398.00"
,440,2.6,0,07/02/2016,NEOMICINA + CAOLIN + PECTINA 129MG/280MG TAB.,,,,"$1,144.00"
,5,21,16,07/02/2016,KLEENEX CAJA,,,,$105.00
,8,85,0,07/02/2016,LAV OFTENO 100 ML ACIDO BORICO BORAX ,,,,$680.00
,28,10.7142,0,07/02/2016,LEVOFLOXACINO 500MG C/7 TABLETAS,,,,$300.00
,240,4.24,0,07/02/2016,LORATADINA + BETAMETASONA 5.0MG/0.25MG TAB.,,,,"$1,017.60"
,4,71,16,07/02/2016,LYSOL DESINFECTANTE ,,,,$284.00
,4,64,0,07/02/2016,MELOX PLUS 360 ML SUSPENSION,,,,$256.00
,600,2,0,07/02/2016,"MELOX PLUS TABS MASTICABLES 0 ALUMINIO,MAGNESIO,DIMETICONA CAJA C/24",,,,"$1,200.00"
,15,11.5,0,07/02/2016,MICONAZOL CREMA,,,,$172.50
,5,75.8,0,07/02/2016,MUPIROCINA  2% UNGUENTO  ,,,,$379.00
,96,1.791666667,0,07/02/2016,NAPROXEN 550 MG,,,,$172.00
,300,1.9,0,07/02/2016,NAPROXENO GI TABS. DE 500MG C/12,,,,$570.00
,10,0.85,0,07/02/2016,NEOMELUBRINA 500 MG,,,,$8.50
,4,27,0,07/02/2016,ALIN OFTALMICO NEOMICINA/DEXAMETASONA GTS 5ML,,,,$108.00
,150,1.07,0,07/02/2016,NIMESULIDE GI TABS. DE 100 MG. NIMESULIDE,,,,$160.50
,72,2.41,0,07/02/2016,"ALUMINIO, MAGNESIO, DIMETICONA CAJA C/24 PEPTO BISMOL 4 TABS MASTICABLES",,,,$173.52
,4,70,0,07/02/2016,PEPTO BISMOL SUSP C/236 ML,,,,$280.00
,4,71.2,0,07/02/2016,TETRACAINA SOL. OFTALMICA GTS. // PATENTE,,,,$284.80
,3,14.5,0,07/02/2016,QUADRIDERM CREMA,,,,$43.50
,400,2.9,0,07/02/2016,"SEDALMERK TABLETAS 500 MG PARACETAMOL, CAFEINA Y FENILEFRINA",,,,"$1,160.00"
,10,9.4,0,07/02/2016,CLORURO DE SODIO 0.9% 100ML,,,,$94.00
,10,27,0,07/02/2016,SOLUTINA F GOTAS,,,,$270.00
,25,3.6,0,07/02/2016,SUERO VIDA ORAL,,,,$90.00
,240,3.25,0,07/02/2016,SYNCOL TAB C/24,,,,$780.00
,150,3.85,0,07/02/2016,TAMEX TABS DE 5.0 MG/0.25 MG LORATADINA + BETAMETASONA ,,,,$577.50
,90,2.98,0,07/02/2016,TRAMADOL TAB 50 MG,,,,$268.20
,3,237,0,07/02/2016,TRAUMASOL AEROSOL CLORURO DE ETILO,,,,$711.00
,400,2.6,0,07/02/2016,TREDA: NEOMICINA 129 MG CAOLIN 280 MG PECTINA MG TABLETAS,,,,"$1,040.00"
,15,18,0,07/02/2016,TRIB12 DX COMPLEJO B + DEXAMETASONA + LIDOCAINA,,,,$270.00
,15,19.17,0,07/02/2016,TRIB12 COMPUESTO COMPLEJO B + DICLOFENACO,,,,$287.55
,48,3.17,0,07/02/2016,XL3 EXTREME ,,,,$152.16
,500,1,0,07/02/2016,ZOAFALET-H TABS 400 MG IBUPROFENO,,,,$500.00
,8,37.5,16,07/02/2016,ELECTRODOS PARCHE,,,,$300.00
,5,8.9,0,07/02/2016,AMBROXOL SOL. ORAL FCO.,,,,$44.50
,400,0.51,0,07/02/2016,AMBROXOL 30MG COMP. ,,,,$204.00
,600,1.4666666,0,07/02/2016,AMANTADINA + CLORFENAMINA + PARACETAMOL 50MG/3MG/300MG TAB.,,,,$880.00
,400,2.4,0,07/02/2016,BROMURO DE BUTILHIOSCINA 10MG GRAGEAS ,,,,$960.00
,90,0.25,0,07/02/2016,CAPTOPRIL 25MG TAB.,,,,$22.50
,12,32,0,07/02/2016,CEFTRIAXONA 1GR AMP.,,,,$384.00
,5,25,0,07/02/2016,CLORANFENICOL SOL. OFT. ,,,,$125.00
,3500,0.54,0,07/02/2016,DICLOFENACO 100MG TAB.,,,,"$1,890.00"
,200,1.23,0,07/02/2016,DICLOXACILINA 500MG CAP.,,,,$246.00
,30,0.351333,0,07/02/2016,DIFENIDOL 25MG TAB.,,,,$10.54
,900,5,0,07/02/2016,DIFENIDOL 40 MG/2ML SOL. INY.,,,,"$4,500.00"
,600,0.96,0,07/02/2016,LORATADINA 10MG GRAGEAS,,,,$576.00
,650,0.49,0,07/02/2016,PARACETAMOL 500MG TAB.,,,,$318.50
,200,2.75,0,07/02/2016,BUTILHIOSCINA + METAMIZOL 10MG/250MG,,,,$550.00
,400,0.38,0,07/02/2016,RANITIDINA 150MG TAB.,,,,$152.00
,890,0.84,0,07/02/2016,VOYDOL TABS. 10 MG KETOROLACO + TROMETAMINA CAJA TABLETAS,,,,$747.60
